 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -5.4994 -5.4080 -5.6205 -5.5433 -5.3208 -5.0252 -4.6978 -4.4738 -4.2691 -4.0603
 -3.8674 -3.6901 -3.5247 -3.3686 -3.2201 -2.8990 -2.5828 -2.2990 -2.1163
 -5.4718 -5.2025 -4.9893 -4.8446 -4.7584 -4.6365 -4.4421 -4.2251 -4.0200 -3.8251
 -3.6416 -3.4713 -3.3143 -3.1691 -3.0336 -2.7293 -2.4687 -2.2582 -2.0992 -1.9781
 -5.2196 -4.9520 -4.7188 -4.5229 -4.3632 -4.2516 -4.1589 -4.0194 -3.8420 -3.6560
 -3.4821 -3.3206 -3.1721 -3.0359 -2.9108 -2.6385 -2.4128 -2.2299 -2.0892 -1.9804
 -1.8930
 -5.0210 -4.7721 -4.5434 -4.3413 -4.1640 -4.0075 -3.8752 -3.7725 -3.6650 -3.5244
 -3.3665 -3.2133 -3.0722 -2.9429 -2.8248 -2.5732 -2.3719 -2.2117 -2.0858 -1.9874
 -1.9071 -1.8388
 -4.8530 -4.6273 -4.4126 -4.2156 -4.0388 -3.8789 -3.7326 -3.5999 -3.4880 -3.3828
 -3.2676 -3.1367 -3.0041 -2.8801 -2.7671 -2.5287 -2.3430 -2.1985 -2.0857 -1.9966
 -1.9230 -1.8598 -1.8039 -1.7541
 -4.7093 -4.5016 -4.3054 -4.1182 -3.9465 -3.7900 -3.6460 -3.5120 -3.3881 -3.2740
 -3.1690 -3.0651 -2.9543 -2.8404 -2.7310 -2.5000 -2.3233 -2.1886 -2.0855 -2.0052
 -1.9386 -1.8809 -1.8294 -1.7825 -1.7374 -1.6959 -1.6605 -1.6330 -1.6151 -1.6075
 -4.5891 -4.3933 -4.2110 -4.0371 -3.8721 -3.7204 -3.5806 -3.4506 -3.3294 -3.2152
 -3.1072 -3.0052 -2.9069 -2.8085 -2.7095 -2.4839 -2.3105 -2.1802 -2.0834 -2.0102
 -1.9509 -1.8996 -1.8536 -1.8111 -1.7713 -1.7326 -1.6970 -1.6671 -1.6448 -1.6321
 -1.6314
 -4.4917 -4.3028 -4.1281 -3.9643 -3.8088 -3.6619 -3.5260 -3.4003 -3.2834 -3.1731
 -3.0683 -2.9682 -2.8721 -2.7796 -2.6894 -2.4779 -2.3046 -2.1749 -2.0799 -2.0107
 -1.9576 -1.9134 -1.8737 -1.8368 -1.8020 -1.7684 -1.7348 -1.7039 -1.6790 -1.6627
 -1.6566
 -4.4164 -4.2303 -4.0585 -3.8959 -3.7493 -3.6094 -3.4772 -3.3543 -3.2410 -3.1348
 -3.0339 -2.9378 -2.8455 -2.7563 -2.6699 -2.4704 -2.3019 -2.1716 -2.0755 -2.0071
 -1.9577 -1.9196 -1.8870 -1.8571 -1.8283 -1.8000 -1.7725 -1.7460 -1.7228 -1.7033
 -1.6870
 -4.3624 -4.1761 -4.0042 -3.8452 -3.6983 -3.5622 -3.4355 -3.3155 -3.2039 -3.1006
 -3.0037 -2.9114 -2.8230 -2.7375 -2.6549 -2.4643 -2.3010 -2.1713 -2.0738 -2.0038
 -1.9546 -1.9197 -1.8931 -1.8703 -1.8486 -1.8270 -1.8054 -1.7837 -1.7626 -1.7430
 -1.7247
 -4.3253 -4.1363 -3.9625 -3.8025 -3.6553 -3.5196 -3.3946 -3.2788 -3.1696 -3.0677
 -2.9731 -2.8844 -2.7998 -2.7186 -2.6404 -2.4575 -2.2989 -2.1705 -2.0725 -2.0007
 -1.9504 -1.9158 -1.8923 -1.8751 -1.8605 -1.8463 -1.8317 -1.8163 -1.8005 -1.7848
 -1.7703
 -4.2895 -4.0934 -3.9166 -3.7566 -3.6108 -3.4772 -3.3540 -3.2398 -3.1335 -3.0345
 -2.9421 -2.8556 -2.7743 -2.6968 -2.6223 -2.4487 -2.2951 -2.1686 -2.0704
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  g   
 -5.8714 -5.7509 -5.5875 -5.3071 -4.9941 -4.6960 -4.4399 -4.2199 -4.0172 -3.8259
 -3.6470 -3.4830 -3.3332 -3.1956 -3.0677 -2.7871 -2.5280 -2.2943 -2.1163
 -5.4812 -5.2300 -5.0857 -4.9925 -4.7932 -4.5272 -4.2691 -4.0455 -3.8460 -3.6591
 -3.4849 -3.3257 -3.1814 -3.0507 -2.9311 -2.6688 -2.4434 -2.2505 -2.0947 -1.9728
 -5.2665 -4.9851 -4.7560 -4.5840 -4.4838 -4.3633 -4.1536 -3.9281 -3.7277 -3.5462
 -3.3766 -3.2211 -3.0802 -2.9533 -2.8384 -2.5926 -2.3897 -2.2203 -2.0827 -1.9733
 -1.8848
 -5.1212 -4.8429 -4.5990 -4.3850 -4.2082 -4.0769 -3.9780 -3.8390 -3.6518 -3.4724
 -3.3067 -3.1547 -3.0164 -2.8916 -2.7792 -2.5425 -2.3535 -2.2004 -2.0770 -1.9781
 -1.8969 -1.8281
 -5.0142 -4.7463 -4.5029 -4.2882 -4.0993 -3.9292 -3.7818 -3.6608 -3.5550 -3.4196
 -3.2648 -3.1147 -2.9781 -2.8550 -2.7437 -2.5114 -2.3302 -2.1874 -2.0748 -1.9848
 -1.9106 -1.8471 -1.7912 -1.7419
 -4.9427 -4.6762 -4.4377 -4.2217 -4.0304 -3.8591 -3.7009 -3.5550 -3.4266 -3.3194
 -3.2124 -3.0885 -2.9581 -2.8350 -2.7241 -2.4932 -2.3154 -2.1786 -2.0734 -1.9912
 -1.9239 -1.8661 -1.8148 -1.7684 -1.7249 -1.6854 -1.6517 -1.6251 -1.6068 -1.5990
 -4.8849 -4.6247 -4.3921 -4.1771 -3.9834 -3.8113 -3.6556 -3.5106 -3.3746 -3.2506
 -3.1395 -3.0385 -2.9350 -2.8253 -2.7164 -2.4838 -2.3065 -2.1721 -2.0711 -1.9948
 -1.9344 -1.8829 -1.8372 -1.7953 -1.7564 -1.7185 -1.6839 -1.6554 -1.6351 -1.6244
 -1.6228
 -4.8456 -4.5883 -4.3608 -4.1482 -3.9531 -3.7775 -3.6215 -3.4797 -3.3473 -3.2224
 -3.1060 -2.9985 -2.8998 -2.8054 -2.7100 -2.4819 -2.3019 -2.1673 -2.0678 -1.9948
 -1.9400 -1.8952 -1.8558 -1.8197 -1.7856 -1.7511 -1.7182 -1.6895 -1.6672 -1.6529
 -1.6476
 -4.8279 -4.5674 -4.3393 -4.1292 -3.9340 -3.7553 -3.5954 -3.4525 -3.3228 -3.2017
 -3.0873 -2.9793 -2.8780 -2.7836 -2.6943 -2.4825 -2.3003 -2.1631 -2.0630 -1.9910
 -1.9395 -1.9006 -1.8681 -1.8387 -1.8107 -1.7835 -1.7573 -1.7336 -1.7125 -1.6939
 -1.6774
 -4.8336 -4.5631 -4.3312 -4.1238 -3.9291 -3.7489 -3.5839 -3.4362 -3.3046 -3.1851
 -3.0739 -2.9688 -2.8689 -2.7743 -2.6852 -2.4823 -2.3049 -2.1637 -2.0607 -1.9872
 -1.9362 -1.9004 -1.8735 -1.8510 -1.8300 -1.8094 -1.7890 -1.7686 -1.7490 -1.7310
 -1.7142
 -4.8558 -4.5755 -4.3377 -4.1281 -3.9329 -3.7522 -3.5847 -3.4313 -3.2938 -3.1713
 -3.0604 -2.9577 -2.8607 -2.7683 -2.6802 -2.4805 -2.3081 -2.1667 -2.0601 -1.9840
 -1.9314 -1.8961 -1.8724 -1.8554 -1.8414 -1.8280 -1.8145 -1.8003 -1.7858 -1.7715
 -1.7585
 -4.8888 -4.6048 -4.3588 -4.1406 -3.9437 -3.7621 -3.5933 -3.4371 -3.2937 -3.1647
 -3.0498 -2.9463 -2.8508 -2.7610 -2.6753 -2.4793 -2.3098 -2.1694 -2.0605
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  g   
