 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -3.4815 -3.2913 -3.1178 -2.9593 -2.8147 -2.6826 -2.5614 -2.4482 -2.3445 -2.2507
 -2.1651 -2.0862 -2.0123 -1.9410 -1.8723 -1.7134 -1.5778 -1.4723 -1.3967 -1.3476
 -1.3180 -1.3000 -1.2876 -1.2773 -1.2671 -1.2563 -1.2450 -1.2334 -1.2221 -1.2122
 -1.2031
 -3.4791 -3.2817 -3.1023 -2.9392 -2.7910 -2.6564 -2.5342 -2.4229 -2.3197 -2.2250
 -2.1394 -2.0614 -1.9892 -1.9214 -1.8568 -1.7052 -1.5734 -1.4690 -1.3927 -1.3411
 -1.3098 -1.2923 -1.2835 -1.2790 -1.2757 -1.2718 -1.2670 -1.2609 -1.2540 -1.2470
 -1.2410
 -3.4814 -3.2748 -3.0895 -2.9227 -2.7723 -2.6360 -2.5121 -2.3991 -2.2960 -2.2020
 -2.1161 -2.0378 -1.9663 -1.9002 -1.8381 -1.6952 -1.5683 -1.4651 -1.3882
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  V   
 -4.8156 -4.7050 -4.5508 -4.2817 -3.9828 -3.7007 -3.4599 -3.2543 -3.0663 -2.8901
 -2.7263 -2.5766 -2.4403 -2.3156 -2.2008 -1.9542 -1.7350 -1.5446 -1.4079
 -4.4491 -4.2126 -4.0775 -3.9909 -3.8008 -3.5483 -3.3064 -3.0990 -2.9159 -2.7460
 -2.5889 -2.4458 -2.3163 -2.1993 -2.0929 -1.8638 -1.6740 -1.5191 -1.3998 -1.3100
 -4.2498 -3.9846 -3.7683 -3.6059 -3.5130 -3.4010 -3.2049 -2.9962 -2.8135 -2.6503
 -2.4995 -2.3619 -2.2374 -2.1251 -2.0237 -1.8096 -1.6383 -1.5019 -1.3970 -1.3167
 -1.2534
 -4.1172 -3.8546 -3.6240 -3.4216 -3.2550 -3.1330 -3.0437 -2.9181 -2.7484 -2.5879
 -2.4420 -2.3096 -2.1892 -2.0803 -1.9820 -1.7763 -1.6159 -1.4917 -1.3975 -1.3253
 -1.2674 -1.2191
 -4.0226 -3.7687 -3.5381 -3.3347 -3.1562 -2.9967 -2.8608 -2.7519 -2.6596 -2.5419
 -2.4071 -2.2773 -2.1601 -2.0542 -1.9581 -1.7569 -1.6023 -1.4856 -1.3992 -1.3340
 -1.2815 -1.2371 -1.1987 -1.1664
 -3.9644 -3.7098 -3.4825 -3.2772 -3.0957 -2.9342 -2.7872 -2.6540 -2.5396 -2.4471
 -2.3575 -2.2537 -2.1437 -2.0392 -1.9447 -1.7461 -1.5940 -1.4811 -1.3998 -1.3409
 -1.2943 -1.2545 -1.2196 -1.1886 -1.1597 -1.1346 -1.1155 -1.1041 -1.1013 -1.1070
 -3.9226 -3.6711 -3.4474 -3.2417 -3.0571 -2.8939 -2.7478 -2.6142 -2.4917 -2.3827
 -2.2878 -2.2040 -2.1190 -2.0284 -1.9376 -1.7405 -1.5888 -1.4769 -1.3982 -1.3438
 -1.3034 -1.2694 -1.2392 -1.2118 -1.1867 -1.1624 -1.1412 -1.1259 -1.1189 -1.1214
 -1.1330
 -3.9022 -3.6500 -3.4288 -3.2233 -3.0359 -2.8683 -2.7206 -2.5881 -2.4673 -2.3563
 -2.2556 -2.1648 -2.0828 -2.0053 -1.9270 -1.7379 -1.5855 -1.4730 -1.3943 -1.3423
 -1.3072 -1.2795 -1.2551 -1.2326 -1.2115 -1.1893 -1.1683 -1.1515 -1.1413 -1.1398
 -1.1480
 -3.9080 -3.6484 -3.4230 -3.2171 -3.0276 -2.8555 -2.7028 -2.5677 -2.4473 -2.3377
 -2.2373 -2.1452 -2.0604 -1.9820 -1.9083 -1.7339 -1.5828 -1.4685 -1.3886 -1.3366
 -1.3044 -1.2826 -1.2648 -1.2485 -1.2327 -1.2172 -1.2022 -1.1895 -1.1795 -1.1717
 -1.1661
 -3.9429 -3.6686 -3.4355 -3.2283 -3.0363 -2.8603 -2.7010 -2.5598 -2.4357 -2.3251
 -2.2252 -2.1338 -2.0493 -1.9707 -1.8968 -1.7293 -1.5832 -1.4672 -1.3845 -1.3301
 -1.2978 -1.2793 -1.2674 -1.2579 -1.2486 -1.2389 -1.2289 -1.2186 -1.2088 -1.2004
 -1.1928
 -4.0000 -3.7112 -3.4679 -3.2547 -3.0587 -2.8787 -2.7141 -2.5652 -2.4336 -2.3182
 -2.2160 -2.1241 -2.0401 -1.9623 -1.8892 -1.7242 -1.5823 -1.4669 -1.3816 -1.3242
 -1.2897 -1.2716 -1.2630 -1.2592 -1.2567 -1.2538 -1.2501 -1.2453 -1.2397 -1.2341
 -1.2295
 -4.0741 -3.7762 -3.5202 -3.2951 -3.0936 -2.9094 -2.7401 -2.5852 -2.4451 -2.3211
 -2.2127 -2.1173 -2.0319 -1.9541 -1.8820 -1.7202 -1.5808 -1.4664 -1.3795
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.0019 -4.7742 -4.4218 -4.0759 -3.7561 -3.4823 -3.2660 -3.0745 -2.8963 -2.7316
 -2.5781 -2.4376 -2.3106 -2.1962 -2.0927 -1.8715 -1.6863 -1.5271 -1.3967
 -4.5059 -4.3927 -4.2611 -3.9755 -3.6721 -3.3950 -3.1629 -2.9691 -2.7931 -2.6317
 -2.4819 -2.3451 -2.2220 -2.1119 -2.0133 -1.8067 -1.6394 -1.5000 -1.3860 -1.2966
 -4.3078 -4.0506 -3.9027 -3.8211 -3.6148 -3.3507 -3.1078 -2.9043 -2.7293 -2.5713
 -2.4251 -2.2915 -2.1710 -2.0633 -1.9671 -1.7679 -1.6106 -1.4832 -1.3810 -1.3008
 -1.2375
 -4.2189 -3.9287 -3.6934 -3.5196 -3.4182 -3.2990 -3.0878 -2.8742 -2.6923 -2.5358
 -2.3931 -2.2623 -2.1439 -2.0377 -1.9426 -1.7466 -1.5944 -1.4741 -1.3797 -1.3067
 -1.2488 -1.2010
 -4.1748 -3.8769 -3.6202 -3.4032 -3.2243 -3.0867 -2.9892 -2.8569 -2.6800 -2.5166
 -2.3759 -2.2477 -2.1310 -2.0260 -1.9316 -1.7363 -1.5861 -1.4696 -1.3804 -1.3128
 -1.2601 -1.2163 -1.1787 -1.1451
 -4.1646 -3.8594 -3.5918 -3.3604 -3.1597 -2.9872 -2.8418 -2.7239 -2.6266 -2.5061
 -2.3695 -2.2420 -2.1264 -2.0224 -1.9286 -1.7330 -1.5825 -1.4675 -1.3813 -1.3177
 -1.2699 -1.2309 -1.1970 -1.1672 -1.1398 -1.1165 -1.0993 -1.0899 -1.0887 -1.0940
 -4.1855 -3.8709 -3.5920 -3.3492 -3.1395 -2.9583 -2.7982 -2.6545 -2.5298 -2.4273
 -2.3356 -2.2355 -2.1275 -2.0237 -1.9298 -1.7338 -1.5815 -1.4661 -1.3812 -1.3204
 -1.2769 -1.2430 -1.2138 -1.1877 -1.1642 -1.1419 -1.1228 -1.1097 -1.1046 -1.1084
 -1.1196
 -4.2295 -3.9091 -3.6183 -3.3622 -3.1406 -2.9495 -2.7837 -2.6360 -2.5023 -2.3824
 -2.2784 -2.1904 -2.1079 -2.0220 -1.9337 -1.7369 -1.5825 -1.4652 -1.3798 -1.3202
 -1.2798 -1.2509 -1.2273 -1.2062 -1.1866 -1.1685 -1.1506 -1.1354 -1.1262 -1.1253
 -1.1343
 -4.2975 -3.9658 -3.6670 -3.3976 -3.1610 -2.9574 -2.7826 -2.6301 -2.4944 -2.3711
 -2.2598 -2.1613 -2.0750 -1.9975 -1.9232 -1.7394 -1.5834 -1.4634 -1.3764 -1.3165
 -1.2777 -1.2530 -1.2352 -1.2200 -1.2058 -1.1920 -1.1792 -1.1688 -1.1609 -1.1553
 -1.1517
 -4.3913 -4.0486 -3.7398 -3.4613 -3.2103 -2.9904 -2.8016 -2.6395 -2.4985 -2.3730
 -2.2596 -2.1573 -2.0655 -1.9832 -1.9088 -1.7405 -1.5874 -1.4643 -1.3741 -1.3122
 -1.2727 -1.2500 -1.2370 -1.2280 -1.2200 -1.2120 -1.2040 -1.1959 -1.1883 -1.1823
 -1.1794
 -4.5066 -4.1416 -3.8273 -3.5436 -3.2844 -3.0496 -2.8434 -2.6663 -2.5146 -2.3827
 -2.2660 -2.1613 -2.0668 -1.9815 -1.9039 -1.7368 -1.5913 -1.4669 -1.3730 -1.3078
 -1.2662 -1.2432 -1.2328 -1.2288 -1.2271 -1.2256 -1.2236 -1.2207 -1.2173 -1.2140
 -1.2117
 -4.6435 -4.2541 -3.9267 -3.6382 -3.3734 -3.1308 -2.9114 -2.7166 -2.5488 -2.4048
 -2.2803 -2.1709 -2.0734 -1.9855 -1.9057 -1.7349 -1.5924 -1.4706 -1.3737
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  V   
 -5.0220 -4.7050 -4.3180 -3.9771 -3.6695 -3.4024 -3.1877 -3.0017 -2.8315 -2.6709
 -2.5217 -2.3844 -2.2601 -2.1484 -2.0480 -1.8360 -1.6624 -1.5142 -1.3884
 -4.5962 -4.5087 -4.2411 -3.9074 -3.6039 -3.3305 -3.1055 -2.9158 -2.7458 -2.5878
 -2.4413 -2.3070 -2.1856 -2.0772 -1.9803 -1.7800 -1.6205 -1.4879 -1.3774 -1.2884
 -4.3309 -4.1183 -4.0420 -3.8626 -3.5749 -3.3036 -3.0639 -2.8659 -2.6951 -2.5396
 -2.3960 -2.2641 -2.1447 -2.0379 -1.9427 -1.7476 -1.5956 -1.4722 -1.3717 -1.2912
 -1.2276
 -4.2528 -3.9567 -3.7419 -3.6261 -3.5233 -3.2975 -3.0560 -2.8440 -2.6677 -2.5129
 -2.3721 -2.2425 -2.1246 -2.0188 -1.9242 -1.7308 -1.5821 -1.4640 -1.3699 -1.2958
 -1.2374 -1.1896
 -4.2316 -3.9130 -3.6479 -3.4384 -3.2851 -3.1863 -3.0498 -2.8488 -2.6595 -2.5002
 -2.3610 -2.2335 -2.1170 -2.0119 -1.9176 -1.7238 -1.5758 -1.4603 -1.3703 -1.3008
 -1.2471 -1.2033 -1.1660 -1.1331
 -4.2492 -3.9133 -3.6276 -3.3872 -3.1888 -3.0245 -2.8961 -2.7945 -2.6626 -2.5017
 -2.3580 -2.2319 -2.1166 -2.0121 -1.9180 -1.7231 -1.5739 -1.4590 -1.3713 -1.3051
 -1.2555 -1.2161 -1.1826 -1.1533 -1.1278 -1.1065 -1.0902 -1.0805 -1.0789 -1.0855
 -4.3029 -3.9485 -3.6429 -3.3837 -3.1650 -2.9797 -2.8200 -2.6815 -2.5683 -2.4697
 -2.3563 -2.2356 -2.1208 -2.0165 -1.9225 -1.7264 -1.5749 -1.4589 -1.3718 -1.3078
 -1.2615 -1.2266 -1.1977 -1.1722 -1.1495 -1.1296 -1.1129 -1.1007 -1.0950 -1.0993
 -1.1114
 -4.3826 -4.0167 -3.6904 -3.4105 -3.1737 -2.9740 -2.8029 -2.6523 -2.5181 -2.4004
 -2.3010 -2.2122 -2.1198 -2.0230 -1.9295 -1.7320 -1.5780 -1.4594 -1.3716 -1.3083
 -1.2642 -1.2334 -1.2096 -1.1890 -1.1703 -1.1533 -1.1369 -1.1234 -1.1155 -1.1156
 -1.1249
 -4.4854 -4.1062 -3.7658 -3.4647 -3.2070 -2.9901 -2.8065 -2.6482 -2.5081 -2.3821
 -2.2694 -2.1713 -2.0864 -2.0077 -1.9285 -1.7372 -1.5811 -1.4594 -1.3696 -1.3058
 -1.2629 -1.2352 -1.2164 -1.2015 -1.1880 -1.1753 -1.1638 -1.1533 -1.1450 -1.1412
 -1.1419
 -4.6099 -4.2186 -3.8696 -3.5535 -3.2741 -3.0353 -2.8343 -2.6638 -2.5165 -2.3862
 -2.2690 -2.1639 -2.0708 -1.9886 -1.9145 -1.7430 -1.5871 -1.4623 -1.3690 -1.3031
 -1.2594 -1.2329 -1.2180 -1.2086 -1.2012 -1.1941 -1.1872 -1.1804 -1.1743 -1.1699
 -1.1684
 -4.7538 -4.3445 -3.9884 -3.6649 -3.3716 -3.1114 -2.8882 -2.6998 -2.5398 -2.4015
 -2.2796 -2.1707 -2.0731 -1.9859 -1.9077 -1.7411 -1.5936 -1.4667 -1.3695 -1.3002
 -1.2544 -1.2274 -1.2143 -1.2094 -1.2077 -1.2068 -1.2058 -1.2041 -1.2020 -1.2002
 -1.1990
 -4.9185 -4.4825 -4.1163 -3.7889 -3.4894 -3.2161 -2.9727 -2.7622 -2.5837 -2.4317
 -2.3007 -2.1860 -2.0841 -1.9930 -1.9111 -1.7392 -1.5969 -1.4726 -1.3719
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  V   
 -5.0267 -4.6058 -4.2179 -3.8924 -3.6075 -3.3479 -3.1330 -2.9447 -2.7777 -2.6218
 -2.4764 -2.3421 -2.2198 -2.1097 -2.0110 -1.8044 -1.6388 -1.4985 -1.3783
 -4.7372 -4.5350 -4.1808 -3.8402 -3.5476 -3.2860 -3.0648 -2.8757 -2.7064 -2.5524
 -2.4090 -2.2769 -2.1568 -2.0492 -1.9531 -1.7560 -1.6018 -1.4746 -1.3677 -1.2793
 -4.3670 -4.2519 -4.1291 -3.8324 -3.5282 -3.2625 -3.0311 -2.8363 -2.6663 -2.5134
 -2.3723 -2.2421 -2.1236 -2.0171 -1.9222 -1.7288 -1.5803 -1.4603 -1.3616 -1.2809
 -1.2165
 -4.2728 -3.9896 -3.8367 -3.7584 -3.5354 -3.2660 -3.0263 -2.8202 -2.6460 -2.4933
 -2.3542 -2.2260 -2.1086 -2.0028 -1.9081 -1.7153 -1.5690 -1.4529 -1.3594 -1.2843
 -1.2249 -1.1767
 -4.2689 -3.9353 -3.6753 -3.4958 -3.3962 -3.2657 -3.0423 -2.8265 -2.6417 -2.4853
 -2.3474 -2.2208 -2.1047 -1.9993 -1.9046 -1.7108 -1.5642 -1.4499 -1.3595 -1.2884
 -1.2330 -1.1888 -1.1516 -1.1195
 -4.3123 -3.9483 -3.6494 -3.4094 -3.2234 -3.0862 -2.9843 -2.8404 -2.6561 -2.4885
 -2.3474 -2.2222 -2.1072 -2.0023 -1.9075 -1.7121 -1.5637 -1.4492 -1.3606 -1.2922
 -1.2402 -1.1998 -1.1663 -1.1374 -1.1118 -1.0909 -1.0762 -1.0691 -1.0695 -1.0755
 -4.3994 -4.0048 -3.6752 -3.4041 -3.1829 -3.0023 -2.8518 -2.7304 -2.6262 -2.4995
 -2.3549 -2.2276 -2.1135 -2.0091 -1.9143 -1.7172 -1.5662 -1.4501 -1.3616 -1.2949
 -1.2455 -1.2088 -1.1795 -1.1544 -1.1324 -1.1135 -1.0976 -1.0868 -1.0834 -1.0885
 -1.1000
 -4.5175 -4.1023 -3.7417 -3.4407 -3.1932 -2.9892 -2.8185 -2.6704 -2.5415 -2.4324
 -2.3344 -2.2296 -2.1220 -2.0183 -1.9235 -1.7250 -1.5711 -1.4521 -1.3624 -1.2960
 -1.2483 -1.2146 -1.1898 -1.1693 -1.1513 -1.1353 -1.1219 -1.1110 -1.1042 -1.1039
 -1.1137
 -4.6597 -4.2249 -3.8432 -3.5121 -3.2361 -3.0089 -2.8205 -2.6604 -2.5199 -2.3946
 -2.2843 -2.1886 -2.1029 -2.0175 -1.9304 -1.7325 -1.5763 -1.4540 -1.3618 -1.2948
 -1.2478 -1.2164 -1.1956 -1.1803 -1.1674 -1.1556 -1.1453 -1.1365 -1.1298 -1.1267
 -1.1300
 -4.8201 -4.3752 -3.9787 -3.6251 -3.3194 -3.0641 -2.8534 -2.6775 -2.5273 -2.3952
 -2.2769 -2.1714 -2.0786 -1.9972 -1.9220 -1.7421 -1.5846 -1.4589 -1.3632 -1.2937
 -1.2459 -1.2153 -1.1973 -1.1867 -1.1793 -1.1729 -1.1671 -1.1618 -1.1573 -1.1546
 -1.1549
 -4.9934 -4.5346 -4.1308 -3.7656 -3.4390 -3.1558 -2.9177 -2.7199 -2.5541 -2.4122
 -2.2878 -2.1769 -2.0779 -1.9901 -1.9119 -1.7442 -1.5936 -1.4655 -1.3657 -1.2928
 -1.2428 -1.2114 -1.1946 -1.1875 -1.1852 -1.1846 -1.1844 -1.1839 -1.1834 -1.1832
 -1.1833
 -5.1834 -4.7024 -4.2901 -3.9198 -3.5830 -3.2811 -3.0173 -2.7932 -2.6056 -2.4476
 -2.3124 -2.1946 -2.0903 -1.9975 -1.9146 -1.7425 -1.6000 -1.4735 -1.3701
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.0120 -4.5509 -4.1616 -3.8438 -3.5661 -3.3126 -3.0980 -2.9027 -2.7338 -2.5838
 -2.4416 -2.3097 -2.1891 -2.0802 -1.9822 -1.7780 -1.6170 -1.4833 -1.3682
 -4.7284 -4.5242 -4.1331 -3.7937 -3.5061 -3.2524 -3.0358 -2.8446 -2.6757 -2.5250
 -2.3842 -2.2541 -2.1352 -2.0280 -1.9321 -1.7357 -1.5842 -1.4608 -1.3570 -1.2694
 -4.4775 -4.4053 -4.1334 -3.7936 -3.4907 -3.2276 -3.0048 -2.8120 -2.6433 -2.4928
 -2.3539 -2.2254 -2.1077 -2.0013 -1.9061 -1.7124 -1.5654 -1.4478 -1.3507 -1.2701
 -1.2046
 -4.2955 -4.0608 -3.9896 -3.8021 -3.5080 -3.2358 -3.0004 -2.8002 -2.6283 -2.4771
 -2.3398 -2.2130 -2.0963 -1.9904 -1.8952 -1.7013 -1.5557 -1.4412 -1.3483 -1.2724
 -1.2115 -1.1626
 -4.2894 -3.9525 -3.7200 -3.6076 -3.5002 -3.2622 -3.0190 -2.8069 -2.6271 -2.4723
 -2.3357 -2.2102 -2.0946 -1.9891 -1.8937 -1.6984 -1.5520 -1.4385 -1.3482 -1.2758
 -1.2184 -1.1730 -1.1357 -1.1037
 -4.3518 -3.9648 -3.6628 -3.4378 -3.2865 -3.1898 -3.0406 -2.8321 -2.6405 -2.4775
 -2.3377 -2.2133 -2.0987 -1.9937 -1.8982 -1.7011 -1.5525 -1.4385 -1.3493 -1.2791
 -1.2246 -1.1824 -1.1484 -1.1197 -1.0951 -1.0754 -1.0619 -1.0556 -1.0571 -1.0639
 -4.4705 -4.0366 -3.6894 -3.4150 -3.2014 -3.0365 -2.9108 -2.8043 -2.6623 -2.4954
 -2.3466 -2.2201 -2.1064 -2.0020 -1.9066 -1.7076 -1.5561 -1.4401 -1.3507 -1.2819
 -1.2295 -1.1901 -1.1598 -1.1346 -1.1131 -1.0950 -1.0808 -1.0718 -1.0696 -1.0757
 -1.0877
 -4.6318 -4.1614 -3.7692 -3.4538 -3.2027 -3.0017 -2.8380 -2.6999 -2.5841 -2.4788
 -2.3596 -2.2311 -2.1167 -2.0127 -1.9174 -1.7169 -1.5624 -1.4434 -1.3524 -1.2836
 -1.2325 -1.1956 -1.1687 -1.1477 -1.1300 -1.1148 -1.1025 -1.0927 -1.0877 -1.0898
 -1.1006
 -4.8150 -4.3226 -3.8953 -3.5376 -3.2484 -3.0168 -2.8293 -2.6723 -2.5356 -2.4154
 -2.3105 -2.2145 -2.1180 -2.0214 -1.9277 -1.7264 -1.5694 -1.4469 -1.3533 -1.2835
 -1.2329 -1.1976 -1.1739 -1.1572 -1.1442 -1.1330 -1.1239 -1.1161 -1.1110 -1.1105
 -1.1157
 -5.0151 -4.5103 -4.0632 -3.6731 -3.3442 -3.0767 -2.8610 -2.6843 -2.5352 -2.4044
 -2.2877 -2.1840 -2.0922 -2.0101 -1.9304 -1.7388 -1.5798 -1.4539 -1.3565 -1.2841
 -1.2326 -1.1978 -1.1760 -1.1631 -1.1548 -1.1486 -1.1437 -1.1398 -1.1370 -1.1352
 -1.1387
 -5.2229 -4.7079 -4.2507 -3.8425 -3.4843 -3.1809 -2.9312 -2.7280 -2.5603 -2.4182
 -2.2940 -2.1832 -2.0843 -1.9967 -1.9188 -1.7464 -1.5911 -1.4625 -1.3611 -1.2851
 -1.2313 -1.1957 -1.1746 -1.1643 -1.1603 -1.1593 -1.1595 -1.1601 -1.1611 -1.1628
 -1.1646
 -5.4401 -4.9068 -4.4442 -4.0284 -3.6548 -3.3255 -3.0436 -2.8086 -2.6151 -2.4543
 -2.3179 -2.1995 -2.0948 -2.0015 -1.9185 -1.7459 -1.6008 -1.4726 -1.3677
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.8429 -4.4050 -4.0529 -3.7663 -3.5030 -3.2629 -3.0600 -2.8729 -2.7026 -2.5551
 -2.4163 -2.2867 -2.1678 -2.0596 -1.9621 -1.7583 -1.5944 -1.4621 -1.3569
 -4.7690 -4.4274 -4.0470 -3.7299 -3.4602 -3.2157 -3.0097 -2.8218 -2.6526 -2.5047
 -2.3666 -2.2383 -2.1207 -2.0139 -1.9178 -1.7204 -1.5690 -1.4474 -1.3457 -1.2589
 -4.6143 -4.4325 -4.0804 -3.7409 -3.4515 -3.1991 -2.9821 -2.7942 -2.6262 -2.4774
 -2.3407 -2.2138 -2.0971 -1.9910 -1.8953 -1.6998 -1.5522 -1.4355 -1.3394 -1.2589
 -1.1923
 -4.4070 -4.1888 -4.0761 -3.7780 -3.4736 -3.2093 -2.9800 -2.7844 -2.6149 -2.4647
 -2.3292 -2.2037 -2.0879 -1.9821 -1.8863 -1.6902 -1.5435 -1.4293 -1.3368 -1.2604
 -1.1979 -1.1477
 -4.2876 -3.9719 -3.8110 -3.7387 -3.5088 -3.2382 -2.9985 -2.7916 -2.6150 -2.4619
 -2.3265 -2.2022 -2.0874 -1.9819 -1.8860 -1.6882 -1.5404 -1.4269 -1.3365 -1.2630
 -1.2037 -1.1566 -1.1187 -1.0865
 -4.3596 -3.9668 -3.6783 -3.4920 -3.3996 -3.2610 -3.0316 -2.8151 -2.6278 -2.4681
 -2.3295 -2.2061 -2.0921 -1.9872 -1.8913 -1.6916 -1.5415 -1.4272 -1.3376 -1.2660
 -1.2092 -1.1647 -1.1296 -1.1008 -1.0768 -1.0575 -1.0448 -1.0402 -1.0425 -1.0505
 -4.5029 -4.0438 -3.6917 -3.4252 -3.2321 -3.1011 -2.9998 -2.8448 -2.6554 -2.4846
 -2.3393 -2.2135 -2.1004 -1.9960 -1.9002 -1.6989 -1.5459 -1.4294 -1.3394 -1.2688
 -1.2138 -1.1716 -1.1394 -1.1137 -1.0922 -1.0747 -1.0615 -1.0540 -1.0536 -1.0607
 -1.0736
 -4.7064 -4.1886 -3.7754 -3.4549 -3.2080 -3.0189 -2.8711 -2.7530 -2.6438 -2.5086
 -2.3586 -2.2257 -2.1113 -2.0076 -1.9119 -1.7091 -1.5532 -1.4336 -1.3418 -1.2712
 -1.2172 -1.1769 -1.1473 -1.1249 -1.1070 -1.0922 -1.0808 -1.0727 -1.0696 -1.0733
 -1.0851
 -4.9489 -4.3840 -3.9187 -3.5433 -3.2490 -3.0197 -2.8388 -2.6898 -2.5623 -2.4515
 -2.3474 -2.2362 -2.1221 -2.0188 -1.9236 -1.7200 -1.5615 -1.4386 -1.3439 -1.2721
 -1.2184 -1.1794 -1.1522 -1.1333 -1.1193 -1.1082 -1.0997 -1.0937 -1.0903 -1.0915
 -1.0989
 -5.1978 -4.6151 -4.1168 -3.6948 -3.3500 -3.0770 -2.8620 -2.6893 -2.5448 -2.4183
 -2.3059 -2.2056 -2.1128 -2.0234 -1.9358 -1.7345 -1.5736 -1.4473 -1.3488 -1.2742
 -1.2195 -1.1807 -1.1550 -1.1388 -1.1287 -1.1220 -1.1174 -1.1146 -1.1135 -1.1147
 -1.1194
 -5.4396 -4.8554 -4.3416 -3.8915 -3.5061 -3.1876 -2.9319 -2.7280 -2.5626 -2.4234
 -2.3015 -2.1928 -2.0953 -2.0081 -1.9295 -1.7473 -1.5870 -1.4578 -1.3555 -1.2772
 -1.2200 -1.1803 -1.1550 -1.1406 -1.1339 -1.1315 -1.1316 -1.1329 -1.1352 -1.1388
 -1.1429
 -5.6742 -5.1049 -4.5720 -4.1111 -3.7008 -3.3481 -3.0519 -2.8103 -2.6152 -2.4552
 -2.3207 -2.2039 -2.1002 -2.0074 -1.9047 -1.7584 -1.6017 -1.4701 -1.3640
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  V   
 -4.7360 -4.3279 -3.9932 -3.7247 -3.4654 -3.2338 -3.0302 -2.8475 -2.6794 -2.5354
 -2.3989 -2.2715 -2.1540 -2.0468 -1.9495 -1.7450 -1.5810 -1.4493 -1.3456
 -4.7975 -4.3591 -3.9898 -3.6873 -3.4299 -3.1931 -2.9868 -2.8038 -2.6355 -2.4908
 -2.3549 -2.2285 -2.1121 -2.0059 -1.9096 -1.7103 -1.5573 -1.4356 -1.3347 -1.2485
 -4.5740 -4.4130 -4.0266 -3.6999 -3.4234 -3.1790 -2.9656 -2.7808 -2.6132 -2.4670
 -2.3322 -2.2069 -2.0912 -1.9854 -1.8894 -1.6914 -1.5417 -1.4244 -1.3285 -1.2478
 -1.1802
