 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  I   
 -0.9425 -0.9363 -1.1230 -1.1354 -1.0625 -0.9422 -0.7926 -0.6946 -0.6073 -0.5139
 -0.4240 -0.3385 -0.2600 -0.1894 -0.1292 -0.0040  0.0352  0.0109  0.0110
 -0.9432 -0.8774 -0.8258 -0.8024 -0.8083 -0.7899 -0.7247 -0.6410 -0.5579 -0.4765
 -0.3973 -0.3224 -0.2538 -0.1930 -0.1407 -0.0466 -0.0002  0.0099 -0.0008 -0.0228
 -0.8207 -0.7617 -0.7038 -0.6533 -0.6156 -0.6031 -0.6023 -0.5749 -0.5186 -0.4491
 -0.3796 -0.3123 -0.2501 -0.1948 -0.1472 -0.0614 -0.0183 -0.0099 -0.0215 -0.0431
 -0.0710
 -0.7082 -0.6648 -0.6153 -0.5653 -0.5193 -0.4796 -0.4519 -0.4424 -0.4329 -0.4039
 -0.3562 -0.3009 -0.2460 -0.1959 -0.1526 -0.0737 -0.0331 -0.0257 -0.0384 -0.0602
 -0.0871 -0.1184
 -0.5950 -0.5694 -0.5343 -0.4932 -0.4510 -0.4109 -0.3743 -0.3429 -0.3231 -0.3097
 -0.2942 -0.2677 -0.2318 -0.1916 -0.1533 -0.0813 -0.0431 -0.0369 -0.0508 -0.0739
 -0.1012 -0.1318 -0.1657 -0.2030
 -0.4804 -0.4690 -0.4496 -0.4220 -0.3891 -0.3543 -0.3204 -0.2884 -0.2590 -0.2340
 -0.2158 -0.2018 -0.1856 -0.1652 -0.1416 -0.0829 -0.0475 -0.0421 -0.0574 -0.0835
 -0.1126 -0.1438 -0.1774 -0.2135 -0.2525 -0.2947 -0.3404 -0.3895 -0.4423 -0.4986
 -0.3665 -0.3653 -0.3585 -0.3440 -0.3232 -0.2980 -0.2705 -0.2428 -0.2161 -0.1904
 -0.1669 -0.1476 -0.1327 -0.1202 -0.1074 -0.0738 -0.0455 -0.0394 -0.0571 -0.0872
 -0.1200 -0.1535 -0.1881 -0.2242 -0.2620 -0.3009 -0.3423 -0.3879 -0.4387 -0.4948
 -0.5528
 -0.2559 -0.2616 -0.2631 -0.2588 -0.2492 -0.2351 -0.2172 -0.1966 -0.1752 -0.1537
 -0.1328 -0.1133 -0.0962 -0.0827 -0.0718 -0.0511 -0.0358 -0.0326 -0.0505 -0.0836
 -0.1214 -0.1591 -0.1962 -0.2336 -0.2718 -0.3110 -0.3509 -0.3930 -0.4390 -0.4902
 -0.5474
 -0.1509 -0.1609 -0.1674 -0.1700 -0.1686 -0.1636 -0.1555 -0.1442 -0.1305 -0.1150
 -0.0989 -0.0831 -0.0684 -0.0554 -0.0444 -0.0263 -0.0190 -0.0216 -0.0393 -0.0740
 -0.1162 -0.1591 -0.2007 -0.2412 -0.2811 -0.3210 -0.3615 -0.4030 -0.4471 -0.4939
 -0.5432
 -0.0537 -0.0662 -0.0755 -0.0820 -0.0859 -0.0874 -0.0867 -0.0837 -0.0788 -0.0711
 -0.0616 -0.0511 -0.0406 -0.0307 -0.0218 -0.0058 -0.0010 -0.0072 -0.0260 -0.0598
 -0.1038 -0.1511 -0.1979 -0.2429 -0.2862 -0.3283 -0.3700 -0.4115 -0.4537 -0.4972
 -0.5434
  0.0335  0.0212  0.0109  0.0024 -0.0046 -0.0101 -0.0142 -0.0172 -0.0192 -0.0195
 -0.0176 -0.0139 -0.0090 -0.0036  0.0015  0.0119  0.0153  0.0071 -0.0130 -0.0452
 -0.0885 -0.1375 -0.1881 -0.2380 -0.2859 -0.3318 -0.3761 -0.4193 -0.4619 -0.5048
 -0.5487
  0.1098  0.1064  0.0994  0.0901  0.0797  0.0692  0.0596  0.0513  0.0443  0.0385
  0.0338  0.0302  0.0284  0.0281  0.0287  0.0302  0.0297  0.0208  0.0000
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  I   
 -1.2213 -1.2302 -1.2037 -1.0999 -0.9718 -0.8480 -0.7429 -0.6542 -0.5720 -0.4932
 -0.4176 -0.3455 -0.2776 -0.2143 -0.1569 -0.0391  0.0228  0.0343  0.0286
