 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.7988 -1.7949 -1.9771 -1.9879 -1.9182 -1.7954 -1.6401 -1.5419 -1.4540 -1.3618
 -1.2726 -1.1884 -1.1113 -1.0414 -0.9822 -0.8607 -0.8064 -0.8138 -0.8186
 -1.8046 -1.7379 -1.6839 -1.6579 -1.6616 -1.6407 -1.5731 -1.4877 -1.4038 -1.3224
 -1.2435 -1.1691 -1.1008 -1.0400 -0.9872 -0.8903 -0.8398 -0.8254 -0.8316 -0.8490
 -1.6880 -1.6273 -1.5657 -1.5108 -1.4693 -1.4541 -1.4513 -1.4219 -1.3639 -1.2934
 -1.2237 -1.1565 -1.0943 -1.0388 -0.9908 -0.9025 -0.8561 -0.8440 -0.8518 -0.8694
 -0.8929
 -1.5801 -1.5356 -1.4821 -1.4267 -1.3754 -1.3317 -1.3013 -1.2901 -1.2789 -1.2482
 -1.1994 -1.1434 -1.0883 -1.0380 -0.9940 -0.9128 -0.8694 -0.8589 -0.8683 -0.8866
 -0.9097 -0.9367
 -1.4688 -1.4443 -1.4065 -1.3601 -1.3117 -1.2660 -1.2254 -1.1916 -1.1702 -1.1555
 -1.1386 -1.1105 -1.0733 -1.0324 -0.9934 -0.9191 -0.8784 -0.8695 -0.8805 -0.9006
 -0.9245 -0.9513 -0.9807 -1.0131
 -1.3534 -1.3454 -1.3261 -1.2946 -1.2557 -1.2143 -1.1749 -1.1390 -1.1073 -1.0810
 -1.0617 -1.0464 -1.0286 -1.0064 -0.9814 -0.9199 -0.8821 -0.8743 -0.8870 -0.9103
 -0.9365 -0.9644 -0.9942 -1.0259 -1.0596 -1.0959 -1.1354 -1.1783 -1.2250 -1.2756
 -1.2367 -1.2407 -1.2366 -1.2209 -1.1959 -1.1643 -1.1300 -1.0967 -1.0662 -1.0384
 -1.0137 -0.9933 -0.9771 -0.9629 -0.9484 -0.9108 -0.8798 -0.8714 -0.8866 -0.9141
 -0.9444 -0.9750 -1.0063 -1.0387 -1.0722 -1.1060 -1.1416 -1.1812 -1.2261 -1.2766
 -1.3295
 -1.1214 -1.1340 -1.1400 -1.1372 -1.1261 -1.1075 -1.0830 -1.0556 -1.0286 -1.0034
 -0.9804 -0.9596 -0.9413 -0.9264 -0.9139 -0.8890 -0.8704 -0.8646 -0.8800 -0.9107
 -0.9461 -0.9812 -1.0156 -1.0499 -1.0845 -1.1195 -1.1544 -1.1911 -1.2316 -1.2774
 -1.3296
 -1.0104 -1.0286 -1.0409 -1.0460 -1.0463 -1.0397 -1.0272 -1.0095 -0.9889 -0.9677
 -0.9480 -0.9301 -0.9139 -0.8995 -0.8870 -0.8652 -0.8543 -0.8540 -0.8692 -0.9013
 -0.9410 -0.9816 -1.0208 -1.0587 -1.0957 -1.1323 -1.1690 -1.2062 -1.2456 -1.2873
 -1.3312
 -0.9065 -0.9283 -0.9444 -0.9553 -0.9615 -0.9636 -0.9615 -0.9545 -0.9434 -0.9290
 -0.9138 -0.8996 -0.8868 -0.8751 -0.8647 -0.8454 -0.8371 -0.8403 -0.8563 -0.8875
 -0.9290 -0.9739 -1.0184 -1.0612 -1.1021 -1.1416 -1.1803 -1.2186 -1.2569 -1.2963
 -1.3374
 -0.8114 -0.8334 -0.8512 -0.8653 -0.8759 -0.8834 -0.8881 -0.8900 -0.8884 -0.8831
 -0.8748 -0.8655 -0.8567 -0.8488 -0.8418 -0.8280 -0.8214 -0.8265 -0.8438 -0.8734
 -0.9142 -0.9607 -1.0091 -1.0569 -1.1027 -1.1464 -1.1884 -1.2291 -1.2689 -1.3086
 -1.3489
 -0.7229 -0.7344 -0.7493 -0.7657 -0.7822 -0.7972 -0.8098 -0.8191 -0.8252 -0.8283
 -0.8284 -0.8260 -0.8223 -0.8186 -0.8153 -0.8098 -0.8074 -0.8134 -0.8314
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.0808 -2.0910 -2.0650 -1.9607 -1.8291 -1.6991 -1.5886 -1.4975 -1.4146 -1.3355
 -1.2600 -1.1883 -1.1209 -1.0582 -1.0014 -0.8858 -0.8183 -0.7982 -0.8017
 -1.9112 -1.8472 -1.8289 -1.8346 -1.7740 -1.6679 -1.5598 -1.4680 -1.3881 -1.3136
 -1.2431 -1.1761 -1.1133 -1.0554 -1.0032 -0.9017 -0.8413 -0.8184 -0.8216 -0.8383
 -1.8071 -1.7309 -1.6634 -1.6189 -1.6152 -1.6009 -1.5320 -1.4455 -1.3674 -1.2973
 -1.2314 -1.1689 -1.1103 -1.0564 -1.0079 -0.9142 -0.8585 -0.8367 -0.8404 -0.8573
 -0.8809
 -1.7169 -1.6514 -1.5807 -1.5122 -1.4584 -1.4309 -1.4267 -1.4027 -1.3449 -1.2809
 -1.2201 -1.1621 -1.1075 -1.0572 -1.0119 -0.9246 -0.8725 -0.8515 -0.8554 -0.8728
 -0.8964 -0.9238
 -1.6251 -1.5775 -1.5176 -1.4535 -1.3927 -1.3387 -1.2982 -1.2761 -1.2677 -1.2438
 -1.2013 -1.1515 -1.1019 -1.0552 -1.0129 -0.9313 -0.8824 -0.8622 -0.8663 -0.8849
 -0.9095 -0.9371 -0.9674 -1.0013
 -1.5292 -1.4973 -1.4543 -1.4011 -1.3444 -1.2900 -1.2400 -1.1970 -1.1657 -1.1492
 -1.1373 -1.1167 -1.0852 -1.0474 -1.0094 -0.9335 -0.8876 -0.8682 -0.8727 -0.8931
 -0.9199 -0.9489 -0.9797 -1.0124 -1.0466 -1.0831 -1.1233 -1.1679 -1.2171 -1.2687
 -1.4240 -1.4079 -1.3818 -1.3444 -1.2984 -1.2494 -1.2017 -1.1573 -1.1176 -1.0847
 -1.0608 -1.0457 -1.0324 -1.0151 -0.9927 -0.9306 -0.8880 -0.8696 -0.8742 -0.8964
 -0.9263 -0.9581 -0.9906 -1.0241 -1.0588 -1.0944 -1.1320 -1.1730 -1.2182 -1.2683
 -1.3229
 -1.3172 -1.3104 -1.2990 -1.2766 -1.2454 -1.2069 -1.1655 -1.1246 -1.0862 -1.0510
 -1.0205 -0.9955 -0.9770 -0.9635 -0.9514 -0.9172 -0.8833 -0.8664 -0.8708 -0.8940
 -0.9275 -0.9633 -0.9988 -1.0344 -1.0701 -1.1053 -1.1413 -1.1799 -1.2224 -1.2699
 -1.3229
 -1.2134 -1.2112 -1.2080 -1.1979 -1.1799 -1.1549 -1.1240 -1.0897 -1.0555 -1.0228
 -0.9929 -0.9663 -0.9436 -0.9254 -0.9117 -0.8886 -0.8705 -0.8589 -0.8637 -0.8868
 -0.9228 -0.9632 -1.0033 -1.0422 -1.0804 -1.1182 -1.1564 -1.1961 -1.2374 -1.2801
 -1.3240
 -1.1174 -1.1168 -1.1168 -1.1124 -1.1049 -1.0915 -1.0727 -1.0488 -1.0218 -0.9939
 -0.9670 -0.9425 -0.9206 -0.9015 -0.8857 -0.8613 -0.8501 -0.8466 -0.8534 -0.8756
 -0.9120 -0.9557 -1.0005 -1.0441 -1.0860 -1.1267 -1.1668 -1.2064 -1.2462 -1.2870
 -1.3295
 -1.0348 -1.0286 -1.0274 -1.0257 -1.0249 -1.0190 -1.0099 -0.9968 -0.9799 -0.9595
 -0.9378 -0.9169 -0.8977 -0.8806 -0.8657 -0.8401 -0.8298 -0.8308 -0.8411 -0.8630
 -0.8982 -0.9429 -0.9911 -1.0395 -1.0861 -1.1308 -1.1741 -1.2161 -1.2573 -1.2983
 -1.3400
 -0.9629 -0.9464 -0.9399 -0.9391 -0.9407 -0.9415 -0.9395 -0.9345 -0.9268 -0.9159
 -0.9019 -0.8866 -0.8713 -0.8573 -0.8450 -0.8226 -0.8126 -0.8148 -0.8276
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.2633 -2.2076 -2.0636 -1.9070 -1.7530 -1.6224 -1.5284 -1.4500 -1.3769 -1.3071
 -1.2418 -1.1798 -1.1210 -1.0655 -1.0134 -0.9041 -0.8290 -0.7907 -0.7860
 -2.0128 -2.0153 -2.0007 -1.8867 -1.7494 -1.6189 -1.5134 -1.4318 -1.3591 -1.2922
 -1.2300 -1.1712 -1.1157 -1.0634 -1.0147 -0.9136 -0.8461 -0.8122 -0.8079 -0.8223
 -1.9024 -1.8198 -1.7888 -1.7973 -1.7300 -1.6170 -1.5073 -1.4184 -1.3457 -1.2808
 -1.2214 -1.1657 -1.1132 -1.0638 -1.0180 -0.9233 -0.8609 -0.8296 -0.8254 -0.8396
 -0.8631
 -1.8308 -1.7404 -1.6574 -1.6026 -1.5937 -1.5776 -1.5011 -1.4112 -1.3346 -1.2703
 -1.2132 -1.1602 -1.1105 -1.0639 -1.0206 -0.9313 -0.8728 -0.8434 -0.8392 -0.8532
 -0.8769 -0.9051
 -1.7600 -1.6840 -1.6002 -1.5208 -1.4576 -1.4209 -1.4126 -1.3859 -1.3242 -1.2595
 -1.2036 -1.1532 -1.1061 -1.0620 -1.0210 -0.9366 -0.8814 -0.8537 -0.8496 -0.8637
 -0.8880 -0.9167 -0.9481 -0.9817
 -1.6819 -1.6243 -1.5540 -1.4779 -1.4048 -1.3416 -1.2942 -1.2670 -1.2560 -1.2321
 -1.1888 -1.1430 -1.0989 -1.0573 -1.0187 -0.9388 -0.8865 -0.8603 -0.8566 -0.8709
 -0.8964 -0.9265 -0.9586 -0.9926 -1.0282 -1.0665 -1.1086 -1.1554 -1.2063 -1.2576
 -1.5957 -1.5546 -1.5015 -1.4387 -1.3715 -1.3066 -1.2483 -1.1990 -1.1620 -1.1406
 -1.1280 -1.1100 -1.0820 -1.0478 -1.0127 -0.9376 -0.8882 -0.8634 -0.8601 -0.8747
 -0.9015 -0.9337 -0.9675 -1.0025 -1.0388 -1.0760 -1.1154 -1.1584 -1.2061 -1.2584
 -1.3119
 -1.5054 -1.4752 -1.4376 -1.3906 -1.3360 -1.2777 -1.2207 -1.1683 -1.1225 -1.0845
 -1.0563 -1.0386 -1.0263 -1.0125 -0.9933 -0.9326 -0.8863 -0.8630 -0.8600 -0.8745
 -0.9025 -0.9373 -0.9739 -1.0110 -1.0484 -1.0866 -1.1252 -1.1657 -1.2095 -1.2580
 -1.3119
 -1.4165 -1.3904 -1.3629 -1.3296 -1.2892 -1.2429 -1.1934 -1.1443 -1.0984 -1.0571
 -1.0216 -0.9930 -0.9718 -0.9571 -0.9460 -0.9155 -0.8799 -0.8588 -0.8563 -0.8707
 -0.8992 -0.9366 -0.9769 -1.0172 -1.0571 -1.0968 -1.1370 -1.1787 -1.2220 -1.2667
 -1.3125
