 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F098M
 -0.9281 -0.9723 -1.0498 -1.1132 -1.1474 -1.1791 -1.2319 -1.2920 -1.3311 -1.3389
 -1.3296 -1.3076 -1.2810 -1.2572 -1.2367 -1.2106 -1.2249 -1.2652 -1.3104
 -0.9943 -1.0113 -1.0457 -1.0847 -1.1268 -1.1722 -1.2180 -1.2596 -1.2926 -1.3148
 -1.3245 -1.3210 -1.3059 -1.2858 -1.2678 -1.2452 -1.2576 -1.2960 -1.3440 -1.3974
 -1.0401 -1.0456 -1.0576 -1.0796 -1.1160 -1.1589 -1.1982 -1.2328 -1.2644 -1.2929
 -1.3129 -1.3225 -1.3192 -1.3058 -1.2914 -1.2730 -1.2846 -1.3214 -1.3707 -1.4242
 -1.4786
 -1.0655 -1.0752 -1.0855 -1.0979 -1.1150 -1.1392 -1.1725 -1.2116 -1.2465 -1.2732
 -1.2948 -1.3121 -1.3209 -1.3172 -1.3075 -1.2940 -1.3059 -1.3414 -1.3904 -1.4438
 -1.4980 -1.5519
 -1.0649 -1.0831 -1.0982 -1.1112 -1.1241 -1.1392 -1.1583 -1.1819 -1.2107 -1.2418
 -1.2685 -1.2898 -1.3080 -1.3170 -1.3150 -1.3080 -1.3208 -1.3556 -1.4051 -1.4593
 -1.5142 -1.5686 -1.6220 -1.6742
 -1.0399 -1.0682 -1.0916 -1.1099 -1.1247 -1.1380 -1.1522 -1.1686 -1.1875 -1.2086
 -1.2316 -1.2544 -1.2758 -1.2955 -1.3069 -1.3140 -1.3290 -1.3635 -1.4140 -1.4704
 -1.5270 -1.5828 -1.6374 -1.6908 -1.7425 -1.7932 -1.8433 -1.8960 -1.9531 -2.0117
 -0.9942 -1.0327 -1.0654 -1.0917 -1.1120 -1.1283 -1.1426 -1.1567 -1.1720 -1.1885
 -1.2058 -1.2236 -1.2416 -1.2619 -1.2797 -1.3084 -1.3304 -1.3652 -1.4164 -1.4757
 -1.5356 -1.5940 -1.6507 -1.7057 -1.7590 -1.8106 -1.8612 -1.9113 -1.9644 -2.0226
 -2.0831
 -0.9343 -0.9802 -1.0213 -1.0563 -1.0843 -1.1065 -1.1245 -1.1401 -1.1551 -1.1705
 -1.1863 -1.2021 -1.2178 -1.2340 -1.2520 -1.2893 -1.3232 -1.3611 -1.4126 -1.4744
 -1.5384 -1.6006 -1.6605 -1.7181 -1.7737 -1.8272 -1.8791 -1.9299 -1.9808 -2.0342
 -2.0937
 -0.8685 -0.9178 -0.9643 -1.0062 -1.0419 -1.0713 -1.0953 -1.1153 -1.1331 -1.1498
 -1.1663 -1.1826 -1.1984 -1.2139 -1.2307 -1.2693 -1.3092 -1.3525 -1.4048 -1.4678
 -1.5354 -1.6023 -1.6665 -1.7279 -1.7866 -1.8429 -1.8971 -1.9496 -2.0010 -2.0527
 -2.1072
 -0.8035 -0.8519 -0.8998 -0.9454 -0.9868 -1.0229 -1.0539 -1.0799 -1.1025 -1.1228
 -1.1419 -1.1602 -1.1779 -1.1950 -1.2120 -1.2523 -1.2939 -1.3405 -1.3939 -1.4565
 -1.5256 -1.5961 -1.6650 -1.7308 -1.7936 -1.8535 -1.9109 -1.9661 -2.0194 -2.0717
 -2.1239
 -0.7407 -0.7873 -0.8344 -0.8801 -0.9238 -0.9647 -1.0015 -1.0339 -1.0624 -1.0879
 -1.1111 -1.1330 -1.1537 -1.1736 -1.1927 -1.2375 -1.2804 -1.3283 -1.3827 -1.4445
