 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.4161 -0.3989 -0.4243 -0.4263 -0.3911 -0.3580 -0.3616 -0.3839 -0.3872 -0.3582
 -0.3110 -0.2507 -0.1865 -0.1275 -0.0723  0.0361  0.0971  0.1204  0.1276
 -0.4154 -0.3561 -0.3258 -0.3059 -0.2946 -0.2920 -0.2949 -0.2976 -0.2947 -0.2832
 -0.2605 -0.2250 -0.1772 -0.1243 -0.0742  0.0232  0.0781  0.0980  0.0990  0.0862
 -0.4147 -0.3364 -0.2765 -0.2390 -0.2275 -0.2295 -0.2305 -0.2288 -0.2267 -0.2239
 -0.2145 -0.1958 -0.1637 -0.1203 -0.0761  0.0115  0.0615  0.0788  0.0759  0.0622
  0.0420
 -0.4140 -0.3398 -0.2764 -0.2256 -0.1898 -0.1705 -0.1684 -0.1775 -0.1832 -0.1803
 -0.1730 -0.1631 -0.1460 -0.1155 -0.0780  0.0010  0.0473  0.0628  0.0584  0.0442
  0.0243  0.0005
 -0.3938 -0.3318 -0.2755 -0.2258 -0.1844 -0.1533 -0.1337 -0.1248 -0.1255 -0.1311
 -0.1318 -0.1263 -0.1190 -0.1031 -0.0754 -0.0059  0.0373  0.0514  0.0449  0.0291
  0.0087 -0.0150 -0.0414 -0.0703
 -0.3476 -0.3018 -0.2585 -0.2175 -0.1794 -0.1461 -0.1195 -0.1009 -0.0896 -0.0837
 -0.0816 -0.0798 -0.0766 -0.0725 -0.0594 -0.0068  0.0326  0.0459  0.0370  0.0181
 -0.0043 -0.0291 -0.0558 -0.0844 -0.1148 -0.1472 -0.1822 -0.2224 -0.2688 -0.3173
 -0.2757 -0.2470 -0.2191 -0.1912 -0.1625 -0.1341 -0.1076 -0.0849 -0.0678 -0.0557
 -0.0468 -0.0398 -0.0336 -0.0308 -0.0259  0.0033  0.0343  0.0464  0.0361  0.0132
 -0.0132 -0.0405 -0.0688 -0.0982 -0.1286 -0.1601 -0.1936 -0.2293 -0.2704 -0.3184
 -0.3692
