 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.9291 -5.5853 -5.3359 -5.0617 -4.7609 -4.5145 -4.3714 -4.2856 -4.1916 -4.0673
 -3.9280 -3.7781 -3.6280 -3.4883 -3.3543 -3.0548 -2.8073 -2.6159 -2.4637
 -5.5424 -5.1449 -4.8494 -4.6082 -4.4118 -4.2557 -4.1306 -4.0250 -3.9277 -3.8309
 -3.7284 -3.6151 -3.4899 -3.3617 -3.2398 -2.9749 -2.7604 -2.5926 -2.4632 -2.3663
 -5.2822 -4.8642 -4.5456 -4.3139 -4.1562 -4.0373 -3.9285 -3.8275 -3.7363 -3.6529
 -3.5690 -3.4791 -3.3761 -3.2623 -3.1514 -2.9129 -2.7238 -2.5756 -2.4632 -2.3771
 -2.3086
 -5.1485 -4.7432 -4.4245 -4.1788 -3.9941 -3.8593 -3.7651 -3.6931 -3.6174 -3.5333
 -3.4498 -3.3701 -3.2866 -3.1901 -3.0891 -2.8688 -2.6975 -2.5649 -2.4638 -2.3854
 -2.3224 -2.2697
 -5.0540 -4.6732 -4.3678 -4.1251 -3.9339 -3.7852 -3.6706 -3.5815 -3.5109 -3.4469
 -3.3738 -3.2933 -3.2156 -3.1339 -3.0443 -2.8386 -2.6789 -2.5577 -2.4662 -2.3950
 -2.3373 -2.2886 -2.2462 -2.2086
 -4.9551 -4.6083 -4.3254 -4.0950 -3.9071 -3.7538 -3.6294 -3.5284 -3.4445 -3.3715
 -3.3042 -3.2353 -3.1625 -3.0894 -3.0094 -2.8176 -2.6657 -2.5516 -2.4676 -2.4035
 -2.3515 -2.3073 -2.2685 -2.2338 -2.2022 -2.1735 -2.1484 -2.1292 -2.1183 -2.1175
 -4.8390 -4.5300 -4.2748 -4.0632 -3.8857 -3.7355 -3.6081 -3.4999 -3.4083 -3.3284
 -3.2554 -3.1857 -3.1165 -3.0502 -2.9803 -2.8022 -2.6561 -2.5460 -2.4663 -2.4081
 -2.3624 -2.3237 -2.2896 -2.2586 -2.2299 -2.2033 -2.1793 -2.1582 -2.1435 -2.1386
 -2.1440
 -4.7125 -4.4386 -4.2108 -4.0200 -3.8572 -3.7155 -3.5908 -3.4807 -3.3841 -3.2996
