 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F1130W
 -1.3800 -1.4919 -1.6010 -1.7072 -1.8080 -1.8968 -1.9634 -2.0148 -2.0636 -2.1167
 -2.1751 -2.2415 -2.3094 -2.3825 -2.4571 -2.6422 -2.8261 -3.0107 -3.1838
 -1.3241 -1.4383 -1.5519 -1.6648 -1.7754 -1.8797 -1.9749 -2.0593 -2.1311 -2.1884
 -2.2383 -2.2904 -2.3529 -2.4244 -2.4992 -2.6877 -2.8735 -3.0527 -3.2228 -3.3839
 -1.3196 -1.4317 -1.5405 -1.6468 -1.7514 -1.8553 -1.9581 -2.0562 -2.1464 -2.2251
 -2.2851 -2.3329 -2.3870 -2.4548 -2.5284 -2.7152 -2.8987 -3.0771 -3.2476 -3.4094
 -3.5628
 -1.3206 -1.4292 -1.5349 -1.6375 -1.7376 -1.8355 -1.9317 -2.0270 -2.1217 -2.2131
 -2.2978 -2.3606 -2.4139 -2.4772 -2.5487 -2.7344 -2.9165 -3.0938 -3.2643 -3.4264
 -3.5801 -3.7263
 -1.3288 -1.4321 -1.5340 -1.6336 -1.7307 -1.8256 -1.9182 -2.0086 -2.0975 -2.1860
 -2.2744 -2.3567 -2.4211 -2.4902 -2.5630 -2.7474 -2.9288 -3.1052 -3.2755 -3.4377
 -3.5916 -3.7379 -3.8774 -4.0108
 -1.3487 -1.4436 -1.5393 -1.6346 -1.7286 -1.8210 -1.9115 -1.9997 -2.0859 -2.1704
 -2.2542 -2.3384 -2.4098 -2.4826 -2.5618 -2.7553 -2.9369 -3.1126 -3.2827 -3.4451
 -3.5993 -3.7459 -3.8854 -4.0189 -4.1467 -4.2696 -4.3884 -4.5038 -4.6165 -4.7268
 -1.3828 -1.4676 -1.5542 -1.6427 -1.7321 -1.8212 -1.9093 -1.9958 -2.0805 -2.1634
 -2.2448 -2.3255 -2.4003 -2.4712 -2.5498 -2.7516 -2.9400 -3.1167 -3.2868 -3.4497
 -3.6043 -3.7512 -3.8911 -4.0247 -4.1525 -4.2752 -4.3935 -4.5079 -4.6191 -4.7276
 -4.8344
 -1.4316 -1.5062 -1.5827 -1.6619 -1.7439 -1.8278 -1.9122 -1.9962 -2.0792 -2.1608
 -2.2410 -2.3200 -2.3958 -2.4660 -2.5409 -2.7399 -2.9341 -3.1159 -3.2880 -3.4517
 -3.6070 -3.7545 -3.8948 -4.0288 -4.1569 -4.2796 -4.3975 -4.5113 -4.6216 -4.7289
 -4.8337
 -1.4938 -1.5596 -1.6273 -1.6966 -1.7690 -1.8451 -1.9237 -2.0037 -2.0839 -2.1635
 -2.2422 -2.3198 -2.3954 -2.4673 -2.5397 -2.7318 -2.9251 -3.1107 -3.2874 -3.4538
