 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -1.9863 -0.7158  0.6536  0.8250 -0.5685 -3.1167 -2.3050 -0.9034 -0.0690 -0.0324
  0.0587  0.0611 -0.3316 -0.8107 -1.0415 -0.7982
 -2.0544 -1.5087 -0.8541 -0.7091 -1.2032 -2.3445 -2.0072 -1.3888 -0.9273 -0.7592
 -0.6182 -0.5693 -0.7110 -0.9019 -0.9799 -0.7694 -0.6215 -0.5283 -0.5205
 -1.9318 -1.7855 -1.5651 -1.4471 -1.4561 -1.7293 -1.6471 -1.4834 -1.2960 -1.1279
 -1.0021 -0.9365 -0.9299 -0.9404 -0.9205 -0.7439 -0.6171 -0.5296 -0.4878 -0.4542
 -0.3926
 -1.6185 -1.5462 -1.4794 -1.3890 -1.3271 -1.2711 -1.2247 -1.1871 -1.1750 -1.1383
 -1.0932 -1.0405 -0.9882 -0.9264 -0.8633 -0.7217 -0.6093 -0.5306 -0.4762 -0.4387
 -0.4113 -0.3895 -0.3717
 -1.4029 -1.3655 -1.3263 -1.2737 -1.2259 -1.1777 -1.1324 -1.0914 -1.0553 -1.0222
 -0.9873 -0.9474 -0.9050 -0.8590 -0.8092 -0.6934 -0.6026 -0.5369 -0.4899 -0.4558
 -0.4302 -0.4100 -0.3933 -0.3800 -0.3700
 -1.2003 -1.1897 -1.1733 -1.1494 -1.1184 -1.0827 -1.0447 -1.0069 -0.9709 -0.9371
 -0.9052 -0.8732 -0.8385 -0.8033 -0.7639 -0.6688 -0.5937 -0.5390 -0.4996 -0.4702
 -0.4476 -0.4297 -0.4148 -0.4021 -0.3915 -0.3837
 -1.0106 -1.0188 -1.0204 -1.0161 -1.0047 -0.9861 -0.9616 -0.9336 -0.9039 -0.8740
 -0.8446 -0.8160 -0.7874 -0.7589 -0.7274 -0.6479 -0.5826 -0.5369 -0.5053 -0.4819
 -0.4635 -0.4486 -0.4361 -0.4252 -0.4155 -0.4075 -0.4018 -0.4009 -0.4071 -0.4209
 -0.8339 -0.8528 -0.8676 -0.8787 -0.8846 -0.8837 -0.8756 -0.8613 -0.8422 -0.8202
 -0.7965 -0.7719 -0.7472 -0.7225 -0.6972 -0.6303 -0.5719 -0.5307 -0.5049 -0.4879
 -0.4752 -0.4647 -0.4557 -0.4477 -0.4402 -0.4333 -0.4270 -0.4240 -0.4268 -0.4374
 -0.4560
 -0.6781 -0.7010 -0.7231 -0.7445 -0.7629 -0.7767 -0.7844 -0.7851 -0.7792 -0.7678
 -0.7521 -0.7338 -0.7139 -0.6931 -0.6713 -0.6150 -0.5621 -0.5228 -0.4992 -0.4868
 -0.4801 -0.4754 -0.4713 -0.4674 -0.4634 -0.4591 -0.4553 -0.4516 -0.4511 -0.4573
 -0.4723
 -0.5406 -0.5669 -0.5938 -0.6212 -0.6474 -0.6712 -0.6910 -0.7051 -0.7124 -0.7126
 -0.7068 -0.6962 -0.6823 -0.6661 -0.6482 -0.5996 -0.5521 -0.5142 -0.4908 -0.4799
 -0.4774 -0.4787 -0.4808 -0.4823 -0.4830 -0.4827 -0.4819 -0.4812 -0.4814 -0.4850
 -0.4923
 -0.4238 -0.4518 -0.4806 -0.5101 -0.5403 -0.5697 -0.5971 -0.6211 -0.6400 -0.6521
 -0.6570 -0.6558 -0.6495 -0.6393 -0.6260 -0.5852 -0.5425 -0.5064 -0.4825 -0.4708
 -0.4692 -0.4743 -0.4821 -0.4899 -0.4965 -0.5016 -0.5054 -0.5083 -0.5108 -0.5141
 -0.5182
 -0.3302 -0.3557 -0.3834 -0.4131 -0.4446 -0.4763 -0.5079 -0.5377 -0.5644 -0.5852
 -0.5998 -0.6085 -0.6116 -0.6094 -0.6024 -0.5713 -0.5330 -0.4987 -0.4745 -0.4619
 -0.4594 -0.4652 -0.4763 -0.4895 -0.5023 -0.5136 -0.5231 -0.5310 -0.5376 -0.5437
 -0.5504
 -0.2598 -0.2786 -0.3022 -0.3302 -0.3603 -0.3910 -0.4257 -0.4584 -0.4893 -0.5159
 -0.5379 -0.5557 -0.5696 -0.5764 -0.5774 -0.5579 -0.5236 -0.4911 -0.4668
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  G   
 -1.5915 -1.4842 -1.4212 -1.4129 -1.4637 -1.7158 -1.5885 -1.4585 -1.3591 -1.2827
 -1.1663 -1.0518 -1.0208 -1.0303 -1.0030 -0.7939
 -1.6023 -1.4916 -1.4127 -1.3734 -1.3783 -1.4994 -1.4397 -1.3710 -1.3078 -1.2485
 -1.1708 -1.0908 -1.0393 -1.0020 -0.9492 -0.7636 -0.6236 -0.5256 -0.4577
 -1.5899 -1.4816 -1.3946 -1.3344 -1.3054 -1.3329 -1.3113 -1.2809 -1.2429 -1.1982
 -1.1477 -1.0922 -1.0325 -0.9690 -0.9024 -0.7374 -0.6141 -0.5267 -0.4658 -0.4231
 -0.3920
 -1.5543 -1.4542 -1.3669 -1.2959 -1.2450 -1.2163 -1.2033 -1.1883 -1.1645 -1.1316
 -1.0970 -1.0560 -1.0002 -0.9315 -0.8626 -0.7153 -0.6062 -0.5289 -0.4748 -0.4363
 -0.4077 -0.3858 -0.3678
 -1.4955 -1.4094 -1.3296 -1.2579 -1.1972 -1.1496 -1.1157 -1.0932 -1.0726 -1.0488
 -1.0187 -0.9821 -0.9425 -0.8894 -0.8298 -0.6973 -0.5999 -0.5322 -0.4846 -0.4501
 -0.4242 -0.4040 -0.3878 -0.3748 -0.3653
 -1.4135 -1.3472 -1.2827 -1.2204 -1.1620 -1.1101 -1.0669 -1.0321 -1.0037 -0.9786
 -0.9510 -0.9180 -0.8847 -0.8462 -0.7988 -0.6820 -0.5935 -0.5340 -0.4934 -0.4635
 -0.4408 -0.4228 -0.4081 -0.3960 -0.3861 -0.3787
 -1.3092 -1.2631 -1.2172 -1.1701 -1.1218 -1.0741 -1.0297 -0.9905 -0.9567 -0.9263
 -0.8967 -0.8659 -0.8330 -0.8028 -0.7651 -0.6669 -0.5861 -0.5325 -0.4985 -0.4744
 -0.4558 -0.4409 -0.4287 -0.4183 -0.4093 -0.4020 -0.3970 -0.3967 -0.4033 -0.4173
 -1.1905 -1.1610 -1.1324 -1.1021 -1.0682 -1.0308 -0.9917 -0.9537 -0.9186 -0.8867
 -0.8566 -0.8264 -0.7948 -0.7652 -0.7335 -0.6498 -0.5775 -0.5274 -0.4980 -0.4800
 -0.4670 -0.4565 -0.4478 -0.4402 -0.4334 -0.4273 -0.4227 -0.4199 -0.4226 -0.4336
 -0.4524
 -1.0755 -1.0528 -1.0337 -1.0178 -0.9985 -0.9745 -0.9454 -0.9134 -0.8813 -0.8506
 -0.8214 -0.7931 -0.7643 -0.7352 -0.7068 -0.6325 -0.5677 -0.5200 -0.4917 -0.4788
 -0.4689 -0.4670 -0.4631 -0.4597 -0.4562 -0.4526 -0.4496 -0.4497 -0.4531 -0.4595
 -0.4687
 -0.9392 -0.9385 -0.9329 -0.9229 -0.9151 -0.9037 -0.8868 -0.8648 -0.8392 -0.8122
 -0.7857 -0.7600 -0.7345 -0.7085 -0.6829 -0.6156 -0.5563 -0.5116 -0.4843 -0.4721
 -0.4692 -0.4704 -0.4726 -0.4745 -0.4757 -0.4760 -0.4760 -0.4758 -0.4767 -0.4799
 -0.4887
 -0.8191 -0.8262 -0.8275 -0.8236 -0.8244 -0.8220 -0.8162 -0.8053 -0.7894 -0.7696
 -0.7478 -0.7257 -0.7038 -0.6818 -0.6596 -0.6005 -0.5456 -0.5031 -0.4760 -0.4630
 -0.4613 -0.4664 -0.4742 -0.4823 -0.4893 -0.4949 -0.4993 -0.5028 -0.5059 -0.5098
 -0.5145
