 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  g   
 -6.6899 -6.4221 -6.2480 -6.0470 -5.8040 -5.5998 -5.4904 -5.4215 -5.3152 -5.1503
 -4.9578 -4.7470 -4.5345 -4.3334 -4.1413 -3.7057 -3.3330 -3.0372 -2.7996
 -6.3729 -6.0389 -5.7925 -5.5880 -5.4164 -5.2742 -5.1527 -5.0393 -4.9216 -4.7918
 -4.6447 -4.4769 -4.2923 -4.1065 -3.9325 -3.5537 -3.2381 -2.9835 -2.7841 -2.6326
 -6.1577 -5.7937 -5.5077 -5.2904 -5.1351 -5.0093 -4.8841 -4.7593 -4.6389 -4.5215
 -4.3962 -4.2572 -4.0993 -3.9312 -3.7721 -3.4352 -3.1635 -2.9430 -2.7721 -2.6391
 -2.5312
 -6.0443 -5.6865 -5.3936 -5.1542 -4.9601 -4.8051 -4.6846 -4.5815 -4.4671 -4.3394
 -4.2123 -4.0879 -3.9555 -3.8075 -3.6601 -3.3502 -3.1092 -2.9157 -2.7636 -2.6436
 -2.5450 -2.4604
 -5.9565 -5.6176 -5.3339 -5.0943 -4.8904 -4.7167 -4.5686 -4.4417 -4.3316 -4.2254
 -4.1052 -3.9762 -3.8518 -3.7223 -3.5867 -3.2938 -3.0717 -2.8977 -2.7608 -2.6519
 -2.5617 -2.4835 -2.4135 -2.3497
 -5.8595 -5.5500 -5.2851 -5.0557 -4.8546 -4.6764 -4.5178 -4.3763 -4.2490 -4.1322
 -4.0211 -3.9071 -3.7880 -3.6685 -3.5421 -3.2599 -3.0478 -2.8856 -2.7599 -2.6607
 -2.5785 -2.5069 -2.4423 -2.3829 -2.3274 -2.2758 -2.2288 -2.1878 -2.1556 -2.1386
 -5.7410 -5.4669 -5.2278 -5.0161 -4.8253 -4.6515 -4.4919 -4.3447 -4.2092 -4.0837
 -3.9656 -3.8521 -3.7400 -3.6309 -3.5170 -3.2446 -3.0348 -2.8782 -2.7589 -2.6670
 -2.5925 -2.5280 -2.4697 -2.4155 -2.3643 -2.3158 -2.2708 -2.2294 -2.1947 -2.1705
 -2.1612
 -5.6061 -5.3657 -5.1544 -4.9646 -4.7897 -4.6261 -4.4717 -4.3256 -4.1877 -4.0583
 -3.9361 -3.8200 -3.7085 -3.6009 -3.4960 -3.2410 -3.0318 -2.8752 -2.7580 -2.6697
 -2.6012 -2.5440 -2.4927 -2.4449 -2.3993 -2.3554 -2.3135 -2.2745 -2.2392 -2.2103
 -2.1939
 -5.4603 -5.2498 -5.0633 -4.8952 -4.7385 -4.5890 -4.4445 -4.3045 -4.1696 -4.0404
 -3.9172 -3.7999 -3.6880 -3.5809 -3.4781 -3.2360 -3.0328 -2.8752 -2.7571 -2.6691
 -2.6036 -2.5522 -2.5083 -2.4678 -2.4291 -2.3912 -2.3543 -2.3188 -2.2854 -2.2558
 -2.2332
 -5.3204 -5.1345 -4.9660 -4.8146 -4.6744 -4.5398 -4.4085 -4.2784 -4.1504 -4.0254
 -3.9044 -3.7882 -3.6769 -3.5707 -3.4691 -3.2336 -3.0356 -2.8787 -2.7593 -2.6698
 -2.6039 -2.5550 -2.5167 -2.4835 -2.4524 -2.4218 -2.3915 -2.3615 -2.3322 -2.3047
 -2.2787
 -5.1907 -5.0204 -4.8661 -4.7255 -4.5962 -4.4748 -4.3564 -4.2385 -4.1207 -4.0036
 -3.8881 -3.7756 -3.6668 -3.5624 -3.4623 -3.2318 -3.0373 -2.8813 -2.7614 -2.6706
