 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F150W2
 -1.6397 -2.4372 -3.4075 -3.4009 -2.0612 -0.3867 -1.0847 -2.0634 -2.5476 -2.5057
 -2.4303 -2.3429 -2.1334 -1.9485 -1.8741 -2.0029
 -1.6259 -1.9453 -2.3924 -2.4359 -1.9171 -1.1518 -1.3992 -1.7808 -2.0137 -2.0610
 -2.0788 -2.0662 -1.9929 -1.9270 -1.9125 -2.0348 -2.1727 -2.3025 -2.4459
 -1.6948 -1.7502 -1.8749 -1.9212 -1.8497 -1.6430 -1.6570 -1.7103 -1.7762 -1.8384
 -1.8855 -1.9094 -1.9152 -1.9226 -1.9450 -2.0609 -2.1887 -2.3182 -2.4513 -2.5799
 -2.6999
 -1.8464 -1.8519 -1.8550 -1.8568 -1.8593 -1.8602 -1.8581 -1.8521 -1.8352 -1.8380
 -1.8506 -1.8724 -1.9001 -1.9352 -1.9716 -2.0812 -2.2053 -2.3341 -2.4622 -2.5870
 -2.7090 -2.8281 -2.9446
 -1.9305 -1.9207 -1.9134 -1.9097 -1.9099 -1.9118 -1.9138 -1.9146 -1.9137 -1.9134
 -1.9189 -1.9329 -1.9542 -1.9822 -2.0164 -2.1154 -2.2277 -2.3488 -2.4736 -2.5970
 -2.7172 -2.8342 -2.9481 -3.0593 -3.1686
 -2.0284 -2.0056 -1.9882 -1.9767 -1.9710 -1.9696 -1.9710 -1.9737 -1.9770 -1.9803
 -1.9847 -1.9931 -2.0088 -2.0307 -2.0593 -2.1485 -2.2515 -2.3650 -2.4851 -2.6062
 -2.7248 -2.8402 -2.9522 -3.0614 -3.1681 -3.2729
 -2.1400 -2.1066 -2.0794 -2.0578 -2.0425 -2.0336 -2.0297 -2.0294 -2.0318 -2.0359
 -2.0414 -2.0488 -2.0600 -2.0766 -2.1003 -2.1805 -2.2767 -2.3827 -2.4967 -2.6146
 -2.7318 -2.8461 -2.9570 -3.0647 -3.1695 -3.2720 -3.3727 -3.4726 -3.5721 -3.6687
 -2.2654 -2.2237 -2.1870 -2.1548 -2.1283 -2.1087 -2.0955 -2.0884 -2.0860 -2.0872
 -2.0911 -2.0975 -2.1067 -2.1200 -2.1384 -2.2094 -2.3004 -2.4012 -2.5091 -2.6226
 -2.7379 -2.8515 -2.9617 -3.0685 -3.1722 -3.2732 -3.3717 -3.4688 -3.5655 -3.6620
 -3.7563
 -2.4019 -2.3537 -2.3087 -2.2667 -2.2292 -2.1977 -2.1730 -2.1554 -2.1446 -2.1398
 -2.1393 -2.1426 -2.1494 -2.1597 -2.1745 -2.2354 -2.3211 -2.4183 -2.5220 -2.6307
 -2.7430 -2.8555 -2.9656 -3.0723 -3.1755 -3.2755 -3.3731 -3.4683 -3.5621 -3.6556
 -3.7496
 -2.5442 -2.4914 -2.4406 -2.3917 -2.3446 -2.3016 -2.2646 -2.2348 -2.2128 -2.1982
 -2.1904 -2.1883 -2.1909 -2.1977 -2.2095 -2.2610 -2.3399 -2.4340 -2.5353 -2.6407
 -2.7495 -2.8603 -2.9702 -3.0772 -3.1807 -3.2807 -3.3778 -3.4722 -3.5646 -3.6559
 -3.7463
 -2.6874 -2.6323 -2.5771 -2.5219 -2.4671 -2.4152 -2.3676 -2.3260 -2.2918 -2.2657
 -2.2478 -2.2375 -2.2340 -2.2367 -2.2450 -2.2875 -2.3569 -2.4466 -2.5455 -2.6485
 -2.7542 -2.8622 -2.9707 -3.0778 -3.1819 -3.2824 -3.3796 -3.4737 -3.5653 -3.6549
 -3.7444
 -2.8395 -2.7764 -2.7148 -2.6547 -2.5946 -2.5362 -2.4802 -2.4289 -2.3834 -2.3463
 -2.3178 -2.2974 -2.2849 -2.2797 -2.2815 -2.3123 -2.3740 -2.4583 -2.5541 -2.6552
 -2.7590 -2.8644 -2.9707 -3.0769 -3.1812 -3.2825 -3.3805 -3.4751 -3.5667 -3.6558
 -3.7430
 -3.0006 -2.9236 -2.8537 -2.7901 -2.7271 -2.6646 -2.5985 -2.5397 -2.4859 -2.4396
 -2.4008 -2.3690 -2.3436 -2.3267 -2.3189 -2.3352 -2.3912 -2.4691 -2.5611
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F150W2
 -1.8246 -1.8355 -1.8258 -1.7818 -1.6913 -1.5370 -1.6353 -1.7116 -1.7532 -1.7741
 -1.8109 -1.8475 -1.8518 -1.8532 -1.8776 -2.0084
 -1.8103 -1.8236 -1.8248 -1.8041 -1.7520 -1.6579 -1.6869 -1.7158 -1.7379 -1.7573
 -1.7867 -1.8194 -1.8432 -1.8685 -1.9049 -2.0318 -2.1660 -2.3002 -2.4325
 -1.8105 -1.8236 -1.8314 -1.8273 -1.8042 -1.7561 -1.7446 -1.7429 -1.7499 -1.7649
 -1.7869 -1.8152 -1.8492 -1.8884 -1.9321 -2.0554 -2.1845 -2.3161 -2.4465 -2.5743
 -2.6992
 -1.8252 -1.8355 -1.8456 -1.8514 -1.8479 -1.8316 -1.8084 -1.7930 -1.7893 -1.7968
 -1.8114 -1.8349 -1.8697 -1.9129 -1.9592 -2.0792 -2.2034 -2.3313 -2.4593 -2.5847
 -2.7070 -2.8263 -2.9425
 -1.8544 -1.8593 -1.8674 -1.8764 -1.8831 -1.8844 -1.8783 -1.8660 -1.8560 -1.8531
 -1.8603 -1.8785 -1.9047 -1.9421 -1.9862 -2.1032 -2.2227 -2.3458 -2.4709 -2.5943
 -2.7146 -2.8316 -2.9457 -3.0572 -3.1668
 -1.8981 -1.8950 -1.8968 -1.9023 -1.9098 -1.9167 -1.9206 -1.9204 -1.9179 -1.9158
 -1.9192 -1.9315 -1.9509 -1.9788 -2.0159 -2.1268 -2.2426 -2.3605 -2.4817 -2.6031
 -2.7218 -2.8373 -2.9495 -3.0589 -3.1659 -3.2710
 -1.9572 -1.9455 -1.9388 -1.9374 -1.9405 -1.9468 -1.9537 -1.9593 -1.9634 -1.9673
 -1.9737 -1.9848 -2.0018 -2.0234 -2.0533 -2.1512 -2.2624 -2.3758 -2.4924 -2.6110
 -2.7285 -2.8429 -2.9539 -3.0619 -3.1670 -3.2699 -3.3709 -3.4710 -3.5706 -3.6672
 -2.0298 -2.0107 -1.9957 -1.9857 -1.9814 -1.9826 -1.9875 -1.9944 -2.0014 -2.0083
 -2.0167 -2.0286 -2.0453 -2.0659 -2.0919 -2.1781 -2.2819 -2.3913 -2.5034 -2.6184
 -2.7341 -2.8479 -2.9584 -3.0655 -3.1695 -3.2708 -3.3699 -3.4672 -3.5639 -3.6606
 -3.7548
 -2.0969 -2.0825 -2.0663 -2.0484 -2.0357 -2.0292 -2.0285 -2.0323 -2.0390 -2.0468
 -2.0557 -2.0669 -2.0820 -2.1018 -2.1257 -2.2045 -2.3011 -2.4061 -2.5113 -2.6257
 -2.7373 -2.8518 -2.9622 -3.0691 -3.1726 -3.2729 -3.3708 -3.4672 -3.5622 -3.6558
 -3.7482
 -2.2060 -2.1701 -2.1433 -2.1248 -2.1045 -2.0896 -2.0811 -2.0786 -2.0812 -2.0872
 -2.0952 -2.1053 -2.1180 -2.1348 -2.1559 -2.2293 -2.3200 -2.4210 -2.5266 -2.6347
 -2.7450 -2.8564 -2.9666 -3.0739 -3.1777 -3.2780 -3.3754 -3.4701 -3.5628 -3.6540
 -3.7449
 -2.3026 -2.2636 -2.2338 -2.2121 -2.1853 -2.1636 -2.1469 -2.1363 -2.1320 -2.1330
 -2.1379 -2.1457 -2.1560 -2.1693 -2.1864 -2.2510 -2.3365 -2.4330 -2.5360 -2.6418
 -2.7492 -2.8580 -2.9671 -3.0745 -3.1788 -3.2796 -3.3771 -3.4715 -3.5634 -3.6532
 -3.7429
 -2.3969 -2.3631 -2.3302 -2.2980 -2.2669 -2.2382 -2.2137 -2.2076 -2.1948 -2.1883
 -2.1872 -2.1907 -2.1975 -2.2073 -2.2204 -2.2728 -2.3526 -2.4444 -2.5442 -2.6480
 -2.7535 -2.8600 -2.9670 -3.0736 -3.1782 -3.2797 -3.3780 -3.4728 -3.5647 -3.6540
 -3.7414
 -2.4890 -2.4686 -2.4326 -2.3826 -2.3492 -2.3133 -2.3025 -2.2770 -2.2569 -2.2558
 -2.2467 -2.2433 -2.2447 -2.2501 -2.2579 -2.2947 -2.3683 -2.4552 -2.5512
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F150W2
 -1.7984 -1.7091 -1.5800 -1.5404 -1.6244 -1.7093 -1.7017 -1.6459 -1.6223 -1.6492
 -1.6967 -1.7488 -1.7929 -1.8336 -1.8796 -2.0087
 -1.8038 -1.7683 -1.7072 -1.6802 -1.7010 -1.7229 -1.7130 -1.6891 -1.6817 -1.6984
 -1.7295 -1.7699 -1.8133 -1.8580 -1.9056 -2.0324 -2.1643 -2.2983 -2.4291
 -1.8091 -1.8093 -1.7954 -1.7817 -1.7687 -1.7549 -1.7428 -1.7353 -1.7354 -1.7446
 -1.7642 -1.7951 -1.8356 -1.8815 -1.9297 -2.0546 -2.1833 -2.3143 -2.4440 -2.5716
 -2.6971
 -1.8143 -1.8321 -1.8446 -1.8449 -1.8275 -1.8053 -1.7911 -1.7845 -1.7834 -1.7878
 -1.8008 -1.8244 -1.8598 -1.9041 -1.9519 -2.0753 -2.2012 -2.3291 -2.4570 -2.5824
 -2.7046 -2.8240 -2.9408
 -1.8194 -1.8367 -1.8548 -1.8698 -1.8774 -1.8741 -1.8579 -1.8367 -1.8257 -1.8280
 -1.8393 -1.8578 -1.8859 -1.9258 -1.9722 -2.0945 -2.2180 -2.3427 -2.4681 -2.5916
 -2.7119 -2.8291 -2.9433 -3.0549 -3.1645
 -1.8352 -1.8470 -1.8624 -1.8788 -1.8937 -1.9037 -1.9066 -1.9025 -1.8922 -1.8821
 -1.8830 -1.8963 -1.9176 -1.9496 -1.9921 -2.1121 -2.2340 -2.3557 -2.4782 -2.5999
 -2.7188 -2.8344 -2.9468 -3.0565 -3.1637 -3.2690
 -1.8661 -1.8699 -1.8787 -1.8910 -1.9052 -1.9191 -1.9304 -1.9371 -1.9402 -1.9414
 -1.9423 -1.9478 -1.9619 -1.9842 -2.0173 -2.1288 -2.2490 -2.3683 -2.4876 -2.6072
 -2.7250 -2.8397 -2.9509 -3.0592 -3.1646 -3.2677 -3.3689 -3.4693 -3.5690 -3.6656
 -1.9125 -1.9081 -1.9086 -1.9138 -1.9229 -1.9349 -1.9481 -1.9601 -1.9699 -1.9782
 -1.9870 -1.9976 -2.0114 -2.0291 -2.0542 -2.1482 -2.2632 -2.3803 -2.4969 -2.6138
 -2.7303 -2.8444 -2.9551 -3.0625 -3.1668 -3.2683 -3.3678 -3.4654 -3.5623 -3.6590
 -3.7532
 -1.9716 -1.9606 -1.9535 -1.9505 -1.9523 -1.9588 -1.9690 -1.9813 -1.9940 -2.0062
 -2.0183 -2.0322 -2.0493 -2.0695 -2.0925 -2.1739 -2.2786 -2.3919 -2.5059 -2.6200
 -2.7345 -2.8480 -2.9587 -3.0658 -3.1695 -3.2703 -3.3684 -3.4644 -3.5588 -3.6525
 -3.7466
 -2.0394 -2.0239 -2.0112 -2.0013 -1.9955 -1.9947 -1.9992 -2.0079 -2.0197 -2.0330
 -2.0468 -2.0616 -2.0790 -2.0999 -2.1238 -2.2008 -2.2973 -2.4050 -2.5162 -2.6278
 -2.7400 -2.8523 -2.9629 -3.0705 -3.1745 -3.2751 -3.3728 -3.4679 -3.5608 -3.6523
 -3.7433
 -2.1146 -2.0962 -2.0793 -2.0642 -2.0519 -2.0439 -2.0412 -2.0440 -2.0516 -2.0628
 -2.0763 -2.0911 -2.1075 -2.1267 -2.1494 -2.2234 -2.3144 -2.4167 -2.5245 -2.6338
 -2.7435 -2.8535 -2.9632 -3.0709 -3.1755 -3.2766 -3.3744 -3.4691 -3.5612 -3.6513
 -3.7412
 -2.1972 -2.1755 -2.1553 -2.1367 -2.1199 -2.1060 -2.0965 -2.0922 -2.0936 -2.1000
 -2.1104 -2.1237 -2.1389 -2.1560 -2.1759 -2.2430 -2.3306 -2.4279 -2.5323 -2.6393
 -2.7471 -2.8550 -2.9629 -3.0699 -3.1748 -3.2766 -3.3751 -3.4703 -3.5624 -3.6520
 -3.7396
 -2.2871 -2.2618 -2.2380 -2.2173 -2.1971 -2.1791 -2.1643 -2.1535 -2.1479 -2.1478
 -2.1527 -2.1620 -2.1746 -2.1895 -2.2033 -2.2596 -2.3459 -2.4386 -2.5396
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F150W2
 -1.6794 -1.6689 -1.6518 -1.6256 -1.6132 -1.6081 -1.6104 -1.6224 -1.6425 -1.6706
 -1.7062 -1.7467 -1.7893 -1.8351 -1.8857 -2.0107
 -1.7315 -1.7167 -1.7004 -1.6843 -1.6710 -1.6625 -1.6606 -1.6663 -1.6799 -1.7014
 -1.7315 -1.7697 -1.8133 -1.8601 -1.9093 -2.0344 -2.1637 -2.2959 -2.4281
 -1.7682 -1.7610 -1.7499 -1.7370 -1.7247 -1.7152 -1.7106 -1.7118 -1.7199 -1.7353
 -1.7593 -1.7930 -1.8349 -1.8815 -1.9300 -2.0551 -2.1827 -2.3120 -2.4415 -2.5690
 -2.6938
 -1.7895 -1.8018 -1.8003 -1.7837 -1.7743 -1.7661 -1.7604 -1.7589 -1.7625 -1.7723
 -1.7896 -1.8166 -1.8541 -1.8993 -1.9478 -2.0728 -2.1992 -2.3262 -2.4534 -2.5787
 -2.7011 -2.8205 -2.9377
