 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F606W
 -2.3005 -1.8089 -1.5021 -1.4210 -1.6300 -1.9713 -2.4292 -2.3152 -2.2045 -2.0850
 -1.9583 -1.8693 -1.7269 -1.5846 -1.4527 -1.1872 -0.9783 -0.8322 -0.7305
 -3.1154 -2.7934 -2.5616 -2.4110 -2.3157 -2.2309 -2.1425 -2.0546 -1.9691 -1.8838
 -1.7888 -1.6795 -1.5612 -1.4454 -1.3379 -1.1103 -0.9385 -0.8169 -0.7335 -0.6751
 -2.9465 -2.6461 -2.4092 -2.2271 -2.0946 -2.0073 -1.9520 -1.8955 -1.8228 -1.7384
 -1.6542 -1.5665 -1.4674 -1.3651 -1.2693 -1.0689 -0.9200 -0.8146 -0.7411 -0.6884
 -0.6494
 -2.8174 -2.5498 -2.3292 -2.1471 -1.9997 -1.8855 -1.8003 -1.7385 -1.6882 -1.6284
 -1.5533 -1.4761 -1.3943 -1.3062 -1.2203 -1.0391 -0.9069 -0.8147 -0.7501 -0.7027
 -0.6666 -0.6384
 -2.6876 -2.4581 -2.2633 -2.0944 -1.9478 -1.8241 -1.7241 -1.6444 -1.5790 -1.5222
 -1.4648 -1.4002 -1.3327 -1.2585 -1.1833 -1.0179 -0.8965 -0.8144 -0.7582 -0.7164
 -0.6837 -0.6577 -0.6366 -0.6181
 -2.5485 -2.3555 -2.1900 -2.0419 -1.9065 -1.7842 -1.6778 -1.5891 -1.5155 -1.4512
 -1.3916 -1.3333 -1.2759 -1.2147 -1.1503 -1.0013 -0.8874 -0.8112 -0.7624 -0.7272
 -0.6992 -0.6763 -0.6574 -0.6416 -0.6278 -0.6174 -0.6119 -0.6127 -0.6207 -0.6364
 -2.4065 -2.2422 -2.1037 -1.9783 -1.8601 -1.7477 -1.6431 -1.5502 -1.4712 -1.4038
 -1.3429 -1.2849 -1.2292 -1.1747 -1.1188 -0.9861 -0.8788 -0.8053 -0.7609 -0.7323
 -0.7105 -0.6922 -0.6769 -0.6637 -0.6523 -0.6409 -0.6321 -0.6289 -0.6337 -0.6476
 -0.6682
 -2.2640 -2.1243 -2.0070 -1.9017 -1.8020 -1.7042 -1.6082 -1.5174 -1.4361 -1.3655
 -1.3042 -1.2480 -1.1944 -1.1427 -1.0912 -0.9705 -0.8706 -0.7981 -0.7546 -0.7304
 -0.7149 -0.7029 -0.6926 -0.6835 -0.6753 -0.6677 -0.6595 -0.6537 -0.6534 -0.6613
 -0.6791
