 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -3.3238 -3.2328 -3.1500 -3.0736 -3.0019 -2.8402 -2.7011 -2.5881 -2.5046 -2.4486
 -2.4153 -2.3981 -2.3905 -2.3874 -2.3856 -2.3833 -2.3803 -2.3761 -2.3711 -2.3661
 -2.3621
 -5.2025 -4.8998 -4.6398 -4.4114 -4.2071 -4.0207 -3.8497 -3.6936 -3.5528 -3.4286
 -3.3206 -3.2258 -3.1413 -3.0647 -2.9939 -2.8354 -2.6990 -2.5870 -2.5021
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  V   
 -6.0980 -5.8708 -5.5193 -5.1746 -4.8561 -4.5836 -4.3684 -4.1781 -4.0012 -3.8378
 -3.6857 -3.5465 -3.4208 -3.3075 -3.2051 -2.9862 -2.8032 -2.6465 -2.5184
 -5.6036 -5.4908 -5.3598 -5.0751 -4.7729 -4.4972 -4.2663 -4.0737 -3.8990 -3.7390
 -3.5906 -3.4553 -3.3336 -3.2247 -3.1272 -2.9230 -2.7578 -2.6203 -2.5083 -2.4207
 -5.4066 -5.1501 -5.0028 -4.9218 -4.7163 -4.4533 -4.2117 -4.0094 -3.8356 -3.6790
 -3.5342 -3.4021 -3.2831 -3.1768 -3.0819 -2.8852 -2.7299 -2.6043 -2.5038 -2.4252
 -2.3633
 -5.3189 -5.0291 -4.7945 -4.6214 -4.5206 -4.4020 -4.1919 -3.9794 -3.7987 -3.6435
 -3.5021 -3.3728 -3.2559 -3.1512 -3.0576 -2.8645 -2.7143 -2.5957 -2.5029 -2.4312
 -2.3747 -2.3280
 -5.2764 -4.9782 -4.7219 -4.5056 -4.3275 -4.1905 -4.0935 -3.9621 -3.7862 -3.6239
 -3.4845 -3.3577 -3.2426 -3.1391 -3.0463 -2.8544 -2.7064 -2.5915 -2.5038 -2.4375
 -2.3860 -2.3433 -2.3067 -2.2741
 -5.2686 -4.9621 -4.6942 -4.4632 -4.2631 -4.0914 -3.9466 -3.8293 -3.7327 -3.6130
 -3.4776 -3.3513 -3.2372 -3.1349 -3.0426 -2.8507 -2.7027 -2.5895 -2.5048 -2.4425
 -2.3958 -2.3578 -2.3249 -2.2960 -2.2695 -2.2471 -2.2308 -2.2223 -2.2219 -2.2278
 -5.2927 -4.9757 -4.6956 -4.4526 -4.2432 -4.0626 -3.9031 -3.7602 -3.6361 -3.5343
 -3.4434 -3.3444 -3.2376 -3.1352 -3.0430 -2.8509 -2.7016 -2.5882 -2.5047 -2.4452
 -2.4027 -2.3698 -2.3416 -2.3164 -2.2937 -2.2721 -2.2539 -2.2416 -2.2373 -2.2419
 -2.2538
 -5.3407 -5.0168 -4.7239 -4.4666 -4.2448 -4.0540 -3.8887 -3.7416 -3.6087 -3.4895
 -3.3862 -3.2992 -3.2177 -3.1330 -3.0460 -2.8531 -2.7021 -2.5870 -2.5032 -2.4448
 -2.4056 -2.3777 -2.3549 -2.3347 -2.3159 -2.2986 -2.2815 -2.2671 -2.2586 -2.2584
 -2.2681
 -5.4133 -5.0773 -4.7754 -4.5039 -4.2662 -4.0624 -3.8878 -3.7358 -3.6006 -3.4781
 -3.3676 -3.2700 -3.1848 -3.1084 -3.0352 -2.8547 -2.7022 -2.5848 -2.4996 -2.4410
 -2.4033 -2.3796 -2.3627 -2.3484 -2.3349 -2.3219 -2.3098 -2.3001 -2.2928 -2.2879
 -2.2850
 -5.5122 -5.1644 -4.8517 -4.5704 -4.3175 -4.0965 -3.9074 -3.7454 -3.6048 -3.4799
 -3.3672 -3.2657 -3.1750 -3.0939 -3.0207 -2.8553 -2.7053 -2.5851 -2.4970 -2.4365
 -2.3982 -2.3765 -2.3644 -2.3562 -2.3489 -2.3416 -2.3343 -2.3269 -2.3200 -2.3146
 -2.3123
 -5.6329 -5.2623 -4.9435 -4.6563 -4.3945 -4.1577 -3.9504 -3.7729 -3.6212 -3.4896
 -3.3735 -3.2695 -3.1760 -3.0917 -3.0154 -2.8513 -2.7085 -2.5870 -2.4954 -2.4318
 -2.3915 -2.3695 -2.3600 -2.3569 -2.3559 -2.3550 -2.3537 -2.3515 -2.3487 -2.3460
 -2.3442
 -5.7751 -5.3798 -5.0475 -4.7550 -4.4870 -4.2419 -4.0207 -3.8247 -3.6562 -3.5122
 -3.3879 -3.2790 -3.1822 -3.0953 -3.0166 -2.8489 -2.7092 -2.5899 -2.4954
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  V   
 -6.1185 -5.8029 -5.4170 -5.0772 -4.7708 -4.5047 -4.2911 -4.1062 -3.9371 -3.7779
 -3.6300 -3.4940 -3.3708 -3.2602 -3.1607 -2.9508 -2.7793 -2.6333 -2.5097
 -5.6946 -5.6074 -5.3406 -5.0081 -4.7058 -4.4337 -4.2098 -4.0211 -3.8523 -3.6956
 -3.5505 -3.4175 -3.2974 -3.1902 -3.0944 -2.8962 -2.7386 -2.6079 -2.4994 -2.4122
 -5.4302 -5.2182 -5.1423 -4.9637 -4.6771 -4.4070 -4.1685 -3.9716 -3.8019 -3.6477
 -3.5054 -3.3749 -3.2569 -3.1514 -3.0574 -2.8647 -2.7146 -2.5930 -2.4942 -2.4154
 -2.3531
 -5.3530 -5.0573 -4.8433 -4.7280 -4.6258 -4.4009 -4.1606 -3.9498 -3.7745 -3.6209
 -3.4813 -3.3531 -3.2366 -3.1322 -3.0390 -2.8483 -2.7016 -2.5853 -2.4928 -2.4201
 -2.3631 -2.3164
 -5.3334 -5.0144 -4.7497 -4.5410 -4.3883 -4.2901 -4.1543 -3.9542 -3.7660 -3.6078
 -3.4698 -3.3436 -3.2284 -3.1248 -3.0320 -2.8414 -2.6956 -2.5818 -2.4934 -2.4252
 -2.3728 -2.3302 -2.2939 -2.2619
 -5.3533 -5.0160 -4.7301 -4.4902 -4.2924 -4.1288 -4.0009 -3.8999 -3.7687 -3.6088
 -3.4661 -3.3413 -3.2273 -3.1243 -3.0317 -2.8403 -2.6938 -2.5807 -2.4945 -2.4296
 -2.3812 -2.3429 -2.3104 -2.2820 -2.2574 -2.2370 -2.2215 -2.2127 -2.2120 -2.2193
 -5.4102 -5.0532 -4.7464 -4.4871 -4.2688 -4.0841 -3.9250 -3.7871 -3.6744 -3.5765
 -3.4639 -3.3442 -3.2306 -3.1277 -3.0352 -2.8429 -2.6945 -2.5805 -2.4950 -2.4323
 -2.3872 -2.3533 -2.3254 -2.3007 -2.2789 -2.2598 -2.2439 -2.2326 -2.2277 -2.2328
 -2.2456
 -5.4939 -5.1243 -4.7957 -4.5148 -4.2779 -4.0786 -3.9080 -3.7580 -3.6244 -3.5073
 -3.4085 -3.3204 -3.2290 -3.1334 -3.0412 -2.8476 -2.6970 -2.5808 -2.4947 -2.4327
 -2.3898 -2.3600 -2.3371 -2.3173 -2.2995 -2.2833 -2.2676 -2.2549 -2.2478 -2.2486
 -2.2587
 -5.6015 -5.2176 -4.8739 -4.5707 -4.3122 -4.0950 -3.9117 -3.7539 -3.6144 -3.4889
 -3.3770 -3.2795 -3.1956 -3.1178 -3.0397 -2.8518 -2.6993 -2.5804 -2.4925 -2.4301
 -2.3883 -2.3617 -2.3438 -2.3297 -2.3170 -2.3051 -2.2943 -2.2846 -2.2770 -2.2738
 -2.2752
 -5.7315 -5.3345 -4.9814 -4.6623 -4.3810 -4.1412 -3.9400 -3.7697 -3.6228 -3.4930
 -3.3764 -3.2720 -3.1799 -3.0987 -3.0255 -2.8568 -2.7042 -2.5826 -2.4915 -2.4271
 -2.3847 -2.3593 -2.3452 -2.3367 -2.3300 -2.3236 -2.3175 -2.3114 -2.3059 -2.3021
 -2.3013
 -5.8811 -5.4655 -5.1045 -4.7773 -4.4813 -4.2193 -3.9951 -3.8063 -3.6464 -3.5084
 -3.3870 -3.2787 -3.1819 -3.0957 -3.0185 -2.8546 -2.7099 -2.5860 -2.4913 -2.4239
 -2.3794 -2.3536 -2.3414 -2.3373 -2.3364 -2.3362 -2.3358 -2.3348 -2.3334 -2.3321
 -2.3314
 -6.0513 -5.6089 -5.2373 -4.9056 -4.6027 -4.3269 -4.0816 -3.8701 -3.6911 -3.5390
 -3.4082 -3.2939 -3.1927 -3.1024 -3.0215 -2.8524 -2.7128 -2.5911 -2.4929
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  V   
 -6.1255 -5.7054 -5.3184 -4.9939 -4.7099 -4.4512 -4.2372 -4.0499 -3.8841 -3.7294
 -3.5853 -3.4522 -3.3310 -3.2219 -3.1241 -2.9193 -2.7555 -2.6173 -2.4993
 -5.8363 -5.6346 -5.2815 -4.9420 -4.6505 -4.3899 -4.1698 -3.9817 -3.8135 -3.6607
 -3.5186 -3.3877 -3.2688 -3.1623 -3.0672 -2.8721 -2.7196 -2.5943 -2.4893 -2.4027
 -5.4668 -5.3521 -5.2299 -4.9342 -4.6312 -4.3666 -4.1364 -3.9426 -3.7736 -3.6218
 -3.4820 -3.3531 -3.2358 -3.1306 -3.0367 -2.8456 -2.6989 -2.5807 -2.4837 -2.4047
 -2.3417
 -5.3733 -5.0905 -4.9382 -4.8604 -4.6383 -4.3700 -4.1314 -3.9264 -3.7532 -3.6016
 -3.4637 -3.3367 -3.2206 -3.1161 -3.0226 -2.8325 -2.6881 -2.5738 -2.4819 -2.4083
 -2.3502 -2.3034
 -5.3707 -5.0368 -4.7774 -4.5985 -4.4994 -4.3695 -4.1471 -3.9324 -3.7486 -3.5932
 -3.4563 -3.3309 -3.2161 -3.1121 -3.0187 -2.8279 -2.6836 -2.5710 -2.4822 -2.4126
 -2.3585 -2.3154 -2.2793 -2.2482
 -5.4162 -5.0508 -4.7519 -4.5124 -4.3271 -4.1905 -4.0891 -3.9459 -3.7624 -3.5959
 -3.4557 -3.3316 -3.2178 -3.1142 -3.0209 -2.8287 -2.6830 -2.5705 -2.4834 -2.4164
 -2.3657 -2.3264 -2.2939 -2.2659 -2.2412 -2.2211 -2.2073 -2.2012 -2.2026 -2.2092
 -5.5065 -5.1092 -4.7786 -4.5075 -4.2869 -4.1069 -3.9569 -3.8360 -3.7323 -3.6062
 -3.4626 -3.3362 -3.2233 -3.1202 -3.0267 -2.8332 -2.6852 -2.5713 -2.4844 -2.4191
 -2.3709 -2.3353 -2.3070 -2.2828 -2.2616 -2.2436 -2.2285 -2.2185 -2.2160 -2.2219
 -2.2340
 -5.6288 -5.2096 -4.8468 -4.5448 -4.2974 -4.0939 -3.9238 -3.7761 -3.6478 -3.5391
 -3.4417 -3.3375 -3.2309 -3.1283 -3.0349 -2.8400 -2.6894 -2.5730 -2.4851 -2.4201
 -2.3737 -2.3410 -2.3171 -2.2975 -2.2804 -2.2652 -2.2526 -2.2425 -2.2364 -2.2368
 -2.2474
 -5.7760 -5.3362 -4.9510 -4.6178 -4.3410 -4.1138 -3.9258 -3.7662 -3.6262 -3.5015
 -3.3917 -3.2965 -3.2115 -3.1269 -3.0409 -2.8464 -2.6938 -2.5744 -2.4843 -2.4187
 -2.3730 -2.3427 -2.3229 -2.3084 -2.2963 -2.2853 -2.2757 -2.2676 -2.2617 -2.2593
 -2.2632
 -5.9421 -5.4911 -5.0902 -4.7335 -4.4260 -4.1699 -3.9590 -3.7834 -3.6337 -3.5020
 -3.3843 -3.2793 -3.1872 -3.1066 -3.0323 -2.8550 -2.7010 -2.5785 -2.4851 -2.4174
 -2.3709 -2.3414 -2.3244 -2.3147 -2.3080 -2.3023 -2.2973 -2.2926 -2.2889 -2.2869
 -2.2878
 -6.1213 -5.6557 -5.2467 -4.8776 -4.5483 -4.2634 -4.0244 -3.8264 -3.6607 -3.5191
 -3.3951 -3.2848 -3.1864 -3.0994 -3.0220 -2.8568 -2.7089 -2.5840 -2.4870 -2.4160
 -2.3675 -2.3373 -2.3215 -2.3153 -2.3138 -2.3139 -2.3143 -2.3145 -2.3146 -2.3151
 -2.3156
 -6.3169 -5.8290 -5.4109 -5.0361 -4.6958 -4.3915 -4.1259 -3.9010 -3.7129 -3.5549
 -3.4199 -3.3024 -3.1987 -3.1066 -3.0246 -2.8549 -2.7148 -2.5910 -2.4904
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  V   
 -6.1152 -5.6541 -5.2648 -4.9472 -4.6699 -4.4170 -4.2031 -4.0086 -3.8408 -3.6919
 -3.5509 -3.4202 -3.3007 -3.1927 -3.0955 -2.8930 -2.7335 -2.6017 -2.4887
 -5.8301 -5.6262 -5.2357 -4.8969 -4.6100 -4.3572 -4.1415 -3.9511 -3.7832 -3.6336
 -3.4941 -3.3652 -3.2474 -3.1412 -3.0462 -2.8516 -2.7017 -2.5800 -2.4781 -2.3924
 -5.5785 -5.5065 -5.2354 -4.8964 -4.5946 -4.3325 -4.1107 -3.9188 -3.7509 -3.6016
 -3.4638 -3.3365 -3.2200 -3.1148 -3.0206 -2.8289 -2.6836 -2.5677 -2.4724 -2.3934
 -2.3295
 -5.3966 -5.1622 -5.0913 -4.9046 -4.6115 -4.3405 -4.1061 -3.9068 -3.7359 -3.5857
 -3.4495 -3.3238 -3.2083 -3.1036 -3.0095 -2.8181 -2.6743 -2.5615 -2.4703 -2.3960
 -2.3365 -2.2890
 -5.3913 -5.0542 -4.8222 -4.7103 -4.6035 -4.3664 -4.1243 -3.9132 -3.7343 -3.5805
 -3.4448 -3.3205 -3.2061 -3.1017 -3.0076 -2.8151 -2.6708 -2.5591 -2.4704 -2.3995
 -2.3435 -2.2994 -2.2631 -2.2321
 -5.4556 -5.0673 -4.7653 -4.5410 -4.3903 -4.2941 -4.1455 -3.9379 -3.7473 -3.5852
 -3.4462 -3.3228 -3.2094 -3.1056 -3.0113 -2.8172 -2.6712 -2.5591 -2.4716 -2.4029
 -2.3497 -2.3087 -2.2758 -2.2481 -2.2244 -2.2056 -2.1930 -2.1877 -2.1900 -2.1975
 -5.5775 -5.1407 -4.7926 -4.5184 -4.3055 -4.1411 -4.0159 -3.9099 -3.7685 -3.6024
 -3.4544 -3.3289 -3.2162 -3.1129 -3.0188 -2.8230 -2.6745 -2.5607 -2.4730 -2.4057
 -2.3546 -2.3163 -2.2870 -2.2628 -2.2422 -2.2250 -2.2116 -2.2034 -2.2021 -2.2090
 -2.2216
 -5.7430 -5.2683 -4.8739 -4.5578 -4.3069 -4.1065 -3.9433 -3.8057 -3.6903 -3.5855
 -3.4668 -3.3390 -3.2256 -3.1227 -3.0285 -2.8313 -2.6801 -2.5637 -2.4745 -2.4074
 -2.3575 -2.3217 -2.2958 -2.2757 -2.2589 -2.2445 -2.2331 -2.2242 -2.2199 -2.2227
 -2.2342
 -5.9313 -5.4334 -5.0026 -4.6430 -4.3532 -4.1218 -3.9346 -3.7782 -3.6420 -3.5221
 -3.4177 -3.3222 -3.2262 -3.1305 -3.0378 -2.8397 -2.6862 -2.5666 -2.4752 -2.4070
 -2.3578 -2.3237 -2.3009 -2.2852 -2.2729 -2.2626 -2.2542 -2.2471 -2.2429 -2.2431
 -2.2489
 -6.1373 -5.6259 -5.1742 -4.7811 -4.4504 -4.1823 -3.9666 -3.7903 -3.6417 -3.5113
 -3.3949 -3.2917 -3.2004 -3.1189 -3.0400 -2.8509 -2.6954 -2.5727 -2.4778 -2.4073
 -2.3572 -2.3236 -2.3028 -2.2908 -2.2834 -2.2780 -2.2738 -2.2705 -2.2685 -2.2674
 -2.2715
 -6.3509 -5.8289 -5.3661 -4.9540 -4.5932 -4.2881 -4.0378 -3.8344 -3.6669 -3.5252
 -3.4013 -3.2910 -3.1925 -3.1055 -3.0283 -2.8580 -2.7055 -2.5803 -2.4817 -2.4078
 -2.3556 -2.3212 -2.3012 -2.2918 -2.2887 -2.2884 -2.2894 -2.2906 -2.2923 -2.2946
 -2.2969
 -6.5735 -6.0332 -5.5646 -5.1440 -4.7671 -4.4354 -4.1519 -3.9161 -3.7223 -3.5615
 -3.4254 -3.3074 -3.2031 -3.1103 -3.0279 -2.8574 -2.7146 -2.5891 -2.4872
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.9457 -5.5081 -5.1562 -4.8700 -4.6074 -4.3678 -4.1656 -3.9794 -3.8100 -3.6635
 -3.5259 -3.3974 -3.2795 -3.1723 -3.0756 -2.8733 -2.7109 -2.5802 -2.4768
 -5.8704 -5.5297 -5.1500 -4.8337 -4.5648 -4.3211 -4.1159 -3.9288 -3.7605 -3.6136
 -3.4766 -3.3495 -3.2330 -3.1272 -3.0320 -2.8362 -2.6862 -2.5661 -2.4663 -2.3814
 -5.7151 -5.5339 -5.1829 -4.8444 -4.5559 -4.3045 -4.0885 -3.9014 -3.7342 -3.5864
 -3.4508 -3.3250 -3.2095 -3.1044 -3.0097 -2.8160 -2.6699 -2.5548 -2.4605 -2.3817
 -2.3168
 -5.5079 -5.2902 -5.1780 -4.8810 -4.5777 -4.3144 -4.0862 -3.8915 -3.7228 -3.5734
 -3.4390 -3.3146 -3.1999 -3.0952 -3.0005 -2.8066 -2.6617 -2.5490 -2.4582 -2.3835
 -2.3225 -2.2737
 -5.3893 -5.0736 -4.9133 -4.8414 -4.6124 -4.3429 -4.1042 -3.8984 -3.7226 -3.5704
 -3.4359 -3.3126 -3.1988 -3.0945 -2.9997 -2.8045 -2.6587 -2.5469 -2.4581 -2.3862
 -2.3284 -2.2826 -2.2458 -2.2147
 -5.4629 -5.0690 -4.7809 -4.5953 -4.5034 -4.3654 -4.1368 -3.9213 -3.7350 -3.5761
 -3.4383 -3.3157 -3.2029 -3.0991 -3.0042 -2.8073 -2.6596 -2.5472 -2.4593 -2.3893
 -2.3339 -2.2907 -2.2567 -2.2289 -2.2059 -2.1875 -2.1758 -2.1722 -2.1753 -2.1840
 -5.6092 -5.1475 -4.7947 -4.5286 -4.3363 -4.2058 -4.1049 -3.9504 -3.7619 -3.5920
 -3.4474 -3.3225 -3.2103 -3.1070 -3.0123 -2.8138 -2.6636 -2.5494 -2.4611 -2.3921
 -2.3385 -2.2975 -2.2664 -2.2417 -2.2212 -2.2046 -2.1923 -2.1856 -2.1860 -2.1939
 -2.2075
 -5.8172 -5.2949 -4.8796 -4.5588 -4.3123 -4.1238 -3.9765 -3.8588 -3.7500 -3.6153
 -3.4660 -3.3339 -3.2203 -3.1176 -3.0229 -2.8231 -2.6702 -2.5532 -2.4634 -2.3943
 -2.3417 -2.3027 -2.2742 -2.2528 -2.2357 -2.2218 -2.2112 -2.2040 -2.2017 -2.2061
 -2.2187
 -6.0649 -5.4943 -5.0254 -4.6483 -4.3537 -4.1247 -3.9443 -3.7959 -3.6688 -3.5582
 -3.4545 -3.3437 -3.2303 -3.1279 -3.0336 -2.8329 -2.6776 -2.5576 -2.4652 -2.3950
 -2.3429 -2.3051 -2.2790 -2.2610 -2.2479 -2.2377 -2.2299 -2.2247 -2.2220 -2.2239
 -2.2321
 -6.3195 -5.7302 -5.2272 -4.8022 -4.4559 -4.1825 -3.9677 -3.7954 -3.6514 -3.5252
 -3.4131 -3.3131 -3.2207 -3.1318 -3.0449 -2.8462 -2.6885 -2.5653 -2.4695 -2.3968
 -2.3436 -2.3062 -2.2815 -2.2663 -2.2571 -2.2512 -2.2474 -2.2452 -2.2448 -2.2468
 -2.2521
 -6.5681 -5.9760 -5.4564 -5.0024 -4.6144 -4.2945 -4.0383 -3.8344 -3.6693 -3.5304
 -3.4089 -3.3005 -3.2033 -3.1165 -3.0384 -2.8580 -2.7006 -2.5747 -2.4753 -2.3992
 -2.3437 -2.3055 -2.2813 -2.2680 -2.2621 -2.2605 -2.2613 -2.2633 -2.2663 -2.2705
 -2.2752
 -6.8108 -6.2318 -5.6919 -5.2259 -4.8123 -4.4575 -4.1598 -3.9176 -3.7223 -3.5625
 -3.4283 -3.3118 -3.2083 -3.1159 -3.0141 -2.8683 -2.7139 -2.5858 -2.4826
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.8413 -5.4325 -5.0976 -4.8294 -4.5704 -4.3394 -4.1364 -3.9544 -3.7871 -3.6440
 -3.5087 -3.3823 -3.2657 -3.1595 -3.0630 -2.8599 -2.6972 -2.5671 -2.4649
 -5.9010 -5.4629 -5.0939 -4.7919 -4.5352 -4.2991 -4.0935 -3.9112 -3.7437 -3.5999
 -3.4651 -3.3397 -3.2243 -3.1191 -3.0236 -2.8259 -2.6742 -2.5538 -2.4547 -2.3704
 -5.6760 -5.5156 -5.1300 -4.8041 -4.5284 -4.2850 -4.0724 -3.8883 -3.7215 -3.5762
 -3.4424 -3.3181 -3.2035 -3.0987 -3.0036 -2.8074 -2.6591 -2.5432 -2.4489 -2.3700
 -2.3042
