 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F547M
 -2.2054 -0.6185  0.5969 -0.1523 -2.9303 -7.4758 -6.0283 -3.9056 -2.8245 -2.8486
 -2.7057 -2.5835 -2.9728 -3.4412 -3.4958 -2.8767
 -5.3532 -4.5084 -3.6148 -3.5633 -4.3911 -6.3201 -5.6195 -4.5841 -3.8706 -3.5900
 -3.3344 -3.1802 -3.2746 -3.4134 -3.3674 -2.8324 -2.4941 -2.2980 -2.2745
 -6.3202 -5.9336 -5.3784 -4.9970 -4.8382 -5.1976 -4.9338 -4.5679 -4.1926 -3.8671
 -3.6175 -3.4586 -3.3785 -3.3128 -3.1999 -2.7634 -2.4597 -2.2805 -2.1935 -2.1213
 -1.9893
 -5.1064 -4.8941 -4.6939 -4.4534 -4.2715 -4.1082 -3.9712 -3.8570 -3.7906 -3.6798
 -3.5550 -3.4186 -3.2844 -3.1396 -2.9933 -2.6697 -2.4346 -2.2717 -2.1571 -2.0741
 -2.0100 -1.9570 -1.9107
 -4.7143 -4.5576 -4.4020 -4.2265 -4.0649 -3.9089 -3.7659 -3.6392 -3.5274 -3.4244
 -3.3206 -3.2104 -3.0981 -2.9840 -2.8694 -2.6058 -2.4067 -2.2674 -2.1671 -2.0913
 -2.0310 -1.9807 -1.9367 -1.8987 -1.8667
 -4.3378 -4.2269 -4.1109 -3.9865 -3.8537 -3.7176 -3.5838 -3.4588 -3.3454 -3.2427
 -3.1478 -3.0557 -2.9617 -2.8688 -2.7740 -2.5560 -2.3842 -2.2625 -2.1743 -2.1061
 -2.0506 -2.0037 -1.9625 -1.9256 -1.8925 -1.8641
 -3.9768 -3.9020 -3.8206 -3.7334 -3.6380 -3.5343 -3.4249 -3.3158 -3.2117 -3.1150
 -3.0261 -2.9432 -2.8638 -2.7862 -2.7071 -2.5203 -2.3671 -2.2570 -2.1787 -2.1185
 -2.0688 -2.0260 -1.9880 -1.9534 -1.9214 -1.8925 -1.8672 -1.8502 -1.8448 -1.8481
 -3.6314 -3.5829 -3.5311 -3.4764 -3.4161 -3.3478 -3.2709 -3.1876 -3.1019 -3.0178
 -2.9378 -2.8625 -2.7917 -2.7240 -2.6577 -2.4956 -2.3565 -2.2513 -2.1783 -2.1253
 -2.0824 -2.0452 -2.0116 -1.9805 -1.9512 -1.9235 -1.8971 -1.8759 -1.8640 -1.8637
 -1.8731
 -3.3167 -3.2876 -3.2583 -3.2290 -3.1968 -3.1595 -3.1146 -3.0609 -2.9994 -2.9337
 -2.8664 -2.8006 -2.7373 -2.6768 -2.6181 -2.4766 -2.3490 -2.2475 -2.1748 -2.1252
 -2.0887 -2.0582 -2.0306 -2.0045 -1.9793 -1.9548 -1.9316 -1.9091 -1.8914 -1.8834
 -1.8880
 -3.0361 -3.0233 -3.0120 -3.0021 -2.9911 -2.9772 -2.9580 -2.9312 -2.8953 -2.8506
 -2.7997 -2.7458 -2.6911 -2.6373 -2.5847 -2.4580 -2.3405 -2.2429 -2.1702 -2.1201
 -2.0869 -2.0626 -2.0420 -2.0225 -2.0030 -1.9831 -1.9634 -1.9444 -1.9271 -1.9148
 -1.9078
 -2.7919 -2.7931 -2.7953 -2.7984 -2.8025 -2.8051 -2.8045 -2.7988 -2.7856 -2.7627
 -2.7305 -2.6915 -2.6480 -2.6022 -2.5556 -2.4405 -2.3327 -2.2388 -2.1665 -2.1147
 -2.0808 -2.0596 -2.0450 -2.0326 -2.0200 -2.0065 -1.9923 -1.9774 -1.9627 -1.9494
 -1.9369
 -2.5951 -2.5970 -2.6046 -2.6174 -2.6320 -2.6458 -2.6583 -2.6673 -2.6708 -2.6648
 -2.6497 -2.6271 -2.5984 -2.5648 -2.5274 -2.4253 -2.3237 -2.2339 -2.1619 -2.1094
 -2.0738 -2.0523 -2.0405 -2.0338 -2.0283 -2.0221 -2.0145 -2.0056 -1.9956 -1.9854
 -1.9762
 -2.4457 -2.4349 -2.4399 -2.4591 -2.4796 -2.4993 -2.5207 -2.5399 -2.5548 -2.5625
 -2.5630 -2.5566 -2.5441 -2.5251 -2.5000 -2.4125 -2.3135 -2.2282 -2.1564
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F547M
 -5.3044 -4.9570 -4.7251 -4.6054 -4.6030 -5.0180 -4.7660 -4.5289 -4.3390 -4.1747
 -3.9444 -3.7123 -3.5927 -3.5225 -3.4030 -2.9368
 -5.1687 -4.8329 -4.5902 -4.4332 -4.3627 -4.5277 -4.3740 -4.2164 -4.0702 -3.9292
 -3.7603 -3.5884 -3.4563 -3.3425 -3.2093 -2.8192 -2.5171 -2.3054 -2.1588
 -5.0190 -4.7015 -4.4577 -4.2774 -4.1582 -4.1483 -4.0509 -3.9442 -3.8297 -3.7088
 -3.5829 -3.4531 -3.3203 -3.1853 -3.0488 -2.7213 -2.4669 -2.2843 -2.1556 -2.0623
 -1.9911
