 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F098M
 -2.6514 -2.0533 -1.1285 -0.7342 -1.2702 -2.4596 -1.8164 -0.8261 -0.2463 -0.2493
 -0.2381 -0.3115 -0.7092 -1.1757 -1.4776 -1.5302
 -2.0617 -1.8269 -1.4165 -1.2349 -1.4251 -1.9674 -1.7140 -1.2982 -1.0088 -0.9338
 -0.8887 -0.9178 -1.0979 -1.3171 -1.4645 -1.5116 -1.5435 -1.5810 -1.6790
 -1.6542 -1.6216 -1.5225 -1.4674 -1.4805 -1.6284 -1.5921 -1.5101 -1.4219 -1.3499
 -1.3111 -1.3172 -1.3667 -1.4311 -1.4787 -1.5186 -1.5730 -1.6133 -1.6762 -1.7363
 -1.7694
 -1.4289 -1.4374 -1.4465 -1.4317 -1.4366 -1.4425 -1.4507 -1.4618 -1.4855 -1.4975
 -1.5053 -1.5098 -1.5156 -1.5176 -1.5202 -1.5512 -1.5866 -1.6330 -1.6850 -1.7408
 -1.7960 -1.8502 -1.9024
 -1.3208 -1.3461 -1.3696 -1.3819 -1.3977 -1.4116 -1.4247 -1.4381 -1.4528 -1.4686
 -1.4833 -1.4956 -1.5072 -1.5168 -1.5249 -1.5585 -1.6043 -1.6548 -1.7078 -1.7622
 -1.8167 -1.8706 -1.9228 -1.9741 -2.0253
 -1.2316 -1.2673 -1.3004 -1.3297 -1.3550 -1.3768 -1.3959 -1.4134 -1.4301 -1.4466
 -1.4634 -1.4802 -1.4957 -1.5112 -1.5245 -1.5618 -1.6133 -1.6683 -1.7239 -1.7791
 -1.8341 -1.8884 -1.9413 -1.9929 -2.0431 -2.0929
 -1.1613 -1.2010 -1.2389 -1.2751 -1.3084 -1.3381 -1.3643 -1.3877 -1.4090 -1.4287
 -1.4474 -1.4658 -1.4839 -1.5022 -1.5190 -1.5611 -1.6136 -1.6735 -1.7333 -1.7915
 -1.8482 -1.9036 -1.9578 -2.0103 -2.0610 -2.1106 -2.1596 -2.2114 -2.2679 -2.3265
 -1.1098 -1.1472 -1.1851 -1.2234 -1.2609 -1.2964 -1.3289 -1.3584 -1.3851 -1.4094
 -1.4317 -1.4525 -1.4723 -1.4916 -1.5107 -1.5566 -1.6087 -1.6703 -1.7347 -1.7975
 -1.8577 -1.9156 -1.9717 -2.0260 -2.0783 -2.1287 -2.1773 -2.2266 -2.2795 -2.3372
 -2.3977
 -1.0828 -1.1122 -1.1448 -1.1802 -1.2171 -1.2546 -1.2912 -1.3257 -1.3575 -1.3867
 -1.4132 -1.4376 -1.4602 -1.4814 -1.5014 -1.5501 -1.6017 -1.6617 -1.7283 -1.7956
 -1.8607 -1.9227 -1.9820 -2.0389 -2.0935 -2.1460 -2.1968 -2.2457 -2.2955 -2.3489
 -2.4079
 -1.0771 -1.0975 -1.1225 -1.1516 -1.1837 -1.2188 -1.2556 -1.2925 -1.3281 -1.3613
 -1.3920 -1.4202 -1.4461 -1.4700 -1.4919 -1.5426 -1.5945 -1.6524 -1.7180 -1.7876
 -1.8572 -1.9243 -1.9882 -2.0489 -2.1068 -2.1620 -2.2152 -2.2666 -2.3170 -2.3685
 -2.4215
 -1.0914 -1.1030 -1.1186 -1.1378 -1.1622 -1.1909 -1.2238 -1.2594 -1.2964 -1.3326
 -1.3669 -1.3990 -1.4287 -1.4557 -1.4802 -1.5344 -1.5865 -1.6430 -1.7061 -1.7748
 -1.8463 -1.9175 -1.9862 -2.0517 -2.1138 -2.1728 -2.2292 -2.2834 -2.3357 -2.3871
 -2.4384
 -1.1314 -1.1287 -1.1323 -1.1415 -1.1560 -1.1759 -1.2017 -1.2324 -1.2669 -1.3030
 -1.3393 -1.3745 -1.4079 -1.4386 -1.4662 -1.5257 -1.5794 -1.6346 -1.6956 -1.7623
 -1.8329 -1.9054 -1.9777 -2.0478 -2.1146 -2.1781 -2.2386 -2.2963 -2.3517 -2.4054
 -2.4583
 -1.1969 -1.1746 -1.1636 -1.1627 -1.1651 -1.1738 -1.1923 -1.2154 -1.2441 -1.2760
 -1.3103 -1.3468 -1.3853 -1.4187 -1.4500 -1.5164 -1.5732 -1.6272 -1.6865
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F098M
 -1.3001 -1.2950 -1.3096 -1.3499 -1.4260 -1.5998 -1.5626 -1.5114 -1.4730 -1.4469
 -1.3999 -1.3627 -1.3910 -1.4489 -1.4808 -1.4703
 -1.3565 -1.3538 -1.3629 -1.3884 -1.4377 -1.5436 -1.5488 -1.5411 -1.5323 -1.5239
 -1.5048 -1.4873 -1.4929 -1.5100 -1.5174 -1.5066 -1.5314 -1.5753 -1.6274
 -1.3899 -1.3917 -1.3988 -1.4146 -1.4443 -1.5012 -1.5301 -1.5496 -1.5614 -1.5670
 -1.5681 -1.5656 -1.5607 -1.5542 -1.5470 -1.5372 -1.5624 -1.6060 -1.6575 -1.7124
 -1.7679
 -1.4003 -1.4087 -1.4173 -1.4285 -1.4459 -1.4726 -1.5065 -1.5370 -1.5602 -1.5763
 -1.5898 -1.5977 -1.5942 -1.5816 -1.5696 -1.5621 -1.5874 -1.6313 -1.6827 -1.7369
 -1.7916 -1.8458 -1.8989
 -1.3877 -1.4048 -1.4184 -1.4301 -1.4424 -1.4578 -1.4780 -1.5033 -1.5288 -1.5517
 -1.5700 -1.5836 -1.5935 -1.5921 -1.5852 -1.5813 -1.6064 -1.6512 -1.7030 -1.7570
 -1.8115 -1.8654 -1.9182 -1.9700 -2.0217
 -1.3521 -1.3800 -1.4021 -1.4194 -1.4338 -1.4477 -1.4629 -1.4805 -1.5004 -1.5216
 -1.5410 -1.5571 -1.5731 -1.5848 -1.5888 -1.5935 -1.6187 -1.6646 -1.7183 -1.7733
 -1.8282 -1.8826 -1.9358 -1.9878 -2.0386 -2.0888
 -1.2985 -1.3365 -1.3684 -1.3937 -1.4140 -1.4311 -1.4467 -1.4625 -1.4793 -1.4968
 -1.5141 -1.5304 -1.5454 -1.5624 -1.5742 -1.5959 -1.6240 -1.6707 -1.7274 -1.7850
