 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F150W2
  0.9509  0.9538  0.9617  0.9691  0.9787  0.9900  1.0318  1.0304  1.0197  0.9987
  0.9684  0.9469  0.9029  0.8548  0.8066  0.6832  0.5516  0.4195  0.2900
  0.9515  0.9339  0.9337  0.9491  0.9740  0.9904  0.9952  0.9919  0.9819  0.9653
  0.9396  0.9048  0.8637  0.8196  0.7740  0.6553  0.5311  0.4036  0.2769  0.1526
  0.9211  0.9110  0.9012  0.8955  0.8979  0.9119  0.9337  0.9464  0.9442  0.9293
  0.9068  0.8765  0.8379  0.7945  0.7492  0.6328  0.5124  0.3882  0.2637  0.1417
  0.0227
  0.8959  0.8890  0.8796  0.8696  0.8616  0.8583  0.8611  0.8708  0.8817  0.8819
  0.8681  0.8443  0.8111  0.7703  0.7261  0.6113  0.4942  0.3740  0.2520  0.1318
  0.0148 -0.0992
  0.8621  0.8606  0.8552  0.8467  0.8367  0.8273  0.8205  0.8169  0.8157  0.8157
  0.8117  0.7980  0.7750  0.7425  0.7028  0.5910  0.4765  0.3603  0.2415  0.1231
  0.0074 -0.1052 -0.2146 -0.3211
  0.8185  0.8230  0.8232  0.8192  0.8115  0.8014  0.7909  0.7816  0.7736  0.7656
  0.7564  0.7444  0.7276  0.7034  0.6718  0.5712  0.4596  0.3467  0.2316  0.1154
  0.0007 -0.1109 -0.2193 -0.3247 -0.4278 -0.5290 -0.6285 -0.7263 -0.8226 -0.9175
  0.7661  0.7756  0.7819  0.7836  0.7805  0.7732  0.7630  0.7518  0.7407  0.7296
  0.7173  0.7022  0.6841  0.6623  0.6356  0.5483  0.4434  0.3336  0.2220  0.1086
 -0.0049 -0.1160 -0.2239 -0.3286 -0.4302 -0.5288 -0.6255 -0.7210 -0.8163 -0.9113
 -1.0041
  0.7051  0.7194  0.7307  0.7383  0.7410  0.7384  0.7316  0.7216  0.7097  0.6974
  0.6843  0.6692  0.6508  0.6288  0.6031  0.5235  0.4266  0.3211  0.2127  0.1023
 -0.0092 -0.1199 -0.2278 -0.3324 -0.4336 -0.5318 -0.6272 -0.7206 -0.8130 -0.9053
 -0.9979
  0.6367  0.6552  0.6705  0.6829  0.6914  0.6948  0.6930  0.6867  0.6769  0.6650
  0.6519  0.6374  0.6206  0.6005  0.5761  0.5001  0.4091  0.3080  0.2024  0.0946
 -0.0145 -0.1241 -0.2322 -0.3374 -0.4389 -0.5372 -0.6325 -0.7257 -0.8171 -0.9068
 -0.9949
  0.5608  0.5830  0.6025  0.6188  0.6319  0.6409  0.6451  0.6442  0.6387  0.6296
  0.6180  0.6046  0.5896  0.5721  0.5511  0.4804  0.3939  0.2972  0.1945  0.0890
 -0.0177 -0.1253 -0.2326 -0.3380 -0.4403 -0.5391 -0.6347 -0.7273 -0.8201 -0.9082
 -0.9933
  0.4775  0.5028  0.5267  0.5474  0.5635  0.5768  0.5864  0.5916  0.5919  0.5877
  0.5797  0.5688  0.5558  0.5408  0.5232  0.4620  0.3793  0.2870  0.1874  0.0840
 -0.0209 -0.1264 -0.2321 -0.3370 -0.4398 -0.5395 -0.6359 -0.7290 -0.8192 -0.9069
 -0.9926
  0.3867  0.4146  0.4431  0.4689  0.4875  0.5039  0.5177  0.5280  0.5343  0.5363
  0.5338  0.5274  0.5179  0.5058  0.4924  0.4449  0.3653  0.2774  0.1811
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F150W2
  0.9906  0.9964  1.0052  1.0136  1.0214  1.0273  1.0400  1.0343  1.0209  0.9988
  0.9680  0.9354  0.8928  0.8470  0.8003  0.6797  0.5532  0.4241  0.2941
  0.9567  0.9596  0.9754  0.9869  0.9931  0.9971  0.9986  0.9958  0.9864  0.9690
  0.9425  0.9069  0.8652  0.8205  0.7743  0.6554  0.5325  0.4064  0.2801  0.1559
  0.9422  0.9270  0.9172  0.9182  0.9352  0.9552  0.9635  0.9614  0.9525  0.9378
  0.9158  0.8848  0.8451  0.8007  0.7544  0.6358  0.5150  0.3915  0.2674  0.1454
  0.0263
  0.9334  0.9169  0.9002  0.8867  0.8794  0.8808  0.8946  0.9131  0.9189  0.9088
  0.8886  0.8614  0.8260  0.7833  0.7376  0.6189  0.4994  0.3784  0.2564  0.1361
  0.0189 -0.0953
  0.9191  0.9060  0.8903  0.8740  0.8592  0.8482  0.8423  0.8422  0.8499  0.8581
  0.8531  0.8342  0.8047  0.7662  0.7219  0.6042  0.4855  0.3667  0.2469  0.1280
  0.0120 -0.1008 -0.2105 -0.3176
  0.8957  0.8879  0.8763  0.8622  0.8466  0.8314  0.8181  0.8075  0.7994  0.7942
  0.7923  0.7862  0.7698  0.7421  0.7048  0.5911  0.4733  0.3560  0.2385  0.1212
  0.0059 -0.1061 -0.2147 -0.3204 -0.4236 -0.5245 -0.6238 -0.7221 -0.8201 -0.9151
  0.8622  0.8603  0.8542  0.8445  0.8318  0.8171  0.8014  0.7862  0.7721  0.7587
  0.7454  0.7330  0.7200  0.7016  0.6746  0.5775  0.4623  0.3464  0.2309  0.1154
  0.0010 -0.1107 -0.2189 -0.3239 -0.4259 -0.5254 -0.6228 -0.7186 -0.8136 -0.9088
 -1.0016
  0.8204  0.8233  0.8226  0.8184  0.8104  0.7987  0.7841  0.7681  0.7515  0.7349
  0.7179  0.6995  0.6804  0.6601  0.6370  0.5562  0.4508  0.3375  0.2239  0.1105
 -0.0026 -0.1141 -0.2224 -0.3274 -0.4289 -0.5275 -0.6238 -0.7179 -0.8104 -0.9026
 -0.9954
  0.7719  0.7786  0.7826  0.7833  0.7803  0.7731  0.7619  0.7476  0.7310  0.7134
  0.6950  0.6754  0.6539  0.6305  0.6053  0.5302  0.4348  0.3271  0.2158  0.1043
 -0.0071 -0.1179 -0.2265 -0.3320 -0.4339 -0.5325 -0.6283 -0.7216 -0.8128 -0.9027
 -0.9923
  0.7177  0.7271  0.7346  0.7397  0.7415  0.7391  0.7325  0.7217  0.7074  0.6907
  0.6724  0.6528  0.6319  0.6087  0.5829  0.5077  0.4186  0.3172  0.2095  0.1002
 -0.0092 -0.1184 -0.2265 -0.3324 -0.4350 -0.5342 -0.6302 -0.7232 -0.8137 -0.9022
 -0.9906
  0.6597  0.6708  0.6805  0.6886  0.6942  0.6964  0.6945  0.6883  0.6778  0.6638
  0.6470  0.6284  0.6083  0.5866  0.5626  0.4897  0.4031  0.3068  0.2031  0.0962
 -0.0114 -0.1187 -0.2255 -0.3311 -0.4343 -0.5344 -0.6312 -0.7247 -0.8153 -0.9034
 -0.9896
  0.5992  0.6107  0.6214  0.6312  0.6394  0.6452  0.6476  0.6460  0.6401  0.6301
  0.6166  0.6002  0.5823  0.5610  0.5444  0.4762  0.3883  0.2959  0.1966
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =F150W2
  1.0401  1.0480  1.0570  1.0651  1.0703  1.0706  1.0644  1.0506  1.0293  1.0008
  0.9656  0.9253  0.8825  0.8378  0.7920  0.6742  0.5524  0.4270  0.2988
  1.0129  1.0165  1.0213  1.0268  1.0310  1.0319  1.0279  1.0176  1.0006  0.9766
  0.9451  0.9065  0.8634  0.8182  0.7718  0.6534  0.5329  0.4097  0.2848  0.1609
  0.9725  0.9708  0.9815  0.9912  0.9951  0.9955  0.9923  0.9843  0.9709  0.9514
  0.9247  0.8900  0.8485  0.8032  0.7564  0.6371  0.5169  0.3955  0.2729  0.1511
  0.0319
  0.9631  0.9453  0.9322  0.9272  0.9338  0.9498  0.9581  0.9547  0.9432  0.9259
  0.9029  0.8731  0.8352  0.7912  0.7445  0.6244  0.5041  0.3838  0.2629  0.1427
  0.0252 -0.0893
  0.9609  0.9405  0.9196  0.9012  0.8871  0.8812  0.8858  0.8967  0.9061  0.9003
  0.8815  0.8546  0.8211  0.7803  0.7346  0.6145  0.4940  0.3743  0.2547  0.1357
  0.0192 -0.0941 -0.2042 -0.3118
  0.9554  0.9370  0.9158  0.8939  0.8735  0.8563  0.8433  0.8350  0.8330  0.8390
  0.8412  0.8291  0.8035  0.7679  0.7253  0.6066  0.4859  0.3666  0.2480  0.1300
  0.0141 -0.0986 -0.2077 -0.3140 -0.4177 -0.5191 -0.6189 -0.7180 -0.8162 -0.9110
  0.9416  0.9278  0.9098  0.8892  0.8676  0.8466  0.8273  0.8104  0.7958  0.7838
  0.7765  0.7731  0.7642  0.7435  0.7111  0.5995  0.4793  0.3603  0.2425  0.1256
  0.0101 -0.1024 -0.2112 -0.3168 -0.4194 -0.5195 -0.6176 -0.7140 -0.8095 -0.9048
 -0.9975
  0.9175  0.9095  0.8964  0.8797  0.8605  0.8399  0.8188  0.7981  0.7783  0.7592
  0.7410  0.7242  0.7105  0.6970  0.6771  0.5899  0.4735  0.3550  0.2380  0.1222
  0.0075 -0.1050 -0.2140 -0.3196 -0.4217 -0.5210 -0.6179 -0.7127 -0.8059 -0.8985
 -0.9914
  0.8851  0.8821  0.8741  0.8623  0.8471  0.8294  0.8097  0.7887  0.7668  0.7447
