 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F150W
  2.0093  2.0895  2.2016  2.2643  2.2653  2.2569  2.2794  2.3151  2.3292  2.3166
  2.2914  2.2599  2.2264  2.1891  2.1470  2.0292  1.8999  1.7666  1.6336
  2.0321  2.0618  2.1096  2.1539  2.1937  2.2301  2.2597  2.2790  2.2854  2.2794
  2.2621  2.2352  2.2015  2.1629  2.1208  2.0055  1.8810  1.7515  1.6209  1.4904
  2.0562  2.0584  2.0681  2.0923  2.1354  2.1813  2.2137  2.2327  2.2418  2.2416
  2.2301  2.2080  2.1766  2.1385  2.0967  1.9832  1.8625  1.7370  1.6094  1.4821
  1.3559
  2.0816  2.0793  2.0771  2.0795  2.0904  2.1105  2.1414  2.1762  2.1984  2.2032
  2.1954  2.1783  2.1517  2.1159  2.0747  1.9623  1.8444  1.7231  1.5990  1.4745
  1.3512  1.2293
  2.1000  2.0981  2.0935  2.0886  2.0866  2.0892  2.0969  2.1085  2.1246  2.1415
  2.1477  2.1398  2.1216  2.0924  2.0537  1.9428  1.8266  1.7089  1.5889  1.4673
  1.3463  1.2268  1.1090  0.9926
  2.1097  2.1095  2.1059  2.1000  2.0930  2.0868  2.0830  2.0814  2.0806  2.0805
  2.0821  2.0816  2.0731  2.0555  2.0271  1.9242  1.8095  1.6942  1.5782  1.4602
  1.3415  1.2239  1.1081  0.9940  0.8816  0.7707  0.6611  0.5524  0.4450  0.3417
  2.1079  2.1104  2.1091  2.1049  2.0980  2.0891  2.0793  2.0700  2.0608  2.0510
  2.0403  2.0297  2.0187  2.0053  1.9854  1.9021  1.7928  1.6795  1.5665  1.4524
  1.3366  1.2210  1.1068  0.9945  0.8841  0.7754  0.6681  0.5623  0.4573  0.3532
  0.2529
  2.0904  2.0972  2.0995  2.0982  2.0938  2.0861  2.0756  2.0632  2.0496  2.0347
  2.0185  2.0008  1.9819  1.9627  1.9427  1.8717  1.7742  1.6649  1.5543  1.4436
  1.3313  1.2178  1.1052  0.9944  0.8856  0.7788  0.6735  0.5698  0.4674  0.3659
  0.2649
  2.0549  2.0666  2.0738  2.0766  2.0760  2.0717  2.0637  2.0523  2.0379  2.0213
  2.0027  1.9820  1.9595  1.9355  1.9110  1.8403  1.7513  1.6484  1.5407  1.4325
  1.3233  1.2126  1.1016  0.9918  0.8841  0.7786  0.6749  0.5730  0.4726  0.3734
  0.2748
  2.0003  2.0157  2.0290  2.0376  2.0420  2.0425  2.0388  2.0311  2.0194  2.0043
  1.9863  1.9656  1.9425  1.9171  1.8901  1.8152  1.7300  1.6330  1.5289  1.4228
  1.3163  1.2086  1.1000  0.9917  0.8849  0.7804  0.6782  0.5779  0.4795  0.3824
  0.2846
  1.9263  1.9470  1.9649  1.9795  1.9902  1.9963  1.9981  1.9957  1.9889  1.9779
  1.9631  1.9448  1.9235  1.8994  1.8726  1.7965  1.7106  1.6181  1.5177  1.4137
  1.3089  1.2035  1.0976  0.9912  0.8856  0.7819  0.6804  0.5812  0.4843  0.3891
  0.2952
  1.8330  1.8605  1.8850  1.9039  1.9201  1.9323  1.9402  1.9440  1.9434  1.9382
  1.9288  1.9152  1.8978  1.8770  1.8585  1.7842  1.6931  1.6037  1.5071
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F150W
  2.0862  2.1461  2.2029  2.2531  2.2930  2.3210  2.3363  2.3388  2.3302  2.3125
  2.2874  2.2566  2.2219  2.1838  2.1414  2.0274  1.9012  1.7693  1.6349
  2.0457  2.0940  2.1455  2.1948  2.2373  2.2697  2.2904  2.2992  2.2968  2.2843
  2.2629  2.2338  2.1994  2.1610  2.1195  2.0057  1.8825  1.7540  1.6234  1.4928
  2.0405  2.0584  2.0929  2.1428  2.1823  2.2156  2.2406  2.2552  2.2595  2.2535
  2.2377  2.2128  2.1802  2.1421  2.1005  1.9869  1.8658  1.7403  1.6129  1.4855
  1.3591
  2.0586  2.0539  2.0667  2.0940  2.1287  2.1638  2.1936  2.2136  2.2216  2.2201
  2.2097  2.1903  2.1620  2.1257  2.0844  1.9710  1.8511  1.7282  1.6034  1.4786
  1.3550  1.2328
  2.0849  2.0831  2.0792  2.0839  2.0967  2.1145  2.1344  2.1542  2.1722  2.1840
  2.1800  2.1652  2.1418  2.1099  2.0701  1.9574  1.8381  1.7170  1.5947  1.4722
  1.3507  1.2308  1.1126  0.9959
  2.1064  2.1046  2.0988  2.0909  2.0839  2.0808  2.0822  2.0875  2.0965  2.1117
  2.1258  2.1269  2.1145  2.0903  2.0557  1.9453  1.8265  1.7065  1.5864  1.4663
  1.3466  1.2285  1.1122  0.9977  0.8849  0.7736  0.6637  0.5547  0.4472  0.3442
  2.1238  2.1224  2.1170  2.1080  2.0970  2.0860  2.0766  2.0700  2.0650  2.0610
  2.0595  2.0617  2.0612  2.0514  2.0303  1.9335  1.8158  1.6965  1.5780  1.4602
  1.3427  1.2261  1.1114  0.9987  0.8878  0.7787  0.6710  0.5648  0.4596  0.3556
  0.2554
  2.1341  2.1341  2.1299  2.1219  2.1108  2.0974  2.0829  2.0685  2.0548  2.0415
  2.0285  2.0160  2.0056  1.9965  1.9840  1.9145  1.8052  1.6870  1.5696  1.4537
  1.3385  1.2237  1.1104  0.9990  0.8898  0.7825  0.6767  0.5726  0.4699  0.3682
  0.2672
  2.1327  2.1373  2.1347  2.1283  2.1186  2.1059  2.0905  2.0731  2.0543  2.0349
  2.0152  1.9951  1.9751  1.9561  1.9387  1.8810  1.7885  1.6758  1.5597  1.4451
  1.3320  1.2192  1.1072  0.9968  0.8887  0.7827  0.6785  0.5762  0.4754  0.3758
  0.2771
  2.1161  2.1243  2.1260  2.1228  2.1159  2.1056  2.0921  2.0753  2.0556  2.0337
  2.0102  1.9857  1.9606  1.9354  1.9106  1.8476  1.7660  1.6634  1.5511  1.4382
  1.3268  1.2164  1.1063  0.9971  0.8899  0.7849  0.6821  0.5814  0.4825  0.3851
  0.2870
  2.0815  2.0929  2.0997  2.1014  2.0989  2.0924  2.0823  2.0685  2.0510  2.0300
  2.0061  1.9800  1.9525  1.9241  1.8952  1.8225  1.7426  1.6480  1.5416  1.4312
  1.3213  1.2126  1.1047  0.9972  0.8910  0.7867  0.6847  0.5851  0.4876  0.3920
  0.2978
  2.0283  2.0433  2.0541  2.0611  2.0641  2.0630  2.0577  2.0485  2.0351  2.0176
  1.9964  1.9718  1.9445  1.9153  1.8925  1.8057  1.7183  1.6296  1.5312
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = F150W
  2.1717  2.2309  2.2843  2.3290  2.3611  2.3787  2.3808  2.3680  2.3452  2.3160
