 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -4.6800 -3.9593 -3.5906 -3.5645 -3.9063 -4.3876 -4.9075 -4.7701 -4.6384 -4.4992
 -4.3537 -4.2493 -4.0864 -3.9258 -3.7749 -3.4569 -3.1909 -2.9944 -2.8406
 -5.5855 -5.2510 -5.0091 -4.8505 -4.7481 -4.6547 -4.5554 -4.4545 -4.3546 -4.2538
 -4.1419 -4.0141 -3.8766 -3.7419 -3.6160 -3.3411 -3.1217 -2.9551 -2.8330 -2.7415
 -5.3810 -5.0680 -4.8226 -4.6335 -4.4933 -4.3972 -4.3319 -4.2631 -4.1755 -4.0750
 -3.9746 -3.8698 -3.7529 -3.6329 -3.5201 -3.2783 -3.0867 -2.9398 -2.8307 -2.7477
 -2.6821
 -5.2233 -4.9430 -4.7138 -4.5258 -4.3729 -4.2510 -4.1553 -4.0812 -4.0174 -3.9420
 -3.8496 -3.7551 -3.6562 -3.5513 -3.4493 -3.2306 -3.0603 -2.9303 -2.8325 -2.7570
 -2.6964 -2.6459
 -5.0726 -4.8293 -4.6241 -4.4486 -4.2976 -4.1691 -4.0611 -3.9699 -3.8909 -3.8196
 -3.7465 -3.6649 -3.5798 -3.4882 -3.3968 -3.1959 -3.0403 -2.9233 -2.8357 -2.7675
 -2.7120 -2.6652 -2.6246 -2.5877
 -4.9208 -4.7123 -4.5338 -4.3763 -4.2353 -4.1094 -3.9984 -3.9014 -3.8158 -3.7375
 -3.6630 -3.5893 -3.5159 -3.4377 -3.3567 -3.1710 -3.0252 -2.9167 -2.8375 -2.7765
 -2.7267 -2.6844 -2.6472 -2.6140 -2.5824 -2.5539 -2.5307 -2.5143 -2.5060 -2.5066
 -4.7753 -4.5925 -4.4380 -4.2998 -4.1728 -4.0552 -3.9473 -3.8496 -3.7621 -3.6825
 -3.6076 -3.5351 -3.4644 -3.3945 -3.3231 -3.1533 -3.0140 -2.9100 -2.8358 -2.7814
 -2.7381 -2.7010 -2.6684 -2.6389 -2.6115 -2.5848 -2.5608 -2.5420 -2.5302 -2.5271
 -2.5338
 -4.6386 -4.4767 -4.3395 -4.2175 -4.1051 -3.9988 -3.8978 -3.8035 -3.7171 -3.6378
 -3.5644 -3.4947 -3.4268 -3.3606 -3.2946 -3.1387 -3.0063 -2.9041 -2.8315 -2.7810
 -2.7435 -2.7127 -2.6857 -2.6611 -2.6379 -2.6158 -2.5934 -2.5734 -2.5587 -2.5519
 -2.5545
 -4.5146 -4.3697 -4.2426 -4.1316 -4.0309 -3.9354 -3.8435 -3.7553 -3.6724 -3.5953
 -3.5239 -3.4570 -3.3930 -3.3308 -3.2692 -3.1234 -2.9981 -2.8987 -2.8259 -2.7761
 -2.7421 -2.7172 -2.6966 -2.6780 -2.6603 -2.6429 -2.6259 -2.6110 -2.5984 -2.5879
 -2.5793
 -4.4032 -4.2715 -4.1560 -4.0500 -3.9558 -3.8689 -3.7858 -3.7051 -3.6276 -3.5542
 -3.4855 -3.4215 -3.3610 -3.3031 -3.2464 -3.1102 -2.9910 -2.8944 -2.8217 -2.7707
 -2.7371 -2.7153 -2.7002 -2.6880 -2.6767 -2.6653 -2.6536 -2.6417 -2.6343 -2.6235
 -2.6107
 -4.3046 -4.1821 -4.0797 -3.9772 -3.8841 -3.8008 -3.7239 -3.6503 -3.5791 -3.5107
 -3.4457 -3.3847 -3.3276 -3.2735 -3.2213 -3.0963 -2.9828 -2.8893 -2.8173 -2.7655
 -2.7308 -2.7093 -2.6971 -2.6901 -2.6852 -2.6803 -2.6750 -2.6688 -2.6620 -2.6552
 -2.6494
 -4.2186 -4.1015 -4.0137 -3.9138 -3.8200 -3.7364 -3.6613 -3.5920 -3.5264 -3.4635
 -3.4032 -3.3459 -3.2921 -3.2415 -3.1939 -3.0817 -2.9735 -2.8834 -2.8127
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_BP 
 -6.3881 -5.7229 -5.2433 -4.9417 -4.8219 -4.8002 -4.8356 -4.6836 -4.5382 -4.3930
 -4.2445 -4.1091 -3.9564 -3.8124 -3.6795 -3.3969 -3.1641 -2.9821 -2.8388
 -6.0751 -5.6576 -5.3571 -5.1053 -4.8893 -4.7097 -4.5598 -4.4299 -4.3104 -4.1933
 -4.0723 -3.9432 -3.8095 -3.6811 -3.5625 -3.3107 -3.1093 -2.9499 -2.8289 -2.7357
 -5.7605 -5.3237 -4.9979 -4.7642 -4.6092 -4.4919 -4.3746 -4.2570 -4.1460 -4.0418
 -3.9395 -3.8321 -3.7149 -3.5966 -3.4863 -3.2548 -3.0749 -2.9337 -2.8255 -2.7422
 -2.6760
 -5.5942 -5.1761 -4.8530 -4.6065 -4.4212 -4.2848 -4.1915 -4.1211 -4.0394 -3.9416
 -3.8419 -3.7455 -3.6453 -3.5385 -3.4362 -3.2171 -3.0512 -2.9237 -2.8260 -2.7502
 -2.6892 -2.6384
 -5.4793 -5.0907 -4.7837 -4.5415 -4.3502 -4.1998 -4.0817 -3.9889 -3.9178 -3.8534
 -3.7737 -3.6835 -3.5913 -3.4958 -3.4001 -3.1924 -3.0353 -2.9171 -2.8282 -2.7593
 -2.7035 -2.6565 -2.6160 -2.5803
 -5.3749 -5.0211 -4.7364 -4.5062 -4.3178 -4.1628 -4.0351 -3.9295 -3.8403 -3.7634
 -3.6951 -3.6244 -3.5466 -3.4615 -3.3735 -3.1759 -3.0242 -2.9117 -2.8293 -2.7671
 -2.7170 -2.6745 -2.6375 -2.6046 -2.5749 -2.5483 -2.5257 -2.5083 -2.4997 -2.5006
 -5.2708 -4.9508 -4.6906 -4.4759 -4.2957 -4.1422 -4.0108 -3.8984 -3.8016 -3.7162
 -3.6383 -3.5658 -3.4970 -3.4258 -3.3490 -3.1635 -3.0160 -2.9064 -2.8278 -2.7712
 -2.7272 -2.6902 -2.6578 -2.6285 -2.6017 -2.5770 -2.5550 -2.5365 -2.5235 -2.5207
 -2.5276
 -5.1694 -4.8796 -4.6419 -4.4428 -4.2727 -4.1244 -3.9938 -3.8784 -3.7769 -3.6872
 -3.6057 -3.5298 -3.4586 -3.3900 -3.3219 -3.1528 -3.0095 -2.9012 -2.8240 -2.7706
 -2.7321 -2.7011 -2.6743 -2.6500 -2.6273 -2.6058 -2.5860 -2.5682 -2.5531 -2.5452
 -2.5483
 -5.0731 -4.8089 -4.5891 -4.4038 -4.2439 -4.1023 -3.9749 -3.8599 -3.7564 -3.6636
 -3.5802 -3.5036 -3.4316 -3.3630 -3.2966 -3.1393 -3.0027 -2.8957 -2.8183 -2.7657
 -2.7305 -2.7052 -2.6846 -2.6662 -2.6489 -2.6321 -2.6159 -2.6006 -2.5871 -2.5767
 -2.5728
 -4.9926 -4.7504 -4.5437 -4.3676 -4.2150 -4.0793 -3.9559 -3.8427 -3.7391 -3.6448
 -3.5595 -3.4823 -3.4109 -3.3436 -3.2790 -3.1279 -2.9971 -2.8921 -2.8140 -2.7601
 -2.7253 -2.7031 -2.6879 -2.6759 -2.6649 -2.6539 -2.6430 -2.6319 -2.6213 -2.6120
 -2.6038
 -4.9266 -4.7028 -4.5059 -4.3356 -4.1870 -4.0550 -3.9349 -3.8240 -3.7213 -3.6267
 -3.5402 -3.4616 -3.3902 -3.3244 -3.2621 -3.1172 -2.9908 -2.8882 -2.8100 -2.7548
 -2.7188 -2.6970 -2.6848 -2.6779 -2.6732 -2.6688 -2.6641 -2.6586 -2.6527 -2.6468
 -2.6419
 -4.8730 -4.6653 -4.4787 -4.3117 -4.1642 -4.0330 -3.9143 -3.8048 -3.7031 -3.6087
 -3.5215 -3.4418 -3.3679 -3.3022 -3.2459 -3.1072 -2.9838 -2.8840 -2.8063
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -7.6812 -7.0921 -6.5807 -6.1405 -5.7630 -5.4301 -5.1243 -4.8377 -4.5856 -4.3700
 -4.1819 -4.0135 -3.8602 -3.7236 -3.6011 -3.3433 -3.1357 -2.9674 -2.8328
 -7.2215 -6.6502 -6.1509 -5.7271 -5.3723 -5.0738 -4.8151 -4.5825 -4.3786 -4.2013
 -4.0429 -3.8958 -3.7568 -3.6291 -3.5140 -3.2750 -3.0891 -2.9403 -2.8221 -2.7300
 -6.6397 -6.1313 -5.7375 -5.3996 -5.0972 -4.8339 -4.6061 -4.4062 -4.2315 -4.0791
 -3.9427 -3.8143 -3.6887 -3.5686 -3.4586 -3.2311 -3.0585 -2.9236 -2.8173 -2.7337
 -2.6670
 -6.3036 -5.7589 -5.3373 -5.0185 -4.7836 -4.6078 -4.4446 -4.2817 -4.1275 -3.9890
 -3.8656 -3.7524 -3.6413 -3.5300 -3.4247 -3.2047 -3.0398 -2.9139 -2.8164 -2.7399
 -2.6785 -2.6274
 -6.1416 -5.5918 -5.1616 -4.8305 -4.5757 -4.3833 -4.2415 -4.1329 -4.0369 -3.9277
 -3.8130 -3.7049 -3.6037 -3.5031 -3.4036 -3.1895 -3.0289 -2.9086 -2.8174 -2.7470
 -2.6907 -2.6437 -2.6032 -2.5681
