 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.4126 -1.4106 -1.4174 -1.4303 -1.4355 -1.4257 -1.3556 -1.3363 -1.3104 -1.2715
 -1.2196 -1.1602 -1.1018 -1.0357 -0.9749 -0.8622 -0.8131 -0.8080 -0.8178
 -1.4068 -1.3314 -1.2869 -1.2702 -1.2751 -1.2775 -1.2698 -1.2557 -1.2379 -1.2159
 -1.1830 -1.1366 -1.0813 -1.0265 -0.9774 -0.8885 -0.8429 -0.8309 -0.8376 -0.8552
 -1.3663 -1.3053 -1.2532 -1.2127 -1.1874 -1.1810 -1.1902 -1.1956 -1.1871 -1.1663
 -1.1418 -1.1113 -1.0693 -1.0224 -0.9789 -0.8981 -0.8588 -0.8504 -0.8588 -0.8764
 -0.8999
 -1.3217 -1.2739 -1.2289 -1.1878 -1.1534 -1.1286 -1.1149 -1.1126 -1.1170 -1.1148
 -1.1006 -1.0816 -1.0543 -1.0179 -0.9803 -0.9074 -0.8715 -0.8661 -0.8766 -0.8946
 -0.9176 -0.9443
 -1.2563 -1.2256 -1.1936 -1.1606 -1.1283 -1.0997 -1.0773 -1.0620 -1.0530 -1.0488
 -1.0446 -1.0357 -1.0237 -1.0030 -0.9762 -0.9129 -0.8796 -0.8766 -0.8901 -0.9098
 -0.9333 -0.9597 -0.9887 -1.0193
 -1.1712 -1.1577 -1.1412 -1.1208 -1.0969 -1.0719 -1.0486 -1.0293 -1.0148 -1.0036
 -0.9945 -0.9862 -0.9794 -0.9693 -0.9548 -0.9117 -0.8820 -0.8803 -0.8975 -0.9209
 -0.9463 -0.9737 -1.0029 -1.0339 -1.0667 -1.1021 -1.1405 -1.1827 -1.2289 -1.2793
 -1.0737 -1.0728 -1.0711 -1.0647 -1.0528 -1.0364 -1.0177 -0.9993 -0.9836 -0.9710
 -0.9602 -0.9501 -0.9413 -0.9334 -0.9239 -0.8983 -0.8778 -0.8772 -0.8973 -0.9255
 -0.9551 -0.9850 -1.0157 -1.0474 -1.0801 -1.1130 -1.1477 -1.1863 -1.2305 -1.2804
 -1.3330
 -0.9657 -0.9769 -0.9867 -0.9925 -0.9934 -0.9885 -0.9783 -0.9652 -0.9520 -0.9400
 -0.9301 -0.9212 -0.9126 -0.9049 -0.8966 -0.8781 -0.8667 -0.8686 -0.8898 -0.9223
 -0.9574 -0.9917 -1.0255 -1.0592 -1.0931 -1.1273 -1.1613 -1.1971 -1.2366 -1.2816
 -1.3331
 -0.8558 -0.8759 -0.8935 -0.9088 -0.9203 -0.9265 -0.9269 -0.9224 -0.9149 -0.9063
 -0.8984 -0.8917 -0.8857 -0.8800 -0.8736 -0.8584 -0.8517 -0.8569 -0.8780 -0.9125
 -0.9524 -0.9924 -1.0310 -1.0683 -1.1047 -1.1406 -1.1764 -1.2137 -1.2527 -1.2933
 -1.3351
 -0.7439 -0.7698 -0.7960 -0.8180 -0.8371 -0.8527 -0.8634 -0.8688 -0.8697 -0.8674
 -0.8636 -0.8599 -0.8568 -0.8541 -0.8512 -0.8412 -0.8369 -0.8441 -0.8646 -0.8983
 -0.9401 -0.9847 -1.0287 -1.0710 -1.1114 -1.1503 -1.1882 -1.2256 -1.2669 -1.3053
 -1.3418
 -0.6301 -0.6586 -0.6942 -0.7248 -0.7485 -0.7706 -0.7894 -0.8041 -0.8142 -0.8203
 -0.8231 -0.8240 -0.8245 -0.8252 -0.8259 -0.8249 -0.8231 -0.8315 -0.8520 -0.8841
 -0.9252 -0.9714 -1.0194 -1.0667 -1.1120 -1.1551 -1.1965 -1.2365 -1.2755 -1.3143
 -1.3539
 -0.5143 -0.5423 -0.5881 -0.6303 -0.6580 -0.6845 -0.7090 -0.7307 -0.7491 -0.7638
 -0.7747 -0.7825 -0.7882 -0.7929 -0.7977 -0.8095 -0.8103 -0.8191 -0.8402
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.4562 -1.4208 -1.4011 -1.3929 -1.3876 -1.3797 -1.3514 -1.3365 -1.3110 -1.2732
 -1.2229 -1.1640 -1.1032 -1.0422 -0.9869 -0.8796 -0.8205 -0.8018 -0.8091
 -1.3994 -1.3413 -1.3162 -1.2978 -1.2819 -1.2716 -1.2650 -1.2579 -1.2452 -1.2234
 -1.1903 -1.1450 -1.0917 -1.0386 -0.9901 -0.8964 -0.8433 -0.8262 -0.8313 -0.8478
 -1.3881 -1.3091 -1.2510 -1.2165 -1.2097 -1.2157 -1.2149 -1.2061 -1.1938 -1.1792
 -1.1584 -1.1281 -1.0862 -1.0397 -0.9959 -0.9104 -0.8614 -0.8455 -0.8516 -0.8687
 -0.8920
 -1.3823 -1.3070 -1.2442 -1.1945 -1.1594 -1.1402 -1.1398 -1.1512 -1.1554 -1.1455
 -1.1283 -1.1070 -1.0778 -1.0397 -1.0015 -0.9224 -0.8765 -0.8613 -0.8683 -0.8859
 -0.9089 -0.9357
 -1.3603 -1.2963 -1.2395 -1.1898 -1.1481 -1.1159 -1.0941 -1.0827 -1.0836 -1.0905
 -1.0894 -1.0794 -1.0612 -1.0339 -1.0013 -0.9304 -0.8872 -0.8727 -0.8808 -0.8999
 -0.9236 -0.9503 -0.9798 -1.0118
 -1.3156 -1.2667 -1.2213 -1.1788 -1.1395 -1.1045 -1.0754 -1.0534 -1.0381 -1.0296
 -1.0278 -1.0273 -1.0238 -1.0124 -0.9925 -0.9328 -0.8927 -0.8788 -0.8880 -0.9097
 -0.9356 -0.9635 -0.9933 -1.0249 -1.0584 -1.0939 -1.1324 -1.1751 -1.2239 -1.2746
 -1.2482 -1.2153 -1.1839 -1.1526 -1.1210 -1.0897 -1.0603 -1.0347 -1.0139 -0.9975
