 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.2030 -8.2308 -8.1368 -7.9671 -7.7862 -7.5864 -7.3589 -7.1517 -6.9782 -6.8269
 -6.6922 -6.5636 -6.4388 -6.3155 -6.1919 -5.8713 -5.5206 -5.1454 -4.7756 -4.4421
 -4.1604 -3.9368
 -8.0631 -7.9531 -7.9593 -7.8995 -7.7499 -7.5782 -7.3763 -7.1514 -6.9500 -6.7796
 -6.6319 -6.4960 -6.3650 -6.2370 -6.1097 -5.7848 -5.4345 -5.0604 -4.6897 -4.3553
 -4.0741 -3.8506 -3.6851 -3.5694
 -8.0029 -7.8422 -7.7098 -7.6706 -7.6486 -7.5293 -7.3716 -7.1777 -6.9584 -6.7612
 -6.5939 -6.4484 -6.3108 -6.1772 -6.0455 -5.7151 -5.3662 -4.9957 -4.6259 -4.2892
 -4.0047 -3.7770 -3.6060 -3.4857 -3.4044 -3.3503 -3.3136 -3.2858 -3.2592 -3.2272
 -7.9562 -7.7973 -7.6287 -7.4804 -7.3951 -7.3678 -7.3003 -7.1660 -6.9890 -6.7792
 -6.5858 -6.4225 -6.2774 -6.1384 -6.0022 -5.6652 -5.3165 -4.9504 -4.5828 -4.2431
 -3.9525 -3.7173 -3.5372 -3.4083 -3.3216 -3.2654 -3.2299 -3.2069 -3.1896 -3.1709
 -3.1460
 -7.9190 -7.7629 -7.6017 -7.4274 -7.2683 -7.1523 -7.0846 -7.0371 -6.9509 -6.8044
 -6.6130 -6.4242 -6.2643 -6.1198 -5.9800 -5.6373 -5.2886 -4.9260 -4.5606 -4.2176
 -3.9186 -3.6730 -3.4810 -3.3403 -3.2439 -3.1828 -3.1460 -3.1245 -3.1113 -3.1006
 -3.0883
 -7.8610 -7.7295 -7.5809 -7.4172 -7.2386 -7.0720 -6.9372 -6.8362 -6.7618 -6.6939
 -6.5989 -6.4514 -6.2723 -6.1163 -5.9732 -5.6273 -5.2791 -4.9193 -4.5554 -4.2087
 -3.9006 -3.6426 -3.4373 -3.2824 -3.1735 -3.1033 -3.0623 -3.0401 -3.0285 -3.0222
 -3.0177
 -7.9079 -7.7209 -7.5566 -7.4129 -7.2489 -7.0685 -6.8961 -6.7484 -6.6270 -6.5257
 -6.4387 -6.3558 -6.2594 -6.1246 -5.9816 -5.6367 -5.2917 -4.9376 -4.5776 -4.2282
 -3.9105 -3.6382 -3.4166 -3.2448 -3.1193 -3.0350 -2.9843 -2.9572 -2.9447 -2.9396
 -2.9401
 -7.9684 -7.7440 -7.5547 -7.3971 -7.2574 -7.0952 -6.9151 -6.7384 -6.5814 -6.4464
 -6.3286 -6.2235 -6.1282 -6.0379 -5.9375 -5.6501 -5.3170 -4.9703 -4.6172 -4.2687
 -3.9433 -3.6571 -3.4183 -3.2280 -3.0836 -2.9816 -2.9167 -2.8800 -2.8628 -2.8574
 -2.8585
 -8.0424 -7.7988 -7.5522 -7.3840 -7.2490 -7.1138 -6.9559 -6.7783 -6.5996 -6.4352
 -6.2900 -6.1614 -6.0451 -5.9385 -5.8409 -5.6675 -5.3550 -5.0174 -4.6742
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  u   
 -8.5022 -8.3445 -8.1790 -8.0067 -7.7942 -7.6088 -7.4553 -7.3218 -7.2012 -7.0881
 -6.9786 -6.8715 -6.7661 -6.6606 -6.5548 -6.2890 -5.9877 -5.6615 -5.3164
 -8.5294 -8.3513 -8.1681 -7.9806 -7.7706 -7.5579 -7.3812 -7.2356 -7.1033 -6.9856
 -6.8729 -6.7632 -6.6557 -6.5488 -6.4409 -6.1606 -5.8518 -5.5124 -5.1612 -4.8228
 -8.5197 -8.3572 -8.1669 -7.9757 -7.7721 -7.5383 -7.3299 -7.1629 -7.0173 -6.8918
 -6.7751 -6.6627 -6.5531 -6.4446 -6.3352 -6.0501 -5.7348 -5.3881 -5.0327 -4.6976
 -4.4013
 -8.2556 -8.2997 -8.1496 -7.9665 -7.7717 -7.5500 -7.3135 -7.1145 -6.9520 -6.8112
 -6.6881 -6.5716 -6.4591 -6.3487 -6.2382 -5.9522 -5.6367 -5.2886 -4.9309 -4.5956
 -4.3034 -4.0619
 -8.0957 -8.0582 -8.0572 -7.9275 -7.7566 -7.5630 -7.3349 -7.1029 -6.9108 -6.7516
 -6.6164 -6.4936 -6.3766 -6.2631 -6.1506 -5.8642 -5.5521 -5.2076 -4.8504 -4.5133
 -4.2206 -3.9794 -3.7912 -3.6527
 -8.0253 -7.8688 -7.7873 -7.7923 -7.6965 -7.5425 -7.3563 -7.1310 -6.9070 -6.7204
 -6.5648 -6.4328 -6.3096 -6.1914 -6.0758 -5.7872 -5.4790 -5.1411 -4.7873 -4.4491
 -4.1528 -3.9079 -3.7154 -3.5725 -3.4705 -3.3978 -3.3463 -3.3081 -3.2719 -3.2328
 -7.9860 -7.8151 -7.6471 -7.5294 -7.5026 -7.4549 -7.3262 -7.1554 -6.9438 -6.7256
 -6.5440 -6.3927 -6.2614 -6.1376 -6.0177 -5.7240 -5.4188 -5.0881 -4.7405 -4.4021
 -4.1009 -3.8490 -3.6490 -3.4983 -3.3905 -3.3161 -3.2651 -3.2295 -3.2034 -3.1770
 -3.1464
 -7.9653 -7.7887 -7.6140 -7.4371 -7.2953 -7.2195 -7.1837 -7.1023 -6.9590 -6.7687
 -6.5605 -6.3822 -6.2345 -6.1039 -5.9792 -5.6793 -5.3748 -5.0508 -4.7098 -4.3726
 -4.0660 -3.8052 -3.5946 -3.4331 -3.3160 -3.2354 -3.1824 -3.1476 -3.1245 -3.1074
 -3.0889
 -7.9244 -7.7694 -7.6020 -7.4237 -7.2406 -7.0832 -6.9711 -6.9015 -6.8436 -6.7494
 -6.5972 -6.4056 -6.2322 -6.0878 -5.9581 -5.6520 -5.3472 -5.0275 -4.6921 -4.3564
 -4.0447 -3.7741 -3.5518 -3.3778 -3.2487 -3.1585 -3.1001 -3.0642 -3.0424 -3.0287
 -3.0187
 -7.9852 -7.7773 -7.5931 -7.4304 -7.2506 -7.0637 -6.8955 -6.7607 -6.6584 -6.5788
 -6.5039 -6.4082 -6.2659 -6.0992 -5.9573 -5.6454 -5.3413 -5.0268 -4.6978 -4.3650
 -4.0490 -3.7680 -3.5320 -3.3429 -3.1984 -3.0942 -3.0252 -2.9832 -2.9599 -2.9476
 -2.9420
 -8.0800 -7.8124 -7.5978 -7.4310 -7.2722 -7.0937 -6.9050 -6.7292 -6.5797 -6.4565
 -6.3536 -6.2645 -6.1802 -6.0876 -5.9625 -5.6518 -5.3502 -5.0413 -4.7201 -4.3921
 -4.0738 -3.7834 -3.5334 -3.3282 -3.1666 -3.0457 -2.9620 -2.9092 -2.8797 -2.8657
 -2.8605
 -8.2088 -7.8747 -7.6345 -7.4464 -7.2813 -7.1276 -6.9528 -6.7651 -6.5843 -6.4240
 -6.2870 -6.1690 -6.0652 -5.9721 -5.9737 -5.6712 -5.3739 -5.0710 -4.7590
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  u   
 -8.4764 -8.3220 -8.1557 -7.9789 -7.7621 -7.5905 -7.4475 -7.3195 -7.2026 -7.0935
 -6.9893 -6.8874 -6.7871 -6.6871 -6.5871 -6.3375 -6.0575 -5.7528 -5.4311
 -8.4899 -8.3243 -8.1447 -7.9528 -7.7340 -7.5296 -7.3639 -7.2253 -7.1021 -6.9903
 -6.8849 -6.7821 -6.6813 -6.5813 -6.4811 -6.2224 -5.9400 -5.6260 -5.2944 -4.9640
 -8.5273 -8.3412 -8.1511 -7.9520 -7.7355 -7.4986 -7.3015 -7.1451 -7.0089 -6.8929
 -6.7847 -6.6810 -6.5800 -6.4803 -6.3802 -6.1210 -5.8355 -5.5174 -5.1802 -4.8499
 -4.5481
 -8.4224 -8.3276 -8.1503 -7.9586 -7.7460 -7.5080 -7.2715 -7.0837 -6.9339 -6.8036
 -6.6909 -6.5847 -6.4826 -6.3827 -6.2831 -6.0266 -5.7440 -5.4270 -5.0885 -4.7569
 -4.4573 -4.2002
 -8.1541 -8.1801 -8.1050 -7.9412 -7.7531 -7.5332 -7.2846 -7.0578 -6.8781 -6.7315
 -6.6083 -6.4973 -6.3923 -6.2908 -6.1908 -5.9370 -5.6603 -5.3490 -5.0130 -4.6805
 -4.3796 -4.1225 -3.9131 -3.7502
 -8.0462 -7.9138 -7.9099 -7.8651 -7.7208 -7.5419 -7.3233 -7.0776 -6.8586 -6.6855
 -6.5428 -6.4235 -6.3133 -6.2084 -6.1064 -5.8532 -5.5826 -5.2800 -4.9502 -4.6185
 -4.3147 -4.0542 -3.8414 -3.6752 -3.5504 -3.4577 -3.3890 -3.3362 -3.2876 -3.2399
 -8.0067 -7.8312 -7.6780 -7.6240 -7.6085 -7.4934 -7.3304 -7.1224 -6.8870 -6.6747
 -6.5066 -6.3684 -6.2504 -6.1403 -6.0348 -5.7787 -5.5128 -5.2195 -4.8988 -4.5702
 -4.2633 -3.9972 -3.7778 -3.6053 -3.4751 -3.3796 -3.3100 -3.2596 -3.2214 -3.1850
 -3.1475
 -7.9961 -7.8055 -7.6236 -7.4547 -7.3518 -7.3245 -7.2573 -7.1197 -6.9334 -6.7135
 -6.5077 -6.3428 -6.2080 -6.0908 -5.9803 -5.7183 -5.4545 -5.1695 -4.8588 -4.5359
 -4.2270 -3.9538 -3.7256 -3.5436 -3.4050 -3.3032 -3.2304 -3.1792 -3.1435 -3.1168
 -3.0904
 -7.9686 -7.7954 -7.6144 -7.4266 -7.2464 -7.1106 -7.0382 -6.9912 -6.9001 -6.7473
 -6.5501 -6.3531 -6.1918 -6.0598 -5.9432 -5.6735 -5.4091 -5.1298 -4.8279 -4.5110
 -4.2017 -3.9219 -3.6838 -3.4909 -3.3413 -3.2303 -3.1517 -3.0980 -3.0623 -3.0381
 -3.0207
 -8.0484 -7.8190 -7.6165 -7.4384 -7.2475 -7.0598 -6.9031 -6.7915 -6.7172 -6.6507
 -6.5539 -6.4033 -6.2197 -6.0599 -5.9291 -5.6500 -5.3841 -5.1094 -4.8161 -4.5071
 -4.1994 -3.9137 -3.6647 -3.4586 -3.2950 -3.1706 -3.0812 -3.0205 -2.9819 -2.9580
 -2.9433
 -8.1781 -7.8763 -7.6363 -7.4520 -7.2770 -7.0857 -6.8936 -6.7234 -6.5874 -6.4826
 -6.3988 -6.3203 -6.2273 -6.0942 -5.9400 -5.6427 -5.3753 -5.1042 -4.8185 -4.5177
 -4.2136 -3.9241 -3.6652 -3.4454 -3.2665 -3.1266 -3.0230 -2.9510 -2.9049 -2.8782
 -2.8639
 -8.3575 -7.9673 -7.7055 -7.4884 -7.3009 -7.1304 -6.9419 -6.7481 -6.5694 -6.4173
 -6.2923 -6.1886 -6.0992 -6.0161 -5.9759 -5.6516 -5.3827 -5.1142 -4.8351
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.4506 -8.3099 -8.1421 -7.9502 -7.7405 -7.5578 -7.4063 -7.2784 -7.1680 -7.0694
 -6.9782 -6.8905 -6.8029 -6.7127 -6.6186 -6.3809 -6.1195 -5.8191 -5.5173
 -8.4749 -8.3029 -8.1200 -7.9276 -7.7036 -7.5081 -7.3533 -7.2228 -7.1055 -6.9994
 -6.8988 -6.8012 -6.7060 -6.6118 -6.5176 -6.2767 -6.0170 -5.7224 -5.4121 -5.0958
 -8.4938 -8.3209 -8.1307 -7.9252 -7.6993 -7.4646 -7.2802 -7.1342 -7.0078 -6.8991
 -6.7977 -6.7007 -6.6065 -6.5137 -6.4210 -6.1827 -5.9230 -5.6330 -5.3186 -4.9992
 -4.6970
 -8.4806 -8.3320 -8.1434 -7.9412 -7.7153 -7.4638 -7.2349 -7.0607 -6.9228 -6.8027
 -6.6987 -6.6010 -6.5071 -6.4156 -6.3246 -6.0919 -5.8375 -5.5509 -5.2368 -4.9162
 -4.6142 -4.3456
 -8.2612 -8.2603 -8.1272 -7.9454 -7.7362 -7.4964 -7.2351 -7.0181 -6.8529 -6.7179
 -6.6065 -6.5056 -6.4103 -6.3186 -6.2285 -6.0012 -5.7548 -5.4761 -5.1667 -4.8468
 -4.5436 -4.2744 -4.0459 -3.8598
 -8.0721 -8.0027 -8.0151 -7.9031 -7.7329 -7.5241 -7.2785 -7.0219 -6.8161 -6.6578
 -6.5277 -6.4201 -6.3210 -6.2271 -6.1363 -5.9119 -5.6734 -5.4049 -5.1043 -4.7879
 -4.4836 -4.2116 -3.9800 -3.7912 -3.6427 -3.5284 -3.4413 -3.3710 -3.3074 -3.2489
 -8.0233 -7.8509 -7.7401 -7.7445 -7.6652 -7.5126 -7.3139 -7.0732 -6.8279 -6.6287
 -6.4757 -6.3504 -6.2444 -6.1463 -6.0528 -5.8277 -5.5953 -5.3372 -5.0481 -4.7383
 -4.4339 -4.1581 -3.9215 -3.7272 -3.5738 -3.4559 -3.3664 -3.2987 -3.2449 -3.1958
 -3.1497
 -8.0114 -7.8178 -7.6355 -7.4913 -7.4526 -7.4140 -7.2882 -7.1097 -6.8850 -6.6525
 -6.4584 -6.3083 -6.1862 -6.0813 -5.9834 -5.7537 -5.5244 -5.2758 -4.9985 -4.6976
 -4.3955 -4.1157 -3.8724 -3.6707 -3.5099 -3.3856 -3.2918 -3.2217 -3.1699 -3.1301
 -3.0932
 -7.9989 -7.8112 -7.6214 -7.4300 -7.2633 -7.1704 -7.1346 -7.0543 -6.9067 -6.7071
 -6.4886 -6.3019 -6.1542 -6.0346 -5.9304 -5.6929 -5.4634 -5.2211 -4.9540 -4.6631
 -4.3649 -4.0822 -3.8319 -3.6211 -3.4509 -3.3182 -3.2180 -3.1440 -3.0904 -3.0527
 -3.0249
 -8.0841 -7.8435 -7.6297 -7.4402 -7.2432 -7.0616 -6.9283 -6.8529 -6.7959 -6.7006
 -6.5454 -6.3515 -6.1676 -6.0202 -5.9012 -5.6526 -5.4207 -5.1827 -4.9252 -4.6451
 -4.3535 -4.0698 -3.8124 -3.5910 -3.4087 -3.2640 -3.1534 -3.0717 -3.0141 -2.9746
 -2.9485
 -8.2338 -7.9147 -7.6598 -7.4628 -7.2746 -7.0752 -6.8844 -6.7266 -6.6127 -6.5325
 -6.4600 -6.3652 -6.2225 -6.0491 -5.9014 -5.6302 -5.3943 -5.1582 -4.9081 -4.6383
 -4.3547 -4.0726 -3.8097 -3.5780 -3.3828 -3.2243 -3.1007 -3.0079 -2.9421 -2.8983
 -2.8710
 -8.4481 -8.0248 -7.7117 -7.4956 -7.3101 -7.1254 -6.9269 -6.7311 -6.5587 -6.4196
 -6.3119 -6.2252 -6.1457 -6.0579 -5.9310 -5.6257 -5.3842 -5.1476 -4.9027
