 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F1000W
 -0.6172 -0.4703 -0.4999 -0.8580 -1.6323 -2.3235 -2.6893 -2.5784 -2.1242 -1.5072
 -1.6895 -2.3284 -2.4555 -2.2242 -2.0965 -2.3313
 -0.8896 -0.8437 -0.8543 -1.0060 -1.3513 -1.6793 -1.9035 -1.9524 -1.8690 -1.7276
 -1.8639 -2.1577 -2.2460 -2.1635 -2.1188 -2.3418 -2.5283 -2.6992 -2.8760
 -1.0150 -1.0561 -1.0918 -1.1543 -1.2717 -1.3993 -1.5310 -1.6460 -1.7440 -1.8364
 -1.9388 -2.0447 -2.1095 -2.1263 -2.1521 -2.3580 -2.5564 -2.7321 -2.9035 -3.0646
 -3.2158
 -0.9934 -1.1075 -1.2124 -1.3029 -1.3933 -1.4835 -1.5718 -1.6594 -1.7491 -1.8336
 -1.9141 -1.9894 -2.0460 -2.1126 -2.1964 -2.3799 -2.5719 -2.7552 -2.9267 -3.0888
 -3.2424 -3.3885 -3.5274
 -1.0613 -1.1467 -1.2323 -1.3170 -1.4040 -1.4917 -1.5787 -1.6644 -1.7484 -1.8309
 -1.9117 -1.9912 -2.0625 -2.1327 -2.2076 -2.3993 -2.5898 -2.7708 -2.9420 -3.1040
 -3.2577 -3.4039 -3.5430 -3.6760 -3.8041
 -1.1402 -1.2037 -1.2726 -1.3473 -1.4265 -1.5085 -1.5916 -1.6742 -1.7556 -1.8351
 -1.9129 -1.9899 -2.0665 -2.1360 -2.2128 -2.4082 -2.6006 -2.7821 -2.9535 -3.1156
 -3.2694 -3.4157 -3.5550 -3.6879 -3.8153 -3.9382
 -1.2301 -1.2785 -1.3333 -1.3938 -1.4609 -1.5339 -1.6105 -1.6888 -1.7671 -1.8444
 -1.9202 -1.9943 -2.0676 -2.1375 -2.2120 -2.4066 -2.6043 -2.7891 -2.9612 -3.1236
 -3.2775 -3.4239 -3.5634 -3.6964 -3.8236 -3.9458 -4.0641 -4.1789 -4.2908 -4.4008
 -1.3311 -1.3711 -1.4144 -1.4606 -1.5128 -1.5726 -1.6389 -1.7098 -1.7831 -1.8571
 -1.9305 -2.0030 -2.0742 -2.1429 -2.2128 -2.4013 -2.5976 -2.7904 -2.9655 -3.1287
 -3.2829 -3.4296 -3.5693 -3.7026 -3.8299 -3.9518 -4.0693 -4.1831 -4.2936 -4.4015
 -4.5077
 -1.4309 -1.4716 -1.5101 -1.5465 -1.5849 -1.6294 -1.6816 -1.7410 -1.8061 -1.8745
 -1.9441 -2.0139 -2.0833 -2.1519 -2.2186 -2.3971 -2.5882 -2.7821 -2.9652 -3.1309
 -3.2861 -3.4333 -3.5734 -3.7071 -3.8348 -3.9568 -4.0740 -4.1870 -4.2966 -4.4031
 -4.5071
 -1.5213 -1.5710 -1.6124 -1.6463 -1.6764 -1.7075 -1.7444 -1.7891 -1.8419 -1.9010
 -1.9642 -2.0295 -2.0959 -2.1627 -2.2287 -2.3978 -2.5825 -2.7725 -2.9596 -3.1322
 -3.2897 -3.4379 -3.5787 -3.7130 -3.8412 -3.9638 -4.0812 -4.1941 -4.3031 -4.4089
 -4.5117
 -1.6066 -1.6623 -1.7081 -1.7450 -1.7727 -1.7974 -1.8225 -1.8527 -1.8909 -1.9373
 -1.9907 -2.0491 -2.1107 -2.1740 -2.2378 -2.4016 -2.5759 -2.7613 -2.9462 -3.1238
 -3.2868 -3.4369 -3.5787 -3.7137 -3.8427 -3.9660 -4.0839 -4.1971 -4.3060 -4.4112
 -4.5154
 -1.6823 -1.7455 -1.7969 -1.8376 -1.8684 -1.8926 -1.9123 -1.9325 -1.9571 -1.9905
 -2.0322 -2.0803 -2.1333 -2.1899 -2.2490 -2.4061 -2.5746 -2.7521 -2.9338 -3.1112
 -3.2790 -3.4335 -3.5770 -3.7131 -3.8429 -3.9670 -4.0858 -4.1997 -4.3089 -4.4142
 -4.5161
 -1.7483 -1.8207 -1.8788 -1.9241 -1.9635 -1.9931 -2.0051 -2.0211 -2.0377 -2.0600
 -2.0887 -2.1234 -2.1634 -2.2104 -2.2623 -2.4115 -2.5786 -2.7449 -2.9224
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F1000W
 -1.1089 -1.2121 -1.3238 -1.4435 -1.5764 -1.6641 -1.6946 -1.6645 -1.6266 -1.6290
 -1.7510 -1.9415 -2.0520 -2.0653 -2.0878 -2.2888
 -1.0817 -1.1889 -1.2989 -1.4121 -1.5322 -1.6300 -1.6981 -1.7313 -1.7527 -1.7843
 -1.8596 -1.9624 -2.0397 -2.0827 -2.1327 -2.3290 -2.5200 -2.6995 -2.8693
 -1.0650 -1.1735 -1.2810 -1.3883 -1.4979 -1.6000 -1.6910 -1.7655 -1.8283 -1.8838
 -1.9360 -1.9881 -2.0430 -2.1029 -2.1699 -2.3621 -2.5505 -2.7300 -2.9002 -3.0613
 -3.2141
 -1.0588 -1.1659 -1.2701 -1.3721 -1.4733 -1.5741 -1.6733 -1.7673 -1.8534 -1.9274
 -1.9803 -2.0185 -2.0618 -2.1259 -2.1994 -2.3881 -2.5742 -2.7534 -2.9239 -3.0857
 -3.2390 -3.3849 -3.5261
 -1.0631 -1.1661 -1.2662 -1.3635 -1.4585 -1.5523 -1.6450 -1.7365 -1.8280 -1.9151
 -1.9925 -2.0536 -2.0962 -2.1517 -2.2212 -2.4070 -2.5911 -2.7697 -2.9404 -3.1023
 -3.2559 -3.4019 -3.5411 -3.6743 -3.8026
 -1.0779 -1.1741 -1.2693 -1.3625 -1.4535 -1.5428 -1.6308 -1.7171 -1.8019 -1.8846
 -1.9676 -2.0478 -2.1083 -2.1648 -2.2360 -2.4202 -2.6030 -2.7810 -2.9516 -3.1136
 -3.2673 -3.4135 -3.5527 -3.6857 -3.8135 -3.9368
 -1.1088 -1.1946 -1.2815 -1.3688 -1.4555 -1.5412 -1.6257 -1.7089 -1.7907 -1.8708
 -1.9495 -2.0278 -2.1037 -2.1604 -2.2337 -2.4261 -2.6104 -2.7882 -2.9590 -3.1213
 -3.2752 -3.4215 -3.5609 -3.6940 -3.8215 -3.9440 -4.0626 -4.1777 -4.2897 -4.3997
 -1.1585 -1.2323 -1.3081 -1.3860 -1.4657 -1.5464 -1.6272 -1.7075 -1.7870 -1.8655
 -1.9422 -2.0180 -2.0933 -2.1569 -2.2260 -2.4203 -2.6104 -2.7914 -2.9632 -3.1261
 -3.2804 -3.4270 -3.5667 -3.7001 -3.8275 -3.9498 -4.0676 -4.1816 -4.2924 -4.4004
 -4.5067
 -1.1821 -1.2742 -1.3527 -1.4189 -1.4884 -1.5612 -1.6363 -1.7125 -1.7892 -1.8655
 -1.9409 -2.0154 -2.0891 -2.1589 -2.2227 -2.4110 -2.6022 -2.7876 -2.9639 -3.1281
 -3.2824 -3.4305 -3.5706 -3.7044 -3.8323 -3.9545 -4.0720 -4.1856 -4.2957 -4.4024
 -4.5060
 -1.2958 -1.3428 -1.4019 -1.4718 -1.5297 -1.5915 -1.6579 -1.7276 -1.7996 -1.8726
 -1.9457 -2.0186 -2.0910 -2.1619 -2.2266 -2.4067 -2.5943 -2.7800 -2.9607 -3.1298
 -3.2868 -3.4350 -3.5759 -3.7102 -3.8386 -3.9614 -4.0791 -4.1922 -4.3015 -4.4074
 -4.5104
 -1.3775 -1.4198 -1.4742 -1.5392 -1.5871 -1.6386 -1.6938 -1.7539 -1.8183 -1.8858
 -1.9549 -2.0249 -2.0951 -2.1649 -2.2319 -2.4045 -2.5854 -2.7686 -2.9492 -3.1229
 -3.2841 -3.4341 -3.5759 -3.7110 -3.8401 -3.9635 -4.0817 -4.1951 -4.3042 -4.4096
 -4.5139
 -1.4576 -1.5052 -1.5528 -1.6004 -1.6443 -1.6875 -1.7339 -1.7973 -1.8513 -1.9102
 -1.9729 -2.0381 -2.1047 -2.1719 -2.2389 -2.4066 -2.5803 -2.7587 -2.9373 -3.1117
 -3.2773 -3.4308 -3.5743 -3.7104 -3.8404 -3.9646 -4.0836 -4.1976 -4.3070 -4.4125
 -4.5146
 -1.5363 -1.5989 -1.6378 -1.6553 -1.7013 -1.7381 -1.8014 -1.8418 -1.8871 -1.9498
 -2.0032 -2.0609 -2.1218 -2.1847 -2.2476 -2.4130 -2.5790 -2.7503 -2.9250
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1000W
 -1.1348 -1.2638 -1.3774 -1.4550 -1.4904 -1.5024 -1.5112 -1.5321 -1.5847 -1.6816
 -1.7748 -1.8678 -1.9616 -2.0272 -2.0981 -2.2846
 -1.1098 -1.2319 -1.3463 -1.4428 -1.5179 -1.5777 -1.6293 -1.6783 -1.7341 -1.8021
 -1.8654 -1.9288 -2.0002 -2.0695 -2.1431 -2.3301 -2.5172 -2.6974 -2.8666
 -1.0912 -1.2076 -1.3210 -1.4282 -1.5277 -1.6183 -1.6993 -1.7703 -1.8335 -1.8892
 -1.9377 -1.9834 -2.0377 -2.1056 -2.1797 -2.3667 -2.5504 -2.7288 -2.8985 -3.0594
 -3.2124
 -1.0790 -1.1909 -1.3015 -1.4112 -1.5198 -1.6242 -1.7212 -1.8081 -1.8829 -1.9429
 -1.9917 -2.0316 -2.0741 -2.1355 -2.2079 -2.3944 -2.5761 -2.7529 -2.9226 -3.0841
 -3.2373 -3.3832 -3.5226
