 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.5824 -1.4703 -1.3951 -1.3449 -1.3103 -1.2830 -1.2588 -1.2358 -1.2144 -1.1930
 -1.1706 -1.1479 -1.1260 -1.1058 -1.0877 -1.0522 -1.0307 -1.0227 -1.0267
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  i   
 -2.7939 -2.7128 -2.5386 -2.3544 -2.1764 -2.0250 -1.9129 -1.8179 -1.7291 -1.6447
 -1.5655 -1.4905 -1.4194 -1.3521 -1.2887 -1.1534 -1.0579 -1.0056 -0.9906
 -2.5019 -2.4884 -2.4582 -2.3213 -2.1612 -2.0102 -1.8864 -1.7886 -1.7010 -1.6202
 -1.5449 -1.4739 -1.4066 -1.3430 -1.2834 -1.1580 -1.0720 -1.0251 -1.0109 -1.0176
 -2.3734 -2.2673 -2.2208 -2.2178 -2.1335 -2.0007 -1.8727 -1.7675 -1.6803 -1.6022
 -1.5305 -1.4631 -1.3993 -1.3391 -1.2828 -1.1650 -1.0852 -1.0415 -1.0275 -1.0339
 -1.0512
 -2.2934 -2.1760 -2.0732 -2.0030 -1.9825 -1.9541 -1.8611 -1.7547 -1.6637 -1.5866
 -1.5178 -1.4538 -1.3933 -1.3363 -1.2830 -1.1714 -1.0962 -1.0547 -1.0409 -1.0470
 -1.0641 -1.0870
 -2.2212 -2.1134 -2.0072 -1.9108 -1.8326 -1.7829 -1.7637 -1.7249 -1.6492 -1.5718
 -1.5046 -1.4435 -1.3862 -1.3321 -1.2815 -1.1756 -1.1043 -1.0647 -1.0511 -1.0572
 -1.0748 -1.0976 -1.1243 -1.1544
 -2.1485 -2.0530 -1.9565 -1.8615 -1.7724 -1.6951 -1.6349 -1.5963 -1.5753 -1.5409
 -1.4867 -1.4305 -1.3765 -1.3253 -1.2774 -1.1768 -1.1090 -1.0711 -1.0580 -1.0643
 -1.0829 -1.1070 -1.1338 -1.1635 -1.1957 -1.2315 -1.2719 -1.3180 -1.3689 -1.4203
 -2.0742 -1.9888 -1.9035 -1.8183 -1.7341 -1.6550 -1.5837 -1.5222 -1.4741 -1.4430
 -1.4215 -1.3945 -1.3572 -1.3138 -1.2697 -1.1747 -1.1102 -1.0740 -1.0613 -1.0679
 -1.0879 -1.1140 -1.1423 -1.1724 -1.2044 -1.2381 -1.2747 -1.3158 -1.3624 -1.4142
 -1.4673
 -2.0043 -1.9210 -1.8447 -1.7698 -1.6954 -1.6218 -1.5519 -1.4875 -1.4306 -1.3822
 -1.3446 -1.3182 -1.2978 -1.2757 -1.2483 -1.1686 -1.1076 -1.0732 -1.0609 -1.0676
 -1.0887 -1.1174 -1.1485 -1.1804 -1.2131 -1.2471 -1.2821 -1.3195 -1.3610 -1.4079
 -1.4609
 -1.9474 -1.8553 -1.7807 -1.7133 -1.6482 -1.5840 -1.5206 -1.4596 -1.4028 -1.3514
 -1.3064 -1.2687 -1.2391 -1.2165 -1.1978 -1.1500 -1.1003 -1.0683 -1.0567 -1.0632
 -1.0850 -1.1164 -1.1512 -1.1864 -1.2213 -1.2565 -1.2924 -1.3303 -1.3704 -1.4124
 -1.4560
 -1.9138 -1.8061 -1.7210 -1.6541 -1.5948 -1.5388 -1.4841 -1.4300 -1.3777 -1.3283
 -1.2830 -1.2425 -1.2077 -1.1786 -1.1552 -1.1153 -1.0844 -1.0597 -1.0491 -1.0551
 -1.0763 -1.1092 -1.1476 -1.1870 -1.2256 -1.2633 -1.3009 -1.3383 -1.3762 -1.4155
 -1.4573
 -1.9167 -1.7748 -1.6750 -1.5995 -1.5386 -1.4865 -1.4386 -1.3925 -1.3473 -1.3029
 -1.2607 -1.2216 -1.1864 -1.1557 -1.1294 -1.0840 -1.0594 -1.0445 -1.0382 -1.0443
 -1.0644 -1.0973 -1.1382 -1.1817 -1.2248 -1.2664 -1.3070 -1.3464 -1.3853 -1.4243
 -1.4641
 -1.9636 -1.7803 -1.6526 -1.5600 -1.4895 -1.4339 -1.3877 -1.3466 -1.3083 -1.2707
 -1.2339 -1.1987 -1.1659 -1.1363 -1.1102 -1.0619 -1.0358 -1.0247 -1.0236
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  i   
 -2.8559 -2.7046 -2.5025 -2.3159 -2.1427 -1.9939 -1.8834 -1.7938 -1.7121 -1.6307
 -1.5553 -1.4841 -1.4169 -1.3534 -1.2935 -1.1620 -1.0636 -1.0043 -0.9826
 -2.5879 -2.5914 -2.4738 -2.2987 -2.1330 -1.9819 -1.8631 -1.7691 -1.6869 -1.6087
 -1.5366 -1.4690 -1.4051 -1.3447 -1.2877 -1.1646 -1.0750 -1.0221 -1.0027 -1.0070
 -2.4131 -2.3312 -2.3331 -2.2690 -2.1248 -1.9809 -1.8526 -1.7515 -1.6681 -1.5920
 -1.5230 -1.4586 -1.3979 -1.3405 -1.2864 -1.1697 -1.0861 -1.0373 -1.0187 -1.0224
 -1.0393
 -2.3395 -2.2117 -2.1186 -2.0887 -2.0719 -1.9724 -1.8503 -1.7406 -1.6530 -1.5776
 -1.5109 -1.4494 -1.3917 -1.3372 -1.2857 -1.1747 -1.0955 -1.0495 -1.0316 -1.0348
 -1.0512 -1.0746
 -2.2817 -2.1557 -2.0389 -1.9438 -1.8840 -1.8648 -1.8248 -1.7349 -1.6421 -1.5647
 -1.4986 -1.4395 -1.3844 -1.3326 -1.2838 -1.1781 -1.1026 -1.0588 -1.0416 -1.0445
 -1.0609 -1.0841 -1.1115 -1.1425
 -2.2254 -2.1085 -1.9955 -1.8900 -1.7988 -1.7274 -1.6827 -1.6602 -1.6199 -1.5522
 -1.4857 -1.4281 -1.3753 -1.3260 -1.2796 -1.1790 -1.1070 -1.0651 -1.0486 -1.0515
 -1.0682 -1.0922 -1.1197 -1.1501 -1.1837 -1.2212 -1.2630 -1.3094 -1.3599 -1.4126
 -2.1680 -2.0596 -1.9552 -1.8551 -1.7608 -1.6764 -1.6049 -1.5489 -1.5122 -1.4889
 -1.4568 -1.4112 -1.3631 -1.3166 -1.2726 -1.1771 -1.1084 -1.0684 -1.0524 -1.0554
 -1.0726 -1.0980 -1.1269 -1.1578 -1.1908 -1.2264 -1.2649 -1.3071 -1.3539 -1.4063
 -1.4594
 -2.1160 -2.0074 -1.9107 -1.8189 -1.7309 -1.6477 -1.5714 -1.5046 -1.4483 -1.4039
 -1.3733 -1.3510 -1.3270 -1.2964 -1.2605 -1.1720 -1.1068 -1.0685 -1.0531 -1.0560
 -1.0735 -1.1005 -1.1318 -1.1645 -1.1982 -1.2334 -1.2699 -1.3089 -1.3518 -1.3996
 -1.4530
 -2.0788 -1.9581 -1.8609 -1.7755 -1.6954 -1.6190 -1.5462 -1.4786 -1.4181 -1.3653
 -1.3210 -1.2862 -1.2604 -1.2405 -1.2208 -1.1605 -1.1009 -1.0648 -1.0501 -1.0530
 -1.0708 -1.0994 -1.1335 -1.1693 -1.2053 -1.2416 -1.2789 -1.3173 -1.3574 -1.4008
 -1.4477
 -2.0658 -1.9253 -1.8167 -1.7295 -1.6544 -1.5851 -1.5193 -1.4564 -1.3974 -1.3435
 -1.2956 -1.2543 -1.2198 -1.1923 -1.1707 -1.1299 -1.0901 -1.0579 -1.0440 -1.0465
 -1.0638 -1.0930 -1.1298 -1.1692 -1.2086 -1.2475 -1.2862 -1.3250 -1.3643 -1.4050
 -1.4481
 -2.0887 -1.9154 -1.7880 -1.6894 -1.6103 -1.5443 -1.4846 -1.4283 -1.3747 -1.3238
 -1.2767 -1.2343 -1.1970 -1.1652 -1.1387 -1.0935 -1.0660 -1.0457 -1.0346 -1.0372
 -1.0536 -1.0826 -1.1209 -1.1637 -1.2072 -1.2497 -1.2913 -1.3320 -1.3723 -1.4127
 -1.4536
 -2.1603 -1.9397 -1.7835 -1.6655 -1.5738 -1.5022 -1.4438 -1.3923 -1.3447 -1.2993
 -1.2561 -1.2158 -1.1790 -1.1465 -1.1183 -1.0672 -1.0396 -1.0259 -1.0213
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  i   
 -2.8797 -2.6714 -2.4614 -2.2796 -2.1194 -1.9749 -1.8643 -1.7739 -1.6958 -1.6176
 -1.5452 -1.4770 -1.4129 -1.3525 -1.2957 -1.1692 -1.0701 -1.0062 -0.9748
 -2.7025 -2.6354 -2.4563 -2.2692 -2.1068 -1.9624 -1.8462 -1.7535 -1.6726 -1.5972
 -1.5277 -1.4627 -1.4016 -1.3439 -1.2895 -1.1699 -1.0784 -1.0200 -0.9946 -0.9953
 -2.4559 -2.4362 -2.4112 -2.2663 -2.1029 -1.9590 -1.8359 -1.7375 -1.6553 -1.5812
 -1.5144 -1.4524 -1.3942 -1.3394 -1.2874 -1.1733 -1.0872 -1.0333 -1.0098 -1.0100
 -1.0258
 -2.3730 -2.2463 -2.1932 -2.1920 -2.0970 -1.9593 -1.8333 -1.7268 -1.6410 -1.5674
 -1.5025 -1.4431 -1.3876 -1.3354 -1.2861 -1.1771 -1.0949 -1.0441 -1.0220 -1.0218
 -1.0367 -1.0603
 -2.3284 -2.1859 -2.0664 -1.9899 -1.9697 -1.9346 -1.8320 -1.7234 -1.6307 -1.5555
 -1.4906 -1.4331 -1.3801 -1.3305 -1.2836 -1.1797 -1.1010 -1.0526 -1.0315 -1.0312
 -1.0456 -1.0687 -1.0966 -1.1285
 -2.2895 -2.1506 -2.0230 -1.9123 -1.8276 -1.7770 -1.7550 -1.7082 -1.6256 -1.5454
 -1.4789 -1.4222 -1.3711 -1.3236 -1.2790 -1.1802 -1.1050 -1.0585 -1.0384 -1.0380
 -1.0522 -1.0755 -1.1035 -1.1347 -1.1691 -1.2074 -1.2505 -1.2990 -1.3516 -1.4034
 -2.2517 -2.1181 -1.9941 -1.8803 -1.7799 -1.6962 -1.6322 -1.5910 -1.5654 -1.5261
 -1.4668 -1.4099 -1.3602 -1.3147 -1.2721 -1.1783 -1.1065 -1.0620 -1.0424 -1.0422
 -1.0562 -1.0802 -1.1092 -1.1408 -1.1749 -1.2117 -1.2514 -1.2951 -1.3437 -1.3967
 -1.4500
 -2.2208 -2.0841 -1.9651 -1.8558 -1.7557 -1.6651 -1.5868 -1.5216 -1.4708 -1.4355
 -1.4105 -1.3809 -1.3430 -1.3023 -1.2625 -1.1736 -1.1052 -1.0626 -1.0436 -1.0432
 -1.0574 -1.0821 -1.1128 -1.1461 -1.1809 -1.2172 -1.2560 -1.2969 -1.3409 -1.3894
 -1.4434
 -2.2065 -2.0570 -1.9320 -1.8268 -1.7313 -1.6436 -1.5634 -1.4921 -1.4308 -1.3795
 -1.3389 -1.3092 -1.2864 -1.2646 -1.2395 -1.1646 -1.1002 -1.0597 -1.0415 -1.0413
 -1.0555 -1.0810 -1.1138 -1.1497 -1.1865 -1.2240 -1.2627 -1.3026 -1.3444 -1.3889
 -1.4377
 -2.2175 -2.0426 -1.9061 -1.7966 -1.7040 -1.6209 -1.5446 -1.4742 -1.4106 -1.3546
 -1.3064 -1.2661 -1.2337 -1.2090 -1.1894 -1.1438 -1.0924 -1.0541 -1.0366 -1.0362
 -1.0500 -1.0757 -1.1101 -1.1489 -1.1888 -1.2286 -1.2686 -1.3089 -1.3498 -1.3922
 -1.4369
 -2.2627 -2.0547 -1.8967 -1.7725 -1.6743 -1.5930 -1.5209 -1.4548 -1.3938 -1.3379
 -1.2877 -1.2439 -1.2062 -1.1747 -1.1493 -1.1057 -1.0732 -1.0447 -1.0287 -1.0282
 -1.0415 -1.0669 -1.1021 -1.1434 -1.1867 -1.2299 -1.2726 -1.3146 -1.3563 -1.3984
 -1.4408
 -2.3559 -2.0996 -1.9118 -1.7663 -1.6525 -1.5637 -1.4918 -1.4292 -1.3726 -1.3201
 -1.2716 -1.2276 -1.1885 -1.1545 -1.1256 -1.0742 -1.0450 -1.0271 -1.0173
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  i   
 -2.8586 -2.6246 -2.4159 -2.2435 -2.0930 -1.9570 -1.8498 -1.7571 -1.6791 -1.6055
 -1.5353 -1.4693 -1.4076 -1.3497 -1.2952 -1.1739 -1.0761 -1.0065 -0.9695
 -2.6932 -2.6321 -2.4252 -2.2377 -2.0795 -1.9423 -1.8311 -1.7386 -1.6590 -1.5860
 -1.5184 -1.4554 -1.3965 -1.3410 -1.2887 -1.1730 -1.0814 -1.0186 -0.9870 -0.9830
 -2.5325 -2.5438 -2.4252 -2.2453 -2.0791 -1.9359 -1.8194 -1.7231 -1.6427 -1.5703
 -1.5052 -1.4451 -1.3888 -1.3359 -1.2860 -1.1751 -1.0879 -1.0295 -1.0009 -0.9970
 -1.0107
 -2.3996 -2.3000 -2.3043 -2.2357 -2.0856 -1.9399 -1.8151 -1.7128 -1.6291 -1.5567
 -1.4932 -1.4355 -1.3819 -1.3315 -1.2840 -1.1779 -1.0941 -1.0387 -1.0121 -1.0082
 -1.0209 -1.0440
 -2.3612 -2.2083 -2.1024 -2.0730 -2.0528 -1.9429 -1.8180 -1.7085 -1.6191 -1.5452
 -1.4814 -1.4254 -1.3740 -1.3262 -1.2810 -1.1799 -1.0994 -1.0462 -1.0208 -1.0171
 -1.0289 -1.0513 -1.0797 -1.1122
 -2.3389 -2.1791 -2.0421 -1.9364 -1.8756 -1.8566 -1.8071 -1.7094 -1.6145 -1.5356
 -1.4701 -1.4145 -1.3648 -1.3190 -1.2761 -1.1802 -1.1031 -1.0518 -1.0273 -1.0237
 -1.0351 -1.0570 -1.0851 -1.1171 -1.1525 -1.1922 -1.2367 -1.2866 -1.3402 -1.3925
 -2.3216 -2.1616 -2.0200 -1.8977 -1.7969 -1.7230 -1.6786 -1.6522 -1.6037 -1.5297
 -1.4606 -1.4030 -1.3541 -1.3100 -1.2691 -1.1780 -1.1046 -1.0553 -1.0314 -1.0278
 -1.0390 -1.0608 -1.0894 -1.1217 -1.1566 -1.1946 -1.2359 -1.2812 -1.3314 -1.3854
 -1.4388
 -2.3158 -2.1471 -2.0052 -1.8807 -1.7713 -1.6784 -1.6031 -1.5459 -1.5070 -1.4787
 -1.4415 -1.3909 -1.3421 -1.2991 -1.2597 -1.1732 -1.1035 -1.0563 -1.0330 -1.0294
 -1.0405 -1.0625 -1.0920 -1.1255 -1.1611 -1.1985 -1.2386 -1.2813 -1.3272 -1.3773
 -1.4320
 -2.3269 -2.1391 -1.9901 -1.8652 -1.7559 -1.6594 -1.5750 -1.5036 -1.4450 -1.3987
 -1.3647 -1.3386 -1.3111 -1.2796 -1.2458 -1.1647 -1.0988 -1.0540 -1.0317 -1.0282
 -1.0394 -1.0619 -1.0925 -1.1279 -1.1653 -1.2037 -1.2437 -1.2850 -1.3285 -1.3751
 -1.4255
 -2.3652 -2.1511 -1.9843 -1.8518 -1.7418 -1.6461 -1.5611 -1.4857 -1.4202 -1.3644
 -1.3180 -1.2807 -1.2519 -1.2291 -1.2087 -1.1521 -1.0920 -1.0494 -1.0278 -1.0241
 -1.0351 -1.0577 -1.0892 -1.1266 -1.1664 -1.2069 -1.2480 -1.2898 -1.3325 -1.3767
 -1.4234
 -2.4371 -2.1880 -1.9964 -1.8461 -1.7277 -1.6309 -1.5471 -1.4727 -1.4062 -1.3472
 -1.2960 -1.2523 -1.2157 -1.1858 -1.1621 -1.1192 -1.0790 -1.0415 -1.0211 -1.0175
 -1.0280 -1.0504 -1.0824 -1.1213 -1.1638 -1.2072 -1.2506 -1.2939 -1.3373 -1.3811
 -1.4253
 -2.5526 -2.2564 -2.0333 -1.8589 -1.7224 -1.6159 -1.5302 -1.4569 -1.3922 -1.3340
 -1.2818 -1.2358 -1.1959 -1.1618 -1.1331 -1.0831 -1.0518 -1.0278 -1.0114
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  i   
 -2.8144 -2.5804 -2.3810 -2.2176 -2.0678 -1.9354 -1.8336 -1.7455 -1.6658 -1.5937
 -1.5257 -1.4613 -1.4013 -1.3450 -1.2925 -1.1755 -1.0834 -1.0144 -0.9654
 -2.7598 -2.6055 -2.3927 -2.2105 -2.0577 -1.9224 -1.8167 -1.7260 -1.6462 -1.5750
 -1.5091 -1.4476 -1.3901 -1.3363 -1.2856 -1.1734 -1.0829 -1.0173 -0.9801 -0.9704
 -2.6465 -2.5907 -2.4105 -2.2202 -2.0568 -1.9175 -1.8032 -1.7102 -1.6309 -1.5595
 -1.4959 -1.4370 -1.3822 -1.3309 -1.2824 -1.1746 -1.0876 -1.0259 -0.9921 -0.9837
 -0.9946
 -2.4915 -2.3992 -2.3799 -2.2321 -2.0657 -1.9210 -1.7987 -1.6992 -1.6174 -1.5459
 -1.4837 -1.4272 -1.3750 -1.3260 -1.2799 -1.1768 -1.0928 -1.0335 -1.0018 -0.9940
 -1.0039 -1.0260
 -2.3793 -2.2313 -2.1707 -2.1723 -2.0701 -1.9286 -1.8015 -1.6945 -1.6071 -1.5348
 -1.4719 -1.4170 -1.3669 -1.3203 -1.2766 -1.1784 -1.0974 -1.0400 -1.0096 -1.0021
 -1.0113 -1.0322 -1.0608 -1.0939
 -2.3685 -2.1959 -2.0595 -1.9769 -1.9592 -1.9168 -1.8065 -1.6960 -1.6019 -1.5252
 -1.4606 -1.4059 -1.3574 -1.3129 -1.2714 -1.1784 -1.1009 -1.0453 -1.0156 -1.0083
 -1.0170 -1.0371 -1.0649 -1.0976 -1.1340 -1.1745 -1.2204 -1.2722 -1.3266 -1.3798
 -2.3720 -2.1894 -2.0355 -1.9108 -1.8203 -1.7710 -1.7477 -1.6909 -1.6022 -1.5195
 -1.4516 -1.3947 -1.3467 -1.3036 -1.2640 -1.1760 -1.1025 -1.0489 -1.0198 -1.0124
 -1.0208 -1.0405 -1.0682 -1.1007 -1.1364 -1.1754 -1.2183 -1.2655 -1.3170 -1.3719
 -1.4259
 -2.3906 -2.1936 -2.0315 -1.8953 -1.7822 -1.6926 -1.6280 -1.5870 -1.5568 -1.5096
 -1.4448 -1.3851 -1.3352 -1.2929 -1.2546 -1.1710 -1.1015 -1.0503 -1.0219 -1.0144
 -1.0226 -1.0422 -1.0700 -1.1032 -1.1392 -1.1777 -1.2189 -1.2629 -1.3106 -1.3628
 -1.4185
 -2.4184 -2.2086 -2.0339 -1.8909 -1.7705 -1.6689 -1.5848 -1.5175 -1.4661 -1.4287
 -1.3986 -1.3640 -1.3210 -1.2795 -1.2423 -1.1625 -1.0968 -1.0484 -1.0213 -1.0139
 -1.0222 -1.0421 -1.0704 -1.1046 -1.1419 -1.1811 -1.2221 -1.2651 -1.3103 -1.3587
 -1.4111
 -2.4896 -2.2462 -2.0491 -1.8938 -1.7676 -1.6614 -1.5707 -1.4935 -1.4291 -1.3762
 -1.3338 -1.3010 -1.2746 -1.2487 -1.2219 -1.1523 -1.0903 -1.0444 -1.0183 -1.0110
 -1.0190 -1.0389 -1.0678 -1.1030 -1.1420 -1.1827 -1.2246 -1.2677 -1.3121 -1.3583
 -1.4069
 -2.5858 -2.3085 -2.0841 -1.9073 -1.7688 -1.6573 -1.5638 -1.4833 -1.4138 -1.3542
 -1.3037 -1.2617 -1.2273 -1.1997 -1.1771 -1.1300 -1.0804 -1.0375 -1.0126 -1.0054
 -1.0132 -1.0329 -1.0620 -1.0982 -1.1389 -1.1819 -1.2258 -1.2701 -1.3150 -1.3607
 -1.4070
 -2.7068 -2.3956 -2.1407 -1.9399 -1.7808 -1.6568 -1.5579 -1.4754 -1.4045 -1.3425
 -1.2886 -1.2421 -1.2026 -1.1693 -1.1079 -1.0956 -1.0671 -1.0277 -1.0042
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  i   
 -2.7703 -2.5373 -2.3465 -2.1938 -2.0447 -1.9176 -1.8151 -1.7305 -1.6521 -1.5825
 -1.5158 -1.4527 -1.3937 -1.3388 -1.2876 -1.1740 -1.0834 -1.0137 -0.9621
 -2.8019 -2.5697 -2.3591 -2.1834 -2.0371 -1.9056 -1.7989 -1.7123 -1.6331 -1.5641
 -1.4995 -1.4390 -1.3827 -1.3300 -1.2805 -1.1711 -1.0822 -1.0154 -0.9737 -0.9581
 -2.6322 -2.5933 -2.3789 -2.1946 -2.0369 -1.9010 -1.7879 -1.6972 -1.6189 -1.5488
 -1.4863 -1.4284 -1.3746 -1.3243 -1.2770 -1.1718 -1.0857 -1.0219 -0.9835 -0.9701
 -0.9774
