 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -3.8973 -3.8447 -4.0423 -3.9764 -3.7939 -3.5619 -3.3134 -3.1430 -2.9927 -2.8382
 -2.6933 -2.5612 -2.4415 -2.3336 -2.2358 -2.0309 -1.8577 -1.7029 -1.6373
 -3.9011 -3.7013 -3.5401 -3.4335 -3.3767 -3.2892 -3.1429 -2.9830 -2.8368 -2.7001
 -2.5715 -2.4524 -2.3435 -2.2443 -2.1538 -1.9619 -1.8164 -1.7151 -1.6488 -1.6055
 -3.7136 -3.5193 -3.3431 -3.1934 -3.0745 -2.9988 -2.9417 -2.8488 -2.7274 -2.6005
 -2.4837 -2.3759 -2.2771 -2.1869 -2.1049 -1.9329 -1.8052 -1.7173 -1.6593 -1.6205
 -1.5941
 -3.5630 -3.3885 -3.2192 -3.0647 -2.9299 -2.8161 -2.7263 -2.6642 -2.6025 -2.5176
 -2.4177 -2.3196 -2.2298 -2.1477 -2.0725 -1.9145 -1.7986 -1.7209 -1.6698 -1.6351
 -1.6106 -1.5937
 -3.4308 -3.2795 -3.1260 -2.9778 -2.8423 -2.7230 -2.6201 -2.5325 -2.4656 -2.4078
 -2.3451 -2.2702 -2.1915 -2.1168 -2.0482 -1.9018 -1.7936 -1.7229 -1.6781 -1.6482
 -1.6265 -1.6110 -1.6006 -1.5949
 -3.3133 -3.1794 -3.0456 -2.9094 -2.7791 -2.6600 -2.5553 -2.4645 -2.3865 -2.3202
 -2.2628 -2.2079 -2.1485 -2.0860 -2.0246 -1.8905 -1.7882 -1.7218 -1.6820 -1.6579
 -1.6404 -1.6276 -1.6187 -1.6132 -1.6104 -1.6113 -1.6172 -1.6288 -1.6470 -1.6720
 -3.2117 -3.0885 -2.9695 -2.8481 -2.7268 -2.6118 -2.5072 -2.4154 -2.3369 -2.2692
 -2.2089 -2.1536 -2.1014 -2.0499 -1.9978 -1.8769 -1.7810 -1.7157 -1.6800 -1.6617
 -1.6501 -1.6416 -1.6357 -1.6321 -1.6306 -1.6293 -1.6308 -1.6381 -1.6536 -1.6779
 -1.7070
 -3.1271 -3.0092 -2.8977 -2.7877 -2.6780 -2.5701 -2.4682 -2.3761 -2.2965 -2.2286
 -2.1698 -2.1162 -2.0651 -2.0166 -1.9696 -1.8607 -1.7715 -1.7080 -1.6728 -1.6585
 -1.6532 -1.6507 -1.6494 -1.6492 -1.6502 -1.6521 -1.6537 -1.6578 -1.6674 -1.6852
 -1.7127
 -3.0607 -2.9439 -2.8341 -2.7263 -2.6270 -2.5282 -2.4320 -2.3417 -2.2609 -2.1915
 -2.1326 -2.0813 -2.0339 -1.9882 -1.9439 -1.8425 -1.7595 -1.6988 -1.6625 -1.6493
 -1.6486 -1.6526 -1.6575 -1.6625 -1.6675 -1.6725 -1.6778 -1.6840 -1.6932 -1.7057
 -1.7211
 -3.0136 -2.8950 -2.7835 -2.6784 -2.5794 -2.4858 -2.3968 -2.3109 -2.2310 -2.1599
 -2.0990 -2.0476 -2.0026 -1.9601 -1.9194 -1.8261 -1.7474 -1.6892 -1.6526 -1.6376
 -1.6382 -1.6466 -1.6578 -1.6691 -1.6796 -1.6892 -1.6983 -1.7071 -1.7161 -1.7265
 -1.7380
 -2.9817 -2.8579 -2.7430 -2.6364 -2.5373 -2.4451 -2.3592 -2.2787 -2.2020 -2.1312
 -2.0685 -2.0150 -1.9699 -1.9305 -1.8943 -1.8094 -1.7352 -1.6793 -1.6434 -1.6264
 -1.6258 -1.6354 -1.6505 -1.6677 -1.6845 -1.7000 -1.7143 -1.7273 -1.7395 -1.7516
 -1.7647
 -2.9446 -2.8071 -2.6880 -2.5832 -2.4893 -2.4030 -2.3218 -2.2441 -2.1706 -2.1024
 -2.0403 -1.9852 -1.9382 -1.8988 -1.8646 -1.7898 -1.7224 -1.6689 -1.6338
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  r   
