 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  z   
 -0.6139 -0.6142 -0.6164 -0.6149 -0.6079 -0.5779 -0.5624 -0.5684 -0.5950 -0.6372
 -0.6858 -0.7351 -0.7843 -0.8336 -0.8830 -0.9320 -0.9816 -1.0330 -1.0872 -1.1447
 -1.2053
 -0.6314 -0.6617 -0.6807 -0.6853 -0.6778 -0.6615 -0.6422 -0.6232 -0.6058 -0.5900
 -0.5767 -0.5676 -0.5639 -0.5648 -0.5669 -0.5662 -0.5592 -0.5665 -0.5927 -0.6354
 -0.6869 -0.7398 -0.7918 -0.8431 -0.8940 -0.9437 -0.9934 -1.0444 -1.0978 -1.1546
 -1.2152
 -0.5142 -0.5542 -0.5853 -0.6052 -0.6133 -0.6112 -0.6019 -0.5890 -0.5757 -0.5630
 -0.5512 -0.5409 -0.5330 -0.5288 -0.5285 -0.5374 -0.5478 -0.5603 -0.5867 -0.6293
 -0.6830 -0.7399 -0.7958 -0.8502 -0.9034 -0.9559 -1.0082 -1.0612 -1.1149 -1.1692
 -1.2240
 -0.3964 -0.4439 -0.4837 -0.5137 -0.5352 -0.5472 -0.5510 -0.5482 -0.5418 -0.5340
 -0.5260 -0.5186 -0.5118 -0.5066 -0.5038 -0.5099 -0.5272 -0.5487 -0.5773 -0.6189
 -0.6728 -0.7325 -0.7926 -0.8510 -0.9076 -0.9626 -1.0168 -1.0703 -1.1235 -1.1773
 -1.2326
 -0.2814 -0.3316 -0.3773 -0.4151 -0.4471 -0.4701 -0.4861 -0.4954 -0.4992 -0.4987
 -0.4964 -0.4934 -0.4903 -0.4874 -0.4855 -0.4894 -0.5068 -0.5330 -0.5655 -0.6070
 -0.6598 -0.7203 -0.7834 -0.8459 -0.9063 -0.9648 -1.0218 -1.0774 -1.1320 -1.1864
 -1.2410
 -0.1686 -0.2173 -0.2660 -0.3105 -0.3498 -0.3829 -0.4091 -0.4290 -0.4437 -0.4534
 -0.4589 -0.4622 -0.4642 -0.4655 -0.4667 -0.4734 -0.4901 -0.5173 -0.5525
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.5070 -1.4748 -1.3627 -1.2402 -1.1208 -1.0217 -0.9536 -0.8975 -0.8447 -0.7943
 -0.7482 -0.7053 -0.6655 -0.6284 -0.5942 -0.5259 -0.4858 -0.4768 -0.4980
 -1.2936 -1.3130 -1.3162 -1.2314 -1.1271 -1.0293 -0.9526 -0.8947 -0.8425 -0.7947
 -0.7513 -0.7113 -0.6742 -0.6399 -0.6085 -0.5465 -0.5114 -0.5047 -0.5249 -0.5610
 -1.1996 -1.1433 -1.1318 -1.1559 -1.1140 -1.0325 -0.9535 -0.8909 -0.8398 -0.7938
 -0.7528 -0.7152 -0.6806 -0.6487 -0.6196 -0.5627 -0.5314 -0.5263 -0.5455 -0.5811
 -0.6234
 -1.1355 -1.0744 -1.0167 -0.9843 -0.9936 -0.9976 -0.9493 -0.8879 -0.8354 -0.7908
 -0.7518 -0.7165 -0.6841 -0.6543 -0.6273 -0.5745 -0.5463 -0.5426 -0.5612 -0.5963
 -0.6389 -0.6840
 -1.0668 -1.0229 -0.9664 -0.9118 -0.8725 -0.8577 -0.8684 -0.8636 -0.8272 -0.7850
 -0.7477 -0.7146 -0.6843 -0.6565 -0.6313 -0.5824 -0.5567 -0.5543 -0.5727 -0.6074
 -0.6508 -0.6969 -0.7439 -0.7911
 -0.9854 -0.9638 -0.9229 -0.8726 -0.8245 -0.7857 -0.7611 -0.7547 -0.7625 -0.7588
 -0.7359 -0.7083 -0.6809 -0.6554 -0.6320 -0.5866 -0.5632 -0.5619 -0.5804 -0.6151
 -0.6594 -0.7070 -0.7553 -0.8042 -0.8531 -0.9028 -0.9547 -1.0095 -1.0669 -1.1239
 -0.8906 -0.8899 -0.8701 -0.8348 -0.7924 -0.7517 -0.7174 -0.6911 -0.6754 -0.6728
 -0.6776 -0.6768 -0.6663 -0.6487 -0.6288 -0.5873 -0.5661 -0.5659 -0.5846 -0.6192
 -0.6644 -0.7140 -0.7643 -0.8147 -0.8654 -0.9159 -0.9671 -1.0204 -1.0766 -1.1358
 -1.1957
 -0.7853 -0.8009 -0.8012 -0.7854 -0.7571 -0.7229 -0.6895 -0.6603 -0.6368 -0.6195
 -0.6099 -0.6087 -0.6122 -0.6141 -0.6108 -0.5844 -0.5656 -0.5665 -0.5852 -0.6196
 -0.6656 -0.7174 -0.7702 -0.8228 -0.8750 -0.9274 -0.9794 -1.0320 -1.0866 -1.1443
 -1.2057
 -0.6736 -0.7005 -0.7166 -0.7192 -0.7085 -0.6875 -0.6614 -0.6351 -0.6116 -0.5919
 -0.5763 -0.5655 -0.5603 -0.5607 -0.5641 -0.5687 -0.5611 -0.5637 -0.5828 -0.6167
 -0.6631 -0.7170 -0.7730 -0.8285 -0.8831 -0.9373 -0.9914 -1.0461 -1.1016 -1.1576
 -1.2141
 -0.5600 -0.5945 -0.6205 -0.6378 -0.6437 -0.6389 -0.6254 -0.6070 -0.5878 -0.5699
 -0.5544 -0.5419 -0.5324 -0.5267 -0.5251 -0.5347 -0.5471 -0.5570 -0.5768 -0.6100
 -0.6555 -0.7104 -0.7694 -0.8284 -0.8862 -0.9428 -0.9987 -1.0540 -1.1092 -1.1648
 -1.2216
 -0.4483 -0.4838 -0.5172 -0.5446 -0.5637 -0.5737 -0.5750 -0.5687 -0.5579 -0.5452
 -0.5329 -0.5221 -0.5131 -0.5063 -0.5019 -0.5047 -0.5222 -0.5435 -0.5677 -0.6008
 -0.6452 -0.6998 -0.7605 -0.8229 -0.8843 -0.9441 -1.0026 -1.0599 -1.1164 -1.1727
 -1.2290
 -0.3396 -0.3743 -0.4108 -0.4443 -0.4724 -0.4939 -0.5083 -0.5153 -0.5163 -0.5125
 -0.5062 -0.4996 -0.4935 -0.4885 -0.4848 -0.4843 -0.4991 -0.5244 -0.5548
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  z   
 -1.5558 -1.4666 -1.3319 -1.2072 -1.0912 -0.9946 -0.9280 -0.8767 -0.8304 -0.7830
 -0.7405 -0.7013 -0.6650 -0.6314 -0.6003 -0.5357 -0.4945 -0.4799 -0.4932
 -1.3624 -1.3957 -1.3268 -1.2102 -1.1007 -1.0025 -0.9301 -0.8757 -0.8286 -0.7834
 -0.7432 -0.7064 -0.6725 -0.6412 -0.6123 -0.5533 -0.5172 -0.5059 -0.5200 -0.5529
 -1.2314 -1.1939 -1.2220 -1.1955 -1.1039 -1.0120 -0.9326 -0.8737 -0.8262 -0.7825
 -0.7442 -0.7095 -0.6777 -0.6485 -0.6216 -0.5670 -0.5346 -0.5258 -0.5400 -0.5722
 -0.6137
 -1.1726 -1.1021 -1.0513 -1.0519 -1.0642 -1.0099 -0.9365 -0.8718 -0.8225 -0.7799
 -0.7430 -0.7102 -0.6803 -0.6530 -0.6278 -0.5771 -0.5475 -0.5407 -0.5551 -0.5868
 -0.6285 -0.6736
 -1.1145 -1.0564 -0.9896 -0.9358 -0.9114 -0.9216 -0.9161 -0.8695 -0.8181 -0.7756
 -0.7395 -0.7083 -0.6801 -0.6545 -0.6311 -0.5839 -0.5567 -0.5514 -0.5663 -0.5976
 -0.6396 -0.6857 -0.7331 -0.7809
 -1.0436 -1.0076 -0.9534 -0.8936 -0.8426 -0.8086 -0.7976 -0.8052 -0.7986 -0.7675
 -0.7333 -0.7036 -0.6771 -0.6532 -0.6315 -0.5877 -0.5626 -0.5586 -0.5740 -0.6051
 -0.6474 -0.6948 -0.7436 -0.7930 -0.8431 -0.8943 -0.9472 -1.0021 -1.0591 -1.1174
 -0.9576 -0.9439 -0.9106 -0.8632 -0.8119 -0.7667 -0.7320 -0.7107 -0.7054 -0.7106
 -0.7081 -0.6914 -0.6702 -0.6489 -0.6289 -0.5886 -0.5657 -0.5629 -0.5785 -0.6096
 -0.6521 -0.7009 -0.7515 -0.8025 -0.8539 -0.9059 -0.9587 -1.0129 -1.0694 -1.1291
 -1.1887
 -0.8590 -0.8636 -0.8517 -0.8235 -0.7842 -0.7417 -0.7029 -0.6718 -0.6493 -0.6360
 -0.6334 -0.6368 -0.6378 -0.6324 -0.6209 -0.5865 -0.5660 -0.5641 -0.5800 -0.6108
 -0.6534 -0.7035 -0.7564 -0.8095 -0.8626 -0.9159 -0.9691 -1.0230 -1.0788 -1.1373
 -1.1990
 -0.7527 -0.7697 -0.7752 -0.7666 -0.7448 -0.7139 -0.6800 -0.6483 -0.6218 -0.6013
 -0.5868 -0.5792 -0.5781 -0.5813 -0.5846 -0.5787 -0.5629 -0.5625 -0.5787 -0.6093
 -0.6518 -0.7031 -0.7584 -0.8143 -0.8698 -0.9249 -0.9801 -1.0354 -1.0911 -1.1484
 -1.2073
 -0.6437 -0.6675 -0.6853 -0.6929 -0.6889 -0.6741 -0.6518 -0.6261 -0.6014 -0.5799
 -0.5627 -0.5498 -0.5414 -0.5377 -0.5384 -0.5495 -0.5547 -0.5576 -0.5741 -0.6040
 -0.6459 -0.6974 -0.7547 -0.8137 -0.8721 -0.9297 -0.9866 -1.0431 -1.0994 -1.1562
 -1.2142
 -0.5360 -0.5620 -0.5868 -0.6056 -0.6161 -0.6172 -0.6096 -0.5953 -0.5777 -0.5596
 -0.5434 -0.5302 -0.5200 -0.5130 -0.5092 -0.5145 -0.5312 -0.5477 -0.5667 -0.5963
 -0.6372 -0.6881 -0.7465 -0.8081 -0.8698 -0.9303 -0.9897 -1.0481 -1.1058 -1.1632
 -1.2205
 -0.4326 -0.4567 -0.4842 -0.5099 -0.5305 -0.5442 -0.5506 -0.5498 -0.5433 -0.5331
 -0.5216 -0.5109 -0.5020 -0.4951 -0.4905 -0.4898 -0.5049 -0.5287 -0.5554
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  z   
 -1.5669 -1.4332 -1.2932 -1.1727 -1.0677 -0.9751 -0.9088 -0.8571 -0.8140 -0.7698
 -0.7303 -0.6941 -0.6609 -0.6303 -0.6022 -0.5424 -0.5020 -0.4850 -0.4893
 -1.4500 -1.4258 -1.3065 -1.1801 -1.0735 -0.9812 -0.9112 -0.8580 -0.8122 -0.7700
 -0.7324 -0.6984 -0.6673 -0.6387 -0.6123 -0.5574 -0.5215 -0.5072 -0.5157 -0.5441
 -1.2629 -1.2760 -1.2816 -1.1880 -1.0799 -0.9879 -0.9131 -0.8566 -0.8104 -0.7688
 -0.7329 -0.7007 -0.6715 -0.6447 -0.6201 -0.5689 -0.5363 -0.5249 -0.5347 -0.5628
 -0.6026
 -1.1979 -1.1270 -1.1086 -1.1327 -1.0804 -0.9936 -0.9163 -0.8546 -0.8071 -0.7663
 -0.7315 -0.7008 -0.6733 -0.6482 -0.6252 -0.5775 -0.5474 -0.5381 -0.5490 -0.5769
 -0.6167 -0.6617
 -1.1509 -1.0789 -1.0086 -0.9695 -0.9775 -0.9748 -0.9176 -0.8546 -0.8032 -0.7629
 -0.7282 -0.6988 -0.6727 -0.6492 -0.6278 -0.5834 -0.5555 -0.5478 -0.5596 -0.5875
 -0.6272 -0.6729 -0.7206 -0.7691
 -1.0925 -1.0405 -0.9736 -0.9084 -0.8622 -0.8451 -0.8529 -0.8414 -0.7999 -0.7578
 -0.7233 -0.6946 -0.6699 -0.6478 -0.6278 -0.5868 -0.5610 -0.5545 -0.5670 -0.5949
 -0.6346 -0.6811 -0.7301 -0.7799 -0.8303 -0.8821 -0.9361 -0.9930 -1.0520 -1.1096
 -1.0180 -0.9888 -0.9409 -0.8818 -0.8243 -0.7790 -0.7507 -0.7421 -0.7466 -0.7399
 -0.7149 -0.6878 -0.6645 -0.6439 -0.6254 -0.5876 -0.5642 -0.5588 -0.5716 -0.5995
 -0.6391 -0.6863 -0.7368 -0.7884 -0.8405 -0.8934 -0.9471 -1.0026 -1.0606 -1.1211
 -1.1811
 -0.9286 -0.9195 -0.8935 -0.8522 -0.8024 -0.7531 -0.7123 -0.6826 -0.6651 -0.6602
 -0.6634 -0.6621 -0.6513 -0.6360 -0.6201 -0.5860 -0.5648 -0.5605 -0.5735 -0.6012
 -0.6407 -0.6885 -0.7407 -0.7942 -0.8481 -0.9023 -0.9573 -1.0129 -1.0697 -1.1288
 -1.1910
 -0.8297 -0.8356 -0.8272 -0.8058 -0.7724 -0.7321 -0.6916 -0.6564 -0.6294 -0.6106
 -0.5999 -0.5975 -0.5998 -0.6021 -0.6008 -0.5809 -0.5626 -0.5596 -0.5730 -0.6005
 -0.6398 -0.6882 -0.7421 -0.7981 -0.8542 -0.9103 -0.9666 -1.0232 -1.0803 -1.1385
 -1.1990
 -0.7271 -0.7393 -0.7458 -0.7418 -0.7264 -0.7014 -0.6704 -0.6383 -0.6096 -0.5865
 -0.5692 -0.5577 -0.5518 -0.5511 -0.5541 -0.5625 -0.5574 -0.5560 -0.5696 -0.5966
 -0.6353 -0.6835 -0.7386 -0.7970 -0.8558 -0.9141 -0.9721 -1.0298 -1.0875 -1.1457
 -1.2050
 -0.6259 -0.6400 -0.6539 -0.6624 -0.6625 -0.6536 -0.6368 -0.6147 -0.5909 -0.5686
 -0.5499 -0.5357 -0.5256 -0.5195 -0.5173 -0.5259 -0.5400 -0.5490 -0.5636 -0.5903
 -0.6281 -0.6758 -0.7312 -0.7914 -0.8529 -0.9140 -0.9743 -1.0338 -1.0927 -1.1515
 -1.2100
 -0.5297 -0.5404 -0.5572 -0.5729 -0.5842 -0.5888 -0.5863 -0.5773 -0.5636 -0.5476
 -0.5317 -0.5180 -0.5073 -0.4997 -0.4950 -0.4960 -0.5119 -0.5330 -0.5545
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  z   
 -1.5346 -1.3853 -1.2490 -1.1368 -1.0397 -0.9543 -0.8913 -0.8379 -0.7948 -0.7550
 -0.7180 -0.6841 -0.6534 -0.6255 -0.6000 -0.5456 -0.5073 -0.4875 -0.4879
 -1.4297 -1.4114 -1.2718 -1.1464 -1.0434 -0.9576 -0.8921 -0.8393 -0.7947 -0.7549
 -0.7195 -0.6876 -0.6588 -0.6327 -0.6087 -0.5583 -0.5237 -0.5078 -0.5119 -0.5352
 -1.3169 -1.3561 -1.2843 -1.1622 -1.0522 -0.9613 -0.8924 -0.8378 -0.7933 -0.7534
 -0.7194 -0.6893 -0.6622 -0.6377 -0.6152 -0.5680 -0.5362 -0.5231 -0.5295 -0.5533
 -0.5905
 -1.2146 -1.1650 -1.1942 -1.1619 -1.0635 -0.9699 -0.8940 -0.8361 -0.7903 -0.7508
 -0.7178 -0.6891 -0.6635 -0.6405 -0.6195 -0.5754 -0.5458 -0.5346 -0.5425 -0.5669
 -0.6039 -0.6482
 -1.1746 -1.0932 -1.0329 -1.0324 -1.0403 -0.9756 -0.8990 -0.8353 -0.7869 -0.7480
 -0.7145 -0.6869 -0.6627 -0.6411 -0.6215 -0.5807 -0.5530 -0.5432 -0.5522 -0.5769
 -0.6139 -0.6585 -0.7063 -0.7551
 -1.1299 -1.0619 -0.9857 -0.9235 -0.8964 -0.9053 -0.8907 -0.8368 -0.7844 -0.7436
 -0.7103 -0.6829 -0.6598 -0.6395 -0.6213 -0.5837 -0.5583 -0.5496 -0.5591 -0.5841
 -0.6209 -0.6659 -0.7148 -0.7651 -0.8163 -0.8690 -0.9242 -0.9823 -1.0422 -1.1005
 -1.0681 -1.0230 -0.9607 -0.8928 -0.8340 -0.7962 -0.7840 -0.7878 -0.7742 -0.7388
 -0.7049 -0.6772 -0.6548 -0.6357 -0.6189 -0.5845 -0.5614 -0.5538 -0.5637 -0.5887
 -0.6254 -0.6705 -0.7205 -0.7724 -0.8252 -0.8789 -0.9338 -0.9907 -1.0501 -1.1116
 -1.1719
 -0.9916 -0.9666 -0.9253 -0.8713 -0.8128 -0.7603 -0.7215 -0.6984 -0.6911 -0.6928
 -0.6871 -0.6683 -0.6475 -0.6297 -0.6140 -0.5829 -0.5622 -0.5559 -0.5659 -0.5908
 -0.6273 -0.6726 -0.7236 -0.7771 -0.8316 -0.8867 -0.9427 -0.9996 -1.0581 -1.1186
 -1.1816
 -0.9025 -0.8926 -0.8710 -0.8360 -0.7911 -0.7426 -0.6979 -0.6624 -0.6376 -0.6233
 -0.6187 -0.6205 -0.6201 -0.6142 -0.6046 -0.5783 -0.5604 -0.5555 -0.5660 -0.5908
 -0.6272 -0.6727 -0.7247 -0.7802 -0.8366 -0.8934 -0.9508 -1.0085 -1.0671 -1.1271
 -1.1889
 -0.8087 -0.8070 -0.8000 -0.7832 -0.7557 -0.7204 -0.6818 -0.6450 -0.6144 -0.5915
 -0.5760 -0.5676 -0.5655 -0.5673 -0.5702 -0.5688 -0.5563 -0.5529 -0.5636 -0.5878
 -0.6237 -0.6691 -0.7217 -0.7787 -0.8374 -0.8962 -0.9551 -1.0140 -1.0732 -1.1338
 -1.1939
 -0.7159 -0.7154 -0.7168 -0.7134 -0.7021 -0.6825 -0.6565 -0.6272 -0.5985 -0.5735
 -0.5539 -0.5400 -0.5312 -0.5270 -0.5269 -0.5378 -0.5459 -0.5475 -0.5589 -0.5827
 -0.6179 -0.6628 -0.7154 -0.7735 -0.8342 -0.8954 -0.9563 -1.0169 -1.0772 -1.1375
 -1.1974
 -0.6289 -0.6242 -0.6276 -0.6318 -0.6324 -0.6270 -0.6150 -0.5978 -0.5774 -0.5565
 -0.5374 -0.5220 -0.5107 -0.5033 -0.4994 -0.5034 -0.5195 -0.5361 -0.5516
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  z   
 -1.4822 -1.3343 -1.2076 -1.1044 -1.0096 -0.9290 -0.8713 -0.8220 -0.7774 -0.7391
 -0.7043 -0.6721 -0.6433 -0.6173 -0.5940 -0.5447 -0.5113 -0.4928 -0.4869
 -1.4703 -1.3751 -1.2327 -1.1132 -1.0159 -0.9327 -0.8726 -0.8215 -0.7767 -0.7387
 -0.7051 -0.6748 -0.6478 -0.6235 -0.6014 -0.5555 -0.5233 -0.5071 -0.5083 -0.5265
 -1.4000 -1.3825 -1.2600 -1.1307 -1.0241 -0.9373 -0.8708 -0.8191 -0.7758 -0.7367
 -0.7045 -0.6759 -0.6505 -0.6277 -0.6071 -0.5639 -0.5339 -0.5201 -0.5238 -0.5439
 -0.5776
 -1.2842 -1.2390 -1.2475 -1.1488 -1.0374 -0.9452 -0.8722 -0.8168 -0.7728 -0.7341
 -0.7026 -0.6754 -0.6514 -0.6300 -0.6107 -0.5705 -0.5423 -0.5300 -0.5354 -0.5565
 -0.5904 -0.6331
 -1.1883 -1.1071 -1.0826 -1.1073 -1.0464 -0.9550 -0.8769 -0.8159 -0.7694 -0.7318
 -0.6994 -0.6731 -0.6504 -0.6304 -0.6125 -0.5753 -0.5489 -0.5377 -0.5440 -0.5658
 -0.5999 -0.6428 -0.6904 -0.7394
 -1.1553 -1.0738 -0.9953 -0.9507 -0.9590 -0.9482 -0.8828 -0.8179 -0.7666 -0.7278
 -0.6955 -0.6693 -0.6476 -0.6288 -0.6121 -0.5782 -0.5540 -0.5436 -0.5504 -0.5726
 -0.6067 -0.6496 -0.6979 -0.7487 -0.8006 -0.8540 -0.9101 -0.9697 -1.0306 -1.0898
 -1.1092 -1.0461 -0.9715 -0.8994 -0.8478 -0.8299 -0.8349 -0.8137 -0.7665 -0.7236
 -0.6910 -0.6642 -0.6429 -0.6251 -0.6097 -0.5788 -0.5572 -0.5479 -0.5549 -0.5770
 -0.6110 -0.6539 -0.7029 -0.7549 -0.8082 -0.8626 -0.9187 -0.9770 -1.0378 -1.1003
 -1.1613
 -1.0450 -1.0036 -0.9467 -0.8815 -0.8178 -0.7673 -0.7369 -0.7270 -0.7270 -0.7137
 -0.6849 -0.6583 -0.6365 -0.6195 -0.6051 -0.5771 -0.5582 -0.5504 -0.5575 -0.5794
 -0.6132 -0.6561 -0.7055 -0.7587 -0.8135 -0.8692 -0.9261 -0.9842 -1.0441 -1.1064
 -1.1704
 -0.9672 -0.9426 -0.9053 -0.8567 -0.8016 -0.7474 -0.7019 -0.6694 -0.6505 -0.6438
 -0.6432 -0.6388 -0.6258 -0.6107 -0.5977 -0.5728 -0.5565 -0.5505 -0.5582 -0.5800
 -0.6138 -0.6568 -0.7067 -0.7610 -0.8174 -0.8747 -0.9329 -0.9920 -1.0520 -1.1135
 -1.1770
 -0.8813 -0.8687 -0.8465 -0.8157 -0.7762 -0.7317 -0.6872 -0.6481 -0.6181 -0.5975
 -0.5856 -0.5815 -0.5822 -0.5826 -0.5803 -0.5661 -0.5528 -0.5485 -0.5567 -0.5781
 -0.6114 -0.6542 -0.7043 -0.7595 -0.8174 -0.8763 -0.9359 -0.9959 -1.0565 -1.1179
 -1.1804
 -0.7938 -0.7865 -0.7741 -0.7571 -0.7334 -0.7032 -0.6689 -0.6339 -0.6020 -0.5760
 -0.5571 -0.5447 -0.5382 -0.5366 -0.5382 -0.5464 -0.5459 -0.5441 -0.5530 -0.5741
 -0.6067 -0.6491 -0.6991 -0.7548 -0.8139 -0.8747 -0.9360 -0.9974 -1.0590 -1.1208
 -1.1826
 -0.7047 -0.6960 -0.6923 -0.6851 -0.6739 -0.6576 -0.6363 -0.6115 -0.5856 -0.5610
 -0.5401 -0.5242 -0.5133 -0.5069 -0.4714 -0.5137 -0.5358 -0.5373 -0.5471
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  z   
 -1.4229 -1.2810 -1.1650 -1.0724 -0.9798 -0.9051 -0.8479 -0.8019 -0.7584 -0.7224
 -0.6889 -0.6583 -0.6308 -0.6064 -0.5848 -0.5401 -0.5096 -0.4920 -0.4854
 -1.4766 -1.3262 -1.1902 -1.0784 -0.9877 -0.9089 -0.8488 -0.8016 -0.7574 -0.7214
 -0.6892 -0.6603 -0.6346 -0.6118 -0.5913 -0.5494 -0.5200 -0.5044 -0.5039 -0.5182
 -1.3706 -1.3653 -1.2187 -1.0968 -0.9964 -0.9135 -0.8489 -0.7995 -0.7571 -0.7193
 -0.6883 -0.6610 -0.6368 -0.6153 -0.5962 -0.5569 -0.5292 -0.5155 -0.5174 -0.5342
 -0.5642
