 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  r   
  0.8310  2.6636  3.6832  2.3150 -1.0370 -5.4555 -4.5653 -2.7870 -1.6939 -1.5075
 -1.3270 -1.2223 -1.5800 -2.0487 -2.2008 -1.8043
 -2.7110 -1.7974 -1.0434 -1.3218 -2.4754 -4.3701 -3.9475 -3.1038 -2.4516 -2.1524
 -1.9225 -1.7964 -1.8972 -2.0625 -2.0923 -1.7603 -1.5458 -1.4260 -1.4344
 -4.0959 -3.7346 -3.2670 -3.0322 -3.0267 -3.4125 -3.2560 -2.9799 -2.6800 -2.4194
 -2.2231 -2.1028 -2.0564 -2.0346 -1.9819 -1.7168 -1.5401 -1.4321 -1.3898 -1.3581
 -1.2852
 -3.3237 -3.1480 -2.9876 -2.8162 -2.6909 -2.5826 -2.4908 -2.4154 -2.3790 -2.3086
 -2.2289 -2.1416 -2.0578 -1.9651 -1.8696 -1.6738 -1.5311 -1.4372 -1.3756 -1.3361
 -1.3090 -1.2898 -1.2758
 -3.0266 -2.8989 -2.7768 -2.6493 -2.5382 -2.4367 -2.3465 -2.2678 -2.1993 -2.1368
 -2.0738 -2.0064 -1.9382 -1.8683 -1.7967 -1.6375 -1.5228 -1.4455 -1.3926 -1.3558
 -1.3297 -1.3108 -1.2967 -1.2874 -1.2835
 -2.7434 -2.6554 -2.5670 -2.4761 -2.3852 -2.2979 -2.2168 -2.1428 -2.0760 -2.0156
 -1.9599 -1.9058 -1.8500 -1.7957 -1.7387 -1.6083 -1.5130 -1.4488 -1.4044 -1.3721
 -1.3484 -1.3308 -1.3175 -1.3079 -1.3016 -1.2995
 -2.4742 -2.4175 -2.3582 -2.2966 -2.2320 -2.1662 -2.1017 -2.0404 -1.9829 -1.9291
 -1.8789 -1.8317 -1.7860 -1.7418 -1.6956 -1.5862 -1.5017 -1.4471 -1.4110 -1.3850
 -1.3651 -1.3498 -1.3382 -1.3293 -1.3227 -1.3189 -1.3184 -1.3256 -1.3428 -1.3655
 -2.2188 -2.1852 -2.1504 -2.1146 -2.0761 -2.0342 -1.9902 -1.9459 -1.9021 -1.8591
 -1.8172 -1.7766 -1.7374 -1.6994 -1.6618 -1.5686 -1.4919 -1.4406 -1.4103 -1.3911
 -1.3770 -1.3659 -1.3572 -1.3505 -1.3451 -1.3414 -1.3388 -1.3408 -1.3514 -1.3721
 -1.3990
 -1.9901 -1.9718 -1.9547 -1.9387 -1.9213 -1.9014 -1.8782 -1.8521 -1.8239 -1.7942
 -1.7629 -1.7306 -1.6981 -1.6657 -1.6332 -1.5533 -1.4829 -1.4327 -1.4035 -1.3890
 -1.3814 -1.3763 -1.3723 -1.3692 -1.3667 -1.3647 -1.3639 -1.3639 -1.3684 -1.3813
 -1.4052
 -1.7853 -1.7814 -1.7789 -1.7777 -1.7758 -1.7726 -1.7667 -1.7576 -1.7449 -1.7285
 -1.7089 -1.6863 -1.6614 -1.6350 -1.6074 -1.5374 -1.4731 -1.4239 -1.3940 -1.3803
 -1.3771 -1.3785 -1.3810 -1.3832 -1.3851 -1.3865 -1.3880 -1.3901 -1.3938 -1.4020
 -1.4151
 -1.6057 -1.6149 -1.6239 -1.6327 -1.6418 -1.6502 -1.6570 -1.6615 -1.6627 -1.6594
 -1.6515 -1.6395 -1.6237 -1.6047 -1.5829 -1.5224 -1.4635 -1.4158 -1.3847 -1.3694
 -1.3668 -1.3723 -1.3810 -1.3898 -1.3975 -1.4040 -1.4096 -1.4146 -1.4198 -1.4263
 -1.4337
 -1.4598 -1.4723 -1.4871 -1.5040 -1.5212 -1.5373 -1.5530 -1.5669 -1.5784 -1.5859
 -1.5890 -1.5876 -1.5816 -1.5710 -1.5560 -1.5069 -1.4536 -1.4077 -1.3758 -1.3590
 -1.3550 -1.3610 -1.3732 -1.3878 -1.4021 -1.4148 -1.4259 -1.4356 -1.4443 -1.4528
 -1.4622
 -1.3477 -1.3536 -1.3685 -1.3916 -1.4140 -1.4339 -1.4566 -1.4770 -1.4954 -1.5103
 -1.5216 -1.5296 -1.5346 -1.5339 -1.5269 -1.4911 -1.4434 -1.3996 -1.3673
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  r   
 -3.7164 -3.3556 -3.1323 -3.0355 -3.0344 -3.3376 -3.0952 -2.8818 -2.7229 -2.5986
 -2.4289 -2.2585 -2.1817 -2.1565 -2.0947 -1.7906
 -3.6270 -3.2754 -3.0345 -2.8945 -2.8354 -2.9559 -2.8178 -2.6863 -2.5731 -2.4714
 -2.3519 -2.2312 -2.1442 -2.0765 -1.9945 -1.7373 -1.5499 -1.4274 -1.3489
 -3.5273 -3.1924 -2.9451 -2.7763 -2.6741 -2.6651 -2.5891 -2.5110 -2.4309 -2.3488
 -2.2649 -2.1791 -2.0916 -2.0023 -1.9114 -1.6933 -1.5352 -1.4296 -1.3606 -1.3157
 -1.2859
 -3.4173 -3.1066 -2.8641 -2.6809 -2.5504 -2.4652 -2.4091 -2.3558 -2.2964 -2.2309
 -2.1680 -2.1022 -2.0239 -1.9339 -1.8454 -1.6586 -1.5239 -1.4331 -1.3727 -1.3319
 -1.3039 -1.2846 -1.2709
 -3.2970 -3.0180 -2.7915 -2.6083 -2.4643 -2.3562 -2.2778 -2.2207 -2.1696 -2.1176
 -2.0612 -2.0005 -1.9412 -1.8713 -1.7965 -1.6332 -1.5160 -1.4379 -1.3851 -1.3483
 -1.3221 -1.3034 -1.2901 -1.2815 -1.2783
 -3.1664 -2.9266 -2.7273 -2.5585 -2.4158 -2.2991 -2.2078 -2.1373 -2.0805 -2.0308
 -1.9804 -1.9256 -1.8730 -1.8181 -1.7567 -1.6140 -1.5089 -1.4408 -1.3959 -1.3636
 -1.3400 -1.3225 -1.3097 -1.3007 -1.2952 -1.2936
 -3.0161 -2.8159 -2.6487 -2.5033 -2.3739 -2.2596 -2.1626 -2.0843 -2.0211 -1.9671
 -1.9171 -1.8676 -1.8174 -1.7723 -1.7211 -1.5974 -1.5010 -1.4394 -1.4017 -1.3756
 -1.3558 -1.3408 -1.3297 -1.3214 -1.3157 -1.3128 -1.3132 -1.3211 -1.3389 -1.3617
 -2.8530 -2.6874 -2.5504 -2.4311 -2.3217 -2.2195 -2.1255 -2.0441 -1.9765 -1.9201
 -1.8705 -1.8232 -1.7762 -1.7330 -1.6893 -1.5810 -1.4925 -1.4337 -1.4008 -1.3812
 -1.3672 -1.3564 -1.3482 -1.3421 -1.3376 -1.3347 -1.3344 -1.3369 -1.3472 -1.3683
 -1.3954
 -2.5508 -2.5085 -2.4376 -2.3412 -2.2528 -2.1680 -2.0851 -2.0070 -1.9380 -1.8798
 -1.8301 -1.7853 -1.7424 -1.7008 -1.6615 -1.5643 -1.4834 -1.4258 -1.3922 -1.3789
 -1.3678 -1.3665 -1.3630 -1.3605 -1.3588 -1.3576 -1.3577 -1.3621 -1.3713 -1.3846
 -1.4017
 -2.4816 -2.3715 -2.2918 -2.2393 -2.1682 -2.1003 -2.0325 -1.9647 -1.8996 -1.8410
 -1.7909 -1.7478 -1.7085 -1.6709 -1.6353 -1.5470 -1.4720 -1.4170 -1.3843 -1.3703
 -1.3673 -1.3689 -1.3717 -1.3745 -1.3770 -1.3792 -1.3816 -1.3844 -1.3889 -1.3968
 -1.4115
 -2.3276 -2.2393 -2.1757 -2.1341 -2.0764 -2.0213 -1.9677 -1.9128 -1.8572 -1.8030
 -1.7535 -1.7110 -1.6742 -1.6407 -1.6090 -1.5308 -1.4611 -1.4082 -1.3749 -1.3593
 -1.3573 -1.3631 -1.3721 -1.3813 -1.3896 -1.3967 -1.4030 -1.4088 -1.4147 -1.4218
 -1.4299
 -2.1543 -2.1120 -2.0673 -2.0205 -1.9805 -1.9437 -1.9055 -1.8499 -1.8055 -1.7600
 -1.7154 -1.6743 -1.6386 -1.6079 -1.5800 -1.5137 -1.4496 -1.3992 -1.3658 -1.3489
 -1.3455 -1.3521 -1.3648 -1.3798 -1.3945 -1.4077 -1.4195 -1.4298 -1.4391 -1.4481
 -1.4581
 -1.9617 -1.9895 -1.9666 -1.8984 -1.8804 -1.8675 -1.8269 -1.7954 -1.7611 -1.7093
 -1.6726 -1.6365 -1.6030 -1.5737 -1.5483 -1.4957 -1.4375 -1.3900 -1.3570
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  r   
 -4.9695 -4.7023 -4.4971 -4.1307 -3.6252 -3.2100 -3.0257 -2.9773 -2.9062 -2.7668
 -2.5991 -2.4262 -2.2732 -2.1498 -2.0301 -1.7653
 -4.4645 -4.1068 -3.8385 -3.5430 -3.2233 -2.9639 -2.8123 -2.7267 -2.6421 -2.5360
 -2.4180 -2.2925 -2.1680 -2.0541 -1.9465 -1.7159 -1.5422 -1.4221 -1.3332
 -4.0872 -3.6737 -3.3636 -3.1108 -2.9063 -2.7462 -2.6218 -2.5218 -2.4346 -2.3520
 -2.2679 -2.1772 -2.0777 -1.9758 -1.8796 -1.6772 -1.5272 -1.4234 -1.3513 -1.3046
 -1.2798
 -3.8376 -3.4030 -3.0724 -2.8341 -2.6742 -2.5569 -2.4542 -2.3626 -2.2837 -2.2148
 -2.1488 -2.0803 -2.0023 -1.9149 -1.8294 -1.6492 -1.5172 -1.4264 -1.3661 -1.3253
 -1.2971 -1.2780 -1.2657
 -3.7157 -3.2947 -2.9649 -2.7129 -2.5270 -2.3960 -2.3095 -2.2491 -2.1894 -2.1244
 -2.0607 -2.0018 -1.9418 -1.8714 -1.7959 -1.6319 -1.5122 -1.4311 -1.3776 -1.3408
 -1.3147 -1.2961 -1.2832 -1.2743 -1.2709
 -3.6330 -3.2380 -2.9234 -2.6757 -2.4828 -2.3364 -2.2292 -2.1520 -2.0966 -2.0510
 -2.0001 -1.9435 -1.8899 -1.8338 -1.7700 -1.6205 -1.5090 -1.4345 -1.3873 -1.3551
 -1.3317 -1.3145 -1.3021 -1.2937 -1.2889 -1.2880
 -3.5421 -3.1832 -2.8935 -2.6605 -2.4723 -2.3206 -2.2012 -2.1100 -2.0405 -1.9853
 -1.9380 -1.8915 -1.8431 -1.7961 -1.7431 -1.6101 -1.5052 -1.4348 -1.3928 -1.3660
 -1.3466 -1.3322 -1.3214 -1.3138 -1.3088 -1.3066 -1.3078 -1.3165 -1.3346 -1.3575
 -3.4268 -3.1085 -2.8498 -2.6389 -2.4641 -2.3171 -2.1937 -2.0924 -2.0122 -1.9483
