 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  i   
 -1.5981 -1.5479 -1.5457 -1.5202 -1.4568 -1.4004 -1.3863 -1.3938 -1.3837 -1.3416
 -1.2823 -1.2110 -1.1366 -1.0688 -1.0052 -0.8804 -0.8060 -0.7730 -0.7590
 -1.5667 -1.4695 -1.4095 -1.3651 -1.3331 -1.3133 -1.3012 -1.2906 -1.2757 -1.2533
 -1.2209 -1.1766 -1.1206 -1.0600 -1.0027 -0.8904 -0.8237 -0.7949 -0.7874 -0.7956
 -1.5455 -1.4267 -1.3357 -1.2748 -1.2459 -1.2338 -1.2221 -1.2090 -1.1966 -1.1846
 -1.1670 -1.1409 -1.1020 -1.0519 -1.0014 -0.9001 -0.8394 -0.8138 -0.8104 -0.8193
 -0.8359
 -1.5345 -1.4195 -1.3243 -1.2493 -1.1952 -1.1619 -1.1490 -1.1490 -1.1464 -1.1355
 -1.1206 -1.1039 -1.0808 -1.0445 -1.0013 -0.9095 -0.8531 -0.8297 -0.8279 -0.8371
 -0.8529 -0.8739
 -1.5080 -1.4057 -1.3176 -1.2434 -1.1835 -1.1383 -1.1077 -1.0898 -1.0830 -1.0819
 -1.0762 -1.0644 -1.0513 -1.0301 -0.9973 -0.9157 -0.8628 -0.8410 -0.8414 -0.8521
 -0.8682 -0.8885 -0.9125 -0.9399
 -1.4562 -1.3713 -1.2967 -1.2312 -1.1745 -1.1271 -1.0898 -1.0624 -1.0435 -1.0310
 -1.0229 -1.0155 -1.0068 -0.9978 -0.9800 -0.9160 -0.8671 -0.8463 -0.8491 -0.8630
 -0.8811 -0.9022 -0.9258 -0.9522 -0.9811 -1.0130 -1.0483 -1.0896 -1.1376 -1.1878
 -1.3788 -1.3122 -1.2536 -1.2014 -1.1542 -1.1118 -1.0747 -1.0436 -1.0193 -1.0008
 -0.9860 -0.9734 -0.9619 -0.9544 -0.9449 -0.9051 -0.8650 -0.8454 -0.8498 -0.8678
 -0.8899 -0.9134 -0.9384 -0.9650 -0.9931 -1.0232 -1.0559 -1.0915 -1.1332 -1.1823
 -1.2342
 -1.2828 -1.2319 -1.1881 -1.1501 -1.1156 -1.0830 -1.0519 -1.0228 -0.9973 -0.9762
 -0.9589 -0.9439 -0.9303 -0.9182 -0.9097 -0.8812 -0.8544 -0.8386 -0.8436 -0.8648
