 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.2323 -4.1623 -4.3626 -4.2915 -4.0954 -3.8354 -3.5489 -3.3537 -3.1777 -2.9961
 -2.8259 -2.6683 -2.5232 -2.3876 -2.2601 -1.9865 -1.7164 -1.4626 -1.3099
 -4.2235 -3.9924 -3.8071 -3.6825 -3.6117 -3.5079 -3.3387 -3.1509 -2.9749 -2.8077
 -2.6489 -2.5007 -2.3637 -2.2368 -2.1186 -1.8536 -1.6263 -1.4406 -1.2986 -1.1895
 -4.0091 -3.7804 -3.5766 -3.4041 -3.2650 -3.1715 -3.0968 -2.9807 -2.8305 -2.6717
 -2.5225 -2.3830 -2.2537 -2.1344 -2.0243 -1.7832 -1.5818 -1.4171 -1.2892 -1.1900
 -1.1107
 -3.8390 -3.6285 -3.4293 -3.2502 -3.0932 -2.9573 -2.8455 -2.7621 -2.6761 -2.5610
 -2.4280 -2.2967 -2.1745 -2.0614 -1.9571 -1.7317 -1.5488 -1.4016 -1.2852 -1.1945
 -1.1213 -1.0601
 -3.6937 -3.5046 -3.3195 -3.1451 -2.9870 -2.8456 -2.7192 -2.6070 -2.5151 -2.4305
 -2.3377 -2.2293 -2.1169 -2.0095 -1.9101 -1.6957 -1.5249 -1.3900 -1.2841 -1.2011
 -1.1338 -1.0770 -1.0278 -0.9846
 -3.5683 -3.3952 -3.2277 -3.0636 -2.9098 -2.7693 -2.6424 -2.5272 -2.4229 -2.3287
 -2.2429 -2.1583 -2.0669 -1.9710 -1.8769 -1.6712 -1.5082 -1.3813 -1.2833 -1.2074
 -1.1460 -1.0941 -1.0490 -1.0086 -0.9702 -0.9352 -0.9057 -0.8833 -0.8692 -0.8641
 -3.4627 -3.2997 -3.1447 -2.9940 -2.8475 -2.7107 -2.5851 -2.4709 -2.3675 -2.2720
 -2.1827 -2.0983 -2.0168 -1.9348 -1.8512 -1.6549 -1.4966 -1.3739 -1.2811 -1.2110
 -1.1556 -1.1093 -1.0689 -1.0326 -0.9993 -0.9673 -0.9383 -0.9142 -0.8967 -0.8875
 -0.8890
