 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F322W2
  0.4092  0.3352  0.2744  0.2446  0.2459  0.2650  0.2935  0.3238  0.3433  0.3386
  0.3232  0.2868  0.2312  0.1731  0.1065 -0.0696 -0.2442 -0.4161 -0.5808
  0.4670  0.4002  0.3358  0.2814  0.2400  0.2137  0.2031  0.2060  0.2177  0.2331
  0.2455  0.2428  0.2115  0.1544  0.0868 -0.0892 -0.2630 -0.4336 -0.5979 -0.7555
  0.5026  0.4428  0.3801  0.3165  0.2557  0.2052  0.1693  0.1495  0.1460  0.1580
  0.1756  0.1891  0.1789  0.1325  0.0683 -0.1056 -0.2783 -0.4477 -0.6116 -0.7684
 -0.9185
  0.5160  0.4630  0.4073  0.3499  0.2930  0.2395  0.1921  0.1543  0.1282  0.1133
  0.1135  0.1257  0.1334  0.1074  0.0510 -0.1188 -0.2901 -0.4584 -0.6219 -0.7782
 -0.9276 -1.0709
  0.5090  0.4635  0.4150  0.3645  0.3130  0.2626  0.2159  0.1758  0.1424  0.1151
  0.0928  0.0788  0.0802  0.0718  0.0301 -0.1301 -0.2995 -0.4661 -0.6292 -0.7856
 -0.9347 -1.0774 -1.2143 -1.3464
  0.4809  0.4442  0.4043  0.3617  0.3170  0.2712  0.2260  0.1843  0.1482  0.1177
  0.0901  0.0630  0.0425  0.0318  0.0005 -0.1421 -0.3075 -0.4718 -0.6338 -0.7905
 -0.9400 -1.0825 -1.2189 -1.3501 -1.4767 -1.5993 -1.7185 -1.8346 -1.9476 -2.0573
  0.4302  0.4032  0.3734  0.3404  0.3041  0.2651  0.2242  0.1833  0.1446  0.1102
  0.0796  0.0498  0.0185 -0.0025 -0.0309 -0.1589 -0.3160 -0.4768 -0.6363 -0.7929
 -0.9432 -1.0863 -1.2226 -1.3534 -1.4792 -1.6007 -1.7185 -1.8329 -1.9443 -2.0530
 -2.1590
  0.3589  0.3397  0.3198  0.2979  0.2720  0.2420  0.2082  0.1717  0.1341  0.0974
  0.0632  0.0310 -0.0017 -0.0332 -0.0606 -0.1806 -0.3274 -0.4826 -0.6383 -0.7929
 -0.9438 -1.0880 -1.2252 -1.3560 -1.4815 -1.6023 -1.7191 -1.8323 -1.9422 -2.0494
 -2.1541
  0.2734  0.2580  0.2444  0.2322  0.2174  0.1984  0.1741  0.1451  0.1122  0.0772
  0.0420  0.0075 -0.0265 -0.0607 -0.0908 -0.2040 -0.3430 -0.4921 -0.6433 -0.7946
 -0.9444 -1.0898 -1.2285 -1.3604 -1.4863 -1.6070 -1.7234 -1.8359 -1.9448 -2.0507
 -2.1540
  0.1825  0.1663  0.1544  0.1473  0.1415  0.1327  0.1196  0.1004  0.0756  0.0462
  0.0138 -0.0201 -0.0545 -0.0890 -0.1225 -0.2268 -0.3577 -0.5005 -0.6473 -0.7944
 -0.9412 -1.0859 -1.2258 -1.3593 -1.4862 -1.6075 -1.7240 -1.8361 -1.9444 -2.0493
 -2.1534
  0.0882  0.0700  0.0576  0.0501  0.0469  0.0460  0.0423  0.0338  0.0192 -0.0013
 -0.0270 -0.0568 -0.0889 -0.1222 -0.1561 -0.2529 -0.3747 -0.5102 -0.6522 -0.7957
 -0.9389 -1.0812 -1.2207 -1.3555 -1.4841 -1.6067 -1.7239 -1.8364 -1.9446 -2.0492
 -2.1505
 -0.0096 -0.0309 -0.0422 -0.0534 -0.0571 -0.0565 -0.0547 -0.0544 -0.0590 -0.0692
 -0.0855 -0.1074 -0.1338 -0.1635 -0.1916 -0.2823 -0.3940 -0.5212 -0.6580
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F322W2
  0.4277  0.3952  0.3708  0.3542  0.3448  0.3397  0.3356  0.3305  0.3246  0.3186
  0.3065  0.2790  0.2312  0.1687  0.0971 -0.0757 -0.2462 -0.4137 -0.5790
  0.4180  0.3700  0.3314  0.3015  0.2800  0.2660  0.2574  0.2513  0.2482  0.2492
  0.2494  0.2379  0.2024  0.1446  0.0775 -0.0962 -0.2661 -0.4323 -0.5958 -0.7533
  0.4568  0.3996  0.3455  0.2839  0.2421  0.2122  0.1937  0.1831  0.1784  0.1805
  0.1872  0.1903  0.1732  0.1253  0.0610 -0.1120 -0.2818 -0.4471 -0.6093 -0.7657
 -0.9159
  0.5030  0.4445  0.3829  0.3195  0.2592  0.2067  0.1659  0.1390  0.1241  0.1194
  0.1234  0.1325  0.1342  0.1049  0.0476 -0.1231 -0.2933 -0.4581 -0.6195 -0.7753
 -0.9246 -1.0680
  0.5201  0.4681  0.4122  0.3530  0.2937  0.2375  0.1870  0.1445  0.1115  0.0894
  0.0785  0.0777  0.0825  0.0753  0.0328 -0.1309 -0.3012 -0.4660 -0.6268 -0.7824
 -0.9314 -1.0741 -1.2112 -1.3435
  0.5190  0.4732  0.4234  0.3702  0.3148  0.2596  0.2080  0.1630  0.1257  0.0944
  0.0688  0.0493  0.0405  0.0346  0.0104 -0.1374 -0.3065 -0.4712 -0.6316 -0.7872
 -0.9364 -1.0790 -1.2155 -1.3469 -1.4737 -1.5967 -1.7163 -1.8326 -1.9456 -2.0551
  0.5025  0.4625  0.4192  0.3724  0.3229  0.2720  0.2216  0.1746  0.1335  0.0994
  0.0701  0.0424  0.0176  0.0019 -0.0189 -0.1453 -0.3105 -0.4746 -0.6342 -0.7896
 -0.9394 -1.0824 -1.2189 -1.3499 -1.4759 -1.5977 -1.7158 -1.8306 -1.9422 -2.0509
 -2.1568
  0.4671  0.4353  0.3994  0.3599  0.3174  0.2726  0.2264  0.1805  0.1370  0.0981
  0.0648  0.0345  0.0041 -0.0231 -0.0464 -0.1600 -0.3150 -0.4770 -0.6353 -0.7899
 -0.9401 -1.0841 -1.2212 -1.3522 -1.4779 -1.5990 -1.7162 -1.8297 -1.9399 -2.0473
 -2.1520
  0.4112  0.3891  0.3613  0.3302  0.2957  0.2585  0.2188  0.1773  0.1351  0.0942
  0.0564  0.0219 -0.0109 -0.0437 -0.0724 -0.1816 -0.3253 -0.4822 -0.6384 -0.7913
 -0.9410 -1.0859 -1.2244 -1.3564 -1.4824 -1.6034 -1.7201 -1.8329 -1.9422 -2.0484
 -2.1519
  0.3402  0.3234  0.3035  0.2810  0.2557  0.2275  0.1962  0.1617  0.1244  0.0855
  0.0465  0.0088 -0.0273 -0.0625 -0.0963 -0.2014 -0.3379 -0.4871 -0.6396 -0.7899
 -0.9376 -1.0822 -1.2218 -1.3552 -1.4822 -1.6037 -1.7204 -1.8328 -1.9415 -2.0468
 -2.1512
  0.2604  0.2430  0.2280  0.2123  0.1951  0.1760  0.1539  0.1284  0.0988  0.0654
  0.0293 -0.0081 -0.0456 -0.0826 -0.1191 -0.2214 -0.3516 -0.4947 -0.6424 -0.7896
 -0.9347 -1.0774 -1.2168 -1.3514 -1.4800 -1.6027 -1.7201 -1.8329 -1.9414 -2.0464
 -2.1480
  0.1730  0.1558  0.1412  0.1286  0.1168  0.1045  0.0907  0.0743  0.0537  0.0286
 -0.0010 -0.0343 -0.0699 -0.1067 -0.1408 -0.2416 -0.3664 -0.5050 -0.6468
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F322W2
  0.4576  0.4327  0.4166  0.4098  0.4123  0.4161  0.4124  0.3971  0.3769  0.3540
  0.3242  0.2810  0.2237  0.1582  0.0898 -0.0819 -0.2497 -0.4129 -0.5746
  0.4249  0.3919  0.3677  0.3527  0.3460  0.3443  0.3408  0.3264  0.3101  0.2942
  0.2754  0.2455  0.1974  0.1353  0.0675 -0.1044 -0.2716 -0.4330 -0.5926 -0.7495
  0.4180  0.3722  0.3365  0.3105  0.2935  0.2844  0.2775  0.2637  0.2483  0.2352
  0.2235  0.2065  0.1729  0.1186  0.0530 -0.1192 -0.2872 -0.4483 -0.6063 -0.7617
 -0.9117
  0.4583  0.4022  0.3415  0.2937  0.2588  0.2358  0.2216  0.2070  0.1908  0.1774
  0.1681  0.1596  0.1421  0.1020  0.0423 -0.1285 -0.2976 -0.4594 -0.6168 -0.7710
 -0.9201 -1.0636
  0.5076  0.4497  0.3881  0.3272  0.2715  0.2246  0.1893  0.1653  0.1447  0.1270
  0.1144  0.1069  0.0999  0.0785  0.0311 -0.1341 -0.3040 -0.4669 -0.6243 -0.7779
 -0.9265 -1.0693 -1.2065 -1.3391
  0.5258  0.4753  0.4212  0.3637  0.3053  0.2502  0.2014  0.1605  0.1271  0.1003
  0.0794  0.0639  0.0532  0.0425  0.0136 -0.1379 -0.3076 -0.4715 -0.6294 -0.7827
 -0.9311 -1.0736 -1.2103 -1.3420 -1.4692 -1.5926 -1.7127 -1.8294 -1.9426 -2.0519
  0.5261  0.4812  0.4334  0.3815  0.3263  0.2703  0.2171  0.1702  0.1309  0.0975
  0.0686  0.0440  0.0238  0.0063 -0.0144 -0.1418 -0.3093 -0.4739 -0.6322 -0.7855
 -0.9339 -1.0766 -1.2132 -1.3445 -1.4709 -1.5931 -1.7117 -1.8270 -1.9390 -2.0477
 -2.1532
  0.5152  0.4746  0.4318  0.3854  0.3353  0.2825  0.2294  0.1790  0.1340  0.0960
  0.0640  0.0351  0.0080 -0.0166 -0.0414 -0.1490 -0.3104 -0.4746 -0.6332 -0.7864
 -0.9341 -1.0781 -1.2151 -1.3464 -1.4724 -1.5939 -1.7116 -1.8257 -1.9364 -2.0440
 -2.1486
  0.4916  0.4572  0.4198  0.3783  0.3333  0.2853  0.2355  0.1858  0.1382  0.0950
  0.0576  0.0250 -0.0054 -0.0352 -0.0643 -0.1663 -0.3143 -0.4768 -0.6352 -0.7881
