 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.4820 -8.5119 -8.4200 -8.2524 -8.0763 -7.8896 -7.6834 -7.4957 -7.3367 -7.1965
 -7.0715 -6.9523 -6.8367 -6.7228 -6.6087 -6.3135 -5.9902 -5.6418 -5.2949 -4.9786
 -4.7089 -4.4934
 -8.3441 -8.2411 -8.2503 -8.1926 -8.0452 -7.8796 -7.6934 -7.4915 -7.3100 -7.1545
 -7.0185 -6.8934 -6.7727 -6.6548 -6.5374 -6.2377 -5.9132 -5.5641 -5.2148 -4.8965
 -4.6265 -4.4105 -4.2500 -4.1375
 -8.2818 -8.1316 -8.0088 -7.9743 -7.9544 -7.8374 -7.6863 -7.5090 -7.3131 -7.1362
 -6.9841 -6.8510 -6.7249 -6.6023 -6.4811 -6.1761 -5.8518 -5.5048 -5.1552 -4.8338
 -4.5600 -4.3396 -4.1733 -4.0562 -3.9770 -3.9245 -3.8890 -3.8622 -3.8366 -3.8056
 -8.2316 -8.0826 -7.9278 -7.7917 -7.7134 -7.6892 -7.6241 -7.4961 -7.3345 -7.1476
 -6.9746 -6.8266 -6.6944 -6.5674 -6.4425 -6.1317 -5.8071 -5.4633 -5.1150 -4.7901
 -4.5099 -4.2818 -4.1066 -3.9809 -3.8965 -3.8418 -3.8073 -3.7852 -3.7688 -3.7509
 -3.7269
 -8.1915 -8.0421 -7.8942 -7.7367 -7.5922 -7.4861 -7.4240 -7.3802 -7.2991 -7.1648
 -6.9941 -6.8256 -6.6809 -6.5495 -6.4219 -6.1066 -5.7821 -5.4411 -5.0944 -4.7660
 -4.4775 -4.2390 -4.0520 -3.9147 -3.8206 -3.7610 -3.7252 -3.7046 -3.6921 -3.6821
 -3.6706
 -8.1343 -8.0039 -7.8645 -7.7172 -7.5581 -7.4086 -7.2864 -7.1941 -7.1261 -7.0641
 -6.9775 -6.8449 -6.6851 -6.5442 -6.4142 -6.0970 -5.7735 -5.4354 -5.0900 -4.7579
 -4.4604 -4.2098 -4.0095 -3.8581 -3.7516 -3.6831 -3.6432 -3.6218 -3.6109 -3.6052
 -3.6014
 -8.1814 -7.9925 -7.8334 -7.7011 -7.5558 -7.3971 -7.2441 -7.1116 -7.0016 -6.9096
 -6.8308 -6.7560 -6.6692 -6.5483 -6.4193 -6.1045 -5.7850 -5.4528 -5.1115 -4.7771
 -4.4703 -4.2058 -3.9895 -3.8214 -3.6985 -3.6160 -3.5665 -3.5403 -3.5286 -3.5241
 -3.5250
 -8.2445 -8.0150 -7.8270 -7.6765 -7.5499 -7.4082 -7.2516 -7.0964 -6.9567 -6.8355
 -6.7291 -6.6342 -6.5481 -6.4666 -6.3760 -6.1147 -5.8075 -5.4834 -5.1494 -4.8164
 -4.5025 -4.2244 -3.9914 -3.8051 -3.6635 -3.5635 -3.4999 -3.4643 -3.4477 -3.4430
 -3.4445
 -8.3237 -8.0713 -7.8241 -7.6588 -7.5312 -7.4103 -7.2738 -7.1210 -6.9656 -6.8205
 -6.6910 -6.5754 -6.4704 -6.3740 -6.2843 -6.1276 -5.8410 -5.5272 -5.2037
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  u   
 -8.7749 -8.6164 -8.4556 -8.2929 -8.0950 -7.9215 -7.7760 -7.6481 -7.5318 -7.4228
 -7.3176 -7.2153 -7.1153 -7.0161 -6.9173 -6.6725 -6.4002 -6.1055 -5.7904
 -8.8047 -8.6239 -8.4442 -8.2657 -8.0716 -7.8757 -7.7111 -7.5735 -7.4472 -7.3347
 -7.2272 -7.1232 -7.0217 -6.9215 -6.8211 -6.5632 -6.2822 -5.9729 -5.6498 -5.3347
 -8.7930 -8.6321 -8.4441 -8.2589 -8.0691 -7.8561 -7.6652 -7.5101 -7.3730 -7.2540
 -7.1436 -7.0377 -6.9347 -6.8332 -6.7315 -6.4687 -6.1801 -5.8619 -5.5327 -5.2186
 -4.9378
 -8.5346 -8.5789 -8.4309 -8.2510 -8.0650 -7.8619 -7.6483 -7.4667 -7.3163 -7.1843
 -7.0687 -6.9595 -6.8543 -6.7513 -6.6485 -6.3842 -6.0939 -5.7725 -5.4391 -5.1233
 -4.8452 -4.6136
 -8.3769 -8.3441 -8.3455 -8.2181 -8.0511 -7.8686 -7.6621 -7.4537 -7.2790 -7.1322
 -7.0062 -6.8918 -6.7829 -6.6773 -6.5729 -6.3077 -6.0190 -5.6992 -5.3647 -5.0460
 -4.7666 -4.5345 -4.3527 -4.2184
 -8.3053 -8.1591 -8.0849 -8.0928 -7.9991 -7.8494 -7.6755 -7.4730 -7.2726 -7.1034
 -6.9603 -6.8381 -6.7241 -6.6146 -6.5075 -6.2400 -5.9539 -5.6388 -5.3063 -4.9855
 -4.7019 -4.4658 -4.2794 -4.1406 -4.0414 -3.9707 -3.9208 -3.8839 -3.8488 -3.8109
 -8.2623 -8.1023 -7.9479 -7.8404 -7.8180 -7.7726 -7.6480 -7.4891 -7.2994 -7.1045
 -6.9404 -6.8018 -6.6809 -6.5667 -6.4560 -6.1840 -5.9001 -5.5906 -5.2629 -4.9411
 -4.6524 -4.4092 -4.2151 -4.0685 -3.9635 -3.8911 -3.8416 -3.8072 -3.7821 -3.7567
 -3.7271
 -8.2382 -8.0696 -7.9093 -7.7491 -7.6204 -7.5519 -7.5194 -7.4416 -7.3080 -7.1368
 -6.9513 -6.7905 -6.6557 -6.5358 -6.4211 -6.1439 -5.8605 -5.5567 -5.2346 -4.9135
 -4.6190 -4.3669 -4.1624 -4.0050 -3.8908 -3.8122 -3.7607 -3.7270 -3.7049 -3.6886
 -3.6710
 -8.1966 -8.0446 -7.8880 -7.7275 -7.5638 -7.4222 -7.3206 -7.2573 -7.2038 -7.1163
 -6.9782 -6.8072 -6.6513 -6.5197 -6.4009 -6.1189 -5.8355 -5.5356 -5.2185 -4.8984
 -4.5989 -4.3370 -4.1208 -3.9511 -3.8250 -3.7369 -3.6800 -3.6452 -3.6243 -3.6113
 -3.6021
 -8.2601 -8.0495 -7.8710 -7.7215 -7.5621 -7.3970 -7.2471 -7.1258 -7.0330 -6.9605
 -6.8922 -6.8050 -6.6769 -6.5272 -6.3983 -6.1121 -5.8301 -5.5353 -5.2245 -4.9072
 -4.6035 -4.3314 -4.1018 -3.9171 -3.7758 -3.6739 -3.6064 -3.5656 -3.5431 -3.5315
 -3.5266
 -8.3566 -8.0843 -7.8713 -7.7117 -7.5681 -7.4117 -7.2469 -7.0917 -6.9582 -6.8472
 -6.7539 -6.6730 -6.5965 -6.5126 -6.3997 -6.1163 -5.8376 -5.5490 -5.2458 -4.9335
 -4.6277 -4.3467 -4.1035 -3.9030 -3.7448 -3.6262 -3.5442 -3.4927 -3.4641 -3.4508
 -3.4462
 -8.4860 -8.1490 -7.9063 -7.7209 -7.5649 -7.4275 -7.2761 -7.1137 -6.9555 -6.8134
 -6.6907 -6.5842 -6.4901 -6.4056 -6.4051 -6.1315 -5.8580 -5.5767 -5.2824
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  u   
 -8.7475 -8.5950 -8.4357 -8.2705 -8.0687 -7.9073 -7.7708 -7.6473 -7.5338 -7.4278
 -7.3270 -7.2289 -7.1331 -7.0384 -6.9445 -6.7131 -6.4593 -6.1845 -5.8931
 -8.7649 -8.5971 -8.4230 -8.2435 -8.0424 -7.8537 -7.6981 -7.5658 -7.4470 -7.3391
 -7.2378 -7.1394 -7.0435 -6.9489 -6.8549 -6.6156 -6.3584 -6.0734 -5.7705 -5.4651
 -8.7997 -8.6152 -8.4285 -8.2391 -8.0406 -7.8250 -7.6434 -7.4966 -7.3669 -7.2557
 -7.1523 -7.0535 -6.9577 -6.8636 -6.7697 -6.5294 -6.2682 -5.9777 -5.6675 -5.3602
 -5.0763
 -8.6980 -8.6050 -8.4301 -8.2438 -8.0453 -7.8299 -7.6156 -7.4428 -7.3025 -7.1788
 -7.0718 -6.9711 -6.8746 -6.7805 -6.6871 -6.4487 -6.1887 -5.8973 -5.5841 -5.2741
 -4.9909 -4.7459
 -8.4346 -8.4634 -8.3907 -8.2297 -8.0488 -7.8466 -7.6234 -7.4184 -7.2533 -7.1165
 -7.0000 -6.8955 -6.7967 -6.7014 -6.6077 -6.3714 -6.1154 -5.8275 -5.5151 -5.2029
 -4.9176 -4.6718 -4.4702 -4.3128
 -8.3272 -8.2039 -8.2044 -8.1622 -8.0209 -7.8504 -7.6513 -7.4317 -7.2341 -7.0754
 -6.9426 -6.8308 -6.7277 -6.6295 -6.5342 -6.2982 -6.0468 -5.7656 -5.4575 -5.1450
 -4.8561 -4.6064 -4.4011 -4.2402 -4.1191 -4.0290 -3.9623 -3.9112 -3.8641 -3.8177
 -8.2843 -8.1203 -7.9797 -7.9327 -7.9200 -7.8079 -7.6533 -7.4646 -7.2546 -7.0635
 -6.9098 -6.7817 -6.6718 -6.5693 -6.4710 -6.2325 -5.9848 -5.7110 -5.4102 -5.0998
 -4.8073 -4.5517 -4.3398 -4.1724 -4.0459 -3.9529 -3.8852 -3.8364 -3.7996 -3.7643
 -3.7279
 -8.2697 -8.0884 -7.9219 -7.7688 -7.6763 -7.6533 -7.5889 -7.4585 -7.2890 -7.0929
 -6.9080 -6.7577 -6.6333 -6.5246 -6.4221 -6.1786 -5.9326 -5.6659 -5.3736 -5.0677
 -4.7728 -4.5100 -4.2892 -4.1125 -3.9775 -3.8783 -3.8074 -3.7577 -3.7232 -3.6976
 -3.6722
 -8.2395 -8.0718 -7.9033 -7.7343 -7.5729 -7.4509 -7.3860 -7.3429 -7.2570 -7.1169
 -6.9403 -6.7636 -6.6170 -6.4956 -6.3879 -6.1380 -5.8916 -5.6299 -5.3453 -5.0447
 -4.7489 -4.4794 -4.2488 -4.0612 -3.9153 -3.8070 -3.7304 -3.6781 -3.6435 -3.6203
 -3.6038
 -8.3232 -8.0915 -7.8960 -7.7332 -7.5638 -7.3975 -7.2576 -7.1572 -7.0898 -7.0285
 -6.9392 -6.8030 -6.6384 -6.4936 -6.3737 -6.1160 -5.8688 -5.6115 -5.3349 -5.0415
 -4.7471 -4.4718 -4.2305 -4.0298 -3.8701 -3.7485 -3.6611 -3.6020 -3.5644 -3.5415
 -3.5276
 -8.4527 -8.1475 -7.9104 -7.7347 -7.5771 -7.4094 -7.2408 -7.0901 -6.9683 -6.8736
 -6.7973 -6.7255 -6.6405 -6.5202 -6.3810 -6.1082 -5.8603 -5.6068 -5.3376 -5.0521
 -4.7613 -4.4822 -4.2312 -4.0171 -3.8423 -3.7054 -3.6039 -3.5335 -3.4886 -3.4628
 -3.4492
 -8.6282 -8.2398 -7.9773 -7.7631 -7.5868 -7.4350 -7.2712 -7.1027 -6.9457 -6.8103
 -6.6979 -6.6039 -6.5225 -6.4466 -6.4098 -6.1146 -5.8661 -5.6158 -5.3534
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  u   
 -8.7216 -8.5849 -8.4261 -8.2477 -8.0518 -7.8793 -7.7345 -7.6110 -7.5033 -7.4066
 -7.3171 -7.2313 -7.1463 -7.0597 -6.9705 -6.7490 -6.5113 -6.2423 -5.9703
 -8.7473 -8.5765 -8.4020 -8.2244 -8.0188 -7.8371 -7.6903 -7.5647 -7.4504 -7.3473
 -7.2498 -7.1557 -7.0644 -6.9746 -6.8856 -6.6612 -6.4241 -6.1580 -5.8762 -5.5858
 -8.7709 -8.5945 -8.4099 -8.2182 -8.0128 -7.7986 -7.6271 -7.4887 -7.3668 -7.2616
 -7.1638 -7.0705 -6.9803 -6.8920 -6.8044 -6.5820 -6.3438 -6.0798 -5.7924 -5.4976
 -5.2155
 -8.7547 -8.6079 -8.4224 -8.2293 -8.0225 -7.7959 -7.5870 -7.4250 -7.2945 -7.1790
 -7.0791 -6.9854 -6.8958 -6.8087 -6.7228 -6.5049 -6.2704 -6.0077 -5.7189 -5.4215
 -5.1383 -4.8840
 -8.5398 -8.5411 -8.4104 -8.2330 -8.0363 -7.8197 -7.5851 -7.3871 -7.2335 -7.1059
 -6.9994 -6.9033 -6.8126 -6.7256 -6.6404 -6.4273 -6.1988 -5.9417 -5.6557 -5.3575
 -5.0722 -4.8165 -4.5977 -4.4185
 -8.3537 -8.2909 -8.3062 -8.1970 -8.0320 -7.8381 -7.6179 -7.3878 -7.2002 -7.0533
 -6.9306 -6.8286 -6.7348 -6.6461 -6.5604 -6.3497 -6.1276 -5.8786 -5.5992 -5.3031
 -5.0157 -4.7567 -4.5345 -4.3524 -4.2087 -4.0978 -4.0132 -3.9450 -3.8833 -3.8263
 -8.3021 -8.1414 -8.0409 -8.0494 -7.9728 -7.8258 -7.6424 -7.4272 -7.2076 -7.0263
 -6.8847 -6.7669 -6.6672 -6.5749 -6.4869 -6.2758 -6.0586 -5.8181 -5.5481 -5.2571
 -4.9689 -4.7056 -4.4781 -4.2904 -4.1417 -4.0271 -3.9402 -3.8745 -3.8224 -3.7747
 -3.7298
 -8.2860 -8.1029 -7.9362 -7.8061 -7.7741 -7.7384 -7.6176 -7.4528 -7.2517 -7.0438
 -6.8675 -6.7291 -6.6149 -6.5168 -6.4251 -6.2100 -5.9955 -5.7630 -5.5029 -5.2194
 -4.9327 -4.6651 -4.4309 -4.2356 -4.0795 -3.9586 -3.8673 -3.7991 -3.7489 -3.7104
 -3.6746
 -8.2687 -8.0892 -7.9135 -7.7414 -7.5921 -7.5098 -7.4785 -7.4021 -7.2651 -7.0856
 -6.8900 -6.7210 -6.5852 -6.4740 -6.3768 -6.1551 -5.9405 -5.7135 -5.4624 -5.1875
 -4.9039 -4.6331 -4.3917 -4.1875 -4.0220 -3.8927 -3.7950 -3.7229 -3.6708 -3.6344
 -3.6076
 -8.3586 -8.1167 -7.9114 -7.7392 -7.5643 -7.4031 -7.2844 -7.2170 -7.1646 -7.0757
 -6.9345 -6.7605 -6.5945 -6.4595 -6.3494 -6.1182 -5.9017 -5.6786 -5.4362 -5.1711
 -4.8935 -4.6215 -4.3730 -4.1583 -3.9809 -3.8396 -3.7316 -3.6519 -3.5958 -3.5575
 -3.5324
 -8.5075 -8.1854 -7.9347 -7.7483 -7.5796 -7.4045 -7.2366 -7.0966 -6.9946 -6.9220
 -6.8552 -6.7679 -6.6385 -6.4823 -6.3477 -6.0969 -5.8772 -5.6562 -5.4207 -5.1654
 -4.8952 -4.6246 -4.3708 -4.1458 -3.9557 -3.8008 -3.6798 -3.5891 -3.5248 -3.4823
 -3.4559
 -8.7152 -8.2953 -7.9834 -7.7724 -7.5990 -7.4352 -7.2626 -7.0917 -6.9396 -6.8155
 -6.7183 -6.6393 -6.5662 -6.4855 -6.3717 -6.0912 -5.8670 -5.6463 -5.4159
