 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F460M
  0.3057  0.1635  0.0502 -0.0002 -0.0658 -0.1322 -0.1912 -0.2483 -0.3102 -0.3900
 -0.4666 -0.5420 -0.6157 -0.6871 -0.7573 -0.9231 -1.0719 -1.1671 -1.3628
  0.2365  0.1726  0.1016  0.0202 -0.0693 -0.1476 -0.2154 -0.2807 -0.3444 -0.4195
 -0.4958 -0.5713 -0.6454 -0.7178 -0.7886 -0.9556 -1.1045 -1.2426 -1.3857 -1.5435
  0.2168  0.1594  0.0955  0.0250 -0.0523 -0.1369 -0.2216 -0.2958 -0.3652 -0.4359
 -0.5104 -0.5849 -0.6587 -0.7313 -0.8025 -0.9716 -1.1231 -1.2608 -1.4055 -1.5615
 -1.7129
  0.1891  0.1376  0.0793  0.0147 -0.0559 -0.1309 -0.2088 -0.2901 -0.3692 -0.4452
 -0.5189 -0.5917 -0.6640 -0.7358 -0.8070 -0.9782 -1.1339 -1.2759 -1.4200 -1.5745
 -1.7255 -1.8701
  0.1505  0.1071  0.0556 -0.0032 -0.0685 -0.1384 -0.2105 -0.2846 -0.3623 -0.4416
 -0.5196 -0.5943 -0.6664 -0.7370 -0.8071 -0.9789 -1.1387 -1.2850 -1.4308 -1.5840
 -1.7348 -1.8792 -2.0173 -2.1497
  0.1023  0.0652  0.0222 -0.0290 -0.0874 -0.1519 -0.2199 -0.2900 -0.3626 -0.4371
 -0.5131 -0.5890 -0.6632 -0.7353 -0.8057 -0.9766 -1.1391 -1.2898 -1.4380 -1.5906
 -1.7415 -1.8860 -2.0240 -2.1563 -2.2834 -2.4060 -2.5247 -2.6399 -2.7521 -2.8616
  0.0470  0.0138 -0.0221 -0.0655 -0.1155 -0.1729 -0.2353 -0.3009 -0.3704 -0.4412
 -0.5129 -0.5850 -0.6574 -0.7295 -0.8006 -0.9729 -1.1367 -1.2914 -1.4413 -1.5942
 -1.7458 -1.8909 -2.0291 -2.1614 -2.2883 -2.4103 -2.5281 -2.6422 -2.7530 -2.8610
 -2.9669
 -0.0128 -0.0441 -0.0765 -0.1136 -0.1560 -0.2041 -0.2587 -0.3184 -0.3836 -0.4513
 -0.5198 -0.5886 -0.6574 -0.7265 -0.7958 -0.9674 -1.1327 -1.2895 -1.4407 -1.5942
 -1.7474 -1.8938 -2.0327 -2.1653 -2.2923 -2.4142 -2.5315 -2.6448 -2.7546 -2.8614
 -2.9656
 -0.0746 -0.1051 -0.1370 -0.1738 -0.2089 -0.2500 -0.2957 -0.3470 -0.4055 -0.4687
 -0.5338 -0.5997 -0.6657 -0.7316 -0.7978 -0.9645 -1.1292 -1.2864 -1.4395 -1.5930
 -1.7481 -1.8968 -2.0373 -2.1708 -2.2983 -2.4204 -2.5379 -2.6512 -2.7607 -2.8667
 -2.9694
 -0.1357 -0.1661 -0.1987 -0.2331 -0.2692 -0.3068 -0.3461 -0.3889 -0.4372 -0.4936
 -0.5535 -0.6154 -0.6783 -0.7414 -0.8047 -0.9640 -1.1244 -1.2820 -1.4343 -1.5864
 -1.7417 -1.8930 -2.0360 -2.1710 -2.2994 -2.4221 -2.5399 -2.6531 -2.7624 -2.8679
 -2.9721
 -0.1939 -0.2280 -0.2629 -0.2984 -0.3344 -0.3709 -0.4078 -0.4451 -0.4846 -0.5311
 -0.5835 -0.6395 -0.6978 -0.7573 -0.8175 -0.9693 -1.1231 -1.2774 -1.4286 -1.5798
 -1.7333 -1.8855 -2.0312 -2.1689 -2.2989 -2.4228 -2.5413 -2.6549 -2.7643 -2.8699
 -2.9721
 -0.2480 -0.3041 -0.3494 -0.3870 -0.4199 -0.4504 -0.4806 -0.5121 -0.5463 -0.5844
 -0.6272 -0.6751 -0.7267 -0.7808 -0.8366 -0.9801 -1.1266 -1.2753 -1.4250
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F460M
  0.2377  0.1444  0.0686  0.0052 -0.0625 -0.1311 -0.1989 -0.2658 -0.3261 -0.4023
 -0.4815 -0.5592 -0.6348 -0.7080 -0.7791 -0.9475 -1.1007 -1.2229 -1.3734
  0.2452  0.1759  0.0911  0.0009 -0.0711 -0.1424 -0.2154 -0.2862 -0.3527 -0.4304
 -0.5104 -0.5891 -0.6657 -0.7400 -0.8120 -0.9822 -1.1339 -1.2680 -1.3971 -1.5414
  0.2364  0.1755  0.1076  0.0299 -0.0606 -0.1458 -0.2207 -0.2950 -0.3659 -0.4412
 -0.5208 -0.5998 -0.6770 -0.7521 -0.8250 -0.9973 -1.1516 -1.2873 -1.4177 -1.5608
 -1.7095
  0.2200  0.1641  0.1026  0.0345 -0.0412 -0.1252 -0.2145 -0.2965 -0.3717 -0.4446
 -0.5225 -0.6009 -0.6781 -0.7536 -0.8271 -1.0016 -1.1598 -1.2999 -1.4332 -1.5748
