 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F606W
  0.5510  2.4178  3.5348  2.3536 -0.8045 -5.1103 -4.1266 -2.3089 -1.1826 -1.0178
 -0.8405 -0.7616 -1.1349 -1.6218 -1.7618 -1.3415
 -2.4116 -1.5001 -0.7452 -0.9871 -2.0908 -3.9604 -3.5148 -2.6655 -2.0055 -1.7135
 -1.4834 -1.3672 -1.4744 -1.6452 -1.6643 -1.3031 -1.0682 -0.9282 -0.9170
 -3.5747 -3.2268 -2.7905 -2.5806 -2.5888 -2.9858 -2.8366 -2.5670 -2.2692 -2.0074
 -1.8082 -1.6871 -1.6395 -1.6144 -1.5524 -1.2572 -1.0530 -0.9249 -0.8670 -0.8214
 -0.7326
 -2.9383 -2.7623 -2.6011 -2.4269 -2.2983 -2.1866 -2.0920 -2.0136 -1.9737 -1.8994
 -1.8147 -1.7213 -1.6301 -1.5292 -1.4261 -1.2038 -1.0383 -0.9250 -0.8477 -0.7940
 -0.7547 -0.7239 -0.6984
 -2.6420 -2.5132 -2.3894 -2.2590 -2.1441 -2.0380 -1.9428 -1.8589 -1.7853 -1.7177
 -1.6491 -1.5753 -1.4999 -1.4222 -1.3424 -1.1606 -1.0243 -0.9292 -0.8619 -0.8126
 -0.7752 -0.7456 -0.7211 -0.7015 -0.6872
 -2.3584 -2.2686 -2.1778 -2.0838 -1.9888 -1.8963 -1.8090 -1.7284 -1.6550 -1.5882
 -1.5261 -1.4655 -1.4029 -1.3410 -1.2762 -1.1260 -1.0107 -0.9298 -0.8719 -0.8282
 -0.7940 -0.7665 -0.7436 -0.7243 -0.7083 -0.6965
 -2.0875 -2.0285 -1.9663 -1.9013 -1.8325 -1.7615 -1.6906 -1.6221 -1.5570 -1.4956
 -1.4383 -1.3842 -1.3319 -1.2808 -1.2275 -1.1000 -0.9975 -0.9268 -0.8777 -0.8408
 -0.8111 -0.7866 -0.7660 -0.7481 -0.7326 -0.7197 -0.7101 -0.7080 -0.7159 -0.7304
 -1.8293 -1.7929 -1.7549 -1.7155 -1.6728 -1.6260 -1.5759 -1.5245 -1.4729 -1.4219
 -1.3722 -1.3243 -1.2783 -1.2338 -1.1898 -1.0802 -0.9872 -0.9205 -0.8772 -0.8472
 -0.8236 -0.8038 -0.7867 -0.7716 -0.7579 -0.7457 -0.7346 -0.7281 -0.7300 -0.7421
 -0.7617
 -1.5957 -1.5748 -1.5546 -1.5349 -1.5134 -1.4888 -1.4602 -1.4278 -1.3923 -1.3547
 -1.3154 -1.2755 -1.2359 -1.1970 -1.1583 -1.0637 -0.9784 -0.9138 -0.8715 -0.8459
 -0.8287 -0.8152 -0.8032 -0.7923 -0.7819 -0.7721 -0.7635 -0.7555 -0.7520 -0.7569
 -0.7730
 -1.3855 -1.3787 -1.3730 -1.3683 -1.3626 -1.3550 -1.3444 -1.3298 -1.3107 -1.2871
 -1.2599 -1.2297 -1.1975 -1.1644 -1.1308 -1.0469 -0.9688 -0.9063 -0.8637 -0.8386
 -0.8256 -0.8184 -0.8130 -0.8078 -0.8024 -0.7965 -0.7907 -0.7855 -0.7819 -0.7828
 -0.7884
 -1.1991 -1.2056 -1.2116 -1.2171 -1.2228 -1.2272 -1.2298 -1.2295 -1.2254 -1.2160
 -1.2013 -1.1821 -1.1592 -1.1334 -1.1054 -1.0312 -0.9597 -0.8994 -0.8563 -0.8297
 -0.8170 -0.8136 -0.8143 -0.8158 -0.8167 -0.8163 -0.8151 -0.8134 -0.8119 -0.8115
 -0.8121
 -1.0456 -1.0555 -1.0676 -1.0815 -1.0956 -1.1084 -1.1203 -1.1302 -1.1372 -1.1394
 -1.1365 -1.1287 -1.1163 -1.0994 -1.0785 -1.0157 -0.9500 -0.8923 -0.8488 -0.8212
