 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F182M
  0.5108  0.5772  0.6899  0.7554  0.7538  0.7670  0.8392  0.9253  0.9731  0.9723
  0.9439  0.8927  0.8332  0.7712  0.7045  0.5328  0.3630  0.1986  0.0392
  0.5533  0.5678  0.6044  0.6431  0.6858  0.7348  0.7857  0.8322  0.8680  0.8885
  0.8888  0.8640  0.8153  0.7527  0.6858  0.5169  0.3513  0.1897  0.0321 -0.1215
  0.5794  0.5699  0.5659  0.5806  0.6254  0.6780  0.7208  0.7570  0.7895  0.8167
  0.8297  0.8222  0.7874  0.7305  0.6656  0.4998  0.3379  0.1798  0.0248 -0.1261
 -0.2727
  0.5891  0.5835  0.5744  0.5679  0.5726  0.5966  0.6445  0.6997  0.7376  0.7569
  0.7666  0.7673  0.7495  0.7046  0.6439  0.4815  0.3228  0.1689  0.0172 -0.1313
 -0.2755 -0.4156
  0.5702  0.5755  0.5735  0.5676  0.5625  0.5651  0.5808  0.6110  0.6526  0.6908
  0.7086  0.7083  0.6990  0.6700  0.6187  0.4624  0.3063  0.1562  0.0089 -0.1370
 -0.2793 -0.4175 -0.5514 -0.6817
  0.5168  0.5380  0.5489  0.5522  0.5507  0.5484  0.5504  0.5613  0.5805  0.6037
  0.6256  0.6361  0.6324  0.6172  0.5815  0.4415  0.2886  0.1416 -0.0011 -0.1432
 -0.2836 -0.4203 -0.5527 -0.6811 -0.8059 -0.9274 -1.0460 -1.1620 -1.2753 -1.3838
  0.4255  0.4659  0.4941  0.5118  0.5209  0.5237  0.5239  0.5261  0.5330  0.5439
  0.5540  0.5592  0.5565  0.5478  0.5250  0.4133  0.2696  0.1256 -0.0130 -0.1505
 -0.2881 -0.4235 -0.5549 -0.6822 -0.8054 -0.9252 -1.0419 -1.1557 -1.2671 -1.3761
 -1.4810
  0.2985  0.3580  0.4055  0.4412  0.4653  0.4795  0.4861  0.4888  0.4911  0.4950
  0.4995  0.5004  0.4943  0.4817  0.4639  0.3733  0.2465  0.1084 -0.0268 -0.1595
 -0.2929 -0.4264 -0.5572 -0.6839 -0.8064 -0.9250 -1.0403 -1.1525 -1.2618 -1.3690
 -1.4741
  0.1481  0.2211  0.2852  0.3391  0.3807  0.4101  0.4284  0.4383  0.4428  0.4452
  0.4471  0.4471  0.4419  0.4292  0.4111  0.3301  0.2168  0.0878 -0.0436 -0.1726
 -0.3015 -0.4317 -0.5614 -0.6882 -0.8108 -0.9293 -1.0440 -1.1552 -1.2633 -1.3688
 -1.4720
 -0.0128  0.0643  0.1390  0.2077  0.2664  0.3123  0.3458  0.3675  0.3800  0.3863
  0.3892  0.3900  0.3877  0.3796  0.3647  0.2920  0.1883  0.0680 -0.0586 -0.1846
 -0.3095 -0.4351 -0.5617 -0.6874 -0.8101 -0.9289 -1.0438 -1.1549 -1.2624 -1.3669
 -1.4703
 -0.1815 -0.1013 -0.0214  0.0549  0.1253  0.1867  0.2358  0.2723  0.2972  0.3125
  0.3208  0.3246  0.3255  0.3226  0.3140  0.2571  0.1607  0.0484 -0.0730 -0.1963
 -0.3187 -0.4407 -0.5632 -0.6861 -0.8077 -0.9266 -1.0421 -1.1537 -1.2616 -1.3661
 -1.4675
 -0.3581 -0.2757 -0.1879 -0.1108 -0.0338  0.0374  0.0998  0.1513  0.1906  0.2186
  0.2369  0.2477  0.2535  0.2554  0.2590  0.2254  0.1340  0.0290 -0.0868
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F182M
  0.5990  0.6537  0.7132  0.7742  0.8330  0.8855  0.9278  0.9571  0.9715  0.9694
  0.9477  0.9054  0.8474  0.7812  0.7116  0.5381  0.3671  0.2013  0.0402
  0.5583  0.5947  0.6410  0.6934  0.7475  0.7993  0.8449  0.8810  0.9054  0.9162
  0.9089  0.8792  0.8282  0.7645  0.6966  0.5245  0.3559  0.1925  0.0341 -0.1197
  0.5624  0.5633  0.5879  0.6314  0.6723  0.7163  0.7600  0.7988  0.8300  0.8509
  0.8577  0.8442  0.8060  0.7477  0.6815  0.5114  0.3449  0.1837  0.0277 -0.1236
 -0.2704
  0.5873  0.5668  0.5681  0.5881  0.6202  0.6583  0.6971  0.7322  0.7604  0.7825
  0.7962  0.7966  0.7759  0.7287  0.6663  0.4988  0.3341  0.1749  0.0210 -0.1282
 -0.2727 -0.4130
  0.6061  0.5975  0.5843  0.5833  0.5950  0.6157  0.6424  0.6723  0.7034  0.7305
  0.7420  0.7435  0.7334  0.7032  0.6492  0.4863  0.3231  0.1659  0.0141 -0.1332
 -0.2760 -0.4144 -0.5486 -0.6791
  0.6029  0.6021  0.5939  0.5810  0.5677  0.5599  0.5626  0.5786  0.6075  0.6467
  0.6789  0.6901  0.6859  0.6665  0.6263  0.4734  0.3120  0.1564  0.0068 -0.1384
 -0.2798 -0.4168 -0.5495 -0.6782 -0.8033 -0.9251 -1.0439 -1.1600 -1.2733 -1.3817
  0.5726  0.5837  0.5851  0.5793  0.5687  0.5572  0.5487  0.5477  0.5554  0.5696
  0.5882  0.6072  0.6158  0.6106  0.5874  0.4583  0.3005  0.1464 -0.0012 -0.1439
 -0.2835 -0.4196 -0.5514 -0.6789 -0.8024 -0.9225 -1.0395 -1.1536 -1.2651 -1.3740
 -1.4788
  0.5085  0.5355  0.5507  0.5565  0.5551  0.5486  0.5395  0.5315  0.5275  0.5283
  0.5319  0.5348  0.5361  0.5342  0.5237  0.4313  0.2872  0.1357 -0.0101 -0.1503
 -0.2873 -0.4220 -0.5533 -0.6803 -0.8031 -0.9220 -1.0376 -1.1500 -1.2597 -1.3669
 -1.4721
  0.4066  0.4547  0.4861  0.5065  0.5178  0.5215  0.5192  0.5132  0.5058  0.4995
  0.4947  0.4895  0.4814  0.4698  0.4568  0.3855  0.2645  0.1215 -0.0220 -0.1600
 -0.2941 -0.4266 -0.5571 -0.6843 -0.8072 -0.9260 -1.0410 -1.1525 -1.2609 -1.3666
 -1.4700
  0.2775  0.3398  0.3884  0.4253  0.4518  0.4690  0.4778  0.4797  0.4763  0.4698
  0.4620  0.4531  0.4419  0.4265  0.4076  0.3388  0.2342  0.1050 -0.0329 -0.1684
 -0.2997 -0.4287 -0.5568 -0.6832 -0.8063 -0.9254 -1.0406 -1.1519 -1.2598 -1.3646
 -1.4682
  0.1332  0.2008  0.2629  0.3148  0.3566  0.3886  0.4108  0.4241  0.4294  0.4283
  0.4229  0.4145  0.4034  0.3887  0.3694  0.2997  0.2023  0.0845 -0.0454 -0.1775
 -0.3066 -0.4327 -0.5574 -0.6814 -0.8036 -0.9229 -1.0387 -1.1506 -1.2588 -1.3636
 -1.4653
 -0.0239  0.0507  0.1190  0.1811  0.2357  0.2814  0.3173  0.3435  0.3602  0.3684
  0.3697  0.3657  0.3576  0.3460  0.3422  0.2682  0.1688  0.0600 -0.0595
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = F182M
  0.6815  0.7432  0.8078  0.8724  0.9329  0.9827  1.0157  1.0285  1.0238  1.0028
  0.9651  0.9122  0.8497  0.7827  0.7140  0.5410  0.3706  0.2043  0.0425
  0.6224  0.6765  0.7357  0.7970  0.8558  0.9068  0.9442  0.9638  0.9689  0.9598
  0.9345  0.8916  0.8340  0.7686  0.7004  0.5287  0.3601  0.1963  0.0374 -0.1167
  0.5788  0.6180  0.6665  0.7200  0.7741  0.8245  0.8652  0.8915  0.9053  0.9069
  0.8948  0.8654  0.8173  0.7559  0.6890  0.5182  0.3508  0.1886  0.0318 -0.1199
 -0.2669
