 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -1.3034 -1.3128 -1.3278 -1.3448 -1.3614 -1.3768 -1.3908 -1.4037 -1.4157 -1.4277
 -1.4406
 -2.6362 -2.4973 -2.3767 -2.2705 -2.1751 -2.0875 -2.0052 -1.9265 -1.8522 -1.7834
 -1.7208 -1.6654 -1.6182 -1.5785 -1.5442 -1.4690 -1.4012 -1.3474 -1.3120
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  r   
 -3.9384 -3.8626 -3.7422 -3.5142 -3.2598 -3.0240 -2.8294 -2.6687 -2.5241 -2.3884
 -2.2602 -2.1407 -2.0308 -1.9304 -1.8391 -1.6502 -1.5002 -1.3779 -1.3064
 -3.6473 -3.4602 -3.3554 -3.2916 -3.1342 -2.9230 -2.7252 -2.5620 -2.4222 -2.2935
 -2.1729 -2.0612 -1.9592 -1.8668 -1.7835 -1.6099 -1.4768 -1.3796 -1.3136 -1.2700
 -3.4894 -3.2799 -3.1025 -2.9692 -2.8990 -2.8141 -2.6572 -2.4912 -2.3504 -2.2281
 -2.1147 -2.0100 -1.9144 -1.8282 -1.7505 -1.5896 -1.4680 -1.3808 -1.3223 -1.2834
 -1.2570
 -3.3787 -3.1767 -2.9894 -2.8205 -2.6818 -2.5848 -2.5214 -2.4302 -2.3012 -2.1807
 -2.0726 -1.9741 -1.8844 -1.8033 -1.7303 -1.5786 -1.4644 -1.3836 -1.3307 -1.2960
 -1.2721 -1.2556
 -3.2905 -3.1030 -2.9213 -2.7526 -2.6016 -2.4688 -2.3605 -2.2798 -2.2174 -2.1363
 -2.0403 -1.9460 -1.8609 -1.7846 -1.7156 -1.5717 -1.4628 -1.3861 -1.3374 -1.3069
 -1.2861 -1.2714 -1.2616 -1.2573
 -3.2222 -3.0431 -2.8717 -2.7069 -2.5547 -2.4177 -2.2959 -2.1903 -2.1043 -2.0406
 -1.9832 -1.9150 -1.8398 -1.7670 -1.7016 -1.5651 -1.4605 -1.3866 -1.3408 -1.3146
 -1.2980 -1.2863 -1.2783 -1.2737 -1.2711 -1.2721 -1.2785 -1.2919 -1.3127 -1.3389
 -3.1596 -2.9909 -2.8305 -2.6732 -2.5235 -2.3861 -2.2625 -2.1529 -2.0569 -1.9761
 -1.9102 -1.8560 -1.8024 -1.7445 -1.6854 -1.5565 -1.4563 -1.3843 -1.3401 -1.3175
 -1.3060 -1.2987 -1.2939 -1.2914 -1.2909 -1.2915 -1.2952 -1.3039 -1.3196 -1.3431
 -1.3741
 -3.1087 -2.9445 -2.7946 -2.6453 -2.5008 -2.3645 -2.2404 -2.1293 -2.0314 -1.9459
 -1.8731 -1.8113 -1.7580 -1.7092 -1.6607 -1.5438 -1.4490 -1.3790 -1.3353 -1.3147
 -1.3081 -1.3064 -1.3063 -1.3073 -1.3094 -1.3107 -1.3132 -1.3195 -1.3317 -1.3515
 -1.3798
 -3.0759 -2.9088 -2.7615 -2.6195 -2.4808 -2.3478 -2.2240 -2.1116 -2.0117 -1.9244
 -1.8492 -1.7850 -1.7288 -1.6784 -1.6322 -1.5265 -1.4373 -1.3704 -1.3271 -1.3069
 -1.3035 -1.3076 -1.3134 -1.3195 -1.3256 -1.3318 -1.3386 -1.3476 -1.3589 -1.3723
 -1.3876
 -3.0679 -2.8894 -2.7375 -2.5995 -2.4666 -2.3378 -2.2152 -2.1020 -2.0001 -1.9099
 -1.8319 -1.7655 -1.7085 -1.6578 -1.6114 -1.5097 -1.4251 -1.3607 -1.3178 -1.2964
 -1.2936 -1.3014 -1.3131 -1.3254 -1.3369 -1.3477 -1.3581 -1.3683 -1.3788 -1.3907
 -1.4036
 -3.0899 -2.8873 -2.7245 -2.5850 -2.4558 -2.3310 -2.2111 -2.0977 -1.9938 -1.9007
 -1.8189 -1.7489 -1.6896 -1.6387 -1.5932 -1.4940 -1.4125 -1.3502 -1.3081 -1.2855
 -1.2812 -1.2900 -1.3056 -1.3235 -1.3413 -1.3578 -1.3734 -1.3877 -1.4013 -1.4149
 -1.4293
 -3.1362 -2.9026 -2.7224 -2.5755 -2.4476 -2.3268 -2.2101 -2.0982 -1.9928 -1.8967
 -1.8112 -1.7368 -1.6732 -1.6197 -1.5739 -1.4786 -1.4001 -1.3395 -1.2982
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.1378 -3.9644 -3.6716 -3.3745 -3.0966 -2.8632 -2.6887 -2.5410 -2.4067 -2.2834
 -2.1676 -2.0589 -1.9576 -1.8640 -1.7784 -1.5996 -1.4635 -1.3605 -1.2873
 -3.7315 -3.6528 -3.5543 -3.3140 -3.0525 -2.8147 -2.6228 -2.4709 -2.3379 -2.2182
 -2.1067 -2.0026 -1.9063 -1.8180 -1.7379 -1.5730 -1.4495 -1.3581 -1.2934 -1.2500
 -3.5702 -3.3642 -3.2473 -3.1888 -3.0186 -2.7945 -2.5906 -2.4264 -2.2921 -2.1750
 -2.0674 -1.9676 -1.8756 -1.7916 -1.7157 -1.5599 -1.4439 -1.3592 -1.3003 -1.2613
 -1.2355
 -3.4941 -3.2640 -3.0691 -2.9242 -2.8456 -2.7539 -2.5810 -2.4060 -2.2622 -2.1444
 -2.0398 -1.9437 -1.8555 -1.7752 -1.7027 -1.5540 -1.4430 -1.3624 -1.3072 -1.2716
 -1.2485 -1.2330
 -3.4455 -3.2180 -3.0096 -2.8263 -2.6742 -2.5613 -2.4882 -2.3882 -2.2491 -2.1223
 -2.0183 -1.9252 -1.8402 -1.7631 -1.6935 -1.5507 -1.4437 -1.3658 -1.3132 -1.2803
 -1.2601 -1.2467 -1.2381 -1.2329
 -3.4133 -3.1915 -2.9833 -2.7926 -2.6217 -2.4738 -2.3522 -2.2598 -2.1896 -2.1024
 -2.0016 -1.9092 -1.8263 -1.7520 -1.6850 -1.5475 -1.4438 -1.3680 -1.3172 -1.2866
 -1.2695 -1.2592 -1.2527 -1.2496 -1.2486 -1.2514 -1.2600 -1.2761 -1.2992 -1.3248
 -3.3948 -3.1774 -2.9717 -2.7807 -2.6064 -2.4507 -2.3130 -2.1931 -2.0937 -2.0173
 -1.9538 -1.8867 -1.8127 -1.7404 -1.6754 -1.5426 -1.4422 -1.3681 -1.3184 -1.2895
 -1.2755 -1.2691 -1.2659 -1.2651 -1.2664 -1.2688 -1.2744 -1.2856 -1.3042 -1.3304
 -1.3602
 -3.3863 -3.1738 -2.9705 -2.7798 -2.6044 -2.4451 -2.3025 -2.1757 -2.0645 -1.9690
 -1.8904 -1.8293 -1.7759 -1.7207 -1.6632 -1.5352 -1.4379 -1.3655 -1.3164 -1.2885
 -1.2771 -1.2749 -1.2761 -1.2789 -1.2828 -1.2881 -1.2937 -1.3019 -1.3154 -1.3363
 -1.3659
 -3.3935 -3.1759 -2.9766 -2.7868 -2.6096 -2.4483 -2.3028 -2.1722 -2.0563 -1.9544
 -1.8664 -1.7933 -1.7337 -1.6833 -1.6365 -1.5229 -1.4295 -1.3591 -1.3108 -1.2832
 -1.2733 -1.2750 -1.2814 -1.2892 -1.2972 -1.3055 -1.3146 -1.3259 -1.3396 -1.3553
 -1.3729
 -3.4256 -3.1966 -2.9914 -2.8051 -2.6278 -2.4631 -2.3142 -2.1804 -2.0608 -1.9545
 -1.8615 -1.7818 -1.7153 -1.6595 -1.6111 -1.5078 -1.4186 -1.3508 -1.3031 -1.2751
 -1.2651 -1.2690 -1.2802 -1.2936 -1.3069 -1.3197 -1.3324 -1.3449 -1.3579 -1.3722
 -1.3895
 -3.4936 -3.2217 -3.0121 -2.8275 -2.6542 -2.4886 -2.3351 -2.1967 -2.0731 -1.9627
 -1.8651 -1.7803 -1.7081 -1.6477 -1.5962 -1.4918 -1.4071 -1.3400 -1.2934 -1.2651
 -1.2542 -1.2584 -1.2726 -1.2911 -1.3102 -1.3286 -1.3461 -1.3626 -1.3786 -1.3946
 -1.4113
 -3.6070 -3.2815 -3.0454 -2.8547 -2.6814 -2.5193 -2.3665 -2.2230 -2.0936 -1.9783
 -1.8760 -1.7859 -1.7081 -1.6422 -1.5869 -1.4788 -1.3953 -1.3294 -1.2827
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  r   
 -4.1784 -3.9283 -3.6041 -3.3072 -3.0356 -2.8055 -2.6314 -2.4881 -2.3604 -2.2408
 -2.1298 -2.0256 -1.9282 -1.8377 -1.7543 -1.5782 -1.4453 -1.3466 -1.2746
 -3.8246 -3.7708 -3.5561 -3.2712 -3.0057 -2.7674 -2.5803 -2.4313 -2.3031 -2.1863
 -2.0785 -1.9780 -1.8844 -1.7980 -1.7189 -1.5549 -1.4332 -1.3440 -1.2805 -1.2371
 -3.6014 -3.4341 -3.3834 -3.2410 -2.9958 -2.7613 -2.5574 -2.3970 -2.2657 -2.1505
 -2.0456 -1.9484 -1.8583 -1.7755 -1.7000 -1.5441 -1.4290 -1.3454 -1.2867 -1.2473
 -1.2218
 -3.5332 -3.2955 -3.1187 -3.0280 -2.9509 -2.7631 -2.5587 -2.3822 -2.2422 -2.1254
 -2.0226 -1.9283 -1.8413 -1.7616 -1.6890 -1.5395 -1.4289 -1.3488 -1.2932 -1.2566
 -1.2335 -1.2186
 -3.5041 -3.2562 -3.0384 -2.8616 -2.7339 -2.6578 -2.5513 -2.3867 -2.2325 -2.1080
 -2.0050 -1.9127 -1.8283 -1.7513 -1.6814 -1.5373 -1.4303 -1.3525 -1.2989 -1.2645
 -1.2439 -1.2310 -1.2231 -1.2188
 -3.4944 -3.2455 -3.0194 -2.8193 -2.6494 -2.5095 -2.4048 -2.3281 -2.2276 -2.1013
 -1.9911 -1.8993 -1.8167 -1.7419 -1.6743 -1.5350 -1.4312 -1.3552 -1.3031 -1.2704
 -1.2521 -1.2420 -1.2363 -1.2339 -1.2349 -1.2400 -1.2498 -1.2656 -1.2880 -1.3154
 -3.5005 -3.2512 -3.0219 -2.8149 -2.6313 -2.4716 -2.3343 -2.2192 -2.1303 -2.0579
 -1.9754 -1.8877 -1.8057 -1.7323 -1.6665 -1.5314 -1.4305 -1.3560 -1.3049 -1.2735
 -1.2573 -1.2505 -1.2480 -1.2480 -1.2504 -1.2553 -1.2632 -1.2755 -1.2938 -1.3207
 -1.3513
 -3.5167 -3.2701 -3.0386 -2.8271 -2.6371 -2.4689 -2.3208 -2.1912 -2.0792 -1.9853
 -1.9103 -1.8479 -1.7861 -1.7209 -1.6574 -1.5257 -1.4275 -1.3544 -1.3040 -1.2733
 -1.2587 -1.2550 -1.2567 -1.2603 -1.2654 -1.2719 -1.2791 -1.2890 -1.3040 -1.3260
 -1.3562
 -3.5478 -3.2953 -3.0650 -2.8501 -2.6547 -2.4805 -2.3260 -2.1893 -2.0690 -1.9639
 -1.8739 -1.7994 -1.7402 -1.6886 -1.6379 -1.5160 -1.4206 -1.3492 -1.2995 -1.2691
 -1.2557 -1.2548 -1.2609 -1.2693 -1.2784 -1.2880 -1.2986 -1.3101 -1.3235 -1.3410
 -1.3628
 -3.6017 -3.3328 -3.1020 -2.8878 -2.6881 -2.5072 -2.3466 -2.2040 -2.0777 -1.9662
 -1.8689 -1.7855 -1.7160 -1.6591 -1.6104 -1.5037 -1.4116 -1.3422 -1.2929 -1.2623
 -1.2488 -1.2495 -1.2593 -1.2729 -1.2871 -1.3011 -1.3151 -1.3290 -1.3436 -1.3595
 -1.3783
 -3.6907 -3.3851 -3.1448 -2.9314 -2.7327 -2.5471 -2.3791 -2.2300 -2.0978 -1.9805
 -1.8771 -1.7873 -1.7107 -1.6471 -1.5937 -1.4880 -1.4010 -1.3323 -1.2839 -1.2532
 -1.2391 -1.2400 -1.2520 -1.2700 -1.2897 -1.3091 -1.3278 -1.3457 -1.3631 -1.3806
 -1.3985
 -3.8310 -3.4642 -3.1986 -2.9793 -2.7817 -2.5967 -2.4243 -2.2676 -2.1283 -2.0047
 -1.8954 -1.7992 -1.7161 -1.6457 -1.5869 -1.4752 -1.3902 -1.3221 -1.2733
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  r   
 -4.2025 -3.8676 -3.5381 -3.2499 -2.9952 -2.7689 -2.5927 -2.4463 -2.3208 -2.2046
 -2.0971 -1.9966 -1.9027 -1.8151 -1.7338 -1.5594 -1.4272 -1.3292 -1.2598
 -3.9600 -3.8127 -3.5229 -3.2272 -2.9671 -2.7364 -2.5508 -2.4011 -2.2727 -2.1586
 -2.0536 -1.9560 -1.8650 -1.7805 -1.7025 -1.5384 -1.4163 -1.3281 -1.2655 -1.2223
 -3.6419 -3.5618 -3.4750 -3.2294 -2.9649 -2.7313 -2.5325 -2.3737 -2.2422 -2.1284
 -2.0256 -1.9306 -1.8425 -1.7609 -1.6859 -1.5289 -1.4129 -1.3296 -1.2713 -1.2315
 -1.2058
 -3.5581 -3.3298 -3.2098 -3.1567 -2.9742 -2.7427 -2.5357 -2.3625 -2.2234 -2.1076
 -2.0060 -1.9133 -1.8277 -1.7487 -1.6763 -1.5251 -1.4132 -1.3330 -1.2773 -1.2399
 -1.2164 -1.2019
 -3.5444 -3.2801 -3.0656 -2.9169 -2.8405 -2.7389 -2.5518 -2.3692 -2.2165 -2.0937
 -1.9912 -1.8998 -1.8163 -1.7396 -1.6695 -1.5234 -1.4150 -1.3368 -1.2828 -1.2472
 -1.2256 -1.2129 -1.2057 -1.2026
 -3.5573 -3.2817 -3.0415 -2.8405 -2.6825 -2.5690 -2.4901 -2.3763 -2.2251 -2.0891
 -1.9800 -1.8885 -1.8062 -1.7314 -1.6633 -1.5217 -1.4163 -1.3398 -1.2870 -1.2528
 -1.2328 -1.2224 -1.2173 -1.2157 -1.2170 -1.2226 -1.2342 -1.2529 -1.2779 -1.3042
 -3.5901 -3.3067 -3.0548 -2.8351 -2.6482 -2.4928 -2.3649 -2.2661 -2.1861 -2.0888
 -1.9754 -1.8789 -1.7968 -1.7231 -1.6565 -1.5188 -1.4163 -1.3413 -1.2892 -1.2559
 -1.2374 -1.2295 -1.2273 -1.2281 -1.2316 -1.2378 -1.2467 -1.2605 -1.2812 -1.3090
 -1.3391
 -3.6346 -3.3494 -3.0890 -2.8577 -2.6565 -2.4832 -2.3354 -2.2083 -2.1013 -2.0149
 -1.9415 -1.8645 -1.7873 -1.7144 -1.6488 -1.5143 -1.4141 -1.3405 -1.2889 -1.2561
 -1.2389 -1.2332 -1.2345 -1.2388 -1.2450 -1.2528 -1.2629 -1.2752 -1.2914 -1.3136
 -1.3444
 -3.6943 -3.4020 -3.1366 -2.8966 -2.6841 -2.4993 -2.3393 -2.2005 -2.0796 -1.9749
 -1.8864 -1.8132 -1.7521 -1.6946 -1.6366 -1.5063 -1.4086 -1.3363 -1.2853 -1.2529
 -1.2365 -1.2329 -1.2377 -1.2464 -1.2565 -1.2673 -1.2793 -1.2926 -1.3078 -1.3263
 -1.3505
 -3.7751 -3.4643 -3.1975 -2.9542 -2.7327 -2.5366 -2.3659 -2.2172 -2.0875 -1.9739
 -1.8750 -1.7901 -1.7191 -1.6615 -1.6115 -1.4968 -1.4015 -1.3305 -1.2798 -1.2473
 -1.2310 -1.2284 -1.2360 -1.2491 -1.2639 -1.2790 -1.2943 -1.3099 -1.3262 -1.3440
 -1.3645
 -3.8867 -3.5419 -3.2649 -3.0200 -2.7954 -2.5909 -2.4092 -2.2505 -2.1118 -1.9902
 -1.8837 -1.7912 -1.7119 -1.6458 -1.5911 -1.4827 -1.3921 -1.3221 -1.2720 -1.2392
 -1.2226 -1.2202 -1.2294 -1.2461 -1.2658 -1.2859 -1.3058 -1.3251 -1.3441 -1.3635
 -1.3828
 -4.0473 -3.6435 -3.3424 -3.0902 -2.8644 -2.6573 -2.4681 -2.2991 -2.1506 -2.0204
 -1.9060 -1.8060 -1.7196 -1.6461 -1.5848 -1.4699 -1.3830 -1.3124 -1.2623
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  r   
 -4.2072 -3.8373 -3.5030 -3.2187 -2.9685 -2.7461 -2.5686 -2.4150 -2.2873 -2.1749
 -2.0696 -1.9716 -1.8804 -1.7954 -1.7161 -1.5436 -1.4104 -1.3133 -1.2441
 -3.9621 -3.8209 -3.4966 -3.1974 -2.9379 -2.7124 -2.5296 -2.3769 -2.2478 -2.1353
 -2.0319 -1.9364 -1.8476 -1.7649 -1.6881 -1.5239 -1.3999 -1.3109 -1.2487 -1.2056
 -3.7434 -3.7050 -3.4950 -3.2078 -2.9396 -2.7047 -2.5121 -2.3538 -2.2223 -2.1094
 -2.0077 -1.9144 -1.8279 -1.7476 -1.6732 -1.5150 -1.3966 -1.3123 -1.2539 -1.2139
 -1.1879
 -3.5821 -3.3969 -3.3532 -3.2092 -2.9602 -2.7214 -2.5149 -2.3454 -2.2072 -2.0917
 -1.9908 -1.8992 -1.8148 -1.7367 -1.6646 -1.5115 -1.3970 -1.3155 -1.2594 -1.2214
 -1.1972 -1.1829
 -3.5679 -3.2980 -3.1079 -3.0225 -2.9439 -2.7453 -2.5352 -2.3524 -2.2026 -2.0804
 -1.9782 -1.8874 -1.8046 -1.7285 -1.6584 -1.5101 -1.3988 -1.3192 -1.2645 -1.2281
 -1.2053 -1.1925 -1.1858 -1.1833
 -3.5997 -3.3006 -3.0549 -2.8670 -2.7424 -2.6686 -2.5494 -2.3737 -2.2116 -2.0776
 -1.9689 -1.8775 -1.7955 -1.7209 -1.6526 -1.5087 -1.4004 -1.3224 -1.2686 -1.2333
 -1.2117 -1.2005 -1.1957 -1.1950 -1.1976 -1.2048 -1.2178 -1.2378 -1.2639 -1.2910
 -3.6591 -3.3413 -3.0708 -2.8457 -2.6649 -2.5249 -2.4213 -2.3378 -2.2242 -2.0871
 -1.9664 -1.8695 -1.7872 -1.7134 -1.6464 -1.5061 -1.4008 -1.3242 -1.2710 -1.2364
 -1.2160 -1.2064 -1.2041 -1.2056 -1.2100 -1.2174 -1.2283 -1.2440 -1.2662 -1.2951
 -1.3256
 -3.7386 -3.4081 -3.1192 -2.8725 -2.6657 -2.4943 -2.3533 -2.2362 -2.1417 -2.0595
 -1.9669 -1.8661 -1.7801 -1.7059 -1.6395 -1.5020 -1.3992 -1.3241 -1.2713 -1.2371
 -1.2176 -1.2098 -1.2100 -1.2147 -1.2217 -1.2306 -1.2421 -1.2561 -1.2743 -1.2987
 -1.3305
 -3.8294 -3.4881 -3.1886 -2.9246 -2.6981 -2.5073 -2.3470 -2.2110 -2.0940 -1.9938
 -1.9099 -1.8364 -1.7645 -1.6957 -1.6306 -1.4952 -1.3944 -1.3206 -1.2685 -1.2346
 -1.2160 -1.2097 -1.2126 -1.2209 -1.2315 -1.2434 -1.2567 -1.2712 -1.2882 -1.3094
 -1.3357
 -3.9416 -3.5819 -3.2751 -3.0021 -2.7596 -2.5508 -2.3739 -2.2234 -2.0941 -1.9816
 -1.8836 -1.7996 -1.7282 -1.6684 -1.6138 -1.4878 -1.3888 -1.3159 -1.2640 -1.2300
 -1.2116 -1.2062 -1.2111 -1.2228 -1.2377 -1.2535 -1.2700 -1.2872 -1.3054 -1.3245
 -1.3479
 -4.0814 -3.6894 -3.3697 -3.0910 -2.8407 -2.6179 -2.4246 -2.2593 -2.1176 -1.9950
 -1.8881 -1.7950 -1.7146 -1.6467 -1.5906 -1.4766 -1.3809 -1.3091 -1.2574 -1.2231
 -1.2044 -1.1993 -1.2055 -1.2199 -1.2389 -1.2593 -1.2801 -1.3007 -1.3215 -1.3428
 -1.3641
 -4.2636 -3.8166 -3.4742 -3.1857 -2.9309 -2.7014 -2.4962 -2.3163 -2.1611 -2.0269
 -1.9104 -1.8091 -1.7212 -1.6458 -1.5823 -1.4639 -1.3732 -1.3004 -1.2490
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  r   
 -4.0982 -3.7367 -3.4266 -3.1653 -2.9246 -2.7121 -2.5427 -2.3937 -2.2625 -2.1505
 -2.0469 -1.9506 -1.8615 -1.7784 -1.7010 -1.5307 -1.3973 -1.2975 -1.2266
 -4.0191 -3.7621 -3.4385 -3.1531 -2.9061 -2.6865 -2.5112 -2.3592 -2.2280 -2.1161
 -2.0138 -1.9196 -1.8324 -1.7513 -1.6757 -1.5118 -1.3850 -1.2934 -1.2303 -1.1870
 -3.8738 -3.7481 -3.4672 -3.1737 -2.9124 -2.6840 -2.4945 -2.3390 -2.2065 -2.0934
 -1.9925 -1.9000 -1.8148 -1.7357 -1.6621 -1.5032 -1.3814 -1.2942 -1.2347 -1.1945
 -1.1681
 -3.6857 -3.5168 -3.4431 -3.2028 -2.9389 -2.7024 -2.4985 -2.3317 -2.1943 -2.0782
 -1.9776 -1.8865 -1.8030 -1.7257 -1.6541 -1.4997 -1.3814 -1.2970 -1.2395 -1.2011
 -1.1763 -1.1617
 -3.5719 -3.3179 -3.1933 -3.1486 -2.9643 -2.7315 -2.5199 -2.3391 -2.1909 -2.0689
 -1.9666 -1.8760 -1.7937 -1.7180 -1.6482 -1.4983 -1.3830 -1.3004 -1.2442 -1.2070
 -1.1833 -1.1699 -1.1637 -1.1618
 -3.6148 -3.3053 -3.0697 -2.9178 -2.8501 -2.7430 -2.5489 -2.3610 -2.1998 -2.0674
 -1.9587 -1.8673 -1.7854 -1.7110 -1.6427 -1.4968 -1.3847 -1.3036 -1.2481 -1.2117
 -1.1890 -1.1768 -1.1721 -1.1721 -1.1760 -1.1839 -1.1982 -1.2203 -1.2474 -1.2757
 -3.6997 -3.3539 -3.0749 -2.8550 -2.6935 -2.5866 -2.5082 -2.3821 -2.2217 -2.0770
 -1.9576 -1.8605 -1.7780 -1.7039 -1.6366 -1.4943 -1.3853 -1.3058 -1.2508 -1.2149
 -1.1931 -1.1820 -1.1790 -1.1810 -1.1861 -1.1946 -1.2071 -1.2247 -1.2487 -1.2786
 -1.3100
 -3.8145 -3.4413 -3.1301 -2.8753 -2.6705 -2.5100 -2.3847 -2.2873 -2.2002 -2.0909
 -1.9671 -1.8591 -1.7720 -1.6973 -1.6302 -1.4903 -1.3840 -1.3061 -1.2517 -1.2160
 -1.1949 -1.1852 -1.1840 -1.1884 -1.1959 -1.2058 -1.2185 -1.2341 -1.2545 -1.2812
 -1.3140
 -3.9407 -3.5508 -3.2173 -2.9348 -2.7007 -2.5101 -2.3554 -2.2272 -2.1191 -2.0278
 -1.9448 -1.8571 -1.7673 -1.6901 -1.6225 -1.4838 -1.3796 -1.3034 -1.2497 -1.2143
 -1.1940 -1.1855 -1.1862 -1.1934 -1.2040 -1.2166 -1.2311 -1.2477 -1.2665 -1.2895
 -1.3182
 -4.0805 -3.6786 -3.3297 -3.0288 -2.7699 -2.5536 -2.3753 -2.2275 -2.1024 -1.9939
 -1.8996 -1.8181 -1.7451 -1.6772 -1.6142 -1.4779 -1.3748 -1.2995 -1.2461 -1.2107
 -1.1905 -1.1829 -1.1852 -1.1949 -1.2089 -1.2250 -1.2424 -1.2610 -1.2810 -1.3030
 -1.3280
 -4.2471 -3.8204 -3.4536 -3.1410 -2.8670 -2.6293 -2.4281 -2.2602 -2.1193 -1.9988
 -1.8938 -1.8019 -1.7219 -1.6525 -1.5937 -1.4695 -1.3684 -1.2938 -1.2405 -1.2048
 -1.1844 -1.1771 -1.1805 -1.1923 -1.2095 -1.2295 -1.2508 -1.2726 -1.2950 -1.3183
 -1.3421
 -4.4405 -3.9762 -3.5878 -3.2618 -2.9780 -2.7285 -2.5092 -2.3214 -2.1626 -2.0277
 -1.9119 -1.8113 -1.7235 -1.6471 -1.5610 -1.4586 -1.3604 -1.2863 -1.2329
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  r   
 -4.0421 -3.6844 -3.3852 -3.1388 -2.8996 -2.6936 -2.5216 -2.3744 -2.2431 -2.1320
 -2.0288 -1.9334 -1.8453 -1.7637 -1.6878 -1.5198 -1.3862 -1.2839 -1.2085
 -4.0722 -3.7203 -3.3999 -3.1234 -2.8856 -2.6714 -2.4940 -2.3447 -2.2124 -2.1012
 -1.9992 -1.9055 -1.8192 -1.7393 -1.6648 -1.5016 -1.3721 -1.2768 -1.2111 -1.1670
 -3.8532 -3.7515 -3.4315 -3.1466 -2.8933 -2.6699 -2.4819 -2.3277 -2.1941 -2.0812
 -1.9802 -1.8880 -1.8034 -1.7251 -1.6522 -1.4932 -1.3679 -1.2767 -1.2147 -1.1735
 -1.1467
