 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -2.0510 -2.0281 -2.2131 -2.2078 -2.1151 -1.9664 -1.7905 -1.6717 -1.5690 -1.4601
 -1.3554 -1.2556 -1.1618 -1.0777 -1.0046 -0.8526 -0.7920 -0.7905 -0.7726
 -2.0404 -1.9480 -1.8731 -1.8309 -1.8219 -1.7870 -1.7022 -1.5997 -1.5003 -1.4036
 -1.3097 -1.2207 -1.1390 -1.0662 -1.0029 -0.8850 -0.8174 -0.7892 -0.7847 -0.7938
 -1.9007 -1.8159 -1.7337 -1.6609 -1.6038 -1.5761 -1.5621 -1.5200 -1.4480 -1.3632
 -1.2796 -1.1991 -1.1246 -1.0581 -1.0005 -0.8931 -0.8314 -0.8066 -0.8041 -0.8133
 -0.8301
 -1.7757 -1.7084 -1.6356 -1.5632 -1.4963 -1.4385 -1.3957 -1.3739 -1.3522 -1.3097
 -1.2482 -1.1799 -1.1134 -1.0528 -1.0000 -0.9009 -0.8432 -0.8208 -0.8202 -0.8300
 -0.8462 -0.8674
 -1.6512 -1.6047 -1.5484 -1.4861 -1.4231 -1.3637 -1.3104 -1.2649 -1.2328 -1.2080
 -1.1809 -1.1422 -1.0945 -1.0440 -0.9968 -0.9055 -0.8510 -0.8308 -0.8322 -0.8439
 -0.8606 -0.8812 -0.9056 -0.9341
 -1.5267 -1.4959 -1.4583 -1.4113 -1.3588 -1.3047 -1.2532 -1.2058 -1.1632 -1.1265
 -1.0974 -1.0729 -1.0462 -1.0155 -0.9825 -0.9049 -0.8538 -0.8349 -0.8384 -0.8537
 -0.8726 -0.8940 -0.9182 -0.9452 -0.9753 -1.0089 -1.0465 -1.0883 -1.1345 -1.1851
 -1.4058 -1.3849 -1.3619 -1.3296 -1.2911 -1.2476 -1.2022 -1.1581 -1.1173 -1.0794
 -1.0451 -1.0158 -0.9915 -0.9697 -0.9479 -0.8946 -0.8507 -0.8314 -0.8376 -0.8573
 -0.8805 -0.9046 -0.9301 -0.9572 -0.9861 -1.0160 -1.0485 -1.0858 -1.1294 -1.1793
 -1.2317
 -1.2923 -1.2767 -1.2612 -1.2404 -1.2143 -1.1837 -1.1488 -1.1115 -1.0749 -1.0405
 -1.0086 -0.9793 -0.9532 -0.9311 -0.9119 -0.8719 -0.8405 -0.8240 -0.8304 -0.8535
 -0.8821 -0.9109 -0.9394 -0.9682 -0.9978 -1.0283 -1.0593 -1.0926 -1.1304 -1.1743
 -1.2254
 -1.1899 -1.1762 -1.1628 -1.1474 -1.1302 -1.1099 -1.0863 -1.0592 -1.0299 -1.0003
 -0.9725 -0.9469 -0.9234 -0.9023 -0.8835 -0.8472 -0.8236 -0.8126 -0.8188 -0.8434
 -0.8765 -0.9111 -0.9445 -0.9769 -1.0088 -1.0405 -1.0726 -1.1057 -1.1415 -1.1803
 -1.2216
 -1.1023 -1.0883 -1.0741 -1.0598 -1.0455 -1.0310 -1.0160 -0.9987 -0.9790 -0.9568
 -0.9343 -0.9132 -0.8937 -0.8757 -0.8594 -0.8264 -0.8058 -0.7984 -0.8053 -0.8290
 -0.8639 -0.9030 -0.9420 -0.9795 -1.0153 -1.0498 -1.0838 -1.1174 -1.1515 -1.1869
 -1.2244
 -1.0313 -1.0122 -0.9950 -0.9795 -0.9655 -0.9529 -0.9416 -0.9311 -0.9197 -0.9064
 -0.8911 -0.8753 -0.8604 -0.8469 -0.8346 -0.8079 -0.7895 -0.7841 -0.7924 -0.8143
 -0.8484 -0.8892 -0.9323 -0.9750 -1.0159 -1.0548 -1.0921 -1.1280 -1.1633 -1.1985
 -1.2347
 -0.9724 -0.9289 -0.9011 -0.8848 -0.8757 -0.8706 -0.8667 -0.8620 -0.8561 -0.8492
 -0.8412 -0.8323 -0.8228 -0.8137 -0.8055 -0.7883 -0.7746 -0.7703 -0.7794
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  i   
 -2.3485 -2.3410 -2.2963 -2.1675 -2.0109 -1.8578 -1.7271 -1.6184 -1.5196 -1.4254
 -1.3355 -1.2498 -1.1688 -1.0931 -1.0240 -0.8803 -0.7976 -0.7658 -0.7552
 -2.1459 -2.0585 -2.0241 -2.0171 -1.9385 -1.8113 -1.6834 -1.5745 -1.4797 -1.3912
 -1.3071 -1.2270 -1.1514 -1.0813 -1.0179 -0.8936 -0.8169 -0.7811 -0.7738 -0.7823
 -2.0230 -1.9225 -1.8355 -1.7750 -1.7590 -1.7318 -1.6459 -1.5425 -1.4499 -1.3666
 -1.2880 -1.2131 -1.1424 -1.0770 -1.0180 -0.9032 -0.8321 -0.7981 -0.7918 -0.8004
 -0.8174
 -1.9208 -1.8305 -1.7400 -1.6540 -1.5849 -1.5444 -1.5291 -1.4928 -1.4212 -1.3443
 -1.2713 -1.2017 -1.1356 -1.0744 -1.0191 -0.9117 -0.8449 -0.8122 -0.8063 -0.8155
 -0.8321 -0.8539
 -1.8226 -1.7480 -1.6677 -1.5867 -1.5106 -1.4423 -1.3887 -1.3554 -1.3372 -1.3025
 -1.2486 -1.1875 -1.1270 -1.0699 -1.0180 -0.9172 -0.8541 -0.8224 -0.8170 -0.8274
 -0.8449 -0.8664 -0.8917 -0.9219
 -1.7257 -1.6639 -1.5978 -1.5271 -1.4555 -1.3873 -1.3244 -1.2692 -1.2269 -1.2009
 -1.1796 -1.1492 -1.1075 -1.0598 -1.0127 -0.9184 -0.8587 -0.8281 -0.8232 -0.8355
 -0.8551 -0.8778 -0.9031 -0.9311 -0.9615 -0.9954 -1.0338 -1.0774 -1.1263 -1.1780
 -1.6242 -1.5745 -1.5217 -1.4648 -1.4035 -1.3412 -1.2811 -1.2250 -1.1741 -1.1308
 -1.0972 -1.0731 -1.0510 -1.0250 -0.9942 -0.9144 -0.8585 -0.8290 -0.8243 -0.8386
 -0.8616 -0.8870 -0.9137 -0.9420 -0.9722 -1.0041 -1.0388 -1.0776 -1.1213 -1.1705
 -1.2248
 -1.5267 -1.4805 -1.4401 -1.3941 -1.3456 -1.2933 -1.2399 -1.1879 -1.1388 -1.0935
 -1.0531 -1.0189 -0.9918 -0.9704 -0.9507 -0.8998 -0.8530 -0.8253 -0.8205 -0.8359
 -0.8625 -0.8921 -0.9218 -0.9520 -0.9828 -1.0135 -1.0456 -1.0809 -1.1209 -1.1665
 -1.2185
 -1.4404 -1.3917 -1.3543 -1.3167 -1.2774 -1.2366 -1.1932 -1.1481 -1.1038 -1.0615
 -1.0223 -0.9868 -0.9556 -0.9296 -0.9088 -0.8701 -0.8392 -0.8170 -0.8127 -0.8281
 -0.8574 -0.8917 -0.9261 -0.9597 -0.9927 -1.0258 -1.0594 -1.0950 -1.1329 -1.1727
 -1.2142
 -1.3742 -1.3179 -1.2752 -1.2373 -1.2046 -1.1714 -1.1379 -1.1025 -1.0656 -1.0286
