 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -6.8709 -6.6791 -6.8814 -6.8052 -6.5625 -6.2170 -5.8125 -5.5576 -5.3089 -5.0479
 -4.7984 -4.5675 -4.3555 -4.1582 -3.9707 -3.5568 -3.1444 -2.7767 -2.5149
 -6.7491 -6.4175 -6.1547 -5.9757 -5.8663 -5.7219 -5.4970 -5.2396 -4.9874 -4.7388
 -4.4998 -4.2779 -4.0751 -3.8892 -3.7166 -3.3265 -2.9837 -2.6993 -2.4812 -2.3135
 -6.4446 -6.1179 -5.8303 -5.5905 -5.3967 -5.2590 -5.1433 -4.9742 -4.7561 -4.5202
 -4.2912 -4.0762 -3.8803 -3.7032 -3.5423 -3.1934 -2.8977 -2.6504 -2.4569 -2.3064
 -2.1847
 -6.1947 -5.8995 -5.6202 -5.3717 -5.1546 -4.9630 -4.7986 -4.6663 -4.5261 -4.3440
 -4.1378 -3.9343 -3.7449 -3.5734 -3.4192 -3.0961 -2.8342 -2.6180 -2.4439 -2.3075
 -2.1961 -2.1010
 -5.9675 -5.7137 -5.4604 -5.2209 -5.0037 -4.8061 -4.6231 -4.4535 -4.3051 -4.1623
 -4.0067 -3.8321 -3.6555 -3.4898 -3.3395 -3.0302 -2.7897 -2.5949 -2.4381 -2.3136
 -2.2112 -2.1232 -2.0450 -1.9746
 -5.7558 -5.5378 -5.3197 -5.1009 -4.8931 -4.7000 -4.5191 -4.3469 -4.1831 -4.0279
 -3.8835 -3.7415 -3.5921 -3.4401 -3.2944 -2.9902 -2.7610 -2.5800 -2.4358 -2.3213
 -2.2272 -2.1463 -2.0741 -2.0079 -1.9438 -1.8837 -1.8304 -1.7863 -1.7531 -1.7317
 -5.5604 -5.3705 -5.1827 -4.9913 -4.7999 -4.6168 -4.4427 -4.2764 -4.1164 -3.9607
 -3.8111 -3.6704 -3.5362 -3.4033 -3.2710 -2.9720 -2.7450 -2.5712 -2.4347 -2.3276
 -2.2412 -2.1676 -2.1018 -2.0413 -1.9846 -1.9304 -1.8799 -1.8349 -1.7966 -1.7676
 -1.7544
 -5.3824 -5.2141 -5.0483 -4.8814 -4.7120 -4.5424 -4.3779 -4.2200 -4.0674 -3.9182
 -3.7725 -3.6323 -3.4992 -3.3731 -3.2515 -2.9698 -2.7408 -2.5680 -2.4346 -2.3314
 -2.2508 -2.1842 -2.1256 -2.0716 -2.0209 -1.9723 -1.9246 -1.8802 -1.8419 -1.8119
 -1.7915
 -5.2225 -5.0705 -4.9204 -4.7675 -4.6194 -4.4678 -4.3154 -4.1661 -4.0219 -3.8810
 -3.7422 -3.6067 -3.4765 -3.3525 -3.2344 -2.9666 -2.7425 -2.5681 -2.4347 -2.3324
 -2.2547 -2.1937 -2.1423 -2.0959 -2.0520 -2.0097 -1.9689 -1.9298 -1.8944 -1.8630
 -1.8351
 -5.0817 -4.9419 -4.8028 -4.6644 -4.5269 -4.3903 -4.2539 -4.1159 -3.9798 -3.8471
 -3.7169 -3.5886 -3.4631 -3.3423 -3.2271 -2.9661 -2.7474 -2.5730 -2.4383 -2.3350
 -2.2570 -2.1984 -2.1523 -2.1131 -2.0770 -2.0421 -2.0081 -1.9747 -1.9424 -1.9123
 -1.8841
 -4.9567 -4.8226 -4.6907 -4.5607 -4.4328 -4.3068 -4.1827 -4.0596 -3.9349 -3.8105
 -3.6883 -3.5681 -3.4495 -3.3336 -3.2217 -2.9661 -2.7510 -2.5773 -2.4417 -2.3375
 -2.2585 -2.1997 -2.1561 -2.1222 -2.0932 -2.0662 -2.0399 -2.0136 -1.9875 -1.9621
 -1.9383
 -4.8313 -4.6835 -4.5511 -4.4299 -4.3158 -4.2057 -4.0968 -3.9872 -3.8766 -3.7653
 -3.6533 -3.5412 -3.4305 -3.3213 -3.2143 -2.9656 -2.7529 -2.5804 -2.4444
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  g   
