 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F322W2
  0.2721  0.1975  0.1366  0.1062  0.1066  0.1248  0.1511  0.1791  0.1961  0.1899
  0.1727  0.1351  0.0787  0.0203 -0.0468 -0.2228 -0.3978 -0.5694 -0.7342
  0.3284  0.2608  0.1959  0.1411  0.0993  0.0725  0.0609  0.0625  0.0724  0.0859
  0.0962  0.0915  0.0589  0.0013 -0.0665 -0.2427 -0.4166 -0.5872 -0.7515 -0.9092
  0.3629  0.3022  0.2387  0.1747  0.1136  0.0628  0.0265  0.0060  0.0013  0.0116
  0.0272  0.0385  0.0266 -0.0206 -0.0850 -0.2592 -0.4319 -0.6014 -0.7653 -0.9221
 -1.0722
  0.3756  0.3217  0.2650  0.2070  0.1495  0.0957  0.0479  0.0096 -0.0172 -0.0330
 -0.0343 -0.0239 -0.0182 -0.0454 -0.1023 -0.2723 -0.4437 -0.6120 -0.7756 -0.9319
 -1.0813 -1.2247
  0.3682  0.3217  0.2722  0.2209  0.1687  0.1177  0.0705  0.0299 -0.0041 -0.0321
 -0.0552 -0.0704 -0.0706 -0.0806 -0.1229 -0.2837 -0.4531 -0.6198 -0.7829 -0.9394
 -1.0885 -1.2312 -1.3681 -1.5002
  0.3395  0.3019  0.2611  0.2177  0.1722  0.1257  0.0799  0.0376  0.0009 -0.0303
 -0.0587 -0.0866 -0.1081 -0.1201 -0.1522 -0.2955 -0.4611 -0.6255 -0.7875 -0.9443
 -1.0938 -1.2363 -1.3727 -1.5039 -1.6305 -1.7531 -1.8724 -1.9885 -2.1014 -2.2111
  0.2884  0.2606  0.2299  0.1960  0.1590  0.1192  0.0776  0.0361 -0.0032 -0.0383
 -0.0696 -0.1000 -0.1321 -0.1542 -0.1834 -0.3122 -0.4696 -0.6305 -0.7900 -0.9466
 -1.0970 -1.2401 -1.3765 -1.5072 -1.6330 -1.7545 -1.8723 -1.9867 -2.0981 -2.2068
 -2.3128
  0.2168  0.1968  0.1761  0.1533  0.1266  0.0959  0.0613  0.0241 -0.0141 -0.0514
 -0.0862 -0.1190 -0.1524 -0.1846 -0.2129 -0.3337 -0.4808 -0.6361 -0.7919 -0.9467
 -1.0976 -1.2419 -1.3790 -1.5099 -1.6354 -1.7562 -1.8730 -1.9862 -2.0961 -2.2032
 -2.3079
  0.1312  0.1149  0.1006  0.0876  0.0719  0.0522  0.0271 -0.0027 -0.0362 -0.0718
 -0.1076 -0.1426 -0.1772 -0.2120 -0.2429 -0.3569 -0.4963 -0.6456 -0.7969 -0.9483
 -1.0983 -1.2437 -1.3824 -1.5143 -1.6402 -1.7609 -1.8773 -1.9898 -2.0987 -2.2045
 -2.3078
  0.0404  0.0233  0.0106  0.0027 -0.0039 -0.0135 -0.0274 -0.0473 -0.0728 -0.1028
 -0.1359 -0.1703 -0.2052 -0.2403 -0.2743 -0.3796 -0.5108 -0.6539 -0.8008 -0.9481
 -1.0950 -1.2398 -1.3797 -1.5132 -1.6402 -1.7615 -1.8779 -1.9900 -2.0983 -2.2032
 -2.3072
 -0.0536 -0.0728 -0.0860 -0.0943 -0.0983 -0.1001 -0.1045 -0.1138 -0.1291 -0.1503
 -0.1766 -0.2069 -0.2395 -0.2734 -0.3077 -0.4055 -0.5277 -0.6635 -0.8056 -0.9492
 -1.0926 -1.2350 -1.3746 -1.5094 -1.6381 -1.7606 -1.8779 -1.9903 -2.0986 -2.2031
 -2.3044
 -0.1509 -0.1734 -0.1854 -0.1974 -0.2019 -0.2022 -0.2012 -0.2017 -0.2070 -0.2179
 -0.2348 -0.2573 -0.2843 -0.3144 -0.3431 -0.4346 -0.5470 -0.6744 -0.8113
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F322W2
  0.2915  0.2581  0.2327  0.2150  0.2043  0.1977  0.1921  0.1854  0.1778  0.1701
  0.1563  0.1273  0.0787  0.0158 -0.0559 -0.2289 -0.3992 -0.5677 -0.7327
  0.2808  0.2319  0.1924  0.1617  0.1393  0.1242  0.1143  0.1067  0.1022  0.1014
  0.0998  0.0866  0.0499 -0.0084 -0.0757 -0.2496 -0.4196 -0.5860 -0.7495 -0.9070
  0.3184  0.2601  0.2053  0.1433  0.1008  0.0703  0.0508  0.0390  0.0330  0.0336
  0.0385  0.0396  0.0209 -0.0277 -0.0923 -0.2655 -0.4355 -0.6007 -0.7630 -0.9194
 -1.0696
  0.3636  0.3040  0.2415  0.1775  0.1168  0.0639  0.0227 -0.0049 -0.0209 -0.0268
 -0.0245 -0.0172 -0.0174 -0.0479 -0.1057 -0.2766 -0.4469 -0.6118 -0.7732 -0.9290
 -1.0784 -1.2218
  0.3802  0.3270  0.2700  0.2100  0.1501  0.0934  0.0425 -0.0005 -0.0339 -0.0567
 -0.0689 -0.0712 -0.0682 -0.0770 -0.1203 -0.2845 -0.4548 -0.6197 -0.7805 -0.9362
 -1.0852 -1.2279 -1.3650 -1.4973
  0.3787  0.3317  0.2809  0.2268  0.1707  0.1149  0.0628  0.0174 -0.0205 -0.0525
 -0.0789 -0.0995 -0.1096 -0.1170 -0.1424 -0.2909 -0.4601 -0.6250 -0.7853 -0.9410
 -1.0902 -1.2328 -1.3693 -1.5007 -1.6276 -1.7505 -1.8701 -1.9864 -2.0994 -2.2090
  0.3618  0.3208  0.2765  0.2287  0.1784  0.1269  0.0758  0.0283 -0.0134 -0.0481
 -0.0782 -0.1067 -0.1324 -0.1493 -0.1712 -0.2987 -0.4641 -0.6283 -0.7879 -0.9434
 -1.0933 -1.2363 -1.3728 -1.5037 -1.6297 -1.7515 -1.8697 -1.9844 -2.0960 -2.2047
 -2.3107
  0.3260  0.2932  0.2563  0.2159  0.1726  0.1271  0.0803  0.0338 -0.0103 -0.0498
 -0.0838 -0.1148 -0.1460 -0.1741 -0.1985 -0.3132 -0.4685 -0.6307 -0.7891 -0.9437
 -1.0939 -1.2379 -1.3751 -1.5061 -1.6318 -1.7529 -1.8700 -1.9835 -2.0938 -2.2011
 -2.3058
  0.2697  0.2465  0.2179  0.1860  0.1507  0.1128  0.0724  0.0302 -0.0125 -0.0541
 -0.0925 -0.1276 -0.1611 -0.1947 -0.2242 -0.3346 -0.4788 -0.6358 -0.7921 -0.9451
 -1.0948 -1.2398 -1.3783 -1.5103 -1.6363 -1.7573 -1.8740 -1.9868 -2.0961 -2.2022
 -2.3057
  0.1984  0.1806  0.1598  0.1365  0.1105  0.0816  0.0495  0.0144 -0.0235 -0.0631
 -0.1026 -0.1409 -0.1775 -0.2134 -0.2479 -0.3542 -0.4911 -0.6406 -0.7933 -0.9437
 -1.0914 -1.2361 -1.3757 -1.5091 -1.6361 -1.7576 -1.8743 -1.9867 -2.0954 -2.2007
 -2.3050
  0.1184  0.1001  0.0842  0.0677  0.0498  0.0300  0.0072 -0.0190 -0.0493 -0.0833
 -0.1199 -0.1579 -0.1959 -0.2335 -0.2705 -0.3740 -0.5048 -0.6481 -0.7960 -0.9433
 -1.0884 -1.2312 -1.3707 -1.5054 -1.6340 -1.7567 -1.8741 -1.9868 -2.0954 -2.2003
 -2.3019
  0.0310  0.0128 -0.0027 -0.0160 -0.0285 -0.0415 -0.0561 -0.0732 -0.0943 -0.1201
 -0.1503 -0.1842 -0.2203 -0.2575 -0.2920 -0.3940 -0.5199 -0.6583 -0.8002
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F322W2
  0.3223  0.2964  0.2791  0.2709  0.2715  0.2732  0.2675  0.2506  0.2289  0.2045
  0.1733  0.1291  0.0712  0.0054 -0.0631 -0.2350 -0.4031 -0.5664 -0.7282
  0.2888  0.2548  0.2295  0.2133  0.2051  0.2016  0.1964  0.1805  0.1628  0.1454
  0.1251  0.0938  0.0449 -0.0176 -0.0855 -0.2577 -0.4251 -0.5866 -0.7462 -0.9031
  0.2810  0.2343  0.1977  0.1706  0.1525  0.1419  0.1335  0.1183  0.1017  0.0872
  0.0739  0.0554  0.0206 -0.0343 -0.1001 -0.2726 -0.4407 -0.6019 -0.7600 -0.9154
 -1.0655
  0.3201  0.2631  0.2017  0.1532  0.1175  0.0935  0.0780  0.0621  0.0447  0.0301
  0.0193  0.0093 -0.0097 -0.0508 -0.1109 -0.2820 -0.4512 -0.6131 -0.7705 -0.9248
 -1.0739 -1.2173
  0.3684  0.3094  0.2470  0.1855  0.1293  0.0818  0.0457  0.0207 -0.0010 -0.0197
 -0.0335 -0.0425 -0.0511 -0.0738 -0.1220 -0.2877 -0.4576 -0.6206 -0.7781 -0.9317
 -1.0803 -1.2231 -1.3603 -1.4930
  0.3862  0.3344  0.2792  0.2209  0.1619  0.1063  0.0570  0.0155 -0.0187 -0.0464
 -0.0683 -0.0849 -0.0969 -0.1091 -0.1391 -0.2914 -0.4612 -0.6253 -0.7831 -0.9365
 -1.0849 -1.2274 -1.3641 -1.4958 -1.6231 -1.7464 -1.8665 -1.9833 -2.0965 -2.2057
  0.3865  0.3402  0.2912  0.2382  0.1823  0.1257  0.0719  0.0245 -0.0154 -0.0495
 -0.0793 -0.1047 -0.1261 -0.1447 -0.1666 -0.2953 -0.4630 -0.6276 -0.7860 -0.9393
 -1.0878 -1.2305 -1.3671 -1.4983 -1.6247 -1.7469 -1.8656 -1.9808 -2.0928 -2.2015
 -2.3070
  0.3755  0.3336  0.2895  0.2421  0.1910  0.1375  0.0838  0.0329 -0.0127 -0.0513
 -0.0841 -0.1138 -0.1419 -0.1675 -0.1932 -0.3024 -0.4640 -0.6283 -0.7869 -0.9402
 -1.0879 -1.2319 -1.3690 -1.5002 -1.6262 -1.7477 -1.8654 -1.9795 -2.0902 -2.1978
 -2.3024
  0.3515  0.3159  0.2774  0.2348  0.1889  0.1401  0.0897  0.0393 -0.0089 -0.0527
 -0.0907 -0.1241 -0.1553 -0.1859 -0.2159 -0.3194 -0.4679 -0.6306 -0.7890 -0.9419
 -1.0903 -1.2340 -1.3720 -1.5040 -1.6303 -1.7517 -1.8688 -1.9821 -2.0920 -2.1986
 -2.3023
  0.3133  0.2847  0.2530  0.2168  0.1767  0.1335  0.0880  0.0414 -0.0057 -0.0513
 -0.0940 -0.1327 -0.1679 -0.2019 -0.2355 -0.3383 -0.4750 -0.6305 -0.7877 -0.9398
 -1.0873 -1.2308 -1.3696 -1.5027 -1.6298 -1.7516 -1.8687 -1.9816 -2.0908 -2.1966
 -2.3014
  0.2600  0.2377  0.2123  0.1836  0.1503  0.1138  0.0748  0.0337 -0.0092 -0.0530
 -0.0964 -0.1385 -0.1782 -0.2160 -0.2529 -0.3560 -0.4873 -0.6339 -0.7870 -0.9376
 -1.0838 -1.2263 -1.3650 -1.4991 -1.6276 -1.7504 -1.8681 -1.9812 -2.0902 -2.1957
 -2.2978
  0.1908  0.1734  0.1539  0.1320  0.1063  0.0773  0.0457  0.0116 -0.0249 -0.0637
 -0.1043 -0.1459 -0.1875 -0.2283 -0.2681 -0.3725 -0.5048 -0.6408 -0.7869
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value =F322W2
  0.3697  0.3513  0.3413  0.3394  0.3469  0.3542  0.3508  0.3299  0.2942  0.2483
  0.1935  0.1310  0.0637 -0.0054 -0.0744 -0.2438 -0.4086 -0.5688 -0.7250
  0.3242  0.2990  0.2827  0.2758  0.2766  0.2829  0.2857  0.2687  0.2408  0.2044
  0.1595  0.1052  0.0424 -0.0254 -0.0946 -0.2658 -0.4311 -0.5899 -0.7440 -0.8976
  0.2938  0.2607  0.2366  0.2223  0.2177  0.2210  0.2247  0.2116  0.1889  0.1597
  0.1240  0.0798  0.0252 -0.0386 -0.1068 -0.2791 -0.4459 -0.6051 -0.7584 -0.9102
 -1.0595
  0.2853  0.2402  0.2052  0.1805  0.1665  0.1624  0.1648  0.1562  0.1369  0.1125
  0.0839  0.0495  0.0056 -0.0501 -0.1148 -0.2867 -0.4550 -0.6154 -0.7689 -0.9196
 -1.0676 -1.2110
  0.3284  0.2631  0.2058  0.1609  0.1301  0.1131  0.1074  0.1014  0.0849  0.0634
  0.0392  0.0121 -0.0209 -0.0652 -0.1225 -0.2908 -0.4600 -0.6219 -0.7763 -0.9266
 -1.0736 -1.2161 -1.3535 -1.4865
  0.3755  0.3157  0.2538  0.1934  0.1395  0.0962  0.0686  0.0545  0.0377  0.0163
 -0.0068 -0.0305 -0.0561 -0.0885 -0.1341 -0.2929 -0.4623 -0.6254 -0.7811 -0.9314
 -1.0779 -1.2198 -1.3566 -1.4886 -1.6163 -1.7403 -1.8610 -1.9784 -2.0922 -2.2014
  0.3937  0.3420  0.2872  0.2299  0.1724  0.1190  0.0742  0.0402  0.0126 -0.0150
 -0.0421 -0.0683 -0.0939 -0.1199 -0.1541 -0.2947 -0.4628 -0.6268 -0.7837 -0.9345
 -1.0807 -1.2223 -1.3588 -1.4903 -1.6171 -1.7400 -1.8593 -1.9753 -2.0880 -2.1971
 -2.3023
  0.3931  0.3468  0.2986  0.2473  0.1932  0.1383  0.0865  0.0418  0.0052 -0.0272
 -0.0589 -0.0899 -0.1198 -0.1496 -0.1810 -0.2987 -0.4623 -0.6267 -0.7844 -0.9358
 -1.0820 -1.2236 -1.3601 -1.4914 -1.6179 -1.7400 -1.8584 -1.9731 -2.0845 -2.1929
 -2.2999
  0.3841  0.3398  0.2959  0.2499  0.2007  0.1487  0.0960  0.0458  0.0007 -0.0384
 -0.0728 -0.1051 -0.1373 -0.1700 -0.2041 -0.3099 -0.4638 -0.6277 -0.7861 -0.9380
 -1.0844 -1.2261 -1.3629 -1.4946 -1.6213 -1.7432 -1.8610 -1.9750 -2.0856 -2.1931
 -2.2973
  0.3691  0.3277  0.2871  0.2450  0.2002  0.1524  0.1022  0.0514  0.0022 -0.0432
 -0.0836 -0.1197 -0.1535 -0.1873 -0.2228 -0.3269 -0.4648 -0.6255 -0.7839 -0.9360
 -1.0823 -1.2239 -1.3609 -1.4932 -1.6203 -1.7425 -1.8601 -1.9737 -2.0836 -2.1902
 -2.2937
  0.3471  0.3098  0.2722  0.2340  0.1933  0.1495  0.1028  0.0544  0.0054 -0.0425
 -0.0877 -0.1293 -0.1674 -0.2036 -0.2401 -0.3445 -0.4738 -0.6241 -0.7812 -0.9332
 -1.0793 -1.2205 -1.3574 -1.4901 -1.6180 -1.7409 -1.8590 -1.9726 -2.0823 -2.1885
 -2.2914
  0.3118  0.2795  0.2475  0.2137  0.1780  0.1388  0.0964  0.0518  0.0055 -0.0414
 -0.0879 -0.1328 -0.1755 -0.2159 -0.2560 -0.3627 -0.4908 -0.6235 -0.7780
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value =F322W2
  0.3986  0.3844  0.3783  0.3789  0.3876  0.3953  0.3919  0.3692  0.3242  0.2668
  0.2015  0.1319  0.0608 -0.0100 -0.0796 -0.2485 -0.4117 -0.5701 -0.7245
  0.3479  0.3276  0.3159  0.3130  0.3172  0.3263  0.3316  0.3137  0.2793  0.2321
  0.1750  0.1108  0.0422 -0.0282 -0.0984 -0.2697 -0.4342 -0.5919 -0.7442 -0.8948
  0.3103  0.2825  0.2638  0.2548  0.2549  0.2628  0.2709  0.2599  0.2339  0.1962
  0.1484  0.0920  0.0286 -0.0393 -0.1092 -0.2820 -0.4482 -0.6068 -0.7585 -0.9077
 -1.0558
  0.2879  0.2509  0.2231  0.2053  0.1980  0.2008  0.2093  0.2051  0.1857  0.1560
  0.1173  0.0701  0.0147 -0.0482 -0.1158 -0.2887 -0.4565 -0.6165 -0.7688 -0.9172
 -1.0638 -1.2069
  0.3002  0.2452  0.2019  0.1704  0.1510  0.1437  0.1469  0.1483  0.1347  0.1111
  0.0800  0.0418 -0.0042 -0.0589 -0.1214 -0.2919 -0.4608 -0.6223 -0.7758 -0.9242
 -1.0698 -1.2117 -1.3492 -1.4825
  0.3584  0.2935  0.2300  0.1737  0.1301  0.1027  0.0918  0.0909  0.0818  0.0628
  0.0372  0.0061 -0.0307 -0.0754 -0.1297 -0.2933 -0.4625 -0.6252 -0.7801 -0.9289
 -1.0740 -1.2152 -1.3518 -1.4839 -1.6119 -1.7363 -1.8573 -1.9750 -2.0890 -2.1982
  0.3911  0.3356  0.2769  0.2169  0.1599  0.1107  0.0733  0.0525  0.0379  0.0180
 -0.0062 -0.0338 -0.0647 -0.1004 -0.1443 -0.2943 -0.4625 -0.6261 -0.7823 -0.9319
 -1.0768 -1.2175 -1.3536 -1.4851 -1.6122 -1.7354 -1.8551 -1.9715 -2.0846 -2.1939
 -2.2988
  0.3983  0.3497  0.2986  0.2445  0.1886  0.1343  0.0861  0.0484  0.0207 -0.0059
 -0.0354 -0.0662 -0.0975 -0.1306 -0.1674 -0.2970 -0.4616 -0.6256 -0.7828 -0.9332
 -1.0783 -1.2187 -1.3546 -1.4858 -1.6125 -1.7349 -1.8536 -1.9689 -2.0809 -2.1894
 -2.2943
  0.3913  0.3463  0.3007  0.2527  0.2017  0.1488  0.0970  0.0502  0.0110 -0.0221
 -0.0537 -0.0865 -0.1206 -0.1558 -0.1925 -0.3058 -0.4624 -0.6262 -0.7843 -0.9356
 -1.0810 -1.2215 -1.3574 -1.4888 -1.6154 -1.7376 -1.8558 -1.9702 -2.0813 -2.1892
 -2.2937
  0.3798  0.3365  0.2940  0.2503  0.2043  0.1554  0.1047  0.0547  0.0081 -0.0334
 -0.0703 -0.1048 -0.1391 -0.1748 -0.2125 -0.3207 -0.4620 -0.6236 -0.7819 -0.9337
 -1.0793 -1.2199 -1.3559 -1.4874 -1.6143 -1.7365 -1.8544 -1.9684 -2.0787 -2.1857
 -2.2897
  0.3664  0.3244  0.2834  0.2429  0.2004  0.1555  0.1078  0.0587  0.0097 -0.0370
 -0.0802 -0.1198 -0.1566 -0.1930 -0.2307 -0.3380 -0.4681 -0.6212 -0.7789 -0.9308
 -1.0766 -1.2171 -1.3530 -1.4847 -1.6120 -1.7347 -1.8529 -1.9669 -2.0769 -2.1836
 -2.2823
  0.3511  0.3073  0.2693  0.2310  0.1921  0.1506  0.1064  0.0599  0.0119 -0.0361
 -0.0828 -0.1272 -0.1688 -0.2083 -0.2471 -0.3577 -0.4807 -0.6190 -0.7753
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value =F322W2
  0.4298  0.4204  0.4167  0.4195  0.4308  0.4398  0.4345  0.4051  0.3489  0.2811
  0.2078  0.1330  0.0588 -0.0138 -0.0844 -0.2534 -0.4152 -0.5720 -0.7264
  0.3746  0.3591  0.3520  0.3527  0.3602  0.3719  0.3779  0.3568  0.3133  0.2549
  0.1875  0.1158  0.0426 -0.0301 -0.1015 -0.2734 -0.4372 -0.5940 -0.7450 -0.8928
  0.3307  0.3083  0.2950  0.2910  0.2956  0.3071  0.3180  0.3076  0.2761  0.2284
  0.1691  0.1027  0.0325 -0.0392 -0.1108 -0.2845 -0.4504 -0.6084 -0.7592 -0.9058
 -1.0520
  0.2987  0.2681  0.2468  0.2352  0.2337  0.2418  0.2548  0.2544  0.2337  0.1970
  0.1474  0.0885  0.0235 -0.0454 -0.1158 -0.2903 -0.4578 -0.6174 -0.7690 -0.9154
 -1.0600 -1.2025
  0.2877  0.2449  0.2120  0.1897  0.1785  0.1787  0.1887  0.1961  0.1851  0.1584
  0.1190  0.0693  0.0117 -0.0519 -0.1194 -0.2927 -0.4614 -0.6225 -0.7754 -0.9221
 -1.0660 -1.2071 -1.3443 -1.4774
  0.3295  0.2643  0.2089  0.1665  0.1384  0.1246  0.1247  0.1331  0.1306  0.1127
  0.0827  0.0425 -0.0061 -0.0621 -0.1243 -0.2933 -0.4625 -0.6248 -0.7792 -0.9267
 -1.0701 -1.2103 -1.3465 -1.4786 -1.6068 -1.7314 -1.8528 -1.9711 -2.0856 -2.1953
  0.3809  0.3207  0.2578  0.1969  0.1435  0.1025  0.0789  0.0744  0.0736  0.0619
  0.0392  0.0075 -0.0322 -0.0792 -0.1335 -0.2935 -0.4620 -0.6252 -0.7809 -0.9294
 -1.0729 -1.2125 -1.3480 -1.4794 -1.6066 -1.7301 -1.8502 -1.9670 -2.0807 -2.1907
 -2.2962
  0.3995  0.3480  0.2934  0.2361  0.1788  0.1262  0.0826  0.0523  0.0367  0.0201
 -0.0030 -0.0316 -0.0653 -0.1045 -0.1500 -0.2947 -0.4607 -0.6243 -0.7810 -0.9306
 -1.0744 -1.2138 -1.3488 -1.4797 -1.6064 -1.7290 -1.8481 -1.9638 -2.0763 -2.1856
 -2.2914
  0.3973  0.3510  0.3033  0.2526  0.1994  0.1458  0.0958  0.0536  0.0222 -0.0026
 -0.0298 -0.0614 -0.0963 -0.1338 -0.1745 -0.3010 -0.4610 -0.6247 -0.7823 -0.9329
 -1.0773 -1.2168 -1.3517 -1.4824 -1.6088 -1.7311 -1.8496 -1.9645 -2.0761 -2.1845
 -2.2899
  0.3865  0.3430  0.2992  0.2541  0.2062  0.1560  0.1052  0.0572  0.0151 -0.0200
 -0.0515 -0.0839 -0.1190 -0.1569 -0.1972 -0.3124 -0.4598 -0.6217 -0.7797 -0.9311
 -1.0760 -1.2156 -1.3505 -1.4811 -1.6074 -1.7296 -1.8477 -1.9621 -2.0729 -2.1805
 -2.2852
  0.3755  0.3317  0.2899  0.2476  0.2041  0.1580  0.1098  0.0609  0.0138 -0.0295
 -0.0685 -0.1046 -0.1404 -0.1776 -0.2173 -0.3295 -0.4627 -0.6188 -0.7765 -0.9283
 -1.0736 -1.2134 -1.3483 -1.4789 -1.6053 -1.7276 -1.8458 -1.9600 -2.0705 -2.1777
 -2.2773
  0.3641  0.3209  0.2795  0.2390  0.1983  0.1553  0.1103  0.0632  0.0154 -0.0317
 -0.0764 -0.1183 -0.1578 -0.1964 -0.2348 -0.3523 -0.4697 -0.6160 -0.7727
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value =F322W2
  0.4625  0.4560  0.4667  0.4838  0.4970  0.4977  0.4792  0.4358  0.3676  0.2914
  0.2128  0.1344  0.0577 -0.0166 -0.0883 -0.2585 -0.4191 -0.5743 -0.7276
  0.4034  0.3924  0.3892  0.3933  0.4044  0.4181  0.4236  0.3960  0.3411  0.2723
  0.1972  0.1203  0.0438 -0.0311 -0.1038 -0.2769 -0.4403 -0.5962 -0.7461 -0.8918
  0.3539  0.3368  0.3286  0.3292  0.3381  0.3531  0.3657  0.3536  0.3133  0.2546
  0.1855  0.1116  0.0364 -0.0383 -0.1115 -0.2867 -0.4524 -0.6100 -0.7600 -0.9048
 -1.0483
  0.3141  0.2897  0.2744  0.2687  0.2727  0.2854  0.3018  0.3036  0.2787  0.2327
  0.1723  0.1038  0.0315 -0.0419 -0.1149 -0.2914 -0.4589 -0.6181 -0.7693 -0.9141
 -1.0565 -1.1977
  0.2886  0.2545  0.2297  0.2150  0.2109  0.2175  0.2328  0.2447  0.2346  0.2025
  0.1534  0.0928  0.0256 -0.0448 -0.1165 -0.2930 -0.4617 -0.6225 -0.7750 -0.9205
 -1.0624 -1.2022 -1.3389 -1.4719
  0.3118  0.2457  0.2048  0.1758  0.1589  0.1547  0.1628  0.1777  0.1804  0.1621
  0.1256  0.0753  0.0157 -0.0497 -0.1183 -0.2929 -0.4623 -0.6242 -0.7781 -0.9246
 -1.0665 -1.2054 -1.3409 -1.4728 -1.6012 -1.7262 -1.8479 -1.9663 -2.0811 -2.1910
  0.3596  0.2941  0.2304  0.1751  0.1336  0.1085  0.1008  0.1083  0.1175  0.1113
  0.0874  0.0486 -0.0014 -0.0593 -0.1226 -0.2920 -0.4614 -0.6242 -0.7793 -0.9270
 -1.0691 -1.2075 -1.3423 -1.4732 -1.6004 -1.7240 -1.8443 -1.9616 -2.0758 -2.1861
 -2.2919
  0.3942  0.3391  0.2805  0.2202  0.1630  0.1138  0.0772  0.0585  0.0579  0.0552
  0.0400  0.0118 -0.0278 -0.0765 -0.1322 -0.2917 -0.4597 -0.6229 -0.7791 -0.9279
 -1.0706 -1.2088 -1.3430 -1.4733 -1.5997 -1.7224 -1.8417 -1.9577 -2.0707 -2.1806
 -2.2867
  0.4003  0.3523  0.3017  0.2481  0.1927  0.1391  0.0917  0.0550  0.0311  0.0172
 -0.0013 -0.0284 -0.0627 -0.1036 -0.1511 -0.2954 -0.4595 -0.6230 -0.7802 -0.9301
 -1.0736 -1.2120 -1.3460 -1.4758 -1.6017 -1.7239 -1.8426 -1.9579 -2.0700 -2.1789
 -2.2848
  0.3923  0.3484  0.3029  0.2557  0.2057  0.1541  0.1037  0.0585  0.0220 -0.0053
 -0.0293 -0.0577 -0.0922 -0.1315 -0.1749 -0.3021 -0.4574 -0.6198 -0.7774 -0.9282
 -1.0724 -1.2111 -1.3450 -1.4746 -1.6002 -1.7219 -1.8401 -1.9547 -2.0660 -2.1761
 -2.2787
  0.3802  0.3366  0.2942  0.2511  0.2061  0.1587  0.1098  0.0618  0.0176 -0.0204
 -0.0530 -0.0842 -0.1183 -0.1564 -0.1984 -0.3172 -0.4577 -0.6164 -0.7740 -0.9254
 -1.0702 -1.2093 -1.3433 -1.4728 -1.5981 -1.7197 -1.8377 -1.9521 -2.0629 -2.1706
 -2.2685
  0.3697  0.3263  0.2838  0.2428  0.2007  0.1570  0.1112  0.0641  0.0173 -0.0272
 -0.0678 -0.1052 -0.1416 -0.1792 -0.2216 -0.3407 -0.4604 -0.6128 -0.7700
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value =F322W2
  0.4969  0.4930  0.5111  0.5348  0.5476  0.5423  0.5206  0.4601  0.3811  0.2990
  0.2169  0.1361  0.0576 -0.0183 -0.0913 -0.2633 -0.4237 -0.5773 -0.7291
  0.4339  0.4270  0.4271  0.4342  0.4474  0.4630  0.4671  0.4298  0.3623  0.2850
  0.2048  0.1245  0.0456 -0.0310 -0.1052 -0.2801 -0.4435 -0.5986 -0.7476 -0.8918
  0.3791  0.3672  0.3636  0.3684  0.3810  0.3988  0.4124  0.3957  0.3438  0.2746
  0.1980  0.1191  0.0406 -0.0364 -0.1113 -0.2885 -0.4544 -0.6116 -0.7611 -0.9045
 -1.0455
  0.3326  0.3140  0.3043  0.3040  0.3130  0.3300  0.3491  0.3513  0.3187  0.2616
  0.1917  0.1159  0.0387 -0.0380 -0.1132 -0.2921 -0.4599 -0.6188 -0.7696 -0.9133
 -1.0535 -1.1929
