 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -0.7162  1.0534  2.2822  1.3295 -1.7062 -6.2362 -5.0925 -3.1331 -2.0154 -1.9238
 -1.7552 -1.6372 -2.0067 -2.4818 -2.5949 -2.0608
 -3.6858 -2.8055 -1.9769 -2.0934 -3.1144 -5.0771 -4.5499 -3.6247 -2.9416 -2.6506
 -2.4037 -2.2600 -2.3533 -2.5035 -2.4894 -2.0169 -1.7042 -1.5048 -1.4384
 -4.7802 -4.4247 -3.9464 -3.6781 -3.6361 -4.0429 -3.8584 -3.5543 -3.2259 -2.9344
 -2.7084 -2.5650 -2.4963 -2.4451 -2.3499 -1.9529 -1.6612 -1.4753 -1.3671 -1.2771
 -1.1451
 -3.9994 -3.8042 -3.6263 -3.4246 -3.2712 -3.1337 -3.0180 -2.9220 -2.8681 -2.7751
 -2.6693 -2.5522 -2.4356 -2.3066 -2.1764 -1.8688 -1.6312 -1.4574 -1.3295 -1.2327
 -1.1561 -1.0919 -1.0361
 -3.6585 -3.5147 -3.3764 -3.2265 -3.0900 -2.9593 -2.8395 -2.7329 -2.6386 -2.5512
 -2.4624 -2.3667 -2.2677 -2.1647 -2.0588 -1.8048 -1.5984 -1.4453 -1.3311 -1.2428
 -1.1717 -1.1117 -1.0591 -1.0127 -0.9718
 -3.3335 -3.2314 -3.1277 -3.0192 -2.9061 -2.7917 -2.6796 -2.5741 -2.4773 -2.3888
 -2.3060 -2.2247 -2.1401 -2.0550 -1.9659 -1.7528 -1.5718 -1.4349 -1.3323 -1.2522
 -1.1869 -1.1314 -1.0825 -1.0385 -0.9985 -0.9626
 -3.0245 -2.9543 -2.8802 -2.8027 -2.7196 -2.6309 -2.5383 -2.4456 -2.3560 -2.2716
 -2.1928 -2.1182 -2.0455 -1.9733 -1.8977 -1.7128 -1.5514 -1.4262 -1.3331 -1.2609
 -1.2017 -1.1510 -1.1062 -1.0653 -1.0275 -0.9928 -0.9616 -0.9360 -0.9187 -0.9128
 -2.7315 -2.6834 -2.6339 -2.5832 -2.5286 -2.4679 -2.4007 -2.3286 -2.2539 -2.1797
 -2.1080 -2.0393 -1.9737 -1.9098 -1.8459 -1.6840 -1.5376 -1.4194 -1.3317 -1.2659
 -1.2131 -1.1680 -1.1280 -1.0914 -1.0569 -1.0245 -0.9939 -0.9674 -0.9476 -0.9369
 -0.9376
 -2.4667 -2.4337 -2.4020 -2.3715 -2.3394 -2.3035 -2.2617 -2.2129 -2.1579 -2.0988
 -2.0377 -1.9771 -1.9179 -1.8605 -1.8037 -1.6620 -1.5278 -1.4153 -1.3292 -1.2664
 -1.2188 -1.1797 -1.1455 -1.1140 -1.0842 -1.0556 -1.0286 -1.0025 -0.9804 -0.9661
 -0.9619
 -2.2300 -2.2102 -2.1927 -2.1773 -2.1615 -2.1441 -2.1228 -2.0956 -2.0610 -2.0192
 -1.9720 -1.9217 -1.8701 -1.8187 -1.7677 -1.6411 -1.5180 -1.4109 -1.3263 -1.2634
 -1.2182 -1.1841 -1.1560 -1.1307 -1.1066 -1.0831 -1.0602 -1.0382 -1.0179 -1.0018
 -0.9903
 -2.0215 -2.0143 -2.0080 -2.0025 -1.9982 -1.9935 -1.9868 -1.9764 -1.9603 -1.9364
 -1.9048 -1.8674 -1.8258 -1.7818 -1.7365 -1.6216 -1.5097 -1.4074 -1.3244 -1.2608
 -1.2149 -1.1829 -1.1594 -1.1402 -1.1226 -1.1052 -1.0880 -1.0708 -1.0540 -1.0386
 -1.0243
 -1.8521 -1.8460 -1.8444 -1.8469 -1.8508 -1.8544 -1.8577 -1.8589 -1.8563 -1.8463
 -1.8291 -1.8056 -1.7768 -1.7435 -1.7065 -1.6045 -1.5000 -1.4032 -1.3216 -1.2582
 -1.2112 -1.1785 -1.1568 -1.1420 -1.1304 -1.1196 -1.1088 -1.0976 -1.0860 -1.0746
 -1.0642
 -1.7220 -1.7053 -1.7019 -1.7105 -1.7193 -1.7268 -1.7377 -1.7465 -1.7527 -1.7535
 -1.7488 -1.7388 -1.7241 -1.7038 -1.6777 -1.5898 -1.4889 -1.3983 -1.3179
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -4.3489 -3.9971 -3.7671 -3.6528 -3.6451 -3.9997 -3.7447 -3.5121 -3.3327 -3.1862
 -2.9849 -2.7809 -2.6827 -2.6316 -2.5334 -2.1181
 -4.2240 -3.8789 -3.6338 -3.4809 -3.4123 -3.5521 -3.4020 -3.2534 -3.1202 -2.9959
 -2.8484 -2.6976 -2.5836 -2.4861 -2.3690 -2.0117 -1.7232 -1.5089 -1.3508
 -4.0916 -3.7607 -3.5105 -3.3321 -3.2186 -3.2069 -3.1178 -3.0229 -2.9225 -2.8173
 -2.7075 -2.5935 -2.4756 -2.3542 -2.2294 -1.9209 -1.6698 -1.4791 -1.3376 -1.2302
 -1.1453
 -3.9517 -3.6425 -3.3972 -3.2064 -3.0640 -2.9641 -2.8921 -2.8205 -2.7399 -2.6505
 -2.5621 -2.4685 -2.3587 -2.2357 -2.1146 -1.8457 -1.6263 -1.4567 -1.3297 -1.2322
 -1.1543 -1.0895 -1.0326
 -3.8043 -3.5243 -3.2939 -3.1038 -2.9485 -2.8237 -2.7249 -2.6463 -2.5722 -2.4955
 -2.4122 -2.3226 -2.2328 -2.1307 -2.0246 -1.7861 -1.5927 -1.4417 -1.3272 -1.2384
 -1.1667 -1.1064 -1.0541 -1.0079 -0.9671
 -3.6494 -3.4061 -3.2006 -3.0243 -2.8721 -2.7416 -2.6308 -2.5366 -2.4545 -2.3792
 -2.3021 -2.2187 -2.1359 -2.0487 -1.9553 -1.7409 -1.5667 -1.4309 -1.3276 -1.2469
 -1.1810 -1.1252 -1.0763 -1.0326 -0.9930 -0.9574
 -3.4795 -3.2735 -3.0976 -2.9426 -2.8034 -2.6778 -2.5656 -2.4662 -2.3775 -2.2964
 -2.2189 -2.1417 -2.0630 -1.9876 -1.9050 -1.7084 -1.5474 -1.4222 -1.3278 -1.2547
 -1.1950 -1.1440 -1.0992 -1.0586 -1.0213 -0.9872 -0.9566 -0.9315 -0.9145 -0.9089
 -3.3030 -3.1293 -2.9810 -2.8496 -2.7285 -2.6152 -2.5089 -2.4110 -2.3213 -2.2388
 -2.1612 -2.0859 -2.0111 -1.9396 -1.8664 -1.6869 -1.5344 -1.4152 -1.3261 -1.2592
 -1.2058 -1.1604 -1.1205 -1.0841 -1.0501 -1.0184 -0.9893 -0.9631 -0.9431 -0.9328
 -0.9337
 -3.0284 -2.9515 -2.8565 -2.7455 -2.6428 -2.5450 -2.4499 -2.3586 -2.2725 -2.1917
 -2.1155 -2.0428 -1.9719 -1.9027 -1.8353 -1.6705 -1.5264 -1.4104 -1.3221 -1.2595
 -1.2089 -1.1719 -1.1376 -1.1064 -1.0771 -1.0490 -1.0225 -1.0001 -0.9822 -0.9682
 -0.9579
 -2.9337 -2.8146 -2.7157 -2.6351 -2.5473 -2.4640 -2.3823 -2.3013 -2.2220 -2.1458
 -2.0730 -2.0035 -1.9365 -1.8712 -1.8078 -1.6542 -1.5182 -1.4063 -1.3196 -1.2562
 -1.2107 -1.1763 -1.1481 -1.1230 -1.0993 -1.0763 -1.0540 -1.0326 -1.0129 -0.9964
 -0.9863
 -2.7934 -2.6893 -2.6009 -2.5267 -2.4497 -2.3769 -2.3072 -2.2377 -2.1681 -2.0991
 -2.0316 -1.9665 -1.9037 -1.8428 -1.7835 -1.6402 -1.5116 -1.4031 -1.3177 -1.2533
 -1.2074 -1.1753 -1.1518 -1.1327 -1.1154 -1.0984 -1.0817 -1.0650 -1.0488 -1.0339
 -1.0202
 -2.6551 -2.5757 -2.4989 -2.4245 -2.3599 -2.3007 -2.2425 -2.1661 -2.1066 -2.0466
 -1.9864 -1.9271 -1.8693 -1.8130 -1.7581 -1.6259 -1.5038 -1.3994 -1.3150 -1.2506
 -1.2035 -1.1711 -1.1496 -1.1349 -1.1235 -1.1131 -1.1027 -1.0920 -1.0808 -1.0699
 -1.0600
 -2.5188 -2.4736 -2.4096 -2.3286 -2.2777 -2.2355 -2.1606 -2.1093 -2.0567 -1.9866
 -1.9348 -1.8829 -1.8312 -1.7803 -1.7316 -1.6113 -1.4948 -1.3952 -1.3115
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.4026 -5.1514 -4.9769 -4.6522 -4.1835 -3.7957 -3.6359 -3.5971 -3.5141 -3.3439
 -3.1447 -2.9390 -2.7582 -2.6038 -2.4515 -2.0926
 -4.8912 -4.5509 -4.3046 -4.0332 -3.7334 -3.4877 -3.3454 -3.2600 -3.1642 -3.0366
 -2.8931 -2.7379 -2.5832 -2.4375 -2.2980 -1.9827 -1.7168 -1.5072 -1.3388
 -4.5057 -4.1100 -3.8156 -3.5749 -3.3784 -3.2218 -3.0958 -2.9888 -2.8893 -2.7895
 -2.6831 -2.5649 -2.4342 -2.3000 -2.1723 -1.8923 -1.6612 -1.4765 -1.3320 -1.2222
 -1.1425
 -4.2461 -3.8287 -3.5099 -3.2773 -3.1185 -2.9980 -2.8871 -2.7835 -2.6894 -2.6026
 -2.5147 -2.4200 -2.3112 -2.1913 -2.0744 -1.8214 -1.6172 -1.4534 -1.3270 -1.2291
 -1.1506 -1.0856 -1.0299
 -4.1124 -3.7070 -3.3875 -3.1404 -2.9537 -2.8163 -2.7193 -2.6441 -2.5645 -2.4759
 -2.3879 -2.3032 -2.2142 -2.1114 -2.0043 -1.7700 -1.5848 -1.4379 -1.3237 -1.2345
 -1.1623 -1.1017 -1.0493 -1.0028 -0.9621
 -4.0176 -3.6362 -3.3297 -3.0854 -2.8919 -2.7401 -2.6219 -2.5289 -2.4542 -2.3857
 -2.3074 -2.2212 -2.1377 -2.0499 -1.9540 -1.7342 -1.5616 -1.4272 -1.3233 -1.2419
 -1.1757 -1.1196 -1.0707 -1.0271 -0.9879 -0.9528
 -3.9187 -3.5709 -3.2865 -3.0541 -2.8637 -2.7074 -2.5793 -2.4740 -2.3855 -2.3077
 -2.2353 -2.1610 -2.0822 -2.0029 -1.9163 -1.7099 -1.5455 -1.4191 -1.3231 -1.2489
 -1.1887 -1.1376 -1.0927 -1.0524 -1.0155 -0.9818 -0.9518 -0.9272 -0.9104 -0.9048
 -3.8031 -3.4926 -3.2356 -3.0218 -2.8416 -2.6883 -2.5572 -2.4448 -2.3484 -2.2634
 -2.1851 -2.1100 -2.0353 -1.9631 -1.8868 -1.6934 -1.5346 -1.4128 -1.3214 -1.2529
 -1.1988 -1.1533 -1.1134 -1.0771 -1.0436 -1.0123 -0.9839 -0.9583 -0.9387 -0.9286
 -0.9297
 -3.6773 -3.4016 -3.1718 -2.9785 -2.8128 -2.6680 -2.5396 -2.4255 -2.3243 -2.2346
 -2.1530 -2.0762 -2.0020 -1.9296 -1.8597 -1.6817 -1.5278 -1.4079 -1.3185 -1.2530
 -1.2039 -1.1644 -1.1301 -1.0990 -1.0700 -1.0424 -1.0165 -0.9928 -0.9723 -0.9574
 -0.9539
 -3.5462 -3.3024 -3.0964 -2.9220 -2.7713 -2.6374 -2.5159 -2.4047 -2.3031 -2.2110
 -2.1271 -2.0496 -1.9759 -1.9044 -1.8360 -1.6686 -1.5218 -1.4038 -1.3145 -1.2497
 -1.2033 -1.1686 -1.1403 -1.1153 -1.0919 -1.0693 -1.0476 -1.0268 -1.0078 -0.9919
 -0.9821
 -3.4248 -3.2099 -3.0219 -2.8612 -2.7227 -2.5993 -2.4863 -2.3807 -2.2820 -2.1902
 -2.1055 -2.0275 -1.9545 -1.8851 -1.8181 -1.6582 -1.5171 -1.4017 -1.3124 -1.2465
 -1.2001 -1.1677 -1.1440 -1.1249 -1.1078 -1.0913 -1.0750 -1.0590 -1.0433 -1.0291
 -1.0158
 -3.3169 -3.1248 -2.9524 -2.8010 -2.6695 -2.5538 -2.4484 -2.3495 -2.2557 -2.1669
 -2.0832 -2.0054 -1.9330 -1.8652 -1.8006 -1.6481 -1.5118 -1.3988 -1.3103 -1.2436
 -1.1959 -1.1634 -1.1419 -1.1272 -1.1160 -1.1058 -1.0960 -1.0857 -1.0751 -1.0648
 -1.0554
 -3.2225 -3.0471 -2.8893 -2.7455 -2.6181 -2.5057 -2.4047 -2.3115 -2.2230 -2.1386
 -2.0580 -1.9818 -1.9104 -1.8438 -1.7835 -1.6383 -1.5059 -1.3951 -1.3082
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_BP 
