 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.4624 -0.4339  0.7861  1.0668  0.0192 -2.0646 -1.3102 -0.0485  0.7068  0.7636
  0.8353  0.8072  0.4035 -0.0876 -0.3501 -0.2408
 -1.3317 -0.8840 -0.2924 -0.0992 -0.4498 -1.3732 -1.0529 -0.4972 -0.0902  0.0568
  0.1664  0.1856  0.0253 -0.1848 -0.2969 -0.2079 -0.1487 -0.1207 -0.1734
 -1.0824 -0.9609 -0.7608 -0.6390 -0.6267 -0.8436 -0.7651 -0.6229 -0.4684 -0.3340
 -0.2402 -0.2018 -0.2185 -0.2536 -0.2669 -0.1960 -0.1653 -0.1457 -0.1629 -0.1848
 -0.1814
 -0.7145 -0.6646 -0.6191 -0.5526 -0.5116 -0.4757 -0.4468 -0.4256 -0.4278 -0.4090
 -0.3845 -0.3551 -0.3277 -0.2940 -0.2601 -0.2051 -0.1703 -0.1606 -0.1662 -0.1827
 -0.2050 -0.2307 -0.2590
 -0.5193 -0.5030 -0.4850 -0.4552 -0.4298 -0.4041 -0.3804 -0.3600 -0.3436 -0.3298
 -0.3153 -0.2979 -0.2799 -0.2599 -0.2377 -0.1979 -0.1811 -0.1796 -0.1881 -0.2038
 -0.2245 -0.2488 -0.2758 -0.3059 -0.3396
 -0.3391 -0.3485 -0.3528 -0.3506 -0.3422 -0.3298 -0.3153 -0.3004 -0.2865 -0.2739
 -0.2629 -0.2525 -0.2409 -0.2301 -0.2166 -0.1895 -0.1840 -0.1903 -0.2033 -0.2206
 -0.2415 -0.2655 -0.2919 -0.3205 -0.3514 -0.3855
 -0.1740 -0.2011 -0.2225 -0.2388 -0.2489 -0.2528 -0.2515 -0.2468 -0.2402 -0.2327
 -0.2249 -0.2175 -0.2105 -0.2045 -0.1968 -0.1799 -0.1790 -0.1927 -0.2118 -0.2331
 -0.2560 -0.2808 -0.3074 -0.3355 -0.3652 -0.3970 -0.4314 -0.4713 -0.5178 -0.5669
 -0.0241 -0.0608 -0.0941 -0.1243 -0.1500 -0.1699 -0.1833 -0.1913 -0.1948 -0.1951
 -0.1932 -0.1899 -0.1860 -0.1821 -0.1784 -0.1690 -0.1701 -0.1865 -0.2115 -0.2387
 -0.2658 -0.2931 -0.3212 -0.3501 -0.3798 -0.4106 -0.4425 -0.4779 -0.5193 -0.5675
 -0.6189
  0.1045  0.0644  0.0250 -0.0138 -0.0501 -0.0825 -0.1096 -0.1306 -0.1455 -0.1554
 -0.1610 -0.1636 -0.1641 -0.1633 -0.1615 -0.1576 -0.1599 -0.1755 -0.2029 -0.2355
