 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -3.3191 -3.2547 -3.4460 -3.3754 -3.1939 -2.9511 -2.6904 -2.5178 -2.3683 -2.2166
 -2.0754 -1.9459 -1.8279 -1.7199 -1.6212 -1.4159 -1.2391 -1.0853 -1.0148
 -3.3238 -3.1160 -2.9461 -2.8320 -2.7696 -2.6772 -2.5267 -2.3642 -2.2175 -2.0816
 -1.9540 -1.8359 -1.7277 -1.6289 -1.5385 -1.3459 -1.1987 -1.0950 -1.0262 -0.9804
 -3.1425 -2.9405 -2.7549 -2.5954 -2.4685 -2.3879 -2.3281 -2.2335 -2.1111 -1.9838
 -1.8672 -1.7597 -1.6610 -1.5708 -1.4886 -1.3157 -1.1864 -1.0963 -1.0360 -0.9949
 -0.9663
 -2.9964 -2.8160 -2.6383 -2.4737 -2.3292 -2.2081 -2.1141 -2.0502 -1.9876 -1.9022
 -1.8018 -1.7035 -1.6134 -1.5309 -1.4554 -1.2963 -1.1788 -1.0991 -1.0460 -1.0092
 -0.9828 -0.9639
 -2.8653 -2.7112 -2.5516 -2.3948 -2.2492 -2.1207 -2.0113 -1.9201 -1.8515 -1.7929
 -1.7297 -1.6543 -1.5751 -1.4998 -1.4305 -1.2827 -1.1731 -1.1007 -1.0540 -1.0222
 -0.9988 -0.9814 -0.9689 -0.9610
 -2.7457 -2.6118 -2.4751 -2.3329 -2.1941 -2.0654 -1.9521 -1.8553 -1.7741 -1.7061
 -1.6478 -1.5923 -1.5324 -1.4691 -1.4071 -1.2711 -1.1674 -1.0994 -1.0577 -1.0318
 -1.0127 -0.9981 -0.9874 -0.9799 -0.9749 -0.9736 -0.9772 -0.9867 -1.0027 -1.0257
 -2.6394 -2.5187 -2.3998 -2.2753 -2.1483 -2.0251 -1.9113 -1.8114 -1.7275 -1.6566
 -1.5946 -1.5383 -1.4856 -1.4334 -1.3806 -1.2577 -1.1600 -1.0931 -1.0556 -1.0357
 -1.0225 -1.0123 -1.0047 -0.9993 -0.9958 -0.9925 -0.9918 -0.9969 -1.0102 -1.0323
 -1.0597
 -2.5482 -2.4348 -2.3256 -2.2155 -2.1030 -1.9897 -1.8801 -1.7791 -1.6918 -1.6189
 -1.5571 -1.5018 -1.4498 -1.4005 -1.3528 -1.2420 -1.1509 -1.0856 -1.0487 -1.0325
 -1.0256 -1.0215 -1.0186 -1.0167 -1.0159 -1.0158 -1.0154 -1.0173 -1.0249 -1.0406
 -1.0660
 -2.4738 -2.3633 -2.2575 -2.1515 -2.0522 -1.9510 -1.8499 -1.7522 -1.6631 -1.5865
 -1.5228 -1.4686 -1.4195 -1.3728 -1.3276 -1.2243 -1.1393 -1.0767 -1.0386 -1.0235
 -1.0212 -1.0235 -1.0268 -1.0302 -1.0335 -1.0367 -1.0401 -1.0443 -1.0515 -1.0618
 -1.0751
 -2.4182 -2.3072 -2.2011 -2.0994 -2.0019 -1.9083 -1.8175 -1.7273 -1.6407 -1.5617
 -1.4940 -1.4378 -1.3900 -1.3457 -1.3037 -1.2084 -1.1277 -1.0675 -1.0290 -1.0122
 -1.0110 -1.0177 -1.0272 -1.0370 -1.0459 -1.0538 -1.0611 -1.0680 -1.0751 -1.0834
 -1.0927
 -2.3777 -2.2622 -2.1537 -2.0516 -1.9554 -1.8647 -1.7789 -1.6971 -1.6169 -1.5402
 -1.4704 -1.4103 -1.3605 -1.3182 -1.2801 -1.1923 -1.1160 -1.0580 -1.0202 -1.0013
 -0.9988 -1.0067 -1.0202 -1.0357 -1.0510 -1.0649 -1.0775 -1.0887 -1.0990 -1.1093
 -1.1203
 -2.3321 -2.2005 -2.0872 -1.9879 -1.8986 -1.8160 -1.7372 -1.6605 -1.5863 -1.5155
 -1.4488 -1.3873 -1.3340 -1.2897 -1.2525 -1.1737 -1.1038 -1.0481 -1.0109
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  r   
 -3.6837 -3.6047 -3.4807 -3.2468 -2.9823 -2.7330 -2.5283 -2.3648 -2.2204 -2.0856
 -1.9587 -1.8410 -1.7328 -1.6337 -1.5433 -1.3553 -1.2038 -1.0810 -1.0060
 -3.3946 -3.2018 -3.0922 -3.0243 -2.8611 -2.6409 -2.4330 -2.2635 -2.1220 -1.9931
 -1.8731 -1.7624 -1.6615 -1.5701 -1.4874 -1.3140 -1.1801 -1.0812 -1.0131 -0.9674
 -3.2397 -3.0239 -2.8395 -2.6996 -2.6243 -2.5346 -2.3715 -2.1990 -2.0539 -1.9300
 -1.8161 -1.7117 -1.6168 -1.5311 -1.4537 -1.2927 -1.1702 -1.0815 -1.0212 -0.9804
 -0.9522
 -3.1314 -2.9243 -2.7302 -2.5533 -2.4070 -2.3039 -2.2365 -2.1416 -2.0090 -1.8855
 -1.7759 -1.6768 -1.5871 -1.5061 -1.4330 -1.2810 -1.1658 -1.0837 -1.0292 -0.9928
 -0.9671 -0.9488
 -3.0432 -2.8532 -2.6664 -2.4909 -2.3317 -2.1908 -2.0763 -1.9916 -1.9268 -1.8435
 -1.7458 -1.6503 -1.5644 -1.4877 -1.4184 -1.2737 -1.1637 -1.0858 -1.0356 -1.0035
 -0.9811 -0.9648 -0.9532 -0.9470
 -2.9714 -2.7934 -2.6196 -2.4501 -2.2911 -2.1460 -2.0163 -1.9046 -1.8148 -1.7489
 -1.6900 -1.6207 -1.5446 -1.4710 -1.4049 -1.2670 -1.1612 -1.0861 -1.0388 -1.0112
 -0.9931 -0.9798 -0.9702 -0.9638 -0.9593 -0.9583 -0.9627 -0.9740 -0.9927 -1.0170
 -2.9028 -2.7382 -2.5785 -2.4191 -2.2651 -2.1211 -1.9897 -1.8724 -1.7706 -1.6860
 -1.6179 -1.5625 -1.5081 -1.4495 -1.3896 -1.2588 -1.1570 -1.0837 -1.0381 -1.0140
 -1.0011 -0.9923 -0.9860 -0.9818 -0.9796 -0.9784 -0.9800 -0.9867 -1.0004 -1.0220
 -1.0512
 -2.8435 -2.6855 -2.5395 -2.3910 -2.2448 -2.1046 -1.9744 -1.8557 -1.7505 -1.6593
 -1.5828 -1.5189 -1.4643 -1.4147 -1.3655 -1.2468 -1.1501 -1.0785 -1.0334 -1.0114
 -1.0033 -1.0001 -0.9986 -0.9981 -0.9985 -0.9980 -0.9986 -1.0030 -1.0133 -1.0311
 -1.0575
 -2.8001 -2.6413 -2.4999 -2.3617 -2.2243 -2.0900 -1.9627 -1.8444 -1.7374 -1.6430
 -1.5624 -1.4946 -1.4362 -1.3845 -1.3375 -1.2301 -1.1390 -1.0703 -1.0254 -1.0037
 -0.9988 -1.0014 -1.0058 -1.0105 -1.0150 -1.0196 -1.0247 -1.0319 -1.0413 -1.0527
 -1.0660
 -2.7806 -2.6121 -2.4674 -2.3347 -2.2058 -2.0788 -1.9555 -1.8392 -1.7319 -1.6349
 -1.5503 -1.4787 -1.4181 -1.3653 -1.3175 -1.2139 -1.1275 -1.0611 -1.0165 -0.9935
 -0.9891 -0.9954 -1.0057 -1.0165 -1.0266 -1.0358 -1.0446 -1.0530 -1.0617 -1.0717
 -1.0827
 -2.7918 -2.5993 -2.4443 -2.3111 -2.1877 -2.0669 -1.9493 -1.8359 -1.7294 -1.6316
 -1.5436 -1.4674 -1.4030 -1.3486 -1.3009 -1.1989 -1.1155 -1.0513 -1.0072 -0.9829
 -0.9770 -0.9842 -0.9983 -1.0148 -1.0311 -1.0462 -1.0602 -1.0729 -1.0847 -1.0965
 -1.1091
 -2.8280 -2.6028 -2.4306 -2.2909 -2.1695 -2.0542 -1.9421 -1.8332 -1.7287 -1.6308
 -1.5414 -1.4614 -1.3920 -1.3336 -1.2843 -1.1845 -1.1038 -1.0412 -0.9978
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  r   
