 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.5454 -1.5341 -1.7197 -1.7272 -1.6468 -1.5176 -1.3587 -1.2517 -1.1566 -1.0549
 -0.9568 -0.8629 -0.7759 -0.6961 -0.6283 -0.4868 -0.4405 -0.4627 -0.4508
 -1.5362 -1.4625 -1.4041 -1.3751 -1.3763 -1.3524 -1.2800 -1.1887 -1.0977 -1.0081
 -0.9208 -0.8378 -0.7615 -0.6938 -0.6354 -0.5292 -0.4732 -0.4556 -0.4602 -0.4772
 -1.4026 -1.3363 -1.2717 -1.2149 -1.1714 -1.1539 -1.1483 -1.1151 -1.0516 -0.9744
 -0.8973 -0.8225 -0.7531 -0.6913 -0.6382 -0.5414 -0.4898 -0.4745 -0.4803 -0.4969
 -0.5206
 -1.2808 -1.2309 -1.1752 -1.1193 -1.0675 -1.0223 -0.9892 -0.9749 -0.9600 -0.9245
 -0.8698 -0.8074 -0.7458 -0.6897 -0.6410 -0.5519 -0.5035 -0.4896 -0.4968 -0.5137
 -0.5363 -0.5638
 -1.1591 -1.1277 -1.0873 -1.0410 -0.9935 -0.9480 -0.9061 -0.8694 -0.8441 -0.8252
 -0.8040 -0.7713 -0.7292 -0.6833 -0.6401 -0.5583 -0.5127 -0.5004 -0.5090 -0.5274
 -0.5503 -0.5769 -0.6072 -0.6414
 -1.0371 -1.0199 -0.9960 -0.9637 -0.9262 -0.8866 -0.8479 -0.8108 -0.7761 -0.7454
 -0.7217 -0.7024 -0.6810 -0.6554 -0.6271 -0.5590 -0.5164 -0.5051 -0.5154 -0.5370
 -0.5618 -0.5890 -0.6188 -0.6513 -0.6871 -0.7266 -0.7698 -0.8170 -0.8681 -0.9231
 -0.9178 -0.9099 -0.8987 -0.8798 -0.8550 -0.8256 -0.7938 -0.7616 -0.7301 -0.6991
 -0.6703 -0.6458 -0.6262 -0.6091 -0.5921 -0.5493 -0.5140 -0.5021 -0.5150 -0.5406
 -0.5694 -0.5990 -0.6298 -0.6621 -0.6964 -0.7319 -0.7701 -0.8128 -0.8614 -0.9158
 -0.9723
 -0.8043 -0.8019 -0.7979 -0.7890 -0.7753 -0.7576 -0.7360 -0.7115 -0.6859 -0.6599
 -0.6341 -0.6098 -0.5883 -0.5706 -0.5558 -0.5263 -0.5040 -0.4950 -0.5080 -0.5370
 -0.5709 -0.6048 -0.6383 -0.6721 -0.7067 -0.7422 -0.7785 -0.8172 -0.8601 -0.9088
 -0.9640
 -0.6996 -0.6998 -0.6988 -0.6953 -0.6895 -0.6808 -0.6693 -0.6547 -0.6375 -0.6181
 -0.5979 -0.5780 -0.5591 -0.5422 -0.5275 -0.5013 -0.4870 -0.4838 -0.4966 -0.5271
 -0.5655 -0.6049 -0.6430 -0.6801 -0.7166 -0.7530 -0.7899 -0.8278 -0.8685 -0.9120
 -0.9582
 -0.6068 -0.6075 -0.6071 -0.6056 -0.6032 -0.6000 -0.5957 -0.5895 -0.5816 -0.5708
