 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F150W
  1.0336  1.0147  1.0293  1.0363  1.0177  1.0149  1.0262  1.0279  1.0176  1.0084
  0.9903  0.9640  0.9313  0.8946  0.8548  0.7474  0.6090  0.4510  0.3309
  1.0369  1.0055  0.9850  0.9831  1.0008  1.0151  1.0145  1.0065  0.9964  0.9823
  0.9615  0.9342  0.9019  0.8656  0.8258  0.7146  0.5915  0.4623  0.3312  0.2004
  1.0422  1.0069  0.9776  0.9560  0.9458  0.9551  0.9759  0.9854  0.9793  0.9631
  0.9414  0.9134  0.8804  0.8435  0.8034  0.6931  0.5737  0.4484  0.3206  0.1930
  0.0667
  1.0450  1.0110  0.9786  0.9506  0.9279  0.9121  0.9082  0.9210  0.9359  0.9366
  0.9208  0.8942  0.8613  0.8240  0.7836  0.6734  0.5564  0.4349  0.3107  0.1859
  0.0623 -0.0598
  1.0394  1.0113  0.9805  0.9504  0.9230  0.8991  0.8796  0.8669  0.8671  0.8736
  0.8764  0.8649  0.8399  0.8053  0.7655  0.6553  0.5396  0.4216  0.3013  0.1792
  0.0579 -0.0619 -0.1800 -0.2968
  1.0233  1.0022  0.9774  0.9492  0.9208  0.8937  0.8689  0.8467  0.8286  0.8169
  0.8118  0.8079  0.7966  0.7747  0.7432  0.6385  0.5237  0.4082  0.2914  0.1727
  0.0536 -0.0643 -0.1805 -0.2949 -0.4083 -0.5205 -0.6310 -0.7394 -0.8454 -0.9488
  0.9961  0.9822  0.9654  0.9416  0.9159  0.8890  0.8622  0.8366  0.8125  0.7910
  0.7722  0.7565  0.7428  0.7267  0.7043  0.6187  0.5084  0.3944  0.2806  0.1656
  0.0492 -0.0669 -0.1814 -0.2940 -0.4048 -0.5137 -0.6211 -0.7274 -0.8329 -0.9372
 -1.0376
  0.9573  0.9505  0.9405  0.9237  0.9027  0.8792  0.8538  0.8276  0.8016  0.7765
  0.7522  0.7287  0.7062  0.6844  0.6621  0.5894  0.4911  0.3808  0.2693  0.1575
  0.0443 -0.0696 -0.1826 -0.2937 -0.4029 -0.5101 -0.6156 -0.7196 -0.8224 -0.9244
 -1.0256
  0.9061  0.9064  0.9023  0.8931  0.8777  0.8591  0.8379  0.8142  0.7888  0.7631
