 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.5508 -5.2071 -4.9584 -4.6848 -4.3844 -4.1384 -3.9958 -3.9101 -3.8159 -3.6903
 -3.5501 -3.3987 -3.2476 -3.1060 -2.9702 -2.6662 -2.4131 -2.2157 -2.0581
 -5.1634 -4.7660 -4.4708 -4.2298 -4.0335 -3.8774 -3.7522 -3.6463 -3.5486 -3.4509
 -3.3474 -3.2327 -3.1060 -2.9760 -2.8524 -2.5829 -2.3633 -2.1901 -2.0558 -1.9546
 -4.9025 -4.4846 -4.1661 -3.9344 -3.7766 -3.6574 -3.5481 -3.4465 -3.3546 -3.2703
 -3.1853 -3.0940 -2.9893 -2.8737 -2.7611 -2.5181 -2.3243 -2.1712 -2.0543 -1.9642
 -1.8923
 -4.7681 -4.3629 -4.0443 -3.7986 -3.6137 -3.4784 -3.3835 -3.3107 -3.2339 -3.1485
 -3.0638 -2.9826 -2.8975 -2.7991 -2.6963 -2.4718 -2.2961 -2.1590 -2.0537 -1.9717
 -1.9055 -1.8501
 -4.6728 -4.2920 -3.9868 -3.7443 -3.5529 -3.4035 -3.2881 -3.1980 -3.1263 -3.0610
 -2.9863 -2.9041 -2.8247 -2.7412 -2.6498 -2.4398 -2.2761 -2.1507 -2.0553 -1.9808
 -1.9201 -1.8689 -1.8241 -1.7843
 -4.5731 -4.2263 -3.9435 -3.7132 -3.5252 -3.3715 -3.2464 -3.1443 -3.0591 -2.9848
 -2.9160 -2.8455 -2.7708 -2.6959 -2.6139 -2.4178 -2.2620 -2.1441 -2.0562 -1.9889
 -1.9341 -1.8876 -1.8466 -1.8099 -1.7763 -1.7457 -1.7187 -1.6975 -1.6845 -1.6819
 -4.4560 -4.1470 -3.8920 -3.6806 -3.5030 -3.3526 -3.2245 -3.1155 -3.0226 -2.9413
 -2.8667 -2.7954 -2.7246 -2.6565 -2.5847 -2.4020 -2.2520 -2.1383 -2.0549 -1.9934
 -1.9450 -1.9039 -1.8678 -1.8349 -1.8044 -1.7760 -1.7504 -1.7276 -1.7111 -1.7043
 -1.7081
 -4.3284 -4.0545 -3.8270 -3.6364 -3.4736 -3.3318 -3.2067 -3.0959 -2.9982 -2.9124
 -2.8347 -2.7618 -2.6915 -2.6231 -2.5573 -2.3897 -2.2451 -2.1332 -2.0516 -1.9934
 -1.9503 -1.9154 -1.8849 -1.8571 -1.8311 -1.8062 -1.7829 -1.7617 -1.7437 -1.7315
 -1.7309
 -4.1951 -3.9537 -3.7502 -3.5786 -3.4310 -3.3003 -3.1822 -3.0745 -2.9765 -2.8881
 -2.8082 -2.7348 -2.6651 -2.5976 -2.5332 -2.3758 -2.2383 -2.1285 -2.0469 -1.9894
 -1.9494 -1.9198 -1.8956 -1.8739 -1.8534 -1.8334 -1.8141 -1.7956 -1.7787 -1.7651
 -1.7578
 -4.0711 -3.8591 -3.6740 -3.5164 -3.3811 -3.2610 -3.1515 -3.0495 -2.9544 -2.8664
 -2.7855 -2.7115 -2.6427 -2.5774 -2.5146 -2.3645 -2.2325 -2.1254 -2.0437 -1.9851
 -1.9453 -1.9184 -1.8993 -1.8839 -1.8698 -1.8558 -1.8419 -1.8279 -1.8143 -1.8020
 -1.7907
 -3.9601 -3.7717 -3.6027 -3.4547 -3.3265 -3.2142 -3.1123 -3.0171 -2.9269 -2.8418
 -2.7620 -2.6881 -2.6199 -2.5563 -2.4958 -2.3534 -2.2262 -2.1215 -2.0406 -1.9811
 -1.9400 -1.9133 -1.8968 -1.8862 -1.8782 -1.8708 -1.8633 -1.8551 -1.8464 -1.8378
 -1.8302
 -3.8622 -3.6915 -3.5378 -3.3977 -3.2739 -3.1650 -3.0675 -2.9778 -2.8930 -2.8123
 -2.7355 -2.6632 -2.5958 -2.5334 -2.4768 -2.3425 -2.2194 -2.1168 -2.0376
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -6.5242 -6.0006 -5.5477 -5.1611 -4.8339 -4.5498 -4.2927 -4.0528 -3.8362 -3.6487
 -3.4809 -3.3239 -3.1742 -3.0345 -2.8957 -2.6214 -2.3957 -2.2104 -2.0665
 -6.1245 -5.6021 -5.1495 -4.7686 -4.4529 -4.1914 -3.9705 -3.7731 -3.5993 -3.4478
 -3.3107 -3.1789 -3.0472 -2.9194 -2.8006 -2.5481 -2.3464 -2.1835 -2.0553 -1.9558
 -5.7093 -5.1927 -4.7697 -4.4744 -4.1907 -3.9512 -3.7498 -3.5772 -3.4280 -3.2986
 -3.1827 -3.0721 -2.9586 -2.8417 -2.7301 -2.4940 -2.3099 -2.1640 -2.0488 -1.9585
 -1.8854
 -5.3984 -4.8851 -4.4821 -4.1752 -3.9395 -3.7509 -3.5897 -3.4420 -3.3072 -3.1879
 -3.0830 -2.9872 -2.8918 -2.7887 -2.6842 -2.4591 -2.2862 -2.1519 -2.0470 -1.9646
 -1.8980 -1.8423
 -5.2767 -4.7599 -4.3433 -4.0214 -3.7758 -3.5872 -3.4396 -3.3194 -3.2153 -3.1167
 -3.0162 -2.9228 -2.8362 -2.7485 -2.6535 -2.4374 -2.2713 -2.1448 -2.0477 -1.9721
 -1.9111 -1.8597 -1.8151 -1.7757
 -5.2217 -4.7080 -4.2910 -3.9594 -3.6982 -3.4937 -3.3342 -3.2097 -3.1119 -3.0341
 -2.9611 -2.8800 -2.7964 -2.7144 -2.6297 -2.4238 -2.2620 -2.1401 -2.0485 -1.9790
 -1.9236 -1.8770 -1.8364 -1.8000 -1.7670 -1.7373 -1.7113 -1.6908 -1.6779 -1.6751
 -5.1711 -4.6799 -4.2728 -3.9449 -3.6829 -3.4739 -3.3069 -3.1730 -3.0649 -2.9750
 -2.8979 -2.8285 -2.7586 -2.6858 -2.6089 -2.4144 -2.2556 -2.1363 -2.0480 -1.9831
 -1.9333 -1.8922 -1.8563 -1.8239 -1.7941 -1.7665 -1.7418 -1.7200 -1.7041 -1.6974
 -1.7013
 -5.1038 -4.6434 -4.2575 -3.9413 -3.6843 -3.4758 -3.3052 -3.1644 -3.0479 -2.9503
 -2.8655 -2.7893 -2.7186 -2.6517 -2.5852 -2.4062 -2.2509 -2.1326 -2.0458 -1.9834
 -1.9383 -1.9028 -1.8725 -1.8452 -1.8197 -1.7956 -1.7733 -1.7531 -1.7361 -1.7245
 -1.7240
 -5.0070 -4.5831 -4.2262 -3.9282 -3.6826 -3.4796 -3.3101 -3.1667 -3.0444 -2.9397
 -2.8489 -2.7680 -2.6934 -2.6234 -2.5580 -2.3948 -2.2456 -2.1281 -2.0415 -1.9800
 -1.9375 -1.9070 -1.8826 -1.8613 -1.8412 -1.8219 -1.8035 -1.7861 -1.7704 -1.7577
 -1.7510
 -4.8907 -4.5178 -4.1915 -3.9129 -3.6793 -3.4834 -3.3173 -3.1741 -3.0492 -2.9398
 -2.8434 -2.7579 -2.6805 -2.6085 -2.5410 -2.3839 -2.2420 -2.1257 -2.0384 -1.9760
 -1.9337 -1.9057 -1.8862 -1.8709 -1.8571 -1.8438 -1.8306 -1.8176 -1.8051 -1.7939
 -1.7837
 -4.7678 -4.4436 -4.1503 -3.8927 -3.6714 -3.4827 -3.3206 -3.1792 -3.0541 -2.9423
 -2.8423 -2.7527 -2.6721 -2.5985 -2.5300 -2.3743 -2.2372 -2.1234 -2.0357 -1.9720
 -1.9285 -1.9007 -1.8837 -1.8731 -1.8654 -1.8585 -1.8517 -1.8443 -1.8366 -1.8291
 -1.8225
 -4.6409 -4.3617 -4.1062 -3.8730 -3.6637 -3.4800 -3.3214 -3.1817 -3.0569 -2.9444
 -2.8422 -2.7497 -2.6660 -2.5902 -2.5250 -2.3660 -2.2312 -2.1212 -2.0334
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -7.3560 -6.9165 -6.5013 -6.1048 -5.7284 -5.3407 -4.9074 -4.4357 -4.0361 -3.7206
 -3.4731 -3.2748 -3.1099 -2.9683 -2.8434 -2.5835 -2.3745 -2.2022 -2.0628
 -6.9883 -6.5054 -6.0544 -5.6380 -5.2531 -4.8900 -4.5196 -4.1394 -3.8151 -3.5516
 -3.3386 -3.1623 -3.0113 -2.8786 -2.7605 -2.5163 -2.3256 -2.1726 -2.0486 -1.9492
 -6.6983 -6.2050 -5.7395 -5.3117 -4.9268 -4.5816 -4.2607 -3.9438 -3.6660 -3.4356
 -3.2463 -3.0873 -2.9482 -2.8228 -2.7093 -2.4746 -2.2948 -2.1538 -2.0410 -1.9504
 -1.8774
