 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.2327 -2.1996 -2.2084 -2.1879 -2.1240 -2.0641 -2.0472 -2.0531 -2.0405 -1.9948
 -1.9303 -1.8520 -1.7703 -1.6938 -1.6206 -1.4648 -1.3519 -1.2766 -1.2216
 -2.2083 -2.1250 -2.0714 -2.0283 -1.9942 -1.9701 -1.9529 -1.9370 -1.9167 -1.8885
 -1.8495 -1.7973 -1.7323 -1.6617 -1.5940 -1.4524 -1.3512 -1.2844 -1.2398 -1.2126
 -2.1907 -2.0832 -1.9955 -1.9332 -1.9006 -1.8833 -1.8653 -1.8451 -1.8253 -1.8055
 -1.7797 -1.7447 -1.6957 -1.6347 -1.5732 -1.4436 -1.3517 -1.2919 -1.2547 -1.2314
 -1.2169
 -2.1799 -2.0742 -1.9807 -1.9026 -1.8432 -1.8037 -1.7844 -1.7774 -1.7663 -1.7458
 -1.7209 -1.6942 -1.6605 -1.6128 -1.5582 -1.4384 -1.3534 -1.2991 -1.2664 -1.2461
 -1.2335 -1.2259
 -2.1535 -2.0594 -1.9723 -1.8945 -1.8285 -1.7761 -1.7380 -1.7125 -1.6980 -1.6880
 -1.6715 -1.6477 -1.6224 -1.5890 -1.5441 -1.4344 -1.3544 -1.3044 -1.2762 -1.2595
 -1.2492 -1.2432 -1.2403 -1.2398
 -2.1024 -2.0251 -1.9514 -1.8823 -1.8194 -1.7642 -1.7184 -1.6826 -1.6553 -1.6341
 -1.6165 -1.5983 -1.5771 -1.5546 -1.5229 -1.4288 -1.3534 -1.3061 -1.2819 -1.2698
 -1.2631 -1.2597 -1.2585 -1.2592 -1.2613 -1.2651 -1.2712 -1.2821 -1.2997 -1.3228
 -2.0262 -1.9672 -1.9098 -1.8545 -1.8011 -1.7506 -1.7044 -1.6639 -1.6304 -1.6026
 -1.5783 -1.5557 -1.5333 -1.5135 -1.4905 -1.4171 -1.3492 -1.3038 -1.2821 -1.2749
 -1.2731 -1.2735 -1.2754 -1.2782 -1.2819 -1.2863 -1.2923 -1.3001 -1.3131 -1.3341
 -1.3613
