 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1000W
 -1.1707 -1.2928 -1.4072 -1.5037 -1.5789 -1.6386 -1.6902 -1.7392 -1.7950 -1.8630
 -1.9263 -1.9897 -2.0611 -2.1304 -2.2041 -2.3910 -2.5781 -2.7583 -2.9275
 -1.1521 -1.2685 -1.3819 -1.4891 -1.5886 -1.6792 -1.7602 -1.8312 -1.8944 -1.9501
 -1.9986 -2.0443 -2.0986 -2.1665 -2.2406 -2.4276 -2.6113 -2.7897 -2.9594 -3.1203
 -1.1399 -1.2518 -1.3624 -1.4721 -1.5807 -1.6851 -1.7821 -1.8690 -1.9438 -2.0038
 -2.0526 -2.0925 -2.1350 -2.1964 -2.2688 -2.4553 -2.6370 -2.8138 -2.9835 -3.1450
 -3.2982
 -1.1341 -1.2427 -1.3487 -1.4527 -1.5552 -1.6563 -1.7559 -1.8526 -1.9432 -2.0241
 -2.0883 -2.1343 -2.1703 -2.2201 -2.2887 -2.4741 -2.6552 -2.8306 -2.9999 -3.1615
 -3.3150 -3.4610
 -1.1343 -1.2398 -1.3424 -1.4422 -1.5396 -1.6349 -1.7284 -1.8197 -1.9090 -1.9964
 -2.0796 -2.1505 -2.1988 -2.2426 -2.3046 -2.4868 -2.6678 -2.8423 -3.0110 -3.1726
 -3.3262 -3.4724 -3.6117 -3.7450
 -1.1414 -1.2429 -1.3420 -1.4383 -1.5319 -1.6232 -1.7125 -1.7996 -1.8841 -1.9663
 -2.0474 -2.1278 -2.1977 -2.2497 -2.3136 -2.4952 -2.6759 -2.8500 -3.0184 -3.1800
 -3.3338 -3.4802 -3.6197 -3.7530 -3.8806 -4.0034 -4.1224 -4.2377 -4.3496 -4.4595
 -1.1597 -1.2540 -1.3478 -1.4399 -1.5300 -1.6181 -1.7042 -1.7885 -1.8707 -1.9504
 -2.0277 -2.1041 -2.1807 -2.2419 -2.3052 -2.4973 -2.6803 -2.8545 -3.0227 -3.1845
 -3.3388 -3.4856 -3.6254 -3.7588 -3.8865 -4.0089 -4.1271 -4.2414 -4.3523 -4.4603
 -4.5666
 -1.1938 -1.2783 -1.3637 -1.4490 -1.5341 -1.6183 -1.7014 -1.7831 -1.8633 -1.9418
 -2.0182 -2.0927 -2.1664 -2.2357 -2.2954 -2.4874 -2.6780 -2.8552 -3.0242 -3.1866
 -3.3415 -3.4889 -3.6292 -3.7630 -3.8910 -4.0135 -4.1312 -4.2449 -4.3549 -4.4617
 -4.5660
 -1.2448 -1.3201 -1.3957 -1.4716 -1.5488 -1.6269 -1.7055 -1.7840 -1.8620 -1.9391
 -2.0148 -2.0890 -2.1618 -2.2326 -2.2939 -2.4783 -2.6702 -2.8523 -3.0245 -3.1888
 -3.3449 -3.4932 -3.6343 -3.7688 -3.8972 -4.0201 -4.1380 -4.2515 -4.3610 -4.4672
 -4.5704
 -1.3042 -1.3743 -1.4423 -1.5087 -1.5760 -1.6456 -1.7171 -1.7904 -1.8648 -1.9393
 -2.0135 -2.0868 -2.1592 -2.2299 -2.2961 -2.4709 -2.6583 -2.8417 -3.0165 -3.1840
 -3.3426 -3.4923 -3.6342 -3.7695 -3.8986 -4.0221 -4.1405 -4.2541 -4.3635 -4.4692
 -4.5738
 -1.3698 -1.4377 -1.5010 -1.5613 -1.6205 -1.6803 -1.7427 -1.8081 -1.8764 -1.9466
 -2.0176 -2.0890 -2.1600 -2.2301 -2.2984 -2.4688 -2.6495 -2.8306 -3.0061 -3.1752
 -3.3370 -3.4893 -3.6327 -3.7689 -3.8989 -4.0231 -4.1422 -4.2565 -4.3661 -4.4719
 -4.5742
 -1.4415 -1.5103 -1.5669 -1.6255 -1.6793 -1.7318 -1.7853 -1.8413 -1.9011 -1.9644
 -2.0302 -2.0978 -2.1660 -2.2345 -2.3008 -2.4720 -2.6438 -2.8190 -2.9933
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F1000W
 -1.1535 -1.2494 -1.3380 -1.4195 -1.4946 -1.5679 -1.6440 -1.7246 -1.8028 -1.8738
 -1.9375 -1.9987 -2.0640 -2.1353 -2.2167 -2.3971 -2.5762 -2.7547 -2.9253
 -1.1791 -1.2862 -1.3855 -1.4776 -1.5629 -1.6428 -1.7207 -1.7993 -1.8750 -1.9433
 -2.0024 -2.0554 -2.1120 -2.1789 -2.2510 -2.4339 -2.6131 -2.7884 -2.9576 -3.1183
 -1.1678 -1.2791 -1.3871 -1.4966 -1.5949 -1.6852 -1.7683 -1.8471 -1.9224 -1.9911
 -2.0499 -2.0988 -2.1462 -2.2066 -2.2771 -2.4612 -2.6408 -2.8141 -2.9820 -3.1427
 -3.2957
 -1.1465 -1.2571 -1.3677 -1.4778 -1.5852 -1.6878 -1.7839 -1.8722 -1.9523 -2.0242
 -2.0867 -2.1372 -2.1783 -2.2284 -2.2950 -2.4790 -2.6593 -2.8318 -2.9985 -3.1590
 -3.3123 -3.4583
 -1.1390 -1.2466 -1.3523 -1.4577 -1.5621 -1.6642 -1.7632 -1.8582 -1.9486 -2.0327
 -2.1055 -2.1654 -2.2112 -2.2512 -2.3095 -2.4904 -2.6714 -2.8438 -3.0097 -3.1698
 -3.3232 -3.4694 -3.6089 -3.7424
 -1.1384 -1.2434 -1.3459 -1.4464 -1.5453 -1.6427 -1.7379 -1.8302 -1.9193 -2.0059
 -2.0896 -2.1659 -2.2266 -2.2740 -2.3247 -2.4980 -2.6790 -2.8517 -3.0171 -3.1769
 -3.3304 -3.4770 -3.6166 -3.7501 -3.8781 -4.0012 -4.1206 -4.2364 -4.3485 -4.4579
 -1.1409 -1.2450 -1.3453 -1.4429 -1.5382 -1.6316 -1.7232 -1.8122 -1.8982 -1.9806
 -2.0603 -2.1389 -2.2134 -2.2734 -2.3297 -2.5037 -2.6836 -2.8566 -3.0219 -3.1815
 -3.3351 -3.4820 -3.6220 -3.7557 -3.8836 -4.0064 -4.1250 -4.2399 -4.3511 -4.4589
 -4.5649
 -1.1505 -1.2501 -1.3480 -1.4433 -1.5361 -1.6265 -1.7148 -1.8010 -1.8849 -1.9657
 -2.0431 -2.1178 -2.1916 -2.2594 -2.3181 -2.5030 -2.6859 -2.8591 -3.0245 -3.1839
 -3.3378 -3.4852 -3.6257 -3.7597 -3.8879 -4.0106 -4.1288 -4.2429 -4.3534 -4.4604
 -4.5645
 -1.1716 -1.2636 -1.3567 -1.4486 -1.5386 -1.6264 -1.7121 -1.7958 -1.8777 -1.9574
 -2.0343 -2.1085 -2.1803 -2.2497 -2.3101 -2.4922 -2.6852 -2.8617 -3.0277 -3.1873
 -3.3414 -3.4895 -3.6307 -3.7654 -3.8940 -4.0171 -4.1353 -4.2491 -4.3591 -4.4656
 -4.5690
 -1.2051 -1.2882 -1.3735 -1.4591 -1.5444 -1.6285 -1.7113 -1.7924 -1.8722 -1.9505
 -2.0269 -2.1013 -2.1733 -2.2430 -2.3074 -2.4795 -2.6726 -2.8563 -3.0252 -3.1854
 -3.3400 -3.4886 -3.6305 -3.7659 -3.8952 -4.0188 -4.1374 -4.2513 -4.3611 -4.4673
 -4.5723
 -1.2512 -1.3280 -1.4042 -1.4817 -1.5597 -1.6379 -1.7161 -1.7937 -1.8708 -1.9471
 -2.0224 -2.0964 -2.1687 -2.2389 -2.3061 -2.4730 -2.6596 -2.8453 -3.0187 -3.1810
 -3.3366 -3.4862 -3.6290 -3.7653 -3.8953 -4.0197 -4.1390 -4.2534 -4.3634 -4.4696
 -4.5723
 -1.3100 -1.3796 -1.4491 -1.5186 -1.5884 -1.6590 -1.7305 -1.8026 -1.8755 -1.9488
 -2.0218 -2.0944 -2.1661 -2.2365 -2.3062 -2.4727 -2.6462 -2.8287 -3.0082
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F1000W
 -1.1340 -1.2255 -1.3090 -1.3844 -1.4540 -1.5250 -1.6042 -1.6930 -1.7790 -1.8595
 -1.9339 -2.0046 -2.0753 -2.1472 -2.2196 -2.3976 -2.5713 -2.7455 -2.9162
 -1.1779 -1.2773 -1.3686 -1.4517 -1.5275 -1.5999 -1.6770 -1.7606 -1.8432 -1.9208
 -1.9914 -2.0565 -2.1215 -2.1904 -2.2617 -2.4398 -2.6155 -2.7873 -2.9545 -3.1151
 -1.1917 -1.2993 -1.3986 -1.4894 -1.5721 -1.6478 -1.7230 -1.8033 -1.8841 -1.9610
 -2.0309 -2.0931 -2.1523 -2.2166 -2.2862 -2.4655 -2.6436 -2.8150 -2.9802 -3.1398
 -3.2925
 -1.1736 -1.2856 -1.3975 -1.5009 -1.5949 -1.6793 -1.7563 -1.8340 -1.9132 -1.9900
 -2.0609 -2.1233 -2.1784 -2.2362 -2.3023 -2.4819 -2.6615 -2.8331 -2.9974 -3.1561
 -3.3087 -3.4546
 -1.1485 -1.2597 -1.3706 -1.4791 -1.5833 -1.6815 -1.7720 -1.8538 -1.9333 -2.0109
 -2.0839 -2.1492 -2.2044 -2.2555 -2.3154 -2.4923 -2.6727 -2.8448 -3.0090 -3.1669
 -3.3192 -3.4654 -3.6050 -3.7388
 -1.1400 -1.2465 -1.3512 -1.4550 -1.5577 -1.6580 -1.7545 -1.8462 -1.9331 -2.0156
 -2.0935 -2.1648 -2.2267 -2.2779 -2.3297 -2.4993 -2.6797 -2.8523 -3.0166 -3.1741
 -3.3262 -3.4725 -3.6123 -3.7461 -3.8745 -3.9981 -4.1180 -4.2345 -4.3474 -4.4563
 -1.1406 -1.2443 -1.3450 -1.4444 -1.5429 -1.6403 -1.7357 -1.8274 -1.9147 -1.9984
 -2.0798 -2.1577 -2.2293 -2.2916 -2.3456 -2.5046 -2.6839 -2.8570 -3.0216 -3.1790
 -3.3308 -3.4773 -3.6174 -3.7514 -3.8796 -4.0028 -4.1219 -4.2373 -4.3494 -4.4575
 -4.5628
 -1.1444 -1.2472 -1.3461 -1.4424 -1.5371 -1.6309 -1.7233 -1.8135 -1.9004 -1.9830
 -2.0615 -2.1375 -2.2113 -2.2807 -2.3445 -2.5101 -2.6864 -2.8597 -3.0247 -3.1822
 -3.3344 -3.4803 -3.6207 -3.7550 -3.8834 -4.0065 -4.1252 -4.2401 -4.3513 -4.4588
 -4.5626
 -1.1491 -1.2525 -1.3504 -1.4455 -1.5381 -1.6290 -1.7184 -1.8059 -1.8913 -1.9735
 -2.0517 -2.1259 -2.1970 -2.2655 -2.3305 -2.5078 -2.6904 -2.8635 -3.0289 -3.1866
 -3.3382 -3.4847 -3.6255 -3.7603 -3.8892 -4.0126 -4.1313 -4.2456 -4.3563 -4.4636
 -4.5672
 -1.1583 -1.2579 -1.3536 -1.4474 -1.5389 -1.6281 -1.7153 -1.8003 -1.8837 -1.9648
 -2.0429 -2.1176 -2.1887 -2.2564 -2.3207 -2.4926 -2.6850 -2.8630 -3.0288 -3.1866
 -3.3380 -3.4843 -3.6254 -3.7607 -3.8902 -4.0141 -4.1331 -4.2474 -4.3578 -4.4646
 -4.5702
