 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.2272 -0.1888  1.0261  1.2951  0.2515 -1.8256 -1.0898  0.1735  0.9336  0.9881
  1.0549  1.0342  0.6264  0.1403 -0.1205 -0.0036
 -1.0869 -0.6356 -0.0496  0.1350 -0.2169 -1.1384 -0.8266 -0.2715  0.1372  0.2841
  0.3914  0.4136  0.2518  0.0437 -0.0666  0.0256  0.0833  0.1114  0.0591
 -0.8378 -0.7167 -0.5208 -0.4037 -0.3941 -0.6115 -0.5355 -0.3944 -0.2398 -0.1049
 -0.0116  0.0273  0.0107 -0.0241 -0.0361  0.0358  0.0673  0.0878  0.0713  0.0506
  0.0557
 -0.4799 -0.4321 -0.3875 -0.3210 -0.2803 -0.2449 -0.2165 -0.1952 -0.1974 -0.1787
 -0.1541 -0.1246 -0.0970 -0.0631 -0.0290  0.0270  0.0626  0.0734  0.0684  0.0528
  0.0314  0.0063 -0.0209
 -0.2868 -0.2715 -0.2539 -0.2242 -0.1990 -0.1735 -0.1499 -0.1295 -0.1131 -0.0993
 -0.0847 -0.0671 -0.0489 -0.0286 -0.0062  0.0345  0.0522  0.0545  0.0467  0.0317
  0.0117 -0.0119 -0.0380 -0.0672 -0.1000
 -0.1084 -0.1180 -0.1223 -0.1201 -0.1118 -0.0993 -0.0847 -0.0698 -0.0558 -0.0431
 -0.0320 -0.0214 -0.0096  0.0015  0.0152  0.0431  0.0495  0.0439  0.0316  0.0149
 -0.0054 -0.0287 -0.0544 -0.0822 -0.1122 -0.1453
  0.0552  0.0284  0.0073 -0.0087 -0.0186 -0.0223 -0.0209 -0.0161 -0.0094 -0.0016
  0.0062  0.0138  0.0210  0.0272  0.0352  0.0528  0.0545  0.0416  0.0231  0.0024
 -0.0199 -0.0441 -0.0700 -0.0974 -0.1263 -0.1572 -0.1907 -0.2296 -0.2753 -0.3236
  0.2039  0.1677  0.1349  0.1052  0.0800  0.0605  0.0473  0.0396  0.0362  0.0361
  0.0382  0.0416  0.0456  0.0497  0.0536  0.0637  0.0634  0.0477  0.0234 -0.0032
 -0.0298 -0.0565 -0.0840 -0.1122 -0.1412 -0.1712 -0.2022 -0.2367 -0.2772 -0.3246
 -0.3752
  0.3313  0.2920  0.2533  0.2151  0.1795  0.1477  0.1210  0.1003  0.0856  0.0759
  0.0705  0.0680  0.0677  0.0687  0.0706  0.0751  0.0735  0.0586  0.0319  0.0000
 -0.0325 -0.0640 -0.0946 -0.1250 -0.1553 -0.1858 -0.2172 -0.2494 -0.2848 -0.3262
 -0.3752
  0.4396  0.3985  0.3567  0.3143  0.2728  0.2332  0.1968  0.1652  0.1395  0.1199
  0.1060  0.0966  0.0908  0.0877  0.0866  0.0872  0.0838  0.0704  0.0447  0.0104
 -0.0272 -0.0646 -0.1004 -0.1346 -0.1677 -0.2000 -0.2323 -0.2651 -0.2991 -0.3366
 -0.3777
  0.5266  0.4862  0.4447  0.4023  0.3587  0.3154  0.2735  0.2343  0.1993  0.1701
  0.1472  0.1299  0.1174  0.1089  0.1037  0.0986  0.0942  0.0815  0.0582  0.0252
 -0.0143 -0.0563 -0.0978 -0.1373 -0.1747 -0.2103 -0.2450 -0.2790 -0.3132 -0.3484
 -0.3855
  0.5906  0.5551  0.5169  0.4763  0.4335  0.3898  0.3457  0.3026  0.2620  0.2261
  0.1954  0.1698  0.1494  0.1340  0.1234  0.1104  0.1036  0.0917  0.0703  0.0393
  0.0009 -0.0424 -0.0877 -0.1325 -0.1752 -0.2155 -0.2538 -0.2907 -0.3266 -0.3624
 -0.3989
  0.6316  0.6053  0.5733  0.5363  0.4972  0.4564  0.4107  0.3666  0.3235  0.2837
  0.2476  0.2148  0.1852  0.1630  0.1458  0.1225  0.1120  0.1010  0.0810
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.3967 -0.3190 -0.2820 -0.2895 -0.3483 -0.5768 -0.4819 -0.3774 -0.2955 -0.2333
 -0.1406 -0.0540 -0.0461 -0.0756 -0.0747  0.0468
 -0.4255 -0.3486 -0.2997 -0.2825 -0.3027 -0.4208 -0.3848 -0.3373 -0.2924 -0.2506
 -0.1942 -0.1380 -0.1094 -0.0948 -0.0685  0.0380  0.0957  0.1171  0.1168
 -0.4298 -0.3581 -0.3039 -0.2705 -0.2625 -0.3019 -0.2993 -0.2877 -0.2687 -0.2435
 -0.2134 -0.1795 -0.1426 -0.1036 -0.0631  0.0301  0.0781  0.0946  0.0923  0.0781
  0.0567
 -0.4096 -0.3475 -0.2946 -0.2535 -0.2278 -0.2201 -0.2254 -0.2288 -0.2244 -0.2121
 -0.1981 -0.1785 -0.1458 -0.1020 -0.0585  0.0231  0.0636  0.0754  0.0709  0.0567
  0.0363  0.0115 -0.0165
 -0.3649 -0.3168 -0.2718 -0.2315 -0.1985 -0.1754 -0.1631 -0.1604 -0.1596 -0.1564
 -0.1483 -0.1350 -0.1189 -0.0900 -0.0547  0.0170  0.0522  0.0595  0.0526  0.0380
  0.0181 -0.0056 -0.0324 -0.0622 -0.0957
 -0.2957 -0.2660 -0.2355 -0.2045 -0.1746 -0.1488 -0.1293 -0.1165 -0.1092 -0.1048
 -0.0987 -0.0889 -0.0797 -0.0663 -0.0441  0.0144  0.0457  0.0489  0.0384  0.0221
  0.0017 -0.0217 -0.0478 -0.0762 -0.1070 -0.1407
 -0.2037 -0.1926 -0.1794 -0.1625 -0.1424 -0.1210 -0.1013 -0.0855 -0.0738 -0.0650
 -0.0570 -0.0482 -0.0383 -0.0320 -0.0193  0.0189  0.0451  0.0455  0.0304  0.0103
 -0.0120 -0.0364 -0.0627 -0.0908 -0.1205 -0.1522 -0.1864 -0.2260 -0.2721 -0.3206
 -0.0964 -0.1005 -0.1030 -0.1017 -0.0951 -0.0837 -0.0693 -0.0551 -0.0429 -0.0333
 -0.0250 -0.0165 -0.0070  0.0002  0.0085  0.0334  0.0509  0.0494  0.0305  0.0050
 -0.0215 -0.0484 -0.0763 -0.1051 -0.1348 -0.1657 -0.1984 -0.2334 -0.2739 -0.3216
 -0.3724
  0.0016 -0.0032 -0.0117 -0.0236 -0.0307 -0.0320 -0.0273 -0.0191 -0.0100 -0.0017
  0.0054  0.0120  0.0191  0.0265  0.0328  0.0514  0.0622  0.0589  0.0385  0.0081
