 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -0.6909  1.1005  2.3223  1.3613 -1.6772 -6.2061 -5.0577 -3.0994 -1.9720 -1.8971
 -1.7239 -1.5965 -1.9716 -2.4344 -2.5569 -2.0251
 -3.6546 -2.7638 -1.9397 -2.0598 -3.0814 -5.0439 -4.5151 -3.5909 -2.9042 -2.6191
 -2.3698 -2.2225 -2.3186 -2.4636 -2.4528 -1.9827 -1.6661 -1.4677 -1.4082
 -4.7467 -4.3873 -3.9108 -3.6436 -3.6010 -4.0081 -3.8237 -3.5203 -3.1913 -2.9002
 -2.6734 -2.5295 -2.4617 -2.4094 -2.3143 -1.9190 -1.6256 -1.4405 -1.3334 -1.2435
 -1.1103
 -3.9672 -3.7700 -3.5910 -3.3901 -3.2362 -3.0986 -2.9835 -2.8875 -2.8333 -2.7403
 -2.6346 -2.5174 -2.4008 -2.2718 -2.1414 -1.8340 -1.5967 -1.4227 -1.2945 -1.1982
 -1.1213 -1.0572 -1.0010
 -3.6247 -3.4802 -3.3414 -3.1918 -3.0552 -2.9245 -2.8048 -2.6982 -2.6038 -2.5164
 -2.4276 -2.3320 -2.2329 -2.1300 -2.0240 -1.7700 -1.5637 -1.4105 -1.2963 -1.2081
 -1.1369 -1.0769 -1.0243 -0.9779 -0.9370
 -3.2988 -3.1967 -3.0929 -2.9844 -2.8714 -2.7570 -2.6448 -2.5393 -2.4425 -2.3540
 -2.2713 -2.1899 -2.1053 -2.0203 -1.9312 -1.7180 -1.5370 -1.4001 -1.2976 -1.2174
 -1.1521 -1.0966 -1.0478 -1.0037 -0.9637 -0.9279
 -2.9894 -2.9195 -2.8455 -2.7679 -2.6848 -2.5961 -2.5035 -2.4108 -2.3212 -2.2368
 -2.1580 -2.0834 -2.0107 -1.9385 -1.8630 -1.6780 -1.5166 -1.3915 -1.2984 -1.2261
 -1.1669 -1.1163 -1.0714 -1.0306 -0.9928 -0.9580 -0.9269 -0.9013 -0.8839 -0.8780
 -2.6965 -2.6486 -2.5992 -2.5485 -2.4938 -2.4332 -2.3660 -2.2939 -2.2192 -2.1449
 -2.0731 -2.0045 -1.9389 -1.8751 -1.8111 -1.6492 -1.5028 -1.3846 -1.2970 -1.2311
 -1.1783 -1.1333 -1.0933 -1.0566 -1.0222 -0.9897 -0.9590 -0.9325 -0.9128 -0.9022
 -0.9029
 -2.4321 -2.3990 -2.3672 -2.3367 -2.3046 -2.2687 -2.2269 -2.1782 -2.1231 -2.0640
 -2.0029 -1.9423 -1.8832 -1.8257 -1.7689 -1.6272 -1.4930 -1.3805 -1.2945 -1.2316
 -1.1840 -1.1450 -1.1107 -1.0793 -1.0495 -1.0208 -0.9938 -0.9677 -0.9456 -0.9313
 -0.9271
 -2.1952 -2.1755 -2.1580 -2.1425 -2.1267 -2.1093 -2.0880 -2.0608 -2.0263 -1.9845
 -1.9372 -1.8869 -1.8354 -1.7839 -1.7328 -1.6063 -1.4832 -1.3761 -1.2915 -1.2286
 -1.1834 -1.1493 -1.1212 -1.0959 -1.0718 -1.0483 -1.0254 -1.0035 -0.9832 -0.9671
 -0.9555
 -1.9864 -1.9795 -1.9733 -1.9677 -1.9635 -1.9587 -1.9520 -1.9416 -1.9255 -1.9016
 -1.8700 -1.8326 -1.7910 -1.7470 -1.7017 -1.5868 -1.4749 -1.3727 -1.2897 -1.2260
 -1.1802 -1.1481 -1.1246 -1.1054 -1.0878 -1.0705 -1.0532 -1.0360 -1.0192 -1.0038
 -0.9895
 -1.8166 -1.8110 -1.8096 -1.8121 -1.8161 -1.8197 -1.8230 -1.8242 -1.8216 -1.8116
 -1.7944 -1.7709 -1.7421 -1.7088 -1.6718 -1.5697 -1.4652 -1.3685 -1.2868 -1.2234
 -1.1764 -1.1437 -1.1221 -1.1072 -1.0956 -1.0849 -1.0741 -1.0629 -1.0512 -1.0398
 -1.0294
 -1.6859 -1.6699 -1.6669 -1.6757 -1.6845 -1.6923 -1.7029 -1.7118 -1.7179 -1.7187
