 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.2361 -5.1693 -5.3691 -5.2987 -5.1044 -4.8490 -4.5694 -4.3779 -4.2062 -4.0296
 -3.8636 -3.7110 -3.5701 -3.4399 -3.3179 -3.0584 -2.8064 -2.5725 -2.4375
 -5.2283 -5.0029 -4.8220 -4.7007 -4.6322 -4.5311 -4.3655 -4.1824 -4.0114 -3.8495
 -3.6962 -3.5534 -3.4217 -3.3001 -3.1873 -2.9368 -2.7262 -2.5580 -2.4315 -2.3355
 -5.0180 -4.7955 -4.5969 -4.4285 -4.2929 -4.2025 -4.1307 -4.0184 -3.8730 -3.7199
 -3.5768 -3.4432 -3.3198 -3.2062 -3.1017 -2.8745 -2.6886 -2.5401 -2.4268 -2.3397
 -2.2705
 -4.8507 -4.6467 -4.4532 -4.2786 -4.1258 -3.9938 -3.8858 -3.8061 -3.7244 -3.6146
 -3.4876 -3.3627 -3.2468 -3.1399 -3.0413 -2.8298 -2.6611 -2.5289 -2.4264 -2.3471
 -2.2832 -2.2299
 -4.7076 -4.5250 -4.3458 -4.1764 -4.0226 -3.8853 -3.7632 -3.6555 -3.5682 -3.4885
 -3.4012 -3.2991 -3.1931 -3.0922 -2.9990 -2.7986 -2.6413 -2.5205 -2.4278 -2.3558
 -2.2972 -2.2479 -2.2052 -2.1681
 -4.5840 -4.4173 -4.2558 -4.0969 -3.9476 -3.8113 -3.6885 -3.5779 -3.4787 -3.3898
 -3.3094 -3.2304 -3.1451 -3.0557 -2.9680 -2.7770 -2.6269 -2.5133 -2.4282 -2.3634
 -2.3106 -2.2658 -2.2269 -2.1921 -2.1592 -2.1296 -2.1053 -2.0879 -2.0786 -2.0780
 -4.4801 -4.3233 -4.1740 -4.0286 -3.8869 -3.7544 -3.6329 -3.5230 -3.4244 -3.3344
 -3.2507 -3.1720 -3.0962 -3.0201 -2.9427 -2.7614 -2.6163 -2.5062 -2.4262 -2.3674
 -2.3209 -2.2816 -2.2472 -2.2162 -2.1878 -2.1603 -2.1356 -2.1159 -2.1033 -2.0992
 -2.1048
 -4.3960 -4.2439 -4.1010 -3.9650 -3.8334 -3.7064 -3.5877 -3.4790 -3.3812 -3.2928
 -3.2113 -3.1342 -3.0598 -2.9880 -2.9176 -2.7502 -2.6088 -2.5004 -2.4220 -2.3668
 -2.3259 -2.2927 -2.2639 -2.2377 -2.2136 -2.1907 -2.1677 -2.1471 -2.1319 -2.1245
 -2.1263
 -4.3317 -4.1806 -4.0394 -3.9036 -3.7810 -3.6616 -3.5472 -3.4402 -3.3430 -3.2552
 -3.1754 -3.1013 -3.0306 -2.9617 -2.8945 -2.7373 -2.6020 -2.4952 -2.4163 -2.3620
 -2.3246 -2.2970 -2.2745 -2.2544 -2.2355 -2.2173 -2.1997 -2.1831 -2.1695 -2.1591
 -2.1516
 -4.2874 -4.1343 -3.9918 -3.8591 -3.7353 -3.6197 -3.5111 -3.4075 -3.3109 -3.2230
 -3.1436 -3.0713 -3.0038 -2.9384 -2.8749 -2.7263 -2.5964 -2.4915 -2.4123 -2.3568
 -2.3198 -2.2954 -2.2781 -2.2644 -2.2518 -2.2394 -2.2271 -2.2148 -2.2030 -2.1925
 -2.1832
 -4.2590 -4.1012 -3.9555 -3.8209 -3.6965 -3.5813 -3.4747 -3.3754 -3.2813 -3.1937
 -3.1140 -3.0419 -2.9761 -2.9146 -2.8555 -2.7150 -2.5900 -2.4874 -2.4087 -2.3518
 -2.3138 -2.2898 -2.2754 -2.2667 -2.2604 -2.2546 -2.2485 -2.2418 -2.2347 -2.2277
 -2.2217
 -4.2299 -4.0620 -3.9123 -3.7777 -3.6555 -3.5433 -3.4391 -3.3414 -3.2500 -3.1649
 -3.0861 -3.0137 -2.9482 -2.8883 -2.8322 -2.7016 -2.5826 -2.4825 -2.4045
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.6043 -5.5127 -5.3772 -5.1303 -4.8534 -4.5921 -4.3714 -4.1856 -4.0163 -3.8567
 -3.7060 -3.5660 -3.4370 -3.3183 -3.2088 -2.9734 -2.7634 -2.5752 -2.4382
 -5.2770 -5.0662 -4.9466 -4.8716 -4.6979 -4.4645 -4.2410 -4.0514 -3.8853 -3.7307
 -3.5855 -3.4511 -3.3280 -3.2161 -3.1138 -2.8922 -2.7063 -2.5505 -2.4262 -2.3298
 -5.0980 -4.8607 -4.6629 -4.5141 -4.4316 -4.3321 -4.1530 -3.9611 -3.7935 -3.6440
 -3.5041 -3.3745 -3.2558 -3.1481 -3.0502 -2.8413 -2.6709 -2.5314 -2.4199 -2.3324
 -2.2624
 -4.9750 -4.7424 -4.5318 -4.3439 -4.1890 -4.0773 -3.9988 -3.8869 -3.7321 -3.5842
 -3.4486 -3.3235 -3.2086 -3.1040 -3.0092 -2.8081 -2.6474 -2.5191 -2.4177 -2.3378
 -2.2733 -2.2196
 -4.8811 -4.6604 -4.4525 -4.2638 -4.0960 -3.9467 -3.8211 -3.7224 -3.6407 -3.5348
 -3.4109 -3.2890 -3.1772 -3.0755 -2.9829 -2.7869 -2.6322 -2.5112 -2.4175 -2.3444
 -2.2853 -2.2357 -2.1931 -2.1564
 -4.8150 -4.5978 -4.3974 -4.2098 -4.0397 -3.8868 -3.7483 -3.6243 -3.5188 -3.4349
 -3.3541 -3.2588 -3.1558 -3.0562 -2.9655 -2.7733 -2.6222 -2.5055 -2.4173 -2.3502
 -2.2967 -2.2518 -2.2130 -2.1787 -2.1471 -2.1191 -2.0963 -2.0797 -2.0704 -2.0698
 -4.7591 -4.5486 -4.3559 -4.1725 -4.0023 -3.8483 -3.7094 -3.5830 -3.4682 -3.3668
 -3.2792 -3.2022 -3.1236 -3.0390 -2.9531 -2.7641 -2.6151 -2.5007 -2.4156 -2.3531
 -2.3053 -2.2659 -2.2317 -2.2013 -2.1736 -2.1469 -2.1233 -2.1050 -2.0939 -2.0912
 -2.0965
 -4.7191 -4.5108 -4.3247 -4.1460 -3.9776 -3.8223 -3.6824 -3.5561 -3.4415 -3.3369
 -3.2429 -3.1584 -3.0822 -3.0099 -2.9366 -2.7572 -2.6095 -2.4961 -2.4123 -2.3525
 -2.3095 -2.2757 -2.2471 -2.2216 -2.1981 -2.1743 -2.1519 -2.1334 -2.1206 -2.1151
 -2.1177
 -4.7009 -4.4872 -4.3007 -4.1260 -3.9602 -3.8048 -3.6629 -3.5349 -3.4198 -3.3157
 -3.2211 -3.1350 -3.0559 -2.9825 -2.9134 -2.7489 -2.6039 -2.4907 -2.4070 -2.3481
 -2.3080 -2.2794 -2.2567 -2.2371 -2.2189 -2.2016 -2.1852 -2.1711 -2.1594 -2.1499
 -2.1424
 -4.7084 -4.4809 -4.2891 -4.1167 -3.9532 -3.7988 -3.6549 -3.5238 -3.4063 -3.3007
 -3.2058 -3.1198 -3.0409 -2.9674 -2.8982 -2.7405 -2.6012 -2.4877 -2.4031 -2.3431
 -2.3034 -2.2776 -2.2600 -2.2464 -2.2343 -2.2228 -2.2116 -2.2005 -2.1900 -2.1810
 -2.1731
 -4.7359 -4.4926 -4.2916 -4.1162 -3.9533 -3.8000 -3.6557 -3.5215 -3.3998 -3.2908
 -3.1935 -3.1064 -3.0275 -2.9549 -2.8868 -2.7320 -2.5974 -2.4856 -2.3998 -2.3383
 -2.2973 -2.2719 -2.2571 -2.2484 -2.2425 -2.2373 -2.2323 -2.2267 -2.2208 -2.2151
 -2.2105
 -4.7783 -4.5222 -4.3081 -4.1236 -3.9592 -3.8066 -3.6627 -3.5274 -3.4018 -3.2878
 -3.1862 -3.0958 -3.0151 -2.9422 -2.8751 -2.7242 -2.5928 -2.4830 -2.3969
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8042 -5.6072 -5.2873 -4.9644 -4.6609 -4.4020 -4.2024 -4.0289 -3.8685 -3.7203
 -3.5812 -3.4514 -3.3316 -3.2216 -3.1208 -2.9036 -2.7220 -2.5646 -2.4321
 -5.3528 -5.2578 -5.1442 -4.8820 -4.5968 -4.3336 -4.1154 -3.9371 -3.7771 -3.6310
 -3.4944 -3.3675 -3.2508 -3.1445 -3.0479 -2.8436 -2.6770 -2.5363 -2.4181 -2.3220
 -5.1710 -4.9392 -4.8067 -4.7368 -4.5481 -4.3003 -4.0705 -3.8796 -3.7183 -3.5740
 -3.4400 -3.3156 -3.2012 -3.0972 -3.0031 -2.8057 -2.6477 -2.5175 -2.4100 -2.3225
 -2.2516
 -5.0864 -4.8253 -4.6088 -4.4482 -4.3573 -4.2503 -4.0542 -3.8532 -3.6827 -3.5378
 -3.4062 -3.2841 -3.1717 -3.0693 -2.9766 -2.7829 -2.6298 -2.5061 -2.4061 -2.3255
 -2.2600 -2.2056
 -5.0378 -4.7740 -4.5396 -4.3372 -4.1694 -4.0418 -3.9539 -3.8337 -3.6691 -3.5160
 -3.3851 -3.2652 -3.1545 -3.0534 -2.9616 -2.7698 -2.6193 -2.4996 -2.4048 -2.3296
 -2.2693 -2.2191 -2.1764 -2.1390
 -5.0138 -4.7496 -4.5100 -4.2964 -4.1076 -3.9442 -3.8072 -3.6983 -3.6102 -3.5000
 -3.3732 -3.2540 -3.1446 -3.0447 -2.9537 -2.7627 -2.6133 -2.4957 -2.4043 -2.3335
 -2.2780 -2.2324 -2.1935 -2.1597 -2.1293 -2.1030 -2.0816 -2.0660 -2.0571 -2.0570
 -5.0117 -4.7455 -4.5019 -4.2827 -4.0876 -3.9157 -3.7629 -3.6268 -3.5100 -3.4152
 -3.3314 -3.2396 -3.1390 -3.0403 -2.9496 -2.7591 -2.6096 -2.4929 -2.4034 -2.3358
 -2.2845 -2.2439 -2.2096 -2.1797 -2.1530 -2.1283 -2.1068 -2.0902 -2.0798 -2.0769
 -2.0832
 -5.0257 -4.7592 -4.5116 -4.2864 -4.0851 -3.9065 -3.7484 -3.6068 -3.4795 -3.3662
 -3.2687 -3.1872 -3.1111 -3.0309 -2.9471 -2.7575 -2.6074 -2.4905 -2.4016 -2.3357
 -2.2878 -2.2519 -2.2227 -2.1977 -2.1752 -2.1547 -2.1349 -2.1178 -2.1058 -2.1008
 -2.1040
 -5.0596 -4.7846 -4.5353 -4.3046 -4.0956 -3.9100 -3.7461 -3.6004 -3.4699 -3.3519
 -3.2461 -3.1533 -3.0725 -3.0000 -2.9300 -2.7549 -2.6045 -2.4868 -2.3978 -2.3326
 -2.2866 -2.2546 -2.2308 -2.2113 -2.1940 -2.1780 -2.1634 -2.1512 -2.1414 -2.1337
 -2.1281
 -5.1185 -4.8319 -4.5745 -4.3418 -4.1262 -3.9315 -3.7593 -3.6074 -3.4726 -3.3518
 -3.2429 -3.1453 -3.0585 -2.9811 -2.9108 -2.7511 -2.6043 -2.4851 -2.3948 -2.3289
 -2.2831 -2.2531 -2.2334 -2.2194 -2.2080 -2.1976 -2.1880 -2.1787 -2.1703 -2.1634
 -2.1593
 -5.2011 -4.8848 -4.6228 -4.3886 -4.1720 -3.9703 -3.7879 -3.6267 -3.4850 -3.3593
 -3.2469 -3.1463 -3.0561 -2.9752 -2.9020 -2.7434 -2.6044 -2.4846 -2.3922 -2.3247
 -2.2779 -2.2481 -2.2308 -2.2211 -2.2153 -2.2110 -2.2072 -2.2033 -2.1993 -2.1957
 -2.1931
 -5.3074 -4.9610 -4.6817 -4.4426 -4.2237 -4.0208 -3.8333 -3.6617 -3.5097 -3.3760
 -3.2579 -3.1530 -3.0593 -2.9754 -2.8997 -2.7379 -2.6021 -2.4851 -2.3908
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8410 -5.5611 -5.2056 -4.8824 -4.5866 -4.3320 -4.1330 -3.9639 -3.8104 -3.6658
 -3.5311 -3.4055 -3.2893 -3.1826 -3.0847 -2.8744 -2.7019 -2.5543 -2.4265
 -5.4473 -5.3780 -5.1396 -4.8291 -4.5393 -4.2763 -4.0638 -3.8886 -3.7336 -3.5906
 -3.4576 -3.3341 -3.2201 -3.1160 -3.0212 -2.8214 -2.6609 -2.5266 -2.4125 -2.3173
 -5.1998 -5.0100 -4.9471 -4.7872 -4.5188 -4.2600 -4.0305 -3.8441 -3.6861 -3.5440
 -3.4130 -3.2913 -3.1790 -3.0765 -2.9835 -2.7889 -2.6351 -2.5089 -2.4038 -2.3166
 -2.2452
 -5.1241 -4.8561 -4.6595 -4.5560 -4.4657 -4.2565 -4.0275 -3.8252 -3.6591 -3.5157
 -3.3863 -3.2664 -3.1555 -3.0542 -2.9621 -2.7701 -2.6198 -2.4984 -2.3993 -2.3184
 -2.2523 -2.1974
 -5.0969 -4.8120 -4.5688 -4.3739 -4.2319 -4.1431 -4.0187 -3.8301 -3.6504 -3.5001
 -3.3708 -3.2524 -3.1428 -3.0424 -2.9509 -2.7599 -2.6112 -2.4925 -2.3976 -2.3213
 -2.2600 -2.2092 -2.1662 -2.1288
 -5.0986 -4.8047 -4.5468 -4.3241 -4.1374 -3.9827 -3.8633 -3.7708 -3.6494 -3.4984
 -3.3628 -3.2450 -3.1366 -3.0370 -2.9460 -2.7551 -2.6066 -2.4893 -2.3970 -2.3243
 -2.2672 -2.2208 -2.1817 -2.1478 -2.1184 -2.0932 -2.0723 -2.0570 -2.0486 -2.0487
 -5.1257 -4.8229 -4.5537 -4.3181 -4.1140 -3.9383 -3.7862 -3.6555 -3.5502 -3.4597
 -3.3549 -3.2421 -3.1344 -3.0354 -2.9448 -2.7536 -2.6045 -2.4874 -2.3963 -2.3263
 -2.2728 -2.2307 -2.1961 -2.1661 -2.1399 -2.1168 -2.0971 -2.0813 -2.0705 -2.0679
 -2.0747
 -5.1702 -4.8635 -4.5835 -4.3357 -4.1194 -3.9320 -3.7686 -3.6244 -3.4967 -3.3858
 -3.2930 -3.2108 -3.1255 -3.0348 -2.9458 -2.7541 -2.6038 -2.4859 -2.3953 -2.3266
 -2.2756 -2.2375 -2.2077 -2.1825 -2.1604 -2.1407 -2.1221 -2.1063 -2.0954 -2.0912
 -2.0946
 -5.2336 -4.9171 -4.6313 -4.3719 -4.1429 -3.9440 -3.7712 -3.6195 -3.4849 -3.3641
 -3.2571 -3.1644 -3.0853 -3.0120 -2.9376 -2.7541 -2.6027 -2.4835 -2.3923 -2.3241
 -2.2748 -2.2399 -2.2147 -2.1948 -2.1778 -2.1626 -2.1490 -2.1368 -2.1268 -2.1206
 -2.1184
 -5.3192 -4.9877 -4.6977 -4.4319 -4.1906 -3.9780 -3.7936 -3.6331 -3.4919 -3.3662
 -3.2534 -3.1530 -3.0648 -2.9875 -2.9176 -2.7542 -2.6040 -2.4832 -2.3904 -2.3214
 -2.2722 -2.2389 -2.2172 -2.2023 -2.1909 -2.1810 -2.1723 -2.1641 -2.1569 -2.1514
 -2.1486
 -5.4289 -5.0716 -4.7733 -4.5047 -4.2579 -4.0331 -3.8346 -3.6621 -3.5119 -3.3796
 -3.2620 -3.1569 -3.0633 -2.9804 -2.9064 -2.7478 -2.6061 -2.4837 -2.3888 -2.3182
 -2.2680 -2.2348 -2.2149 -2.2039 -2.1977 -2.1936 -2.1905 -2.1875 -2.1847 -2.1824
 -2.1808
 -5.5639 -5.1719 -4.8574 -4.5845 -4.3358 -4.1057 -3.8958 -3.7094 -3.5469 -3.4049
 -3.2802 -3.1696 -3.0713 -2.9838 -2.9057 -2.7420 -2.6057 -2.4858 -2.3883
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8620 -5.4872 -5.1248 -4.8112 -4.5344 -4.2853 -4.0847 -3.9125 -3.7613 -3.6205
 -3.4893 -3.3673 -3.2542 -3.1501 -3.0546 -2.8490 -2.6822 -2.5407 -2.4192
 -5.5885 -5.4173 -5.0971 -4.7745 -4.4909 -4.2371 -4.0271 -3.8517 -3.6967 -3.5568
 -3.4269 -3.3063 -3.1948 -3.0925 -2.9991 -2.8021 -2.6454 -2.5158 -2.4056 -2.3119
 -5.2400 -5.1430 -5.0403 -4.7698 -4.4806 -4.2235 -4.0003 -3.8163 -3.6585 -3.5184
 -3.3898 -3.2706 -3.1604 -3.0593 -2.9671 -2.7740 -2.6226 -2.4994 -2.3966 -2.3100
 -2.2382
 -5.1478 -4.8911 -4.7547 -4.6897 -4.4868 -4.2316 -4.0005 -3.8024 -3.6379 -3.4961
 -3.3685 -3.2505 -3.1414 -3.0411 -2.9496 -2.7582 -2.6094 -2.4898 -2.3918 -2.3107
 -2.2438 -2.1884
 -5.1370 -4.8361 -4.5973 -4.4323 -4.3439 -4.2268 -4.0172 -3.8104 -3.6330 -3.4851
 -3.3569 -3.2400 -3.1319 -3.0323 -2.9412 -2.7502 -2.6023 -2.4846 -2.3897 -2.3127
 -2.2501 -2.1985 -2.1550 -2.1178
 -5.1635 -4.8414 -4.5696 -4.3470 -4.1731 -4.0460 -3.9536 -3.8208 -3.6462 -3.4859
