 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.8860 -2.8719 -3.0569 -3.0571 -2.9706 -2.8271 -2.6505 -2.5373 -2.4351 -2.3261
 -2.2228 -2.1243 -2.0326 -1.9494 -1.8749 -1.7198 -1.6157 -1.5527 -1.5120
 -2.8886 -2.8015 -2.7293 -2.6886 -2.6804 -2.6458 -2.5607 -2.4570 -2.3563 -2.2586
 -2.1639 -2.0741 -1.9911 -1.9158 -1.8483 -1.7119 -1.6171 -1.5567 -1.5203 -1.4989
 -2.7602 -2.6778 -2.5955 -2.5218 -2.4636 -2.4345 -2.4185 -2.3728 -2.2968 -2.2086
 -2.1224 -2.0397 -1.9627 -1.8927 -1.8301 -1.7045 -1.6181 -1.5644 -1.5327 -1.5141
 -1.5037
 -2.6444 -2.5779 -2.5029 -2.4272 -2.3572 -2.2963 -2.2503 -2.2249 -2.1986 -2.1505
 -2.0835 -2.0109 -1.9406 -1.8756 -1.8172 -1.6999 -1.6197 -1.5714 -1.5440 -1.5283
 -1.5195 -1.5156
 -2.5287 -2.4820 -2.4223 -2.3549 -2.2868 -2.2227 -2.1652 -2.1155 -2.0796 -2.0501
 -2.0167 -1.9706 -1.9159 -1.8593 -1.8057 -1.6959 -1.6202 -1.5761 -1.5529 -1.5408
 -1.5344 -1.5319 -1.5325 -1.5362
 -2.4120 -2.3815 -2.3402 -2.2871 -2.2277 -2.1671 -2.1100 -2.0576 -2.0107 -1.9699
 -1.9361 -1.9052 -1.8703 -1.8306 -1.7886 -1.6903 -1.6185 -1.5772 -1.5575 -1.5501
 -1.5473 -1.5472 -1.5496 -1.5538 -1.5590 -1.5664 -1.5772 -1.5924 -1.6129 -1.6390
 -2.2969 -2.2782 -2.2518 -2.2142 -2.1678 -2.1161 -2.0633 -2.0128 -1.9667 -1.9243
 -1.8854 -1.8507 -1.8194 -1.7891 -1.7576 -1.6793 -1.6137 -1.5728 -1.5565 -1.5541
 -1.5563 -1.5602 -1.5653 -1.5715 -1.5787 -1.5856 -1.5940 -1.6063 -1.6243 -1.6489
 -1.6789
 -2.1859 -2.1752 -2.1586 -2.1338 -2.1009 -2.0612 -2.0170 -1.9714 -1.9278 -1.8876
 -1.8505 -1.8158 -1.7833 -1.7536 -1.7256 -1.6605 -1.6047 -1.5662 -1.5505 -1.5516
 -1.5593 -1.5685 -1.5779 -1.5873 -1.5970 -1.6067 -1.6156 -1.6258 -1.6401 -1.6606
 -1.6885
 -2.0816 -2.0760 -2.0652 -2.0476 -2.0260 -1.9978 -1.9644 -1.9272 -1.8887 -1.8515
 -1.8170 -1.7852 -1.7552 -1.7267 -1.6996 -1.6397 -1.5913 -1.5571 -1.5411 -1.5435
 -1.5555 -1.5705 -1.5855 -1.5997 -1.6131 -1.6258 -1.6382 -1.6507 -1.6652 -1.6820
 -1.7009
 -1.9865 -1.9839 -1.9763 -1.9641 -1.9480 -1.9282 -1.9048 -1.8771 -1.8466 -1.8145
 -1.7834 -1.7546 -1.7279 -1.7023 -1.6777 -1.6222 -1.5775 -1.5464 -1.5309 -1.5324
 -1.5458 -1.5650 -1.5856 -1.6055 -1.6240 -1.6411 -1.6571 -1.6722 -1.6871 -1.7026
 -1.7191
 -1.9015 -1.8987 -1.8924 -1.8830 -1.8707 -1.8559 -1.8389 -1.8196 -1.7975 -1.7729
 -1.7469 -1.7217 -1.6981 -1.6762 -1.6554 -1.6063 -1.5645 -1.5356 -1.5212 -1.5211
 -1.5339 -1.5544 -1.5787 -1.6039 -1.6282 -1.6507 -1.6715 -1.6907 -1.7086 -1.7261
 -1.7439
 -1.8220 -1.8093 -1.8004 -1.7935 -1.7869 -1.7793 -1.7695 -1.7569 -1.7417 -1.7244
 -1.7054 -1.6853 -1.6654 -1.6468 -1.6294 -1.5892 -1.5522 -1.5249 -1.5113
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
