 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.3807 -4.1270 -3.8968 -3.6939 -3.5158 -3.3569 -3.2215 -3.1130 -3.0212 -2.9042
 -2.7702 -2.6412 -2.5248 -2.4198 -2.3244 -2.1246 -1.9710 -1.8550 -1.7693 -1.7048
 -1.6529 -1.6090 -1.5711 -1.5393
 -4.3234 -4.0689 -3.8418 -3.6368 -3.4556 -3.2946 -3.1480 -3.0153 -2.9015 -2.8095
 -2.7205 -2.6174 -2.5082 -2.4045 -2.3108 -2.1138 -1.9628 -1.8506 -1.7700 -1.7117
 -1.6657 -1.6264 -1.5920 -1.5614 -1.5329 -1.5082 -1.4895 -1.4785 -1.4761 -1.4821
 -4.2828 -4.0312 -3.8074 -3.6017 -3.4174 -3.2545 -3.1087 -2.9756 -2.8536 -2.7452
 -2.6509 -2.5677 -2.4834 -2.3936 -2.3034 -2.1080 -1.9576 -1.8465 -1.7684 -1.7147
 -1.6748 -1.6413 -1.6115 -1.5845 -1.5598 -1.5359 -1.5151 -1.5002 -1.4935 -1.4963
 -1.5082
 -4.2639 -4.0113 -3.7896 -3.5839 -3.3965 -3.2291 -3.0816 -2.9495 -2.8292 -2.7187
 -2.6186 -2.5285 -2.4472 -2.3702 -2.2926 -2.1051 -1.9542 -1.8425 -1.7646 -1.7131
 -1.6785 -1.6513 -1.6273 -1.6052 -1.5844 -1.5625 -1.5419 -1.5255 -1.5157 -1.5145
 -1.5230
 -4.2711 -4.0108 -3.7849 -3.5786 -3.3888 -3.2167 -3.0640 -2.9293 -2.8091 -2.7000
 -2.6001 -2.5087 -2.4246 -2.3469 -2.2738 -2.1009 -1.9512 -1.8380 -1.7587 -1.7073
 -1.6757 -1.6543 -1.6370 -1.6211 -1.6056 -1.5904 -1.5758 -1.5635 -1.5538 -1.5463
 -1.5409
 -4.3072 -4.0323 -3.7985 -3.5907 -3.3983 -3.2221 -3.0626 -2.9215 -2.7976 -2.6874
 -2.5880 -2.4971 -2.4133 -2.3353 -2.2620 -2.0960 -1.9513 -1.8364 -1.7545 -1.7008
 -1.6690 -1.6510 -1.6395 -1.6303 -1.6214 -1.6120 -1.6023 -1.5924 -1.5828 -1.5747
 -1.5674
 -4.3659 -4.0762 -3.8321 -3.6182 -3.4217 -3.2413 -3.0764 -2.9273 -2.7958 -2.6806
 -2.5787 -2.4872 -2.4038 -2.3266 -2.2542 -2.0908 -1.9502 -1.8359 -1.7515 -1.6947
 -1.6608 -1.6431 -1.6350 -1.6316 -1.6294 -1.6268 -1.6234 -1.6189 -1.6136 -1.6083
 -1.6039
 -4.4415 -4.1425 -3.8857 -3.6600 -3.4579 -3.2731 -3.1033 -2.9481 -2.8077 -2.6837
 -2.5755 -2.4804 -2.3954 -2.3181 -2.2466 -2.0864 -1.9484 -1.8351 -1.7492
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.3569 -5.1298 -4.7783 -4.4332 -4.1142 -3.8411 -3.6254 -3.4347 -3.2572 -3.0933
 -2.9405 -2.8007 -2.6743 -2.5604 -2.4574 -2.2372 -2.0531 -1.8952 -1.7659
 -4.8622 -4.7494 -4.6183 -4.3334 -4.0307 -3.7544 -3.5229 -3.3298 -3.1546 -2.9940
 -2.8449 -2.7089 -2.5865 -2.4769 -2.3788 -2.1733 -2.0070 -1.8685 -1.7555 -1.6670
 -4.6649 -4.4083 -4.2607 -4.1796 -3.9738 -3.7104 -3.4683 -3.2654 -3.0911 -2.9339
 -2.7885 -2.6556 -2.5358 -2.4287 -2.3330 -2.1350 -1.9786 -1.8521 -1.7507 -1.6713
 -1.6087
 -4.5766 -4.2869 -4.0520 -3.8786 -3.7777 -3.6589 -3.4484 -3.2354 -3.0542 -2.8984
 -2.7565 -2.6264 -2.5087 -2.4032 -2.3087 -2.1140 -1.9627 -1.8432 -1.7496 -1.6773
 -1.6201 -1.5728
 -4.5332 -4.2356 -3.9793 -3.7626 -3.5842 -3.4470 -3.3498 -3.2181 -3.0418 -2.8791
 -2.7391 -2.6116 -2.4957 -2.3914 -2.2977 -2.1038 -1.9546 -1.8389 -1.7504 -1.6834
 -1.6313 -1.5881 -1.5510 -1.5179
 -4.5239 -4.2187 -3.9512 -3.7201 -3.5198 -3.3477 -3.2027 -3.0852 -2.9883 -2.8684
 -2.7325 -2.6056 -2.4908 -2.3876 -2.2944 -2.1004 -1.9510 -1.8368 -1.7513 -1.6884
 -1.6412 -1.6027 -1.5692 -1.5399 -1.5130 -1.4901 -1.4733 -1.4643 -1.4635 -1.4691
 -4.5459 -4.2310 -3.9519 -3.7093 -3.4998 -3.3189 -3.1591 -3.0159 -2.8916 -2.7895
 -2.6983 -2.5989 -2.4915 -2.3885 -2.2953 -2.1010 -1.9500 -1.8355 -1.7513 -1.6911
 -1.6481 -1.6147 -1.5860 -1.5603 -1.5372 -1.5152 -1.4966 -1.4838 -1.4791 -1.4833
 -1.4948
 -4.5911 -4.2702 -3.9791 -3.7228 -3.5012 -3.3103 -3.1447 -2.9974 -2.8641 -2.7446
 -2.6411 -2.5536 -2.4717 -2.3864 -2.2988 -2.1037 -1.9509 -1.8345 -1.7498 -1.6908
 -1.6510 -1.6226 -1.5994 -1.5787 -1.5595 -1.5418 -1.5243 -1.5095 -1.5006 -1.5000
 -1.5093
 -4.6603 -4.3280 -4.0287 -3.7589 -3.5220 -3.3185 -3.1438 -2.9916 -2.8562 -2.7333
 -2.6224 -2.5245 -2.4387 -2.3618 -2.2880 -2.1059 -1.9514 -1.8325 -1.7464 -1.6871
 -1.6488 -1.6246 -1.6073 -1.5925 -1.5786 -1.5652 -1.5527 -1.5426 -1.5350 -1.5297
 -1.5265
 -4.7552 -4.4120 -4.1026 -3.8236 -3.5722 -3.3520 -3.1632 -3.0012 -2.8604 -2.7352
 -2.6222 -2.5203 -2.4290 -2.3474 -2.2735 -2.1067 -1.9550 -1.8332 -1.7440 -1.6827
 -1.6438 -1.6216 -1.6090 -1.6004 -1.5927 -1.5850 -1.5774 -1.5696 -1.5623 -1.5566
 -1.5540
 -4.8719 -4.5061 -4.1912 -3.9070 -3.6473 -3.4120 -3.2055 -3.0283 -2.8767 -2.7450
 -2.6285 -2.5242 -2.4302 -2.3454 -2.2685 -2.1028 -1.9586 -1.8355 -1.7426 -1.6782
 -1.6372 -1.6147 -1.6047 -1.6011 -1.5998 -1.5986 -1.5969 -1.5943 -1.5912 -1.5882
 -1.5861
 -5.0104 -4.6198 -4.2917 -4.0027 -3.7374 -3.4942 -3.2744 -3.0793 -2.9113 -2.7674
 -2.6430 -2.5338 -2.4366 -2.3493 -2.2700 -2.1006 -1.9595 -1.8389 -1.7431
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  V   
 -5.3774 -5.0615 -4.6754 -4.3352 -4.0283 -3.7618 -3.5477 -3.3624 -3.1928 -3.0330
 -2.8845 -2.7479 -2.6241 -2.5130 -2.4130 -2.2019 -2.0293 -1.8821 -1.7574
 -4.9529 -4.8658 -4.5988 -4.2660 -3.9632 -3.6904 -3.4661 -3.2770 -3.1076 -2.9504
 -2.8047 -2.6710 -2.5503 -2.4423 -2.3460 -2.1466 -1.9880 -1.8563 -1.7468 -1.6586
 -4.6882 -4.4762 -4.4001 -4.2213 -3.9343 -3.6637 -3.4247 -3.2273 -3.0572 -2.9024
 -2.7595 -2.6283 -2.5096 -2.4034 -2.3087 -2.1147 -1.9635 -1.8410 -1.7413 -1.6616
 -1.5987
 -4.6106 -4.3150 -4.1007 -3.9852 -3.8828 -3.6577 -3.4169 -3.2055 -3.0298 -2.8757
 -2.7356 -2.6066 -2.4895 -2.3843 -2.2903 -2.0981 -1.9503 -1.8330 -1.7397 -1.6663
 -1.6086 -1.5613
 -4.5901 -4.2717 -4.0070 -3.7979 -3.6450 -3.5466 -3.4106 -3.2101 -3.0214 -2.8628
 -2.7243 -2.5974 -2.4816 -2.3772 -2.2836 -2.0912 -1.9442 -1.8294 -1.7402 -1.6713
 -1.6183 -1.5751 -1.5383 -1.5058
 -4.6086 -4.2726 -3.9870 -3.7470 -3.5489 -3.3850 -3.2570 -3.1558 -3.0244 -2.8640
 -2.7210 -2.5955 -2.4809 -2.3772 -2.2837 -2.0904 -1.9423 -1.8282 -1.7412 -1.6757
 -1.6267 -1.5878 -1.5548 -1.5259 -1.5008 -1.4800 -1.4641 -1.4548 -1.4536 -1.4605
 -4.6633 -4.3085 -4.0028 -3.7438 -3.5253 -3.3403 -3.1810 -3.0429 -2.9300 -2.8319
 -2.7190 -2.5989 -2.4847 -2.3812 -2.2879 -2.0934 -1.9432 -1.8281 -1.7417 -1.6784
 -1.6327 -1.5983 -1.5698 -1.5448 -1.5224 -1.5029 -1.4866 -1.4748 -1.4695 -1.4742
 -1.4867
 -4.7440 -4.3777 -4.0510 -3.7710 -3.5343 -3.3348 -3.1640 -3.0137 -2.8799 -2.7626
 -2.6636 -2.5752 -2.4834 -2.3872 -2.2944 -2.0987 -1.9461 -1.8286 -1.7415 -1.6788
 -1.6353 -1.6050 -1.5816 -1.5614 -1.5432 -1.5265 -1.5104 -1.4973 -1.4898 -1.4903
 -1.5000
 -4.8479 -4.4682 -4.1273 -3.8258 -3.5681 -3.3511 -3.1677 -3.0097 -2.8699 -2.7442
 -2.6320 -2.5342 -2.4499 -2.3717 -2.2931 -2.1034 -1.9488 -1.8284 -1.7394 -1.6763
 -1.6339 -1.6068 -1.5884 -1.5739 -1.5608 -1.5485 -1.5373 -1.5272 -1.5192 -1.5156
 -1.5167
 -4.9735 -4.5816 -4.2321 -3.9156 -3.6358 -3.3968 -3.1958 -3.0254 -2.8784 -2.7483
 -2.6315 -2.5268 -2.4342 -2.3525 -2.2789 -2.1088 -1.9544 -1.8310 -1.7387 -1.6735
 -1.6304 -1.6044 -1.5899 -1.5810 -1.5739 -1.5671 -1.5606 -1.5541 -1.5483 -1.5442
 -1.5430
 -5.1186 -4.7086 -4.3520 -4.0281 -3.7343 -3.4737 -3.2503 -3.0618 -2.9019 -2.7638
 -2.6421 -2.5335 -2.4363 -2.3497 -2.2720 -2.1067 -1.9605 -1.8350 -1.7389 -1.6705
 -1.6253 -1.5988 -1.5862 -1.5816 -1.5803 -1.5798 -1.5790 -1.5777 -1.5759 -1.5743
 -1.5734
 -5.2848 -4.8478 -4.4810 -4.1531 -3.8531 -3.5793 -3.3355 -3.1248 -2.9462 -2.7942
 -2.6633 -2.5488 -2.4473 -2.3566 -2.2752 -2.1046 -1.9636 -1.8405 -1.7410
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  V   
 -5.3833 -4.9633 -4.5762 -4.2514 -3.9669 -3.7079 -3.4934 -3.3058 -3.1394 -2.9842
 -2.8395 -2.7059 -2.5841 -2.4745 -2.3762 -2.1704 -2.0057 -1.8664 -1.7472
 -5.0942 -4.8926 -4.5393 -4.1994 -3.9075 -3.6463 -3.4257 -3.2372 -3.0686 -2.9152
 -2.7725 -2.6411 -2.5216 -2.4145 -2.3189 -2.1226 -1.9692 -1.8429 -1.7369 -1.6494
 -4.7246 -4.6099 -4.4876 -4.1916 -3.8881 -3.6231 -3.3923 -3.1980 -3.0286 -2.8763
 -2.7360 -2.6065 -2.4886 -2.3827 -2.2882 -2.0958 -1.9481 -1.8289 -1.7310 -1.6512
 -1.5875
 -4.6308 -4.3480 -4.1956 -4.1176 -3.8952 -3.6265 -3.3874 -3.1819 -3.0083 -2.8562
 -2.7178 -2.5902 -2.4735 -2.3683 -2.2742 -2.0825 -1.9370 -1.8218 -1.7291 -1.6547
 -1.5959 -1.5484
 -4.6275 -4.2940 -4.0345 -3.8554 -3.7561 -3.6261 -3.4033 -3.1881 -3.0039 -2.8481
 -2.7107 -2.5848 -2.4693 -2.3646 -2.2705 -2.0780 -1.9324 -1.8188 -1.7293 -1.6589
 -1.6041 -1.5604 -1.5238 -1.4922
 -4.6716 -4.3075 -4.0089 -3.7692 -3.5836 -3.4468 -3.3452 -3.2018 -3.0180 -2.8510
 -2.7104 -2.5858 -2.4715 -2.3673 -2.2731 -2.0791 -1.9319 -1.8183 -1.7304 -1.6627
 -1.6113 -1.5714 -1.5384 -1.5100 -1.4849 -1.4644 -1.4501 -1.4434 -1.4442 -1.4505
 -4.7596 -4.3647 -4.0351 -3.7642 -3.5433 -3.3630 -3.2129 -3.0918 -2.9879 -2.8617
 -2.7177 -2.5909 -2.4774 -2.3737 -2.2795 -2.0840 -1.9343 -1.8191 -1.7314 -1.6654
 -1.6165 -1.5803 -1.5515 -1.5269 -1.5053 -1.4868 -1.4713 -1.4608 -1.4579 -1.4634
 -1.4751
 -4.8787 -4.4631 -4.1022 -3.8011 -3.5538 -3.3500 -3.1797 -3.0318 -2.9033 -2.7945
 -2.6969 -2.5925 -2.4854 -2.3824 -2.2883 -2.0914 -1.9389 -1.8211 -1.7321 -1.6664
 -1.6193 -1.5862 -1.5618 -1.5417 -1.5241 -1.5085 -1.4955 -1.4850 -1.4785 -1.4785
 -1.4887
 -5.0219 -4.5866 -4.2045 -3.8731 -3.5970 -3.3699 -3.1817 -3.0219 -2.8817 -2.7568
 -2.6468 -2.5514 -2.4662 -2.3812 -2.2948 -2.0985 -1.9438 -1.8227 -1.7315 -1.6651
 -1.6188 -1.5879 -1.5676 -1.5527 -1.5401 -1.5287 -1.5188 -1.5103 -1.5040 -1.5012
 -1.5047
 -5.1833 -4.7380 -4.3410 -3.9870 -3.6810 -3.4256 -3.2149 -3.0391 -2.8892 -2.7574
 -2.6394 -2.5342 -2.4418 -2.3608 -2.2862 -2.1076 -1.9516 -1.8274 -1.7326 -1.6640
 -1.6168 -1.5867 -1.5691 -1.5590 -1.5519 -1.5459 -1.5404 -1.5354 -1.5313 -1.5289
 -1.5295
 -5.3577 -4.8982 -4.4941 -4.1284 -3.8014 -3.5179 -3.2797 -3.0819 -2.9162 -2.7745
 -2.6503 -2.5397 -2.4410 -2.3537 -2.2759 -2.1095 -1.9602 -1.8335 -1.7349 -1.6628
 -1.6135 -1.5827 -1.5664 -1.5597 -1.5578 -1.5575 -1.5576 -1.5575 -1.5572 -1.5573
 -1.5577
 -5.5490 -5.0670 -4.6543 -4.2836 -3.9464 -3.6442 -3.3800 -3.1557 -2.9680 -2.8101
 -2.6750 -2.5574 -2.4534 -2.3609 -2.2785 -2.1076 -1.9663 -1.8410 -1.7389
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.3707 -4.9102 -4.5213 -4.2037 -3.9263 -3.6731 -3.4590 -3.2642 -3.0959 -2.9465
 -2.8050 -2.6737 -2.5537 -2.4452 -2.3476 -2.1442 -1.9838 -1.8510 -1.7369
 -5.0867 -4.8830 -4.4925 -4.1536 -3.8664 -3.6132 -3.3971 -3.2064 -3.0381 -2.8880
 -2.7479 -2.6184 -2.5001 -2.3934 -2.2979 -2.1023 -1.9515 -1.8289 -1.7260 -1.6393
 -4.8357 -4.7637 -4.4925 -4.1533 -3.8511 -3.5886 -3.3663 -3.1740 -3.0058 -2.8560
 -2.7177 -2.5898 -2.4727 -2.3669 -2.2722 -2.0793 -1.9330 -1.8162 -1.7200 -1.6402
 -1.5754
 -4.6538 -4.4195 -4.3485 -4.1616 -3.8682 -3.5967 -3.3619 -3.1621 -2.9908 -2.8402
 -2.7035 -2.5773 -2.4612 -2.3559 -2.2612 -2.0684 -1.9236 -1.8098 -1.7178 -1.6426
 -1.5824 -1.5341
 -4.6480 -4.3113 -4.0792 -3.9672 -3.8602 -3.6228 -3.3803 -3.1687 -2.9894 -2.8352
 -2.6991 -2.5743 -2.4593 -2.3544 -2.2596 -2.0655 -1.9200 -1.8073 -1.7178 -1.6460
 -1.5893 -1.5445 -1.5077 -1.4762
 -4.7110 -4.3240 -4.0222 -3.7977 -3.6467 -3.5504 -3.4016 -3.1937 -3.0027 -2.8402
 -2.7008 -2.5770 -2.4630 -2.3586 -2.2638 -2.0680 -1.9205 -1.8073 -1.7189 -1.6494
 -1.5955 -1.5539 -1.5204 -1.4922 -1.4680 -1.4488 -1.4357 -1.4299 -1.4317 -1.4389
 -4.8306 -4.3964 -4.0492 -3.7750 -3.5618 -3.3972 -3.2719 -3.1657 -3.0241 -2.8577
 -2.7094 -2.5834 -2.4703 -2.3665 -2.2717 -2.0742 -1.9240 -1.8089 -1.7203 -1.6522
 -1.6004 -1.5616 -1.5317 -1.5070 -1.4859 -1.4683 -1.4544 -1.4458 -1.4441 -1.4505
 -1.4628
 -4.9929 -4.5220 -4.1295 -3.8141 -3.5632 -3.3626 -3.1992 -3.0614 -2.9458 -2.8409
 -2.7221 -2.5940 -2.4801 -2.3768 -2.2820 -2.0831 -1.9300 -1.8121 -1.7219 -1.6539
 -1.6034 -1.5670 -1.5406 -1.5200 -1.5027 -1.4879 -1.4761 -1.4668 -1.4621 -1.4645
 -1.4755
 -5.1770 -4.6842 -4.2565 -3.8985 -3.6092 -3.3778 -3.1905 -3.0339 -2.8975 -2.7775
 -2.6729 -2.5773 -2.4811 -2.3850 -2.2919 -2.0921 -1.9366 -1.8154 -1.7227 -1.6537
 -1.6037 -1.5690 -1.5457 -1.5295 -1.5168 -1.5061 -1.4973 -1.4898 -1.4851 -1.4850
 -1.4905
 -5.3779 -4.8728 -4.4253 -4.0348 -3.7056 -3.4380 -3.2225 -3.0460 -2.8971 -2.7666
 -2.6501 -2.5467 -2.4553 -2.3735 -2.2943 -2.1040 -1.9466 -1.8221 -1.7257 -1.6542
 -1.6033 -1.5690 -1.5478 -1.5353 -1.5274 -1.5216 -1.5170 -1.5134 -1.5110 -1.5095
 -1.5132
 -5.5865 -5.0711 -4.6136 -4.2051 -3.8466 -3.5429 -3.2931 -3.0899 -2.9224 -2.7805
 -2.6564 -2.5460 -2.4473 -2.3601 -2.2826 -2.1113 -1.9573 -1.8302 -1.7301 -1.6550
 -1.6019 -1.5668 -1.5463 -1.5364 -1.5328 -1.5322 -1.5327 -1.5336 -1.5349 -1.5369
 -1.5390
 -5.8048 -5.2708 -4.8079 -4.3918 -4.0179 -3.6883 -3.4062 -3.1710 -2.9775 -2.8167
 -2.6805 -2.5623 -2.4579 -2.3649 -2.2821 -2.1107 -1.9667 -1.8397 -1.7362
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  V   
 -5.2017 -4.7645 -4.4127 -4.1264 -3.8635 -3.6237 -3.4212 -3.2347 -3.0649 -2.9180
 -2.7798 -2.6508 -2.5325 -2.4247 -2.3276 -2.1245 -1.9613 -1.8297 -1.7254
 -5.1272 -4.7865 -4.4067 -4.0902 -3.8209 -3.5769 -3.3713 -3.1839 -3.0152 -2.8679
 -2.7304 -2.6027 -2.4857 -2.3794 -2.2837 -2.0870 -1.9363 -1.8154 -1.7145 -1.6286
 -4.9723 -4.7911 -4.4399 -4.1011 -3.8122 -3.5603 -3.3438 -3.1564 -2.9889 -2.8406
 -2.7045 -2.5783 -2.4622 -2.3565 -2.2613 -2.0666 -1.9197 -1.8037 -1.7085 -1.6287
 -1.5630
 -4.7652 -4.5475 -4.4352 -4.1378 -3.8342 -3.5704 -3.3417 -3.1466 -2.9775 -2.8278
 -2.6929 -2.5680 -2.4528 -2.3475 -2.2523 -2.0572 -1.9112 -1.7977 -1.7060 -1.6304
 -1.5686 -1.5191
 -4.6462 -4.3308 -4.1703 -4.0983 -3.8690 -3.5992 -3.3600 -3.1537 -2.9775 -2.8249
 -2.6900 -2.5663 -2.4520 -2.3471 -2.2518 -2.0552 -1.9082 -1.7955 -1.7058 -1.6330
 -1.5744 -1.5279 -1.4906 -1.4589
 -4.7188 -4.3259 -4.0377 -3.8519 -3.7598 -3.6217 -3.3928 -3.1769 -2.9901 -2.8309
 -2.6927 -2.5698 -2.4565 -2.3521 -2.2567 -2.0583 -1.9093 -1.7958 -1.7069 -1.6361
 -1.5800 -1.5361 -1.5015 -1.4732 -1.4496 -1.4308 -1.4186 -1.4144 -1.4172 -1.4254
 -4.8628 -4.4035 -4.0514 -3.7852 -3.5925 -3.4619 -3.3609 -3.2063 -3.0174 -2.8471
 -2.7022 -2.5769 -2.4643 -2.3605 -2.2653 -2.0653 -1.9135 -1.7980 -1.7087 -1.6389
 -1.5846 -1.5430 -1.5113 -1.4860 -1.4650 -1.4479 -1.4351 -1.4280 -1.4280 -1.4355
 -1.4487
 -5.0674 -4.5490 -4.1355 -3.8152 -3.5685 -3.3798 -3.2323 -3.1145 -3.0056 -2.8708
 -2.7212 -2.5887 -2.4748 -2.3716 -2.2765 -2.0751 -1.9205 -1.8021 -1.7111 -1.6412
 -1.5879 -1.5482 -1.5191 -1.4972 -1.4796 -1.4653 -1.4543 -1.4466 -1.4439 -1.4479
 -1.4601
 -5.3108 -4.7454 -4.2797 -3.9040 -3.6098 -3.3807 -3.2001 -3.0514 -2.9242 -2.8136
 -2.7098 -2.5989 -2.4852 -2.3824 -2.2877 -2.0855 -1.9284 -1.8068 -1.7131 -1.6420
 -1.5891 -1.5507 -1.5239 -1.5055 -1.4919 -1.4812 -1.4731 -1.4675 -1.4644 -1.4659
 -1.4737
 -5.5602 -4.9772 -4.4786 -4.0563 -3.7113 -3.4383 -3.2235 -3.0510 -2.9067 -2.7805
 -2.6683 -2.5682 -2.4757 -2.3866 -2.2994 -2.0995 -1.9401 -1.8151 -1.7178 -1.6441
 -1.5900 -1.5519 -1.5266 -1.5109 -1.5013 -1.4949 -1.4907 -1.4882 -1.4874 -1.4889
 -1.4939
 -5.8026 -5.2182 -4.7042 -4.2539 -3.8681 -3.5494 -3.2937 -3.0899 -2.9247 -2.7856
 -2.6640 -2.5555 -2.4582 -2.3713 -2.2930 -2.1118 -1.9529 -1.8252 -1.7241 -1.6467
 -1.5903 -1.5513 -1.5265 -1.5127 -1.5063 -1.5043 -1.5047 -1.5064 -1.5090 -1.5129
 -1.5173
 -6.0381 -5.4685 -4.9353 -4.4741 -4.0636 -3.7108 -3.4143 -3.1726 -2.9775 -2.8177
 -2.6833 -2.5667 -2.4631 -2.3706 -2.2685 -2.1224 -1.9668 -1.8371 -1.7320
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.0964 -4.6882 -4.3536 -4.0854 -3.8262 -3.5949 -3.3917 -3.2095 -3.0419 -2.8984
 -2.7626 -2.6357 -2.5187 -2.4119 -2.3151 -2.1112 -1.9477 -1.8167 -1.7138
 -5.1568 -4.7190 -4.3501 -4.0480 -3.7910 -3.5545 -3.3486 -3.1661 -2.9983 -2.8540
 -2.7188 -2.5929 -2.4770 -2.3713 -2.2754 -2.0769 -1.9245 -1.8033 -1.7033 -1.6179
 -4.9327 -4.7722 -4.3867 -4.0605 -3.7844 -3.5405 -3.3275 -3.1431 -2.9760 -2.8303
 -2.6961 -2.5713 -2.4562 -2.3509 -2.2554 -2.0582 -1.9091 -1.7924 -1.6973 -1.6174
 -1.5506
