 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F850LP
 -1.3547 -1.3907 -1.4401 -1.4915 -1.5261 -1.5319 -1.4225 -1.4231 -1.4176 -1.4016
 -1.3736 -1.3239 -1.2931 -1.2540 -1.2186 -1.1562 -1.1606 -1.2067 -1.2572
 -1.3246 -1.2979 -1.2928 -1.3071 -1.3368 -1.3623 -1.3774 -1.3853 -1.3884 -1.3864
 -1.3738 -1.3486 -1.3153 -1.2824 -1.2545 -1.2161 -1.2157 -1.2422 -1.2805 -1.3239
 -1.3126 -1.2986 -1.2873 -1.2812 -1.2843 -1.3008 -1.3290 -1.3531 -1.3646 -1.3641
 -1.3591 -1.3474 -1.3248 -1.2978 -1.2736 -1.2380 -1.2393 -1.2664 -1.3049 -1.3481
 -1.3931
 -1.2884 -1.2849 -1.2789 -1.2721 -1.2675 -1.2681 -1.2758 -1.2921 -1.3136 -1.3294
 -1.3346 -1.3344 -1.3252 -1.3068 -1.2872 -1.2561 -1.2576 -1.2852 -1.3245 -1.3679
 -1.4130 -1.4586
 -1.2410 -1.2512 -1.2553 -1.2547 -1.2518 -1.2495 -1.2501 -1.2548 -1.2638 -1.2766
 -1.2896 -1.2986 -1.3042 -1.3013 -1.2915 -1.2678 -1.2697 -1.2978 -1.3389 -1.3836
 -1.4294 -1.4758 -1.5221 -1.5670
 -1.1723 -1.1970 -1.2138 -1.2231 -1.2268 -1.2277 -1.2282 -1.2300 -1.2343 -1.2405
 -1.2481 -1.2565 -1.2662 -1.2727 -1.2750 -1.2709 -1.2752 -1.3034 -1.3472 -1.3947
 -1.4424 -1.4902 -1.5379 -1.5852 -1.6315 -1.6777 -1.7249 -1.7739 -1.8255 -1.8800
 -1.0891 -1.1246 -1.1542 -1.1753 -1.1888 -1.1967 -1.2015 -1.2051 -1.2091 -1.2142
 -1.2200 -1.2261 -1.2331 -1.2409 -1.2472 -1.2597 -1.2731 -1.3020 -1.3479 -1.3996
 -1.4509 -1.5012 -1.5509 -1.6001 -1.6485 -1.6951 -1.7414 -1.7895 -1.8409 -1.8962
 -1.9537
 -0.9930 -1.0395 -1.0795 -1.1116 -1.1362 -1.1537 -1.1657 -1.1744 -1.1815 -1.1881
 -1.1949 -1.2018 -1.2087 -1.2160 -1.2228 -1.2409 -1.2630 -1.2945 -1.3416 -1.3970
 -1.4532 -1.5076 -1.5603 -1.6119 -1.6625 -1.7121 -1.7600 -1.8078 -1.8575 -1.9107
 -1.9684
 -0.8940 -0.9478 -0.9949 -1.0359 -1.0704 -1.0978 -1.1189 -1.1349 -1.1477 -1.1583
 -1.1679 -1.1771 -1.1861 -1.1949 -1.2029 -1.2229 -1.2490 -1.2837 -1.3308 -1.3883
 -1.4489 -1.5084 -1.5656 -1.6207 -1.6743 -1.7264 -1.7775 -1.8287 -1.8801 -1.9316
 -1.9833
