 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  w   
 -2.5374 -2.5345 -2.3873 -2.1585 -1.9392 -1.7481 -1.5796 -1.4402 -1.3243 -1.2234
 -1.1345 -1.0522 -0.9755 -0.9038 -0.8366 -0.6887 -0.5691 -0.4760 -0.4061 -0.3542
 -0.3161 -0.2884
 -2.4387 -2.2794 -2.2634 -2.1660 -1.9680 -1.7706 -1.5960 -1.4458 -1.3214 -1.2166
 -1.1260 -1.0446 -0.9690 -0.8986 -0.8325 -0.6869 -0.5685 -0.4765 -0.4078 -0.3575
 -0.3209 -0.2947 -0.2766 -0.2641
 -2.4494 -2.2165 -2.0552 -1.9994 -1.9533 -1.7951 -1.6205 -1.4635 -1.3282 -1.2156
 -1.1207 -1.0388 -0.9640 -0.8947 -0.8298 -0.6864 -0.5693 -0.4779 -0.4098 -0.3606
 -0.3253 -0.3005 -0.2838 -0.2728 -0.2658 -0.2632 -0.2656 -0.2733 -0.2861 -0.3037
 -2.4988 -2.2334 -2.0212 -1.8626 -1.7698 -1.7277 -1.6340 -1.4867 -1.3462 -1.2237
 -1.1210 -1.0351 -0.9601 -0.8914 -0.8274 -0.6862 -0.5703 -0.4795 -0.4117 -0.3631
 -0.3288 -0.3053 -0.2902 -0.2810 -0.2759 -0.2741 -0.2761 -0.2827 -0.2943 -0.3111
 -0.3327
 -2.5776 -2.2838 -2.0443 -1.8503 -1.6979 -1.5881 -1.5170 -1.4577 -1.3619 -1.2411
 -1.1301 -1.0363 -0.9578 -0.8888 -0.8254 -0.6861 -0.5714 -0.4809 -0.4132 -0.3647
 -0.3311 -0.3089 -0.2953 -0.2883 -0.2854 -0.2856 -0.2886 -0.2950 -0.3057 -0.3212
 -0.3419
 -2.6761 -2.3587 -2.0940 -1.8769 -1.6988 -1.5549 -1.4416 -1.3533 -1.2839 -1.2181
 -1.1369 -1.0431 -0.9581 -0.8863 -0.8226 -0.6844 -0.5708 -0.4807 -0.4130 -0.3645
 -0.3314 -0.3103 -0.2984 -0.2936 -0.2935 -0.2963 -0.3019 -0.3100 -0.3207 -0.3351
 -0.3540
 -2.8053 -2.4588 -2.1688 -1.9298 -1.7322 -1.5683 -1.4332 -1.3221 -1.2299 -1.1517
 -1.0842 -1.0212 -0.9551 -0.8857 -0.8220 -0.6844 -0.5715 -0.4814 -0.4131 -0.3640
 -0.3307 -0.3102 -0.2996 -0.2967 -0.2992 -0.3053 -0.3139 -0.3244 -0.3370 -0.3521
 -0.3695
 -2.9634 -2.5851 -2.2667 -2.0024 -1.7855 -1.6050 -1.4539 -1.3274 -1.2210 -1.1300
 -1.0507 -0.9811 -0.9193 -0.8626 -0.8084 -0.6830 -0.5718 -0.4816 -0.4126 -0.3624
 -0.3285 -0.3079 -0.2981 -0.2968 -0.3017 -0.3110 -0.3231 -0.3370 -0.3524 -0.3692
 -0.3871
 -3.1506 -2.7376 -2.3749 -2.0937 -1.8560 -1.6585 -1.4931 -1.3533 -1.2348 -1.1336
 -1.0459 -0.9689 -0.9005 -0.8396 -0.7818 -0.6802 -0.5717 -0.4813 -0.4115
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  w   
 -2.7643 -2.5032 -2.2785 -2.0867 -1.8892 -1.7259 -1.5904 -1.4719 -1.3658 -1.2687
 -1.1779 -1.0926 -1.0129 -0.9386 -0.8692 -0.7157 -0.5855 -0.4817 -0.3996
 -2.8409 -2.5467 -2.2942 -2.0794 -1.8869 -1.7127 -1.5695 -1.4489 -1.3389 -1.2428
 -1.1530 -1.0690 -0.9906 -0.9174 -0.8488 -0.6980 -0.5742 -0.4747 -0.3971 -0.3380
 -2.8473 -2.5988 -2.3337 -2.0983 -1.8997 -1.7152 -1.5604 -1.4341 -1.3219 -1.2252
 -1.1367 -1.0541 -0.9770 -0.9050 -0.8375 -0.6888 -0.5671 -0.4705 -0.3961 -0.3400
 -0.2983
 -2.5827 -2.5923 -2.3749 -2.1342 -1.9176 -1.7309 -1.5647 -1.4283 -1.3139 -1.2132
 -1.1253 -1.0439 -0.9682 -0.8974 -0.8311 -0.6844 -0.5642 -0.4691 -0.3966 -0.3424
 -0.3025 -0.2735
 -2.4552 -2.3789 -2.3482 -2.1654 -1.9499 -1.7530 -1.5819 -1.4333 -1.3109 -1.2069
 -1.1171 -1.0365 -0.9618 -0.8923 -0.8270 -0.6826 -0.5636 -0.4694 -0.3980 -0.3451
 -0.3066 -0.2788 -0.2594 -0.2466
 -2.4494 -2.2280 -2.1212 -2.1074 -1.9712 -1.7825 -1.6052 -1.4496 -1.3170 -1.2063
 -1.1119 -1.0308 -0.9568 -0.8882 -0.8242 -0.6821 -0.5643 -0.4707 -0.3998 -0.3478
 -0.3103 -0.2837 -0.2655 -0.2539 -0.2469 -0.2442 -0.2469 -0.2555 -0.2689 -0.2874
 -2.5038 -2.2325 -2.0280 -1.9002 -1.8618 -1.7880 -1.6317 -1.4737 -1.3340 -1.2129
 -1.1124 -1.0270 -0.9528 -0.8848 -0.8216 -0.6818 -0.5655 -0.4724 -0.4017 -0.3501
 -0.3135 -0.2880 -0.2711 -0.2608 -0.2551 -0.2532 -0.2555 -0.2625 -0.2751 -0.2927
 -0.3153
 -2.6039 -2.2878 -2.0430 -1.8531 -1.7176 -1.6415 -1.5929 -1.4920 -1.3569 -1.2305
 -1.1204 -1.0281 -0.9504 -0.8821 -0.8193 -0.6814 -0.5665 -0.4741 -0.4035 -0.3519
 -0.3158 -0.2913 -0.2757 -0.2669 -0.2630 -0.2627 -0.2659 -0.2727 -0.2841 -0.3008
 -0.3224
 -2.7278 -2.3795 -2.0975 -1.8753 -1.6992 -1.5645 -1.4683 -1.4013 -1.3371 -1.2445
 -1.1353 -1.0350 -0.9507 -0.8794 -0.8163 -0.6795 -0.5660 -0.4742 -0.4037 -0.3521
 -0.3163 -0.2926 -0.2784 -0.2713 -0.2695 -0.2714 -0.2765 -0.2848 -0.2964 -0.3120
 -0.3327
 -2.9107 -2.5114 -2.1884 -1.9342 -1.7308 -1.5673 -1.4372 -1.3350 -1.2540 -1.1863
 -1.1198 -1.0438 -0.9594 -0.8823 -0.8166 -0.6795 -0.5667 -0.4752 -0.4045 -0.3524
 -0.3162 -0.2929 -0.2796 -0.2740 -0.2743 -0.2787 -0.2864 -0.2967 -0.3098 -0.3253
 -0.3455
 -3.1497 -2.6835 -2.3107 -2.0221 -1.7912 -1.6045 -1.4524 -1.3283 -1.2269 -1.1420
 -1.0688 -1.0037 -0.9418 -0.8791 -0.8156 -0.6797 -0.5674 -0.4760 -0.4047 -0.3518
 -0.3150 -0.2914 -0.2786 -0.2743 -0.2764 -0.2833 -0.2940 -0.3072 -0.3228 -0.3405
 -0.3606
 -3.4448 -2.8958 -2.4520 -2.1381 -1.8766 -1.6660 -1.4940 -1.3521 -1.2345 -1.1359
 -1.0518 -0.9782 -0.9128 -0.8536 -0.8133 -0.6801 -0.5681 -0.4766 -0.4043
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  w   
 -2.7099 -2.4627 -2.2484 -2.0639 -1.8666 -1.7120 -1.5807 -1.4622 -1.3548 -1.2570
 -1.1672 -1.0829 -1.0041 -0.9306 -0.8620 -0.7101 -0.5804 -0.4768 -0.3931
 -2.7854 -2.5035 -2.2624 -2.0582 -1.8673 -1.6986 -1.5587 -1.4374 -1.3289 -1.2324
 -1.1442 -1.0611 -0.9835 -0.9110 -0.8433 -0.6937 -0.5699 -0.4695 -0.3899 -0.3287
 -2.8448 -2.5650 -2.3019 -2.0739 -1.8818 -1.7004 -1.5497 -1.4248 -1.3124 -1.2167
 -1.1288 -1.0469 -0.9707 -0.8995 -0.8328 -0.6852 -0.5632 -0.4650 -0.3883 -0.3299
 -0.2863
 -2.7680 -2.6038 -2.3525 -2.1103 -1.8996 -1.7176 -1.5531 -1.4188 -1.3060 -1.2052
 -1.1179 -1.0372 -0.9621 -0.8921 -0.8265 -0.6810 -0.5603 -0.4634 -0.3883 -0.3316
 -0.2896 -0.2590
 -2.5043 -2.4995 -2.3740 -2.1516 -1.9314 -1.7387 -1.5692 -1.4235 -1.3026 -1.1993
 -1.1099 -1.0299 -0.9558 -0.8869 -0.8225 -0.6792 -0.5598 -0.4637 -0.3895 -0.3338
 -0.2930 -0.2634 -0.2427 -0.2293
 -2.4484 -2.2601 -2.2351 -2.1560 -1.9651 -1.7678 -1.5929 -1.4392 -1.3080 -1.1988
 -1.1048 -1.0242 -0.9508 -0.8828 -0.8194 -0.6785 -0.5605 -0.4650 -0.3912 -0.3362
 -0.2962 -0.2676 -0.2478 -0.2351 -0.2279 -0.2253 -0.2282 -0.2370 -0.2508 -0.2700
 -2.4960 -2.2306 -2.0472 -1.9815 -1.9455 -1.7941 -1.6205 -1.4621 -1.3236 -1.2046
 -1.1053 -1.0204 -0.9467 -0.8792 -0.8167 -0.6780 -0.5616 -0.4668 -0.3932 -0.3384
 -0.2990 -0.2714 -0.2526 -0.2409 -0.2345 -0.2324 -0.2345 -0.2418 -0.2549 -0.2731
 -0.2965
 -2.6071 -2.2802 -2.0396 -1.8631 -1.7625 -1.7261 -1.6348 -1.4883 -1.3464 -1.2208
 -1.1123 -1.0213 -0.9440 -0.8763 -0.8141 -0.6774 -0.5626 -0.4685 -0.3950 -0.3403
 -0.3013 -0.2743 -0.2566 -0.2461 -0.2409 -0.2399 -0.2425 -0.2494 -0.2614 -0.2789
 -0.3014
 -2.7424 -2.3792 -2.0911 -1.8707 -1.7028 -1.5867 -1.5201 -1.4637 -1.3635 -1.2405
 -1.1261 -1.0273 -0.9440 -0.8733 -0.8106 -0.6751 -0.5619 -0.4687 -0.3956 -0.3407
 -0.3018 -0.2756 -0.2590 -0.2498 -0.2462 -0.2469 -0.2513 -0.2591 -0.2708 -0.2874
 -0.3093
 -2.9711 -2.5335 -2.1891 -1.9287 -1.7256 -1.5670 -1.4471 -1.3605 -1.2956 -1.2291
 -1.1427 -1.0444 -0.9536 -0.8763 -0.8107 -0.6746 -0.5623 -0.4699 -0.3967 -0.3415
 -0.3022 -0.2761 -0.2601 -0.2521 -0.2501 -0.2528 -0.2592 -0.2688 -0.2817 -0.2984
 -0.3192
 -3.2711 -2.7431 -2.3314 -2.0245 -1.7869 -1.5993 -1.4500 -1.3317 -1.2388 -1.1633
 -1.0975 -1.0321 -0.9610 -0.8846 -0.8142 -0.6750 -0.5629 -0.4708 -0.3975 -0.3417
 -0.3018 -0.2752 -0.2595 -0.2524 -0.2519 -0.2565 -0.2653 -0.2773 -0.2923 -0.3103
 -0.3315
 -3.6424 -3.0080 -2.5113 -2.1605 -1.8810 -1.6633 -1.4894 -1.3487 -1.2344 -1.1408
 -1.0622 -0.9937 -0.9313 -0.8715 -0.8211 -0.6763 -0.5637 -0.4714 -0.3980
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  w   
 -2.6516 -2.4352 -2.2332 -2.0444 -1.8536 -1.6859 -1.5439 -1.4226 -1.3176 -1.2251
 -1.1421 -1.0658 -0.9938 -0.9242 -0.8562 -0.7054 -0.5764 -0.4692 -0.3863
 -2.7504 -2.4694 -2.2358 -2.0450 -1.8542 -1.6887 -1.5510 -1.4304 -1.3216 -1.2260
 -1.1374 -1.0549 -0.9780 -0.9062 -0.8392 -0.6906 -0.5667 -0.4641 -0.3836 -0.3206
 -2.8320 -2.5305 -2.2736 -2.0570 -1.8691 -1.6894 -1.5421 -1.4176 -1.3058 -1.2106
 -1.1230 -1.0416 -0.9659 -0.8953 -0.8292 -0.6827 -0.5605 -0.4608 -0.3821 -0.3212
 -0.2755
 -2.8251 -2.5920 -2.3273 -2.0888 -1.8886 -1.7066 -1.5440 -1.4117 -1.2998 -1.1993
 -1.1124 -1.0321 -0.9575 -0.8881 -0.8231 -0.6787 -0.5578 -0.4593 -0.3818 -0.3224
 -0.2780 -0.2456
 -2.6161 -2.5717 -2.3725 -2.1341 -1.9152 -1.7309 -1.5601 -1.4154 -1.2962 -1.1927
 -1.1044 -1.0249 -0.9512 -0.8828 -0.8189 -0.6768 -0.5573 -0.4596 -0.3827 -0.3242
 -0.2807 -0.2492 -0.2270 -0.2125
 -2.4564 -2.3416 -2.3278 -2.1652 -1.9532 -1.7548 -1.5851 -1.4301 -1.3010 -1.1931
 -1.0993 -1.0192 -0.9462 -0.8786 -0.8156 -0.6758 -0.5579 -0.4609 -0.3844 -0.3262
 -0.2834 -0.2527 -0.2311 -0.2171 -0.2091 -0.2067 -0.2099 -0.2185 -0.2323 -0.2519
 -2.4849 -2.2340 -2.0974 -2.0868 -1.9709 -1.7875 -1.6096 -1.4543 -1.3155 -1.1980
 -1.1001 -1.0153 -0.9419 -0.8749 -0.8126 -0.6751 -0.5588 -0.4626 -0.3864 -0.3284
 -0.2860 -0.2558 -0.2351 -0.2218 -0.2145 -0.2120 -0.2142 -0.2215 -0.2344 -0.2528
 -0.2768
 -2.5873 -2.2688 -2.0393 -1.8902 -1.8470 -1.7866 -1.6370 -1.4796 -1.3382 -1.2133
 -1.1060 -1.0162 -0.9390 -0.8717 -0.8098 -0.6741 -0.5596 -0.4644 -0.3884 -0.3303
 -0.2881 -0.2585 -0.2385 -0.2261 -0.2197 -0.2179 -0.2204 -0.2270 -0.2388 -0.2563
 -0.2793
 -2.7310 -2.3650 -2.0798 -1.8674 -1.7159 -1.6348 -1.5923 -1.4949 -1.3606 -1.2321
 -1.1180 -1.0212 -0.9387 -0.8683 -0.8061 -0.6714 -0.5586 -0.4645 -0.3890 -0.3310
 -0.2888 -0.2596 -0.2405 -0.2292 -0.2239 -0.2233 -0.2269 -0.2342 -0.2457 -0.2623
 -0.2847
 -2.9911 -2.5312 -2.1769 -1.9177 -1.7202 -1.5716 -1.4700 -1.4072 -1.3463 -1.2522
 -1.1413 -1.0377 -0.9476 -0.8710 -0.8058 -0.6705 -0.5587 -0.4656 -0.3904 -0.3322
 -0.2896 -0.2603 -0.2417 -0.2312 -0.2271 -0.2280 -0.2331 -0.2417 -0.2540 -0.2706
 -0.2919
 -3.3376 -2.7674 -2.3308 -2.0145 -1.7769 -1.5928 -1.4497 -1.3415 -1.2620 -1.1983
 -1.1320 -1.0524 -0.9640 -0.8810 -0.8098 -0.6705 -0.5589 -0.4663 -0.3913 -0.3328
 -0.2897 -0.2600 -0.2414 -0.2316 -0.2286 -0.2309 -0.2378 -0.2483 -0.2622 -0.2799
 -0.3014
 -3.7705 -3.0736 -2.5415 -2.1594 -1.8737 -1.6545 -1.4825 -1.3456 -1.2374 -1.1515
 -1.0807 -1.0173 -0.9541 -0.8875 -0.8181 -0.6714 -0.5592 -0.4666 -0.3917
