 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F150W2
  1.0460  0.3463 -0.5036 -0.4691  0.7494  2.2681  1.6692  0.7858  0.3431  0.3787
  0.4396  0.5323  0.7056  0.8555  0.9151  0.7818
  1.1185  0.8343  0.4376  0.4096  0.8819  1.5734  1.3612  1.0177  0.8066  0.7629
  0.7439  0.7588  0.8172  0.8676  0.8747  0.7520  0.6226  0.4973  0.3596
  1.0858  1.0333  0.9182  0.8782  0.9428  1.1272  1.1146  1.0669  1.0079  0.9509
  0.9072  0.8840  0.8756  0.8648  0.8405  0.7269  0.6038  0.4804  0.3515  0.2269
  0.1112
  0.9479  0.9433  0.9382  0.9367  0.9323  0.9296  0.9294  0.9335  0.9469  0.9425
  0.9293  0.9079  0.8809  0.8471  0.8125  0.7065  0.5872  0.4629  0.3392  0.2187
  0.1011 -0.0143 -0.1269
  0.8782  0.8848  0.8882  0.8895  0.8870  0.8832  0.8793  0.8766  0.8751  0.8730
  0.8658  0.8510  0.8297  0.8023  0.7694  0.6736  0.5649  0.4477  0.3272  0.2080
  0.0919 -0.0212 -0.1313 -0.2389 -0.3447
  0.7937  0.8106  0.8227  0.8299  0.8324  0.8313  0.8278  0.8230  0.8176  0.8120
  0.8055  0.7953  0.7787  0.7566  0.7286  0.6420  0.5418  0.4316  0.3154  0.1983
  0.0836 -0.0279 -0.1362 -0.2419 -0.3451 -0.4465
  0.6944  0.7207  0.7417  0.7579  0.7685  0.7739  0.7749  0.7727  0.7681  0.7617
  0.7541  0.7445  0.7316  0.7140  0.6901  0.6117  0.5179  0.4146  0.3038  0.1896
  0.0762 -0.0344 -0.1417 -0.2459 -0.3474 -0.4466 -0.5441 -0.6412 -0.7382 -0.8326
  0.5802  0.6151  0.6452  0.6710  0.6918  0.7065  0.7158  0.7197  0.7194  0.7156
  0.7093  0.7006  0.6893  0.6744  0.6550  0.5845  0.4958  0.3973  0.2921  0.1817
  0.0699 -0.0401 -0.1469 -0.2504 -0.3508 -0.4486 -0.5440 -0.6382 -0.7323 -0.8266
 -0.9189
  0.4532  0.4957  0.5345  0.5700  0.6011  0.6267  0.6463  0.6595  0.6667  0.6685
  0.6662  0.6602  0.6511  0.6387  0.6223  0.5606  0.4766  0.3816  0.2802  0.1741
  0.0648 -0.0445 -0.1513 -0.2547 -0.3547 -0.4517 -0.5463 -0.6386 -0.7297 -0.8208
 -0.9127
  0.3186  0.3670  0.4126  0.4556  0.4964  0.5329  0.5637  0.5881  0.6055  0.6161
  0.6205  0.6195  0.6141  0.6048  0.5910  0.5372  0.4593  0.3673  0.2682  0.1652
  0.0589 -0.0490 -0.1559 -0.2599 -0.3604 -0.4575 -0.5517 -0.6434 -0.7331 -0.8219
 -0.9100
  0.1813  0.2333  0.2845  0.3349  0.3839  0.4296  0.4708  0.5061  0.5346  0.5556
  0.5690  0.5755  0.5757  0.5703  0.5598  0.5138  0.4439  0.3560  0.2593  0.1585
  0.0550 -0.0505 -0.1564 -0.2607 -0.3620 -0.4597 -0.5542 -0.6457 -0.7347 -0.8218
 -0.9089
