 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F410M
  1.1161  1.0786  0.9284  0.4931 -0.2128 -0.5357 -0.4003 -0.3692 -0.4319 -0.5038
 -0.6949 -0.7401 -0.6214 -0.4565 -0.3989 -0.5768
  0.7285  0.7289  0.6791  0.4866  0.1563 -0.0342 -0.0627 -0.1406 -0.2415 -0.3285
 -0.4338 -0.4637 -0.4260 -0.3802 -0.3891 -0.5863 -0.7611 -0.9358 -1.1072
  0.5025  0.4885  0.4658  0.3939  0.2761  0.1705  0.0745 -0.0364 -0.1381 -0.2205
 -0.2793 -0.3103 -0.3275 -0.3532 -0.4009 -0.5964 -0.7825 -0.9580 -1.1261 -1.2852
 -1.4352
  0.4381  0.3574  0.2885  0.2150  0.1467  0.0783  0.0113 -0.0567 -0.1217 -0.1798
 -0.2313 -0.2799 -0.3260 -0.3754 -0.4343 -0.6071 -0.8027 -0.9756 -1.1416 -1.3013
 -1.4529 -1.5979 -1.7368
  0.3357  0.2783  0.2243  0.1656  0.1050  0.0418 -0.0225 -0.0873 -0.1521 -0.2150
 -0.2732 -0.3260 -0.3756 -0.4251 -0.4771 -0.6288 -0.8092 -0.9868 -1.1546 -1.3135
 -1.4647 -1.6091 -1.7473 -1.8802 -2.0088
  0.2307  0.1893  0.1470  0.1012  0.0505 -0.0047 -0.0632 -0.1231 -0.1839 -0.2447
 -0.3041 -0.3606 -0.4129 -0.4619 -0.5132 -0.6519 -0.8175 -0.9942 -1.1635 -1.3228
 -1.4740 -1.6181 -1.7558 -1.8879 -2.0152 -2.1385
  0.1230  0.0904  0.0566  0.0218 -0.0169 -0.0612 -0.1108 -0.1641 -0.2195 -0.2761
 -0.3332 -0.3892 -0.4430 -0.4933 -0.5426 -0.6764 -0.8276 -0.9978 -1.1683 -1.3292
 -1.4808 -1.6249 -1.7624 -1.8942 -2.0207 -2.1428 -2.2612 -2.3762 -2.4883 -2.5978
  0.0127 -0.0184 -0.0469 -0.0730 -0.1003 -0.1319 -0.1693 -0.2128 -0.2605 -0.3112
 -0.3638 -0.4172 -0.4702 -0.5209 -0.5697 -0.6967 -0.8408 -1.0004 -1.1687 -1.3320
 -1.4853 -1.6300 -1.7675 -1.8991 -2.0253 -2.1467 -2.2640 -2.3778 -2.4883 -2.5961
 -2.7019
 -0.0989 -0.1310 -0.1577 -0.1794 -0.1988 -0.2190 -0.2430 -0.2733 -0.3104 -0.3526
 -0.3982 -0.4467 -0.4969 -0.5472 -0.5955 -0.7166 -0.8530 -1.0051 -1.1669 -1.3304
 -1.4864 -1.6329 -1.7712 -1.9030 -2.0290 -2.1501 -2.2669 -2.3797 -2.4891 -2.5955
 -2.6994
 -0.1976 -0.2395 -0.2713 -0.2940 -0.3097 -0.3219 -0.3346 -0.3513 -0.3747 -0.4050
 -0.4411 -0.4819 -0.5265 -0.5736 -0.6204 -0.7382 -0.8668 -1.0123 -1.1681 -1.3282
 -1.4859 -1.6354 -1.7757 -1.9085 -2.0350 -2.1561 -2.2726 -2.3850 -2.4938 -2.5994
 -2.7019
