 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F335M
  1.3603  1.6435  1.6826  1.1628  0.0741 -0.9337 -1.3270 -1.5753 -1.5944 -1.4402
 -1.7996 -1.9701 -1.3808 -0.5676 -0.0501 -0.2149
  0.8999  1.0561  1.1351  0.9744  0.5403  0.0942 -0.1353 -0.3551 -0.5112 -0.6029
 -0.8264 -0.9040 -0.6345 -0.2619 -0.0402 -0.2272 -0.4035 -0.5755 -0.7468
  0.6481  0.6875  0.7332  0.7253  0.6349  0.5057  0.3888  0.2337  0.0684 -0.0874
 -0.2021 -0.2340 -0.1706 -0.0832 -0.0518 -0.2385 -0.4206 -0.5949 -0.7623 -0.9196
 -1.0703
  0.6049  0.5377  0.4769  0.4155  0.3581  0.3009  0.2453  0.1912  0.1445  0.1063
  0.0732  0.0400  0.0109 -0.0314 -0.0849 -0.2488 -0.4412 -0.6129 -0.7764 -0.9340
 -1.0847 -1.2294 -1.3687
  0.5207  0.4736  0.4270  0.3774  0.3261  0.2728  0.2189  0.1656  0.1134  0.0648
  0.0228 -0.0145 -0.0490 -0.0872 -0.1332 -0.2748 -0.4475 -0.6218 -0.7879 -0.9453
 -1.0952 -1.2387 -1.3765 -1.5096 -1.6386
  0.4252  0.3935  0.3591  0.3210  0.2784  0.2319  0.1828  0.1328  0.0822  0.0323
 -0.0156 -0.0593 -0.0985 -0.1339 -0.1768 -0.3030 -0.4582 -0.6289 -0.7958 -0.9538
 -1.1036 -1.2465 -1.3834 -1.5151 -1.6423 -1.7658
  0.3186  0.2974  0.2732  0.2463  0.2149  0.1782  0.1370  0.0928  0.0467 -0.0006
 -0.0483 -0.0947 -0.1381 -0.1763 -0.2157 -0.3334 -0.4733 -0.6342 -0.8001 -0.9595
 -1.1099 -1.2528 -1.3893 -1.5201 -1.6461 -1.7680 -1.8864 -2.0017 -2.1141 -2.2238
  0.2007  0.1853  0.1693  0.1528  0.1333  0.1086  0.0786  0.0433  0.0043 -0.0375
 -0.0814 -0.1265 -0.1712 -0.2128 -0.2523 -0.3605 -0.4922 -0.6411 -0.8017 -0.9616
 -1.1138 -1.2575 -1.3941 -1.5247 -1.6500 -1.7707 -1.8875 -2.0010 -2.1116 -2.2197
 -2.3255
  0.0761  0.0636  0.0529  0.0437  0.0340  0.0215  0.0042 -0.0191 -0.0482 -0.0819
 -0.1190 -0.1593 -0.2018 -0.2447 -0.2852 -0.3878 -0.5101 -0.6512 -0.8033 -0.9606
 -1.1143 -1.2599 -1.3975 -1.5284 -1.6536 -1.7739 -1.8898 -2.0019 -2.1107 -2.2170
 -2.3211
 -0.0374 -0.0576 -0.0709 -0.0780 -0.0810 -0.0835 -0.0887 -0.0988 -0.1153 -0.1378
 -0.1657 -0.1983 -0.2351 -0.2750 -0.3149 -0.4164 -0.5296 -0.6634 -0.8093 -0.9611
 -1.1139 -1.2617 -1.4014 -1.5336 -1.6594 -1.7798 -1.8956 -2.0072 -2.1151 -2.2200
 -2.3221
 -0.1433 -0.1696 -0.1872 -0.1970 -0.1985 -0.1965 -0.1936 -0.1925 -0.1960 -0.2061
 -0.2235 -0.2471 -0.2755 -0.3074 -0.3420 -0.4389 -0.5498 -0.6747 -0.8141 -0.9603
 -1.1091 -1.2566 -1.3985 -1.5329 -1.6601 -1.7813 -1.8974 -2.0090 -2.1165 -2.2204
 -2.3232
 -0.2385 -0.2724 -0.2956 -0.3093 -0.3142 -0.3126 -0.3060 -0.2984 -0.2922 -0.2912
 -0.2962 -0.3074 -0.3245 -0.3476 -0.3764 -0.4669 -0.5730 -0.6885 -0.8205 -0.9613
 -1.1055 -1.2502 -1.3923 -1.5289 -1.6584 -1.7811 -1.8982 -2.0104 -2.1181 -2.2221
 -2.3225
 -0.3230 -0.3659 -0.3961 -0.4149 -0.4281 -0.4318 -0.4189 -0.4094 -0.3986 -0.3906
 -0.3861 -0.3847 -0.3864 -0.3956 -0.4182 -0.5006 -0.5992 -0.7048 -0.8285
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F335M
  0.4125  0.3425  0.2665  0.1877  0.1071  0.0847  0.1579  0.2104  0.2179  0.1560
 -0.0070 -0.1525 -0.1431 -0.0529 -0.0181 -0.2020
  0.4703  0.3999  0.3264  0.2516  0.1767  0.1333  0.1436  0.1548  0.1537  0.1270
  0.0595 -0.0074 -0.0235 -0.0154 -0.0364 -0.2224 -0.4030 -0.5761 -0.7425
  0.5080  0.4393  0.3694  0.2991  0.2296  0.1733  0.1415  0.1222  0.1102  0.1000
  0.0872  0.0680  0.0393 -0.0015 -0.0567 -0.2411 -0.4216 -0.5949 -0.7605 -0.9185
 -1.0701
  0.5256  0.4607  0.3955  0.3302  0.2658  0.2047  0.1516  0.1127  0.0874  0.0749
