 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1500W
 -1.9566 -2.0806 -2.1976 -2.2978 -2.3781 -2.4459 -2.5072 -2.5668 -2.6332 -2.7118
 -2.7870 -2.8573 -2.9298 -2.9985 -3.0704 -3.2532 -3.4362 -3.6153 -3.7835
 -1.9440 -2.0635 -2.1798 -2.2901 -2.3931 -2.4884 -2.5754 -2.6542 -2.7270 -2.7947
 -2.8567 -2.9136 -2.9717 -3.0380 -3.1097 -3.2931 -3.4738 -3.6509 -3.8201 -3.9810
 -1.9357 -2.0517 -2.1659 -2.2789 -2.3907 -2.4985 -2.5997 -2.6924 -2.7751 -2.8459
 -2.9075 -2.9602 -3.0092 -3.0693 -3.1392 -3.3226 -3.5023 -3.6778 -3.8473 -4.0090
 -4.1625
 -1.9317 -2.0452 -2.1559 -2.2642 -2.3709 -2.4762 -2.5801 -2.6814 -2.7775 -2.8654
 -2.9394 -2.9971 -3.0423 -3.0924 -3.1589 -3.3417 -3.5217 -3.6960 -3.8651 -4.0270
 -4.1809 -4.3273
 -1.9310 -2.0430 -2.1514 -2.2564 -2.3586 -2.4588 -2.5573 -2.6539 -2.7493 -2.8429
 -2.9326 -3.0111 -3.0672 -3.1128 -3.1735 -3.3541 -3.5346 -3.7083 -3.8767 -4.0386
 -4.1927 -4.3393 -4.4791 -4.6129
 -1.9333 -2.0437 -2.1504 -2.2534 -2.3529 -2.4495 -2.5437 -2.6360 -2.7266 -2.8157
 -2.9038 -2.9910 -3.0665 -3.1195 -3.1807 -3.3621 -3.5429 -3.7164 -3.8843 -4.0461
 -4.2004 -4.3473 -4.4872 -4.6211 -4.7493 -4.8726 -4.9922 -5.1084 -5.2214 -5.3322
 -1.9402 -2.0474 -2.1520 -2.2533 -2.3510 -2.4453 -2.5368 -2.6261 -2.7136 -2.7994
 -2.8836 -2.9670 -3.0498 -3.1127 -3.1716 -3.3649 -3.5475 -3.7213 -3.8888 -4.0507
 -4.2053 -4.3525 -4.4928 -4.6268 -4.7551 -4.8781 -4.9969 -5.1121 -5.2240 -5.3331
 -5.4405
 -1.9558 -2.0572 -2.1576 -2.2559 -2.3515 -2.4441 -2.5339 -2.6211 -2.7062 -2.7899
 -2.8720 -2.9528 -3.0326 -3.1058 -3.1607 -3.3561 -3.5474 -3.7232 -3.8909 -4.0528
 -4.2079 -4.3557 -4.4965 -4.6308 -4.7594 -4.8825 -5.0008 -5.1152 -5.2263 -5.3343
 -5.4398
 -1.9838 -2.0780 -2.1721 -2.2653 -2.3572 -2.4472 -2.5350 -2.6206 -2.7042 -2.7861
 -2.8667 -2.9461 -3.0242 -3.0992 -3.1574 -3.3463 -3.5417 -3.7233 -3.8931 -4.0556
 -4.2115 -4.3601 -4.5015 -4.6365 -4.7655 -4.8889 -5.0074 -5.1215 -5.2319 -5.3392
 -5.4438
 -2.0204 -2.1079 -2.1952 -2.2816 -2.3677 -2.4535 -2.5381 -2.6215 -2.7033 -2.7835
 -2.8625 -2.9404 -3.0172 -3.0918 -3.1585 -3.3367 -3.5297 -3.7151 -3.8885 -4.0531
 -4.2098 -4.3592 -4.5015 -4.6371 -4.7668 -4.8908 -5.0097 -5.1239 -5.2340 -5.3407
 -5.4466
 -2.0645 -2.1481 -2.2293 -2.3092 -2.3888 -2.4683 -2.5481 -2.6277 -2.7068 -2.7848
 -2.8618 -2.9378 -3.0130 -3.0868 -3.1572 -3.3317 -3.5193 -3.7044 -3.8807 -4.0479
 -4.2066 -4.3571 -4.5002 -4.6367 -4.7671 -4.8918 -5.0114 -5.1262 -5.2365 -5.3430
 -5.4464
 -2.1160 -2.1986 -2.2728 -2.3485 -2.4216 -2.4947 -2.5682 -2.6422 -2.7170 -2.7918
 -2.8661 -2.9399 -3.0129 -3.0853 -3.1535 -3.3313 -3.5105 -3.6912 -3.8697
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F1500W
 -1.9401 -2.0410 -2.1341 -2.2199 -2.2984 -2.3740 -2.4517 -2.5346 -2.6206 -2.7026
 -2.7785 -2.8495 -2.9198 -2.9928 -3.0760 -3.2597 -3.4363 -3.6117 -3.7817
 -1.9688 -2.0801 -2.1833 -2.2791 -2.3682 -2.4513 -2.5311 -2.6129 -2.6955 -2.7741
 -2.8458 -2.9106 -2.9738 -3.0422 -3.1150 -3.2996 -3.4773 -3.6503 -3.8189 -3.9794
 -1.9618 -2.0767 -2.1880 -2.2997 -2.4008 -2.4943 -2.5804 -2.6625 -2.7437 -2.8213
 -2.8920 -2.9540 -3.0106 -3.0734 -3.1441 -3.3286 -3.5075 -3.6792 -3.8465 -4.0071
 -4.1603
 -1.9442 -2.0584 -2.1721 -2.2847 -2.3944 -2.4994 -2.5981 -2.6896 -2.7743 -2.8533
 -2.9259 -2.9891 -3.0417 -3.0965 -3.1633 -3.3467 -3.5269 -3.6984 -3.8645 -4.0249
 -4.1785 -4.3250
 -1.9383 -2.0502 -2.1594 -2.2678 -2.3750 -2.4800 -2.5821 -2.6806 -2.7750 -2.8640
 -2.9438 -3.0135 -3.0707 -3.1182 -3.1780 -3.3582 -3.5391 -3.7111 -3.8763 -4.0363
 -4.1900 -4.3367 -4.4767 -4.6108
 -1.9377 -2.0478 -2.1545 -2.2589 -2.3617 -2.4628 -2.5618 -2.6582 -2.7522 -2.8440
 -2.9331 -3.0155 -3.0841 -3.1385 -3.1919 -3.3655 -3.5467 -3.7193 -3.8841 -4.0436
 -4.1974 -4.3444 -4.4846 -4.6187 -4.7473 -4.8711 -4.9913 -5.1079 -5.2210 -5.3311
 -1.9384 -2.0485 -2.1541 -2.2565 -2.3564 -2.4542 -2.5500 -2.6435 -2.7346 -2.8228
 -2.9090 -2.9940 -3.0741 -3.1390 -3.1959 -3.3708 -3.5511 -3.7242 -3.8891 -4.0482
 -4.2019 -4.3494 -4.4899 -4.6242 -4.7528 -4.8763 -4.9956 -5.1114 -5.2235 -5.3323
 -5.4393
 -1.9418 -2.0502 -2.1552 -2.2567 -2.3551 -2.4507 -2.5439 -2.6347 -2.7234 -2.8096
 -2.8931 -2.9746 -3.0548 -3.1271 -3.1858 -3.3708 -3.5534 -3.7268 -3.8920 -4.0509
 -4.2047 -4.3524 -4.4935 -4.6281 -4.7569 -4.8803 -4.9992 -5.1140 -5.2255 -5.3336
 -5.4388
 -1.9503 -2.0559 -2.1591 -2.2595 -2.3570 -2.4513 -2.5428 -2.6316 -2.7183 -2.8028
 -2.8850 -2.9650 -3.0428 -3.1172 -3.1783 -3.3614 -3.5545 -3.7300 -3.8957 -4.0546
 -4.2085 -4.3568 -4.4985 -4.6337 -4.7629 -4.8866 -5.0055 -5.1199 -5.2308 -5.3384
 -5.4431
 -1.9660 -2.0655 -2.1648 -2.2626 -2.3582 -2.4512 -2.5413 -2.6288 -2.7139 -2.7970
 -2.8779 -2.9570 -3.0340 -3.1083 -3.1750 -3.3483 -3.5444 -3.7270 -3.8945 -4.0537
 -4.2076 -4.3562 -4.4984 -4.6343 -4.7641 -4.8883 -5.0074 -5.1219 -5.2324 -5.3395
 -5.4459
 -1.9907 -2.0841 -2.1776 -2.2708 -2.3631 -2.4536 -2.5420 -2.6279 -2.7118 -2.7935
 -2.8733 -2.9514 -3.0276 -3.1015 -3.1713 -3.3403 -3.5317 -3.7188 -3.8909 -4.0515
 -4.2055 -4.3544 -4.4972 -4.6338 -4.7643 -4.8891 -5.0089 -5.1238 -5.2345 -5.3415
 -5.4451
 -2.0248 -2.1122 -2.1997 -2.2872 -2.3744 -2.4610 -2.5465 -2.6302 -2.7123 -2.7926
 -2.8710 -2.9479 -3.0230 -3.0964 -3.1672 -3.3374 -3.5164 -3.7054 -3.8849
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F1500W
 -1.9215 -2.0185 -2.1072 -2.1875 -2.2582 -2.3278 -2.4061 -2.4968 -2.5895 -2.6788
 -2.7627 -2.8417 -2.9182 -2.9943 -3.0702 -3.2558 -3.4323 -3.6023 -3.7716
 -1.9677 -2.0725 -2.1690 -2.2570 -2.3366 -2.4101 -2.4827 -2.5680 -2.6558 -2.7412
 -2.8216 -2.8964 -2.9687 -3.0421 -3.1170 -3.3033 -3.4810 -3.6510 -3.8169 -3.9771
 -1.9837 -2.0960 -2.1998 -2.2951 -2.3818 -2.4600 -2.5326 -2.6135 -2.6983 -2.7819
 -2.8611 -2.9341 -3.0025 -3.0723 -3.1454 -3.3318 -3.5112 -3.6818 -3.8461 -4.0052
 -4.1578
 -1.9695 -2.0856 -2.2008 -2.3072 -2.4045 -2.4919 -2.5692 -2.6466 -2.7288 -2.8111
 -2.8901 -2.9630 -3.0290 -3.0941 -3.1641 -3.3492 -3.5298 -3.7013 -3.8650 -4.0230
 -4.1756 -4.3219
 -1.9482 -2.0634 -2.1775 -2.2886 -2.3949 -2.4949 -2.5867 -2.6689 -2.7505 -2.8324
 -2.9119 -2.9863 -3.0526 -3.1134 -3.1785 -3.3600 -3.5413 -3.7134 -3.8772 -4.0345
 -4.1868 -4.3333 -4.4735 -4.6080
 -1.9412 -2.0522 -2.1604 -2.2668 -2.3718 -2.4741 -2.5722 -2.6653 -2.7541 -2.8398
 -2.9226 -3.0007 -3.0717 -3.1330 -3.1923 -3.3669 -3.5481 -3.7210 -3.8851 -4.0420
