 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1280W
 -1.6417 -1.7663 -1.8832 -1.9827 -2.0628 -2.1288 -2.1875 -2.2435 -2.3055 -2.3804
 -2.4508 -2.5187 -2.5903 -2.6586 -2.7303 -2.9153 -3.0997 -3.2791 -3.4478
 -1.6278 -1.7475 -1.8638 -1.9739 -2.0766 -2.1711 -2.2567 -2.3333 -2.4029 -2.4664
 -2.5235 -2.5761 -2.6320 -2.6976 -2.7693 -2.9540 -3.1356 -3.3132 -3.4826 -3.6435
 -1.6186 -1.7345 -1.8486 -1.9615 -2.0729 -2.1803 -2.2807 -2.3721 -2.4526 -2.5198
 -2.5770 -2.6248 -2.6705 -2.7293 -2.7990 -2.9829 -3.1631 -3.3391 -3.5087 -3.6703
 -3.8237
 -1.6141 -1.7273 -1.8376 -1.9455 -2.0517 -2.1564 -2.2595 -2.3599 -2.4546 -2.5406
 -2.6113 -2.6648 -2.7058 -2.7537 -2.8194 -3.0020 -3.1822 -3.3568 -3.5260 -3.6877
 -3.8415 -3.9878
 -1.6135 -1.7247 -1.8324 -1.9368 -2.0384 -2.1379 -2.2355 -2.3310 -2.4249 -2.5168
 -2.6046 -2.6805 -2.7331 -2.7761 -2.8354 -3.0147 -3.1950 -3.3689 -3.5375 -3.6992
 -3.8531 -3.9996 -4.1392 -4.2728
 -1.6168 -1.7257 -1.8313 -1.9333 -2.0319 -2.1277 -2.2212 -2.3125 -2.4016 -2.4888
 -2.5749 -2.6599 -2.7331 -2.7839 -2.8439 -3.0232 -3.2034 -3.3769 -3.5450 -3.7067
 -3.8608 -4.0075 -4.1473 -4.2810 -4.4089 -4.5320 -4.6514 -4.7672 -4.8797 -4.9901
 -1.6268 -1.7312 -1.8336 -1.9332 -2.0296 -2.1229 -2.2136 -2.3020 -2.3883 -2.4726
 -2.5548 -2.6360 -2.7166 -2.7775 -2.8354 -3.0262 -3.2081 -3.3818 -3.5494 -3.7113
 -3.8657 -4.0128 -4.1529 -4.2867 -4.4147 -4.5375 -4.6561 -4.7709 -4.8824 -4.9911
 -5.0980
 -1.6480 -1.7449 -1.8417 -1.9370 -2.0306 -2.1216 -2.2102 -2.2965 -2.3807 -2.4631
 -2.5436 -2.6224 -2.7001 -2.7713 -2.8252 -3.0169 -3.2074 -3.3835 -3.5514 -3.7134
 -3.8684 -4.0160 -4.1566 -4.2908 -4.4191 -4.5420 -4.6601 -4.7742 -4.8849 -4.9924
 -5.0974
 -1.6840 -1.7724 -1.8612 -1.9499 -2.0382 -2.1256 -2.2116 -2.2959 -2.3783 -2.4592
 -2.5384 -2.6163 -2.6926 -2.7657 -2.8229 -3.0073 -3.2006 -3.3825 -3.5531 -3.7161
 -3.8719 -4.0204 -4.1617 -4.2965 -4.4253 -4.5485 -4.6668 -4.7806 -4.8907 -4.9975
 -5.1016
 -1.7290 -1.8108 -1.8919 -1.9724 -2.0533 -2.1349 -2.2165 -2.2976 -2.3778 -2.4568
 -2.5345 -2.6111 -2.6865 -2.7595 -2.8248 -2.9986 -3.1884 -3.3730 -3.5473 -3.7130
 -3.8702 -4.0195 -4.1616 -4.2972 -4.4266 -4.5504 -4.6691 -4.7832 -4.8930 -4.9993
 -5.1047
 -1.7813 -1.8595 -1.9347 -2.0083 -2.0816 -2.1554 -2.2305 -2.3065 -2.3829 -2.4591
 -2.5346 -2.6093 -2.6831 -2.7555 -2.8246 -2.9949 -3.1785 -3.3618 -3.5381 -3.7064
 -3.8663 -4.0172 -4.1603 -4.2967 -4.4269 -4.5515 -4.6709 -4.7855 -4.8955 -5.0018
 -5.1048
 -1.8409 -1.9185 -1.9865 -2.0563 -2.1231 -2.1897 -2.2572 -2.3260 -2.3967 -2.4684
 -2.5406 -2.6126 -2.6842 -2.7551 -2.8223 -2.9962 -3.1709 -3.3489 -3.5255
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F1280W
 -1.6245 -1.7250 -1.8178 -1.9029 -1.9807 -2.0557 -2.1327 -2.2144 -2.2971 -2.3747
 -2.4460 -2.5136 -2.5823 -2.6547 -2.7374 -2.9212 -3.0991 -3.2757 -3.4459
 -1.6526 -1.7638 -1.8669 -1.9626 -2.0511 -2.1336 -2.2129 -2.2932 -2.3730 -2.4474
 -2.5142 -2.5744 -2.6350 -2.7026 -2.7753 -2.9604 -3.1386 -3.3124 -3.4812 -3.6418
 -1.6448 -1.7598 -1.8712 -1.9830 -2.0840 -2.1772 -2.2627 -2.3436 -2.4226 -2.4967
 -2.5629 -2.6197 -2.6725 -2.7338 -2.8041 -2.9890 -3.1679 -3.3401 -3.5076 -3.6683
 -3.8214
 -1.6264 -1.7408 -1.8546 -1.9674 -2.0772 -2.1820 -2.2803 -2.3710 -2.4542 -2.5307
 -2.5996 -2.6579 -2.7057 -2.7578 -2.8238 -3.0070 -3.1870 -3.3588 -3.5251 -3.6855
 -3.8390 -3.9853
 -1.6201 -1.7320 -1.8413 -1.9498 -2.0570 -2.1618 -2.2634 -2.3611 -2.4544 -2.5418
 -2.6191 -2.6852 -2.7379 -2.7815 -2.8395 -3.0187 -3.1993 -3.3713 -3.5367 -3.6967
 -3.8503 -3.9968 -4.1366 -4.2704
 -1.6195 -1.7293 -1.8359 -1.9401 -2.0425 -2.1431 -2.2415 -2.3372 -2.4300 -2.5204
 -2.6077 -2.6879 -2.7533 -2.8042 -2.8550 -3.0264 -3.2069 -3.3794 -3.5444 -3.7040
 -3.8576 -4.0044 -4.1444 -4.2783 -4.4066 -4.5302 -4.6501 -4.7664 -4.8790 -4.9889
 -1.6204 -1.7302 -1.8352 -1.9372 -2.0366 -2.1338 -2.2289 -2.3215 -2.4115 -2.4982
 -2.5824 -2.6653 -2.7433 -2.8055 -2.8603 -3.0323 -3.2115 -3.3844 -3.5493 -3.7086
 -3.8622 -4.0095 -4.1498 -4.2839 -4.4122 -4.5354 -4.6544 -4.7698 -4.8816 -4.9900
 -5.0966
 -1.6253 -1.7325 -1.8366 -1.9373 -2.0348 -2.1295 -2.2219 -2.3119 -2.3996 -2.4845
 -2.5663 -2.6456 -2.7236 -2.7937 -2.8505 -3.0326 -3.2140 -3.3870 -3.5522 -3.7112
 -3.8650 -4.0126 -4.1534 -4.2878 -4.4164 -4.5395 -4.6581 -4.7727 -4.8837 -4.9915
 -5.0962
 -1.6372 -1.7399 -1.8413 -1.9402 -2.0364 -2.1295 -2.2200 -2.3079 -2.3937 -2.4771
 -2.5579 -2.6361 -2.7119 -2.7842 -2.8434 -3.0227 -3.2148 -3.3901 -3.5558 -3.7148
 -3.8688 -4.0169 -4.1584 -4.2934 -4.4224 -4.5459 -4.6645 -4.7787 -4.8892 -4.9964
 -5.1006
