 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -2.8832 -2.7958 -2.7152 -2.6399 -2.5689 -2.4070 -2.2634 -2.1460 -2.0578 -1.9945
 -1.9514 -1.9227 -1.9027 -1.8872 -1.8735 -1.8605 -1.8480 -1.8357 -1.8240 -1.8139
 -1.8048
 -4.4251 -4.1805 -3.9782 -3.8016 -3.6375 -3.4829 -3.3375 -3.2021 -3.0792 -2.9693
 -2.8709 -2.7825 -2.7022 -2.6279 -2.5580 -2.3989 -2.2602 -2.1445 -2.0551 -1.9902
 -1.9460 -1.9176 -1.9002 -1.8893 -1.8817 -1.8751 -1.8687 -1.8619 -1.8550 -1.8483
 -1.8427
 -4.4664 -4.2094 -3.9943 -3.8087 -3.6431 -3.4893 -3.3442 -3.2079 -3.0811 -2.9661
 -2.8634 -2.7719 -2.6899 -2.6156 -2.5469 -2.3917 -2.2562 -2.1425 -2.0528
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.4997 -5.3014 -4.9799 -4.6554 -4.3503 -4.0900 -3.8891 -3.7141 -3.5523 -3.4026
 -3.2621 -3.1310 -3.0100 -2.8988 -2.7969 -2.5769 -2.3917 -2.2299 -2.0925
 -5.0459 -4.9499 -4.8354 -4.5720 -4.2853 -4.0205 -3.8008 -3.6209 -3.4594 -3.3117
 -3.1735 -3.0451 -2.9270 -2.8194 -2.7217 -2.5143 -2.3442 -2.1994 -2.0768 -1.9763
 -4.8630 -4.6297 -4.4962 -4.4256 -4.2358 -3.9866 -3.7552 -3.5627 -3.3997 -3.2537
 -3.1180 -2.9919 -2.8760 -2.7705 -2.6750 -2.4744 -2.3129 -2.1789 -2.0673 -1.9757
 -1.9012
 -4.7779 -4.5150 -4.2972 -4.1356 -4.0439 -3.9361 -3.7386 -3.5359 -3.3637 -3.2171
 -3.0837 -2.9598 -2.8457 -2.7416 -2.6474 -2.4502 -2.2935 -2.1663 -2.0624 -1.9780
 -1.9090 -1.8517
 -4.7291 -4.4635 -4.2276 -4.0239 -3.8551 -3.7266 -3.6378 -3.5163 -3.3501 -3.1952
 -3.0625 -2.9408 -2.8282 -2.7253 -2.6318 -2.4362 -2.2821 -2.1588 -2.0604 -1.9816
 -1.9179 -1.8649 -1.8196 -1.7799
 -4.7052 -4.4390 -4.1976 -3.9826 -3.7927 -3.6284 -3.4904 -3.3804 -3.2911 -3.1794
 -3.0508 -2.9299 -2.8185 -2.7167 -2.6238 -2.4287 -2.2755 -2.1544 -2.0594 -1.9852
 -1.9264 -1.8781 -1.8368 -1.8008 -1.7684 -1.7402 -1.7170 -1.6994 -1.6885 -1.6867
 -4.7034 -4.4350 -4.1895 -3.9688 -3.7725 -3.5995 -3.4458 -3.3086 -3.1906 -3.0946
 -3.0094 -2.9159 -2.8133 -2.7127 -2.6201 -2.4251 -2.2716 -2.1513 -2.0584 -1.9873
 -1.9329 -1.8895 -1.8529 -1.8209 -1.7924 -1.7660 -1.7428 -1.7245 -1.7123 -1.7075
 -1.7123
 -4.7176 -4.4490 -4.1994 -3.9726 -3.7698 -3.5900 -3.4309 -3.2884 -3.1600 -3.0454
 -2.9466 -2.8637 -2.7859 -2.7039 -2.6182 -2.4238 -2.2695 -2.1489 -2.0566 -1.9874
 -1.9363 -1.8975 -1.8660 -1.8390 -1.8146 -1.7925 -1.7712 -1.7526 -1.7391 -1.7325
 -1.7340
 -4.7516 -4.4747 -4.2235 -3.9910 -3.7803 -3.5934 -3.4284 -3.2817 -3.1502 -3.0311
 -2.9240 -2.8298 -2.7475 -2.6734 -2.6016 -2.4218 -2.2670 -2.1454 -2.0529 -1.9845
 -1.9353 -1.9004 -1.8741 -1.8526 -1.8335 -1.8160 -1.7999 -1.7862 -1.7750 -1.7661
 -1.7592
 -4.8103 -4.5221 -4.2630 -4.0285 -3.8112 -3.6150 -3.4415 -3.2885 -3.1528 -3.0309
 -2.9209 -2.8220 -2.7337 -2.6547 -2.5827 -2.4187 -2.2675 -2.1443 -2.0504 -1.9812
 -1.9322 -1.8993 -1.8770 -1.8609 -1.8476 -1.8357 -1.8247 -1.8141 -1.8044 -1.7964
 -1.7911
 -4.8924 -4.5749 -4.3115 -4.0757 -3.8573 -3.6540 -3.4702 -3.3077 -3.1649 -3.0382
 -2.9249 -2.8231 -2.7315 -2.6491 -2.5742 -2.4115 -2.2683 -2.1444 -2.0484 -1.9776
 -1.9276 -1.8948 -1.8747 -1.8628 -1.8551 -1.8491 -1.8440 -1.8388 -1.8337 -1.8290
 -1.8254
 -4.9977 -4.6505 -4.3700 -4.1296 -3.9092 -3.7048 -3.5158 -3.3428 -3.1896 -3.0548
 -2.9357 -2.8298 -2.7349 -2.6497 -2.5724 -2.4065 -2.2667 -2.1457 -2.0476
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.5359 -5.2543 -4.8971 -4.5723 -4.2750 -4.0190 -3.8186 -3.6481 -3.4932 -3.3472
 -3.2111 -3.0842 -2.9668 -2.8590 -2.7601 -2.5473 -2.3716 -2.2201 -2.0877
 -5.1402 -5.0700 -4.8302 -4.5181 -4.2268 -3.9624 -3.7484 -3.5716 -3.4152 -3.2706
 -3.1361 -3.0111 -2.8957 -2.7904 -2.6944 -2.4919 -2.3283 -2.1903 -2.0720 -1.9724
 -4.8914 -4.7003 -4.6366 -4.4758 -4.2059 -3.9456 -3.7145 -3.5264 -3.3669 -3.2232
 -3.0905 -2.9672 -2.8534 -2.7495 -2.6552 -2.4577 -2.3007 -2.1709 -2.0619 -1.9707
 -1.8956
 -4.8154 -4.5457 -4.3478 -4.2434 -4.1524 -3.9419 -3.7113 -3.5074 -3.3397 -3.1946
 -3.0635 -2.9418 -2.8294 -2.7264 -2.6329 -2.4376 -2.2840 -2.1591 -2.0564 -1.9717
 -1.9021 -1.8440
 -4.7881 -4.5013 -4.2565 -4.0606 -3.9176 -3.8280 -3.7026 -3.5124 -3.3311 -3.1791
 -3.0481 -2.9279 -2.8166 -2.7144 -2.6214 -2.4267 -2.2746 -2.1525 -2.0540 -1.9742
 -1.9094 -1.8557 -1.8100 -1.7703
 -4.7901 -4.4941 -4.2344 -4.0104 -3.8226 -3.6669 -3.5466 -3.4531 -3.3304 -3.1777
 -3.0405 -2.9209 -2.8106 -2.7092 -2.6164 -2.4216 -2.2695 -2.1487 -2.0529 -1.9768
 -1.9164 -1.8671 -1.8254 -1.7894 -1.7580 -1.7308 -1.7079 -1.6905 -1.6801 -1.6785
 -4.8176 -4.5126 -4.2414 -4.0042 -3.7988 -3.6221 -3.4691 -3.3374 -3.2310 -3.1393
 -3.0330 -2.9185 -2.8090 -2.7081 -2.6156 -2.4201 -2.2671 -2.1465 -2.0520 -1.9787
 -1.9219 -1.8770 -1.8398 -1.8078 -1.7796 -1.7547 -1.7333 -1.7157 -1.7031 -1.6986
 -1.7039
 -4.8626 -4.5537 -4.2716 -4.0219 -3.8041 -3.6156 -3.4512 -3.3061 -3.1773 -3.0652
 -2.9712 -2.8877 -2.8007 -2.7082 -2.6173 -2.4210 -2.2666 -2.1450 -2.0510 -1.9790
 -1.9248 -1.8839 -1.8515 -1.8242 -1.8002 -1.7788 -1.7586 -1.7413 -1.7289 -1.7230
 -1.7247
 -4.9264 -4.6078 -4.3198 -4.0585 -3.8278 -3.6275 -3.4536 -3.3010 -3.1653 -3.0435
 -2.9353 -2.8413 -2.7608 -2.6859 -2.6097 -2.4216 -2.2658 -2.1428 -2.0481 -1.9767
 -1.9242 -1.8864 -1.8586 -1.8366 -1.8177 -1.8008 -1.7857 -1.7722 -1.7607 -1.7531
 -1.7495
 -5.0121 -4.6789 -4.3868 -4.1190 -3.8759 -3.6616 -3.4759 -3.3143 -3.1722 -3.0455
 -2.9317 -2.8300 -2.7404 -2.6616 -2.5902 -2.4225 -2.2678 -2.1429 -2.0466 -1.9743
 -1.9220 -1.8858 -1.8613 -1.8442 -1.8309 -1.8194 -1.8092 -1.7997 -1.7912 -1.7845
 -1.7805
 -5.1213 -4.7628 -4.4628 -4.1923 -3.9436 -3.7171 -3.5171 -3.3433 -3.1920 -3.0587
 -2.9401 -2.8340 -2.7391 -2.6548 -2.5792 -2.4166 -2.2707 -2.1442 -2.0456 -1.9716
 -1.9183 -1.8822 -1.8595 -1.8461 -1.8378 -1.8321 -1.8275 -1.8233 -1.8192 -1.8158
 -1.8131
 -5.2553 -4.8626 -4.5468 -4.2723 -4.0219 -3.7901 -3.5786 -3.3907 -3.2269 -3.0839
 -2.9582 -2.8467 -2.7472 -2.6585 -2.5789 -2.4113 -2.2709 -2.1472 -2.0458
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.5562 -5.1793 -4.8150 -4.4999 -4.2218 -3.9714 -3.7695 -3.5959 -3.4433 -3.3011
 -3.1686 -3.0452 -2.9310 -2.8258 -2.7293 -2.5215 -2.3520 -2.2069 -2.0812
 -5.2814 -5.1089 -4.7869 -4.4626 -4.1775 -3.9223 -3.7110 -3.5340 -3.3776 -3.2362
 -3.1049 -2.9828 -2.8700 -2.7665 -2.6720 -2.4725 -2.3130 -2.1801 -2.0659 -1.9680
 -4.9314 -4.8334 -4.7297 -4.4577 -4.1670 -3.9083 -3.6837 -3.4981 -3.3388 -3.1971
 -3.0671 -2.9463 -2.8346 -2.7322 -2.6388 -2.4430 -2.2887 -2.1621 -2.0556 -1.9651
 -1.8896
 -4.8388 -4.5804 -4.4431 -4.3773 -4.1731 -3.9165 -3.6838 -3.4842 -3.3181 -3.1747
 -3.0455 -2.9259 -2.8152 -2.7135 -2.6206 -2.4261 -2.2742 -2.1514 -2.0498 -1.9650
 -1.8946 -1.8359
 -4.8281 -4.5252 -4.2850 -4.1189 -4.0298 -3.9117 -3.7007 -3.4924 -3.3133 -3.1639
 -3.0341 -2.9155 -2.8057 -2.7045 -2.6119 -2.4174 -2.2663 -2.1454 -2.0470 -1.9664
 -1.9004 -1.8458 -1.7995 -1.7598
 -4.8549 -4.5307 -4.2572 -4.0331 -3.8582 -3.7303 -3.6371 -3.5031 -3.3270 -3.1651
 -3.0297 -2.9113 -2.8022 -2.7016 -2.6091 -2.4140 -2.2624 -2.1422 -2.0458 -1.9684
 -1.9061 -1.8554 -1.8130 -1.7766 -1.7448 -1.7177 -1.6961 -1.6801 -1.6705 -1.6691
 -4.9134 -4.5702 -4.2752 -4.0255 -3.8174 -3.6456 -3.5026 -3.3883 -3.2913 -3.1721
 -3.0337 -2.9114 -2.8026 -2.7024 -2.6101 -2.4141 -2.2613 -2.1407 -2.0452 -1.9698
 -1.9105 -1.8637 -1.8255 -1.7930 -1.7650 -1.7407 -1.7197 -1.7030 -1.6921 -1.6882
 -1.6930
 -4.9926 -4.6386 -4.3243 -4.0537 -3.8247 -3.6316 -3.4679 -3.3257 -3.2026 -3.0992
 -3.0069 -2.9075 -2.8050 -2.7057 -2.6137 -2.4168 -2.2620 -2.1401 -2.0446 -1.9703
 -1.9132 -1.8696 -1.8356 -1.8077 -1.7838 -1.7629 -1.7450 -1.7298 -1.7182 -1.7117
 -1.7136
 -5.0909 -4.7240 -4.3969 -4.1075 -3.8586 -3.6477 -3.4686 -3.3143 -3.1784 -3.0577
 -2.9519 -2.8605 -2.7791 -2.6979 -2.6144 -2.4193 -2.2628 -2.1391 -2.0427 -1.9686
 -1.9129 -1.8719 -1.8418 -1.8186 -1.7996 -1.7832 -1.7689 -1.7566 -1.7465 -1.7396
 -1.7379
 -5.2084 -4.8269 -4.4924 -4.1908 -3.9230 -3.6925 -3.4967 -3.3293 -3.1842 -3.0558
 -2.9410 -2.8389 -2.7495 -2.6716 -2.5996 -2.4238 -2.2666 -2.1407 -2.0423 -1.9674
 -1.9117 -1.8719 -1.8445 -1.8256 -1.8117 -1.8003 -1.7908 -1.7825 -1.7753 -1.7701
 -1.7675
 -5.3451 -4.9409 -4.5982 -4.2907 -4.0118 -3.7636 -3.5489 -3.3654 -3.2080 -3.0708
 -2.9496 -2.8415 -2.7451 -2.6601 -2.5846 -2.4211 -2.2714 -2.1434 -2.0426 -1.9658
 -1.9092 -1.8694 -1.8434 -1.8276 -1.8182 -1.8121 -1.8080 -1.8046 -1.8018 -1.7998
 -1.7981
 -5.5050 -5.0682 -4.7108 -4.3981 -4.1144 -3.8565 -3.6256 -3.4243 -3.2512 -3.1018
 -2.9715 -2.8567 -2.7548 -2.6641 -2.5835 -2.4155 -2.2743 -2.1477 -2.0441
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.5565 -5.1374 -4.7667 -4.4563 -4.1842 -3.9394 -3.7374 -3.5568 -3.4018 -3.2644
 -3.1346 -3.0138 -2.9021 -2.7992 -2.7046 -2.5004 -2.3345 -2.1957 -2.0748
 -5.2811 -5.1116 -4.7506 -4.4224 -4.1392 -3.8909 -3.6837 -3.5043 -3.3476 -3.2088
 -3.0798 -2.9601 -2.8495 -2.7477 -2.6545 -2.4567 -2.2993 -2.1696 -2.0590 -1.9629
 -5.0386 -4.9841 -4.7459 -4.4286 -4.1343 -3.8753 -3.6585 -3.4744 -3.3157 -3.1760
 -3.0479 -2.9293 -2.8195 -2.7185 -2.6260 -2.4308 -2.2776 -2.1532 -2.0487 -1.9592
 -1.8832
 -4.8626 -4.6511 -4.5939 -4.4294 -4.1540 -3.8900 -3.6589 -3.4643 -3.3000 -3.1577
 -3.0302 -2.9125 -2.8035 -2.7030 -2.6107 -2.4164 -2.2649 -2.1433 -2.0428 -1.9580
 -1.8868 -1.8273
 -4.8507 -4.5434 -4.3300 -4.2306 -4.1374 -3.9156 -3.6809 -3.4732 -3.2983 -3.1502
 -3.0215 -2.9044 -2.7961 -2.6960 -2.6039 -2.4093 -2.2581 -2.1378 -2.0398 -1.9585
 -1.8912 -1.8354 -1.7884 -1.7482
 -4.8974 -4.5492 -4.2714 -4.0621 -3.9223 -3.8357 -3.6983 -3.4991 -3.3124 -3.1535
 -3.0193 -2.9019 -2.7941 -2.6944 -2.6024 -2.4070 -2.2551 -2.1351 -2.0385 -1.9598
 -1.8957 -1.8434 -1.7999 -1.7630 -1.7315 -1.7051 -1.6839 -1.6681 -1.6592 -1.6583
 -4.9861 -4.6046 -4.2911 -4.0371 -3.8364 -3.6809 -3.5635 -3.4650 -3.3313 -3.1704
 -3.0255 -2.9037 -2.7957 -2.6963 -2.6045 -2.4081 -2.2547 -2.1341 -2.0380 -1.9610
 -1.8994 -1.8502 -1.8105 -1.7772 -1.7489 -1.7249 -1.7050 -1.6896 -1.6793 -1.6762
 -1.6811
 -5.1056 -4.6998 -4.3545 -4.0686 -3.8350 -3.6447 -3.4885 -3.3569 -3.2473 -3.1482
 -3.0349 -2.9108 -2.8004 -2.7009 -2.6092 -2.4119 -2.2564 -2.1343 -2.0378 -1.9617
 -1.9018 -1.8554 -1.8192 -1.7900 -1.7656 -1.7449 -1.7277 -1.7132 -1.7028 -1.6983
 -1.7009
 -5.2407 -4.8188 -4.4512 -4.1357 -3.8729 -3.6567 -3.4781 -3.3272 -3.1956 -3.0802
 -2.9800 -2.8886 -2.7960 -2.7036 -2.6135 -2.4159 -2.2585 -2.1343 -2.0367 -1.9606
 -1.9019 -1.8576 -1.8246 -1.7996 -1.7797 -1.7632 -1.7496 -1.7380 -1.7293 -1.7244
 -1.7241
 -5.3942 -4.9571 -4.5765 -4.2410 -3.9506 -3.7073 -3.5057 -3.3372 -3.1931 -3.0663
 -2.9532 -2.8531 -2.7647 -2.6859 -2.6096 -2.4229 -2.2639 -2.1372 -2.0375 -1.9602
 -1.9016 -1.8583 -1.8275 -1.8060 -1.7906 -1.7788 -1.7696 -1.7622 -1.7565 -1.7520
 -1.7519
 -5.5630 -5.1060 -4.7144 -4.3678 -4.0596 -3.7916 -3.5649 -3.3753 -3.2154 -3.0779
 -2.9569 -2.8490 -2.7527 -2.6677 -2.5926 -2.4251 -2.2705 -2.1415 -2.0392 -1.9599
 -1.9002 -1.8569 -1.8272 -1.8082 -1.7967 -1.7896 -1.7854 -1.7827 -1.7811 -1.7806
 -1.7803
 -5.7499 -5.2628 -4.8586 -4.5043 -4.1870 -3.9035 -3.6551 -3.4425 -3.2628 -3.1101
 -2.9783 -2.8629 -2.7604 -2.6691 -2.5882 -2.4201 -2.2760 -2.1472 -2.0421
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.4272 -5.0181 -4.6748 -4.3900 -4.1291 -3.8957 -3.7038 -3.5295 -3.3720 -3.2359
 -3.1088 -2.9901 -2.8805 -2.7793 -2.6863 -2.4846 -2.3178 -2.1800 -2.0672
 -5.3372 -5.0406 -4.6804 -4.3677 -4.0988 -3.8579 -3.6599 -3.4828 -3.3250 -3.1879
 -3.0609 -2.9432 -2.8344 -2.7342 -2.6420 -2.4452 -2.2882 -2.1599 -2.0516 -1.9571
 -5.1772 -5.0263 -4.7104 -4.3861 -4.0999 -3.8490 -3.6369 -3.4570 -3.2985 -3.1597
 -3.0333 -2.9164 -2.8084 -2.7087 -2.6170 -2.4221 -2.2685 -2.1447 -2.0415 -1.9529
 -1.8768
 -4.9729 -4.7784 -4.6873 -4.4183 -4.1268 -3.8660 -3.6391 -3.4486 -3.2862 -3.1444
 -3.0183 -2.9020 -2.7946 -2.6952 -2.6038 -2.4093 -2.2570 -2.1356 -2.0355 -1.9509
 -1.8790 -1.8185
 -4.8532 -4.5647 -4.4210 -4.3633 -4.1559 -3.8978 -3.6622 -3.4580 -3.2858 -3.1390
 -3.0113 -2.8954 -2.7884 -2.6894 -2.5980 -2.4031 -2.2508 -2.1304 -2.0324 -1.9507
 -1.8822 -1.8250 -1.7772 -1.7364
 -4.9104 -4.5534 -4.2877 -4.1169 -4.0365 -3.9128 -3.6957 -3.4843 -3.2995 -3.1435
 -3.0103 -2.8939 -2.7871 -2.6884 -2.5971 -2.4015 -2.2483 -2.1280 -2.0310 -1.9514
 -1.8856 -1.8315 -1.7867 -1.7490 -1.7171 -1.6906 -1.6696 -1.6545 -1.6464 -1.6461
 -5.0251 -4.6157 -4.2951 -4.0479 -3.8679 -3.7472 -3.6556 -3.5109 -3.3280 -3.1602
 -3.0176 -2.8965 -2.7894 -2.6907 -2.5995 -2.4031 -2.2484 -2.1273 -2.0307 -1.9524
 -1.8888 -1.8373 -1.7956 -1.7612 -1.7322 -1.7080 -1.6882 -1.6734 -1.6645 -1.6623
 -1.6678
 -5.1848 -4.7319 -4.3641 -4.0715 -3.8411 -3.6627 -3.5232 -3.4125 -3.3105 -3.1819
 -3.0361 -2.9055 -2.7949 -2.6960 -2.6046 -2.4073 -2.2508 -2.1280 -2.0309 -1.9532
 -1.8910 -1.8418 -1.8031 -1.7721 -1.7467 -1.7257 -1.7087 -1.6955 -1.6865 -1.6827
 -1.6861
 -5.3670 -4.8840 -4.4792 -4.1450 -3.8755 -3.6606 -3.4886 -3.3461 -3.2243 -3.1187
 -3.0197 -2.9129 -2.8017 -2.7016 -2.6101 -2.4121 -2.2536 -2.1288 -2.0304 -1.9526
 -1.8914 -1.8440 -1.8078 -1.7803 -1.7588 -1.7417 -1.7282 -1.7178 -1.7102 -1.7066
 -1.7080
 -5.5588 -5.0617 -4.6334 -4.2673 -3.9602 -3.7099 -3.5081 -3.3431 -3.2039 -3.0817
 -2.9732 -2.8767 -2.7873 -2.7006 -2.6161 -2.4207 -2.2603 -2.1329 -2.0322 -1.9531
 -1.8918 -1.8452 -1.8109 -1.7862 -1.7685 -1.7556 -1.7461 -1.7393 -1.7348 -1.7327
 -1.7337
 -5.7598 -5.2498 -4.8054 -4.4203 -4.0859 -3.8024 -3.5683 -3.3771 -3.2189 -3.0842
 -2.9658 -2.8599 -2.7651 -2.6803 -2.6041 -2.4275 -2.2684 -2.1385 -2.0351 -1.9539
 -1.8915 -1.8449 -1.8115 -1.7888 -1.7743 -1.7654 -1.7604 -1.7579 -1.7572 -1.7582
 -1.7598
 -5.9701 -5.4484 -4.9839 -4.5874 -4.2368 -3.9310 -3.6678 -3.4474 -3.2650 -3.1125
 -2.9823 -2.8684 -2.7668 -2.6760 -2.5741 -2.4325 -2.2779 -2.1456 -2.0391
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.3533 -4.9532 -4.6223 -4.3539 -4.0956 -3.8701 -3.6768 -3.5060 -3.3497 -3.2159
 -3.0901 -2.9731 -2.8649 -2.7653 -2.6735 -2.4737 -2.3083 -2.1715 -2.0595
 -5.3891 -4.9888 -4.6321 -4.3298 -4.0715 -3.8374 -3.6386 -3.4657 -3.3080 -3.1731
 -3.0476 -2.9313 -2.8240 -2.7250 -2.6338 -2.4378 -2.2802 -2.1518 -2.0445 -1.9513
 -5.1524 -5.0252 -4.6669 -4.3517 -4.0747 -3.8304 -3.6212 -3.4440 -3.2854 -3.1484
 -3.0232 -2.9076 -2.8009 -2.7023 -2.6114 -2.4168 -2.2621 -2.1376 -2.0348 -1.9467
