 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140W
 -1.3580 -1.4720 -1.5542 -1.5572 -1.5648 -1.5518 -1.5132 -1.4982 -1.4880 -1.4787
 -1.4790 -1.4896 -1.5082 -1.5302 -1.5562 -1.6338 -1.7434 -1.8796 -1.9877
 -1.4110 -1.4506 -1.4831 -1.5115 -1.5317 -1.5311 -1.5230 -1.5153 -1.5080 -1.5050
 -1.5098 -1.5220 -1.5400 -1.5628 -1.5899 -1.6732 -1.7737 -1.8839 -1.9975 -2.1117
 -1.3808 -1.4232 -1.4590 -1.4881 -1.5111 -1.5291 -1.5337 -1.5278 -1.5231 -1.5234
 -1.5301 -1.5439 -1.5633 -1.5871 -1.6147 -1.6972 -1.7943 -1.9012 -2.0121 -2.1235
 -2.2345
 -1.3529 -1.3960 -1.4348 -1.4682 -1.4963 -1.5189 -1.5357 -1.5449 -1.5434 -1.5409
 -1.5466 -1.5607 -1.5811 -1.6060 -1.6344 -1.7174 -1.8124 -1.9163 -2.0246 -2.1338
 -2.2423 -2.3500
 -1.3309 -1.3714 -1.4108 -1.4469 -1.4793 -1.5074 -1.5313 -1.5503 -1.5625 -1.5685
 -1.5713 -1.5798 -1.5968 -1.6210 -1.6499 -1.7339 -1.8279 -1.9293 -2.0351 -2.1426
 -2.2494 -2.3551 -2.4598 -2.5638
 -1.3167 -1.3532 -1.3900 -1.4264 -1.4609 -1.4928 -1.5217 -1.5473 -1.5693 -1.5864
 -1.5996 -1.6099 -1.6222 -1.6404 -1.6651 -1.7473 -1.8410 -1.9405 -2.0442 -2.1501
 -2.2557 -2.3601 -2.4631 -2.5650 -2.6666 -2.7679 -2.8684 -2.9679 -3.0662 -3.1632
 -1.3116 -1.3435 -1.3755 -1.4103 -1.4443 -1.4775 -1.5093 -1.5390 -1.5666 -1.5910
 -1.6128 -1.6325 -1.6501 -1.6677 -1.6886 -1.7606 -1.8521 -1.9502 -2.0521 -2.1564
 -2.2611 -2.3647 -2.4667 -2.5672 -2.6663 -2.7640 -2.8610 -2.9579 -3.0553 -3.1528
 -3.2476
 -1.3170 -1.3435 -1.3709 -1.4016 -1.4333 -1.4653 -1.4975 -1.5291 -1.5598 -1.5886
 -1.6157 -1.6414 -1.6659 -1.6892 -1.7120 -1.7784 -1.8632 -1.9589 -2.0590 -2.1617
 -2.2653 -2.3685 -2.4701 -2.5698 -2.6677 -2.7641 -2.8591 -2.9533 -3.0474 -3.1418
 -3.2369
 -1.3342 -1.3548 -1.3775 -1.4026 -1.4314 -1.4608 -1.4909 -1.5219 -1.5534 -1.5843
 -1.6142 -1.6433 -1.6720 -1.7001 -1.7274 -1.7967 -1.8768 -1.9683 -2.0665 -2.1675
 -2.2700 -2.3727 -2.4744 -2.5741 -2.6717 -2.7672 -2.8612 -2.9539 -3.0460 -3.1375
 -3.2285
 -1.3645 -1.3787 -1.3962 -1.4167 -1.4398 -1.4652 -1.4925 -1.5208 -1.5505 -1.5811
 -1.6119 -1.6426 -1.6732 -1.7036 -1.7339 -1.8100 -1.8890 -1.9770 -2.0723 -2.1714
 -2.2723 -2.3739 -2.4752 -2.5752 -2.6729 -2.7683 -2.8616 -2.9531 -3.0431 -3.1321
 -3.2218
 -1.4079 -1.4157 -1.4272 -1.4421 -1.4601 -1.4808 -1.5039 -1.5291 -1.5558 -1.5839
 -1.6132 -1.6435 -1.6743 -1.7057 -1.7377 -1.8181 -1.8995 -1.9852 -2.0777 -2.1750
 -2.2745 -2.3747 -2.4750 -2.5748 -2.6730 -2.7689 -2.8624 -2.9535 -3.0427 -3.1303
 -3.2168
 -1.4603 -1.4629 -1.4692 -1.4789 -1.4917 -1.5075 -1.5261 -1.5472 -1.5705 -1.5955
 -1.6220 -1.6498 -1.6790 -1.7094 -1.7409 -1.8231 -1.9072 -1.9930 -2.0831
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F140W
 -1.5295 -1.5805 -1.5961 -1.5878 -1.5757 -1.5603 -1.5448 -1.5326 -1.5225 -1.5157
 -1.5152 -1.5221 -1.5359 -1.5550 -1.5785 -1.6515 -1.7472 -1.8632 -1.9777
 -1.4876 -1.5242 -1.5607 -1.5854 -1.5791 -1.5689 -1.5595 -1.5505 -1.5424 -1.5373
 -1.5384 -1.5469 -1.5618 -1.5820 -1.6061 -1.6812 -1.7739 -1.8799 -1.9923 -2.1064
 -1.4506 -1.4906 -1.5217 -1.5465 -1.5700 -1.5734 -1.5655 -1.5607 -1.5568 -1.5537
 -1.5559 -1.5651 -1.5809 -1.6018 -1.6267 -1.7026 -1.7938 -1.8966 -2.0061 -2.1174
 -2.2286
 -1.4123 -1.4563 -1.4931 -1.5218 -1.5438 -1.5609 -1.5714 -1.5683 -1.5657 -1.5654
 -1.5688 -1.5784 -1.5946 -1.6161 -1.6417 -1.7189 -1.8097 -1.9103 -2.0175 -2.1267
 -2.2356 -2.3438
 -1.3744 -1.4205 -1.4614 -1.4965 -1.5251 -1.5473 -1.5649 -1.5761 -1.5792 -1.5770
 -1.5790 -1.5883 -1.6045 -1.6263 -1.6524 -1.7309 -1.8220 -1.9214 -2.0266 -2.1344
 -2.2418 -2.3481 -2.4534 -2.5583
 -1.3439 -1.3854 -1.4284 -1.4673 -1.5018 -1.5313 -1.5554 -1.5743 -1.5889 -1.5972
 -1.5987 -1.6023 -1.6141 -1.6342 -1.6601 -1.7397 -1.8315 -1.9302 -2.0340 -2.1405
 -2.2471 -2.3522 -2.4559 -2.5585 -2.6602 -2.7612 -2.8618 -2.9622 -3.0621 -3.1597
 -1.3141 -1.3539 -1.3969 -1.4373 -1.4750 -1.5096 -1.5404 -1.5666 -1.5886 -1.6063
 -1.6194 -1.6284 -1.6366 -1.6498 -1.6700 -1.7464 -1.8386 -1.9373 -2.0400 -2.1454
 -2.2513 -2.3559 -2.4587 -2.5599 -2.6598 -2.7587 -2.8569 -2.9545 -3.0515 -3.1481
 -3.2442
 -1.2926 -1.3290 -1.3698 -1.4097 -1.4483 -1.4851 -1.5201 -1.5522 -1.5808 -1.6056
 -1.6267 -1.6448 -1.6609 -1.6757 -1.6921 -1.7550 -1.8444 -1.9428 -2.0449 -2.1492
 -2.2544 -2.3589 -2.4613 -2.5618 -2.6605 -2.7574 -2.8531 -2.9482 -3.0430 -3.1380
 -3.2334
 -1.2815 -1.3133 -1.3501 -1.3879 -1.4253 -1.4623 -1.4987 -1.5339 -1.5673 -1.5979
 -1.6253 -1.6496 -1.6724 -1.6941 -1.7149 -1.7727 -1.8528 -1.9488 -2.0500 -2.1535
 -2.2579 -2.3622 -2.4649 -2.5655 -2.6638 -2.7601 -2.8549 -2.9487 -3.0417 -3.1337
 -3.2249
 -1.2822 -1.3089 -1.3408 -1.3739 -1.4087 -1.4440 -1.4796 -1.5152 -1.5506 -1.5849
 -1.6171 -1.6469 -1.6745 -1.7011 -1.7271 -1.7908 -1.8648 -1.9545 -2.0535 -2.1556
 -2.2589 -2.3624 -2.4650 -2.5659 -2.6645 -2.7606 -2.8547 -2.9469 -3.0377 -3.1274
 -3.2180
 -1.2955 -1.3162 -1.3425 -1.3705 -1.4014 -1.4335 -1.4669 -1.5010 -1.5358 -1.5710
 -1.6057 -1.6393 -1.6711 -1.7015 -1.7311 -1.8034 -1.8778 -1.9625 -2.0574 -2.1576
 -2.2597 -2.3621 -2.4640 -2.5650 -2.6640 -2.7607 -2.8549 -2.9468 -3.0367 -3.1251
 -3.2123
 -1.3184 -1.3352 -1.3553 -1.3783 -1.4042 -1.4326 -1.4628 -1.4945 -1.5273 -1.5611
 -1.5956 -1.6304 -1.6647 -1.6981 -1.7305 -1.8097 -1.8883 -1.9711 -2.0621
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F140W
 -1.6222 -1.6287 -1.6167 -1.6055 -1.5872 -1.5700 -1.5620 -1.5565 -1.5509 -1.5464
 -1.5465 -1.5519 -1.5631 -1.5799 -1.6013 -1.6696 -1.7550 -1.8563 -1.9693
 -1.5539 -1.6036 -1.6210 -1.6084 -1.5982 -1.5872 -1.5784 -1.5736 -1.5688 -1.5652
 -1.5663 -1.5728 -1.5853 -1.6031 -1.6253 -1.6946 -1.7789 -1.8769 -1.9855 -2.0988
 -1.5156 -1.5474 -1.5801 -1.6071 -1.5995 -1.5916 -1.5868 -1.5838 -1.5814 -1.5792
 -1.5809 -1.5880 -1.6009 -1.6193 -1.6421 -1.7125 -1.7969 -1.8931 -1.9985 -2.1088
 -2.2202
 -1.4778 -1.5146 -1.5426 -1.5651 -1.5881 -1.5934 -1.5878 -1.5875 -1.5890 -1.5894
 -1.5918 -1.5991 -1.6120 -1.6304 -1.6534 -1.7249 -1.8101 -1.9054 -2.0088 -2.1169
 -2.2260 -2.3349
 -1.4356 -1.4789 -1.5137 -1.5405 -1.5606 -1.5773 -1.5897 -1.5897 -1.5911 -1.5958
 -1.5998 -1.6073 -1.6200 -1.6381 -1.6611 -1.7334 -1.8193 -1.9146 -2.0168 -2.1232
 -2.2309 -2.3380 -2.4441 -2.5494
 -1.3908 -1.4391 -1.4799 -1.5140 -1.5410 -1.5623 -1.5794 -1.5927 -1.5994 -1.6012
 -1.6057 -1.6136 -1.6259 -1.6436 -1.6662 -1.7389 -1.8257 -1.9213 -2.0227 -2.1281
 -2.2348 -2.3409 -2.4455 -2.5490 -2.6515 -2.7533 -2.8549 -2.9563 -3.0570 -3.1540
 -1.3465 -1.3972 -1.4425 -1.4821 -1.5165 -1.5456 -1.5693 -1.5884 -1.6040 -1.6156
 -1.6209 -1.6240 -1.6324 -1.6482 -1.6699 -1.7424 -1.8300 -1.9260 -2.0272 -2.1317
 -2.2377 -2.3432 -2.4470 -2.5492 -2.6501 -2.7497 -2.8486 -2.9470 -3.0455 -3.1435
 -3.2384
 -1.3064 -1.3562 -1.4036 -1.4470 -1.4861 -1.5212 -1.5522 -1.5786 -1.6009 -1.6198
