 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F140W
  1.9169  1.9242  1.9351  1.9438  1.9564  1.9734  2.0187  2.0244  2.0233  2.0156
  2.0022  2.0030  1.9767  1.9506  1.9182  1.8249  1.7091  1.5966  1.4773
  2.0130  2.0055  1.9990  1.9934  1.9947  2.0018  2.0058  2.0049  1.9993  1.9889
  1.9731  1.9531  1.9300  1.9036  1.8738  1.7855  1.6830  1.5726  1.4598  1.3464
  2.0270  2.0130  2.0008  1.9906  1.9816  1.9740  1.9724  1.9756  1.9742  1.9648
  1.9493  1.9284  1.9038  1.8763  1.8463  1.7604  1.6616  1.5545  1.4443  1.3339
  1.2238
  2.0456  2.0269  2.0097  1.9939  1.9792  1.9653  1.9517  1.9405  1.9350  1.9313
  1.9221  1.9054  1.8819  1.8537  1.8231  1.7378  1.6422  1.5387  1.4310  1.3228
  1.2153  1.1085
  2.0649  2.0427  2.0220  2.0024  1.9834  1.9647  1.9460  1.9271  1.9093  1.8951
  1.8846  1.8727  1.8555  1.8321  1.8030  1.7182  1.6246  1.5244  1.4194  1.3131
  1.2074  1.1027  0.9991  0.8964
  2.0798  2.0560  2.0331  2.0113  1.9900  1.9684  1.9464  1.9239  1.9008  1.8782
  1.8578  1.8402  1.8231  1.8034  1.7792  1.7007  1.6090  1.5113  1.4092  1.3047
  1.2003  1.0970  0.9951  0.8943  0.7938  0.6937  0.5942  0.4955  0.3978  0.3012
  2.0829  2.0621  2.0392  2.0166  1.9943  1.9717  1.9484  1.9243  1.8990  1.8729
  1.8470  1.8222  1.7990  1.7767  1.7532  1.6821  1.5948  1.4996  1.4000  1.2975
  1.1943  1.0918  0.9909  0.8914  0.7934  0.6968  0.6009  0.5049  0.4083  0.3114
  0.2170
  2.0726  2.0557  2.0361  2.0151  1.9932  1.9708  1.9479  1.9238  1.8981  1.8713
  1.8434  1.8151  1.7871  1.7600  1.7334  1.6631  1.5809  1.4890  1.3918  1.2914
  1.1894  1.0875  0.9870  0.8883  0.7914  0.6960  0.6020  0.5088  0.4157  0.3221
  0.2276
  2.0429  2.0331  2.0195  2.0025  1.9833  1.9628  1.9412  1.9185  1.8941  1.8681
  1.8405  1.8115  1.7815  1.7515  1.7216  1.6470  1.5669  1.4781  1.3833  1.2848
  1.1843  1.0830  0.9823  0.8835  0.7869  0.6923  0.5993  0.5072  0.4158  0.3253
  0.2355
  1.9938  1.9943  1.9869  1.9764  1.9622  1.9453  1.9265  1.9064  1.8844  1.8606
  1.8349  1.8072  1.7778  1.7470  1.7156  1.6362  1.5556  1.4693  1.3767  1.2802
  1.1814  1.0814  0.9813  0.8822  0.7853  0.6908  0.5984  0.5078  0.4161  0.3277
  0.2416
  1.9253  1.9393  1.9383  1.9344  1.9264  1.9152  1.9009  1.8846  1.8662  1.8458
  1.8233  1.7984  1.7712  1.7420  1.7110  1.6295  1.5463  1.4615  1.3709  1.2761
  1.1788  1.0803  0.9812  0.8824  0.7850  0.6899  0.5972  0.5070  0.4187  0.3319
  0.2461
  1.8373  1.8681  1.8737  1.8760  1.8748  1.8702  1.8620  1.8508  1.8372  1.8213
  1.8031  1.7823  1.7588  1.7328  1.7078  1.6269  1.5390  1.4547  1.3659
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F140W
  1.9522  1.9589  1.9685  1.9776  1.9877  1.9976  2.0145  2.0150  2.0100  1.9999
  1.9856  1.9745  1.9527  1.9287  1.8999  1.8147  1.7103  1.5995  1.4809
  1.9831  1.9762  1.9710  1.9746  1.9804  1.9858  1.9898  1.9904  1.9858  1.9755
  1.9602  1.9411  1.9191  1.8940  1.8657  1.7824  1.6841  1.5758  1.4634  1.3501
  1.9914  1.9826  1.9741  1.9666  1.9606  1.9630  1.9684  1.9694  1.9651  1.9556
  1.9406  1.9206  1.8971  1.8709  1.8418  1.7587  1.6631  1.5581  1.4485  1.3380
  1.2279
  2.0062  1.9928  1.9795  1.9674  1.9566  1.9469  1.9394  1.9391  1.9411  1.9361
  1.9234  1.9046  1.8807  1.8532  1.8232  1.7394  1.6453  1.5432  1.4359  1.3276
  1.2199  1.1129
  2.0285  2.0103  1.9927  1.9758  1.9597  1.9445  1.9300  1.9166  1.9065  1.9026
  1.8983  1.8863  1.8662  1.8397  1.8092  1.7241  1.6305  1.5304  1.4254  1.3187
  1.2126  1.1076  1.0035  0.9002
  2.0560  2.0332  2.0114  1.9907  1.9704  1.9504  1.9307  1.9113  1.8924  1.8757
  1.8635  1.8546  1.8423  1.8231  1.7967  1.7121  1.6185  1.5196  1.4165  1.3112
  1.2062  1.1024  1.0000  0.8987  0.7984  0.6987  0.5994  0.5000  0.4003  0.3036
  2.0838  2.0578  2.0325  2.0085  1.9851  1.9619  1.9384  1.9145  1.8906  1.8673
  1.8456  1.8270  1.8115  1.7957  1.7755  1.7015  1.6087  1.5107  1.4090  1.3051
  1.2008  1.0977  0.9963  0.8964  0.7979  0.7004  0.6036  0.5074  0.4109  0.3139
  0.2194
  2.1051  2.0788  2.0519  2.0257  2.0003  1.9750  1.9491  1.9227  1.8955  1.8681
  1.8414  1.8158  1.7925  1.7712  1.7505  1.6859  1.5996  1.5031  1.4027  1.3001
  1.1967  1.0939  0.9928  0.8936  0.7963  0.7004  0.6056  0.5118  0.4184  0.3247
  0.2300
  2.1131  2.0902  2.0648  2.0384  2.0121  1.9858  1.9590  1.9315  1.9027  1.8732
  1.8433  1.8137  1.7853  1.7583  1.7328  1.6673  1.5874  1.4947  1.3960  1.2948
  1.1923  1.0899  0.9886  0.8893  0.7922  0.6971  0.6036  0.5114  0.4201  0.3293
  0.2380
  2.1032  2.0867  2.0661  2.0427  2.0177  1.9919  1.9654  1.9380  1.9093  1.8793
  1.8483  1.8166  1.7852  1.7545  1.7248  1.6527  1.5753  1.4870  1.3910  1.2915
  1.1904  1.0889  0.9879  0.8883  0.7909  0.6959  0.6030  0.5120  0.4224  0.3337
  0.2442
  2.0761  2.0659  2.0522  2.0341  2.0131  1.9898  1.9649  1.9389  1.9114  1.8824
  1.8519  1.8201  1.7876  1.7549  1.7226  1.6438  1.5644  1.4789  1.3859  1.2884
  1.1888  1.0885  0.9883  0.8888  0.7909  0.6953  0.6022  0.5114  0.4226  0.3353
  0.2491
  2.0339  2.0295  2.0214  2.0098  1.9946  1.9761  1.9547  1.9314  1.9063  1.8795
  1.8509  1.8205  1.7794  1.7485  1.7262  1.6406  1.5547  1.4704  1.3807
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = F140W
  1.9965  2.0034  2.0123  2.0212  2.0282  2.0314  2.0293  2.0211  2.0082  1.9921
  1.9741  1.9550  1.9345  1.9110  1.8842  1.8045  1.7089  1.6019  1.4859
  1.9915  1.9934  1.9974  2.0027  2.0075  2.0097  2.0074  2.0000  1.9878  1.9717
  1.9527  1.9318  1.9094  1.8846  1.8570  1.7769  1.6838  1.5797  1.4689  1.3558
  1.9993  1.9934  1.9866  1.9862  1.9886  1.9898  1.9880  1.9820  1.9714  1.9564
  1.9376  1.9158  1.8920  1.8659  1.8374  1.7560  1.6638  1.5625  1.4547  1.3445
  1.2341
  2.0035  1.9957  1.9866  1.9775  1.9698  1.9653  1.9659  1.9639  1.9561  1.9433
  1.9260  1.9045  1.8799  1.8528  1.8234  1.7406  1.6484  1.5487  1.4431  1.3350
  1.2269  1.1194
  2.0136  2.0018  1.9887  1.9754  1.9629  1.9508  1.9394  1.9322  1.9303  1.9258
  1.9136  1.8948  1.8712  1.8437  1.8136  1.7294  1.6367  1.5378  1.4339  1.3273
  1.2206  1.1149  1.0103  0.9063
  2.0319  2.0160  1.9987  1.9810  1.9636  1.9467  1.9304  1.9148  1.9007  1.8911
  1.8862  1.8776  1.8607  1.8364  1.8068  1.7215  1.6280  1.5293  1.4265  1.3210
  1.2153  1.1107  1.0076  0.9056  0.8045  0.7042  0.6043  0.5041  0.4042  0.3077
  2.0589  2.0379  2.0164  1.9947  1.9731  1.9520  1.9312  1.9108  1.8906  1.8716
  1.8554  1.8441  1.8346  1.8201  1.7979  1.7158  1.6216  1.5229  1.4207  1.3162
  1.2110  1.1069  1.0047  0.9040  0.8047  0.7065  0.6089  0.5120  0.4150  0.3179
  0.2235
  2.0917  2.0660  2.0400  2.0144  1.9892  1.9645  1.9399  1.9154  1.8910  1.8668
  1.8438  1.8227  1.8050  1.7905  1.7748  1.7097  1.6169  1.5181  1.4163  1.3126
  1.2080  1.1040  1.0020  0.9020  0.8039  0.7072  0.6116  0.5170  0.4230  0.3288
  0.2339
  2.1248  2.0961  2.0667  2.0375  2.0090  1.9812  1.9536  1.9259  1.8980  1.8700
  1.8425  1.8159  1.7910  1.7685  1.7485  1.6930  1.6109  1.5132  1.4118  1.3087
  1.2046  1.1008  0.9985  0.8983  0.8005  0.7046  0.6102  0.5172  0.4252  0.3335
  0.2421
  2.1493  2.1212  2.0913  2.0606  2.0299  1.9998  1.9699  1.9401  1.9098  1.8791
  1.8483  1.8178  1.7883  1.7603  1.7340  1.6731  1.6002  1.5091  1.4093  1.3071
  1.2040  1.1008  0.9985  0.8979  0.7998  0.7040  0.6103  0.5184  0.4281  0.3387
  0.2487
  2.1589  2.1351  2.1078  2.0783  2.0477  2.0168  1.9857  1.9546  1.9229  1.8908
  1.8580  1.8249  1.7921  1.7602  1.7296  1.6584  1.5866  1.5021  1.4063  1.3057
  1.2037  1.1014  0.9997  0.8990  0.8003  0.7040  0.6100  0.5185  0.4289  0.3408
  0.2540
  2.1527  2.1341  2.1115  2.0856  2.0576  2.0282  1.9977  1.9665  1.9346  1.9020
