 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  g   
 -5.2844 -3.3906 -1.7454 -2.1652 -5.0099-10.0536 -8.2509 -5.4824 -3.9240 -3.8777
 -3.7561 -3.6910 -4.2468 -4.7640 -4.7809 -3.9848
 -7.3457 -6.2492 -5.1499 -4.9939 -5.9269 -8.1834 -7.4177 -6.1687 -5.2660 -4.9222
 -4.6407 -4.4912 -4.6359 -4.7677 -4.6622 -3.9377 -3.4706 -3.1843 -3.0918
 -7.8896 -7.3334 -6.6966 -6.3034 -6.2104 -6.7156 -6.4921 -6.1171 -5.7035 -5.3275
 -5.0325 -4.8444 -4.7422 -4.6352 -4.4590 -3.8405 -3.3906 -3.1198 -2.9645 -2.8310
 -2.6252
 -6.9161 -6.6432 -6.3855 -6.0937 -5.8603 -5.6502 -5.4741 -5.3276 -5.2364 -5.0936
 -4.9313 -4.7507 -4.5657 -4.3665 -4.1713 -3.6932 -3.3377 -3.0807 -2.8922 -2.7484
 -2.6327 -2.5343 -2.4469
 -6.5216 -6.3035 -6.0878 -5.8536 -5.6328 -5.4199 -5.2244 -5.0510 -4.8979 -4.7569
 -4.6151 -4.4640 -4.3068 -4.1451 -3.9826 -3.5930 -3.2801 -3.0536 -2.8869 -2.7573
 -2.6510 -2.5593 -2.4774 -2.4034 -2.3362
 -6.1329 -5.9608 -5.7835 -5.5969 -5.4010 -5.2019 -5.0070 -4.8252 -4.6608 -4.5129
 -4.3767 -4.2447 -4.1099 -3.9740 -3.8361 -3.5124 -3.2372 -3.0339 -2.8842 -2.7670
 -2.6697 -2.5849 -2.5086 -2.4383 -2.3733 -2.3135
 -5.7501 -5.6151 -5.4726 -5.3236 -5.1648 -4.9962 -4.8219 -4.6502 -4.4885 -4.3404
 -4.2063 -4.0829 -3.9653 -3.8495 -3.7318 -3.4514 -3.2090 -3.0216 -2.8841 -2.7775
 -2.6888 -2.6111 -2.5405 -2.4749 -2.4132 -2.3555 -2.3026 -2.2554 -2.2169 -2.1951
 -5.3733 -5.2664 -5.1551 -5.0400 -4.9182 -4.7868 -4.6456 -4.4987 -4.3524 -4.2132
 -4.0847 -3.9670 -3.8588 -3.7564 -3.6560 -3.4106 -3.1927 -3.0161 -2.8847 -2.7856
 -2.7049 -2.6346 -2.5706 -2.5106 -2.4536 -2.3992 -2.3476 -2.3010 -2.2613 -2.2316
 -2.2178
 -5.0173 -4.9333 -4.8475 -4.7603 -4.6694 -4.5725 -4.4672 -4.3526 -4.2316 -4.1100
 -3.9923 -3.8823 -3.7808 -3.6867 -3.5971 -3.3819 -3.1834 -3.0165 -2.8868 -2.7903
 -2.7155 -2.6525 -2.5958 -2.5426 -2.4915 -2.4421 -2.3949 -2.3493 -2.3086 -2.2764
 -2.2550
 -4.6893 -4.6244 -4.5600 -4.4961 -4.4302 -4.3610 -4.2860 -4.2033 -4.1118 -4.0133
 -3.9124 -3.8137 -3.7198 -3.6319 -3.5493 -3.3563 -3.1745 -3.0168 -2.8899 -2.7926
 -2.7197 -2.6623 -2.6130 -2.5674 -2.5236 -2.4806 -2.4386 -2.3981 -2.3600 -2.3268
 -2.2988
 -4.3878 -4.3441 -4.2990 -4.2527 -4.2066 -4.1584 -4.1069 -4.0505 -3.9869 -3.9144
 -3.8353 -3.7527 -3.6697 -3.5887 -3.5113 -3.3321 -3.1679 -3.0178 -2.8942 -2.7964
 -2.7223 -2.6667 -2.6227 -2.5845 -2.5486 -2.5133 -2.4783 -2.4436 -2.4099 -2.3782
 -2.3482
 -4.1266 -4.0924 -4.0600 -4.0294 -3.9991 -3.9670 -3.9336 -3.8967 -3.8549 -3.8040
 -3.7454 -3.6815 -3.6147 -3.5467 -3.4790 -3.3142 -3.1589 -3.0172 -2.8963 -2.7996
 -2.7245 -2.6680 -2.6259 -2.5928 -2.5642 -2.5369 -2.5099 -2.4826 -2.4552 -2.4284
 -2.4031
 -3.9058 -3.8692 -3.8430 -3.8262 -3.8077 -3.7868 -3.7672 -3.7453 -3.7194 -3.6873
 -3.6490 -3.6050 -3.5558 -3.5059 -3.4524 -3.3025 -3.1475 -3.0150 -2.8962
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  g   
 -7.0291 -6.7012 -6.4805 -6.3755 -6.4055 -6.8862 -6.5750 -6.2485 -5.9762 -5.7549
 -5.4767 -5.2071 -5.0717 -4.9634 -4.7834 -4.1484
 -6.9016 -6.5612 -6.3052 -6.1366 -6.0664 -6.2528 -6.0613 -5.8487 -5.6454 -5.4537
 -5.2357 -5.0175 -4.8465 -4.6851 -4.4953 -3.9566 -3.5171 -3.1903 -2.9492
 -6.7601 -6.4189 -6.1424 -5.9295 -5.7849 -5.7617 -5.6354 -5.4929 -5.3370 -5.1705
 -4.9958 -4.8150 -4.6297 -4.4416 -4.2520 -3.7937 -3.4160 -3.1291 -2.9167 -2.7548
 -2.6252
 -6.6046 -6.2743 -5.9921 -5.7542 -5.5609 -5.4129 -5.2973 -5.1811 -5.0508 -4.9051
 -4.7570 -4.5996 -4.4215 -4.2330 -4.0535 -3.6597 -3.3348 -3.0830 -2.8951 -2.7503
 -2.6328 -2.5331 -2.4436
 -6.4351 -6.1274 -5.8543 -5.6107 -5.3945 -5.2064 -5.0470 -4.9134 -4.7870 -4.6576
