 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -2.7137 -2.6265 -2.5553 -2.4928 -2.4352 -2.3806 -2.3287 -2.2794 -2.2343 -2.1935
 -2.1566
 -6.1314 -5.9703 -5.8088 -5.6470 -5.4853 -5.3237 -5.1621 -5.0003 -4.8424 -4.6894
 -4.5387 -4.3884 -4.2394 -4.0954 -3.9578 -3.6450 -3.3797 -3.1602 -2.9821 -2.8373
 -2.7236 -2.6373 -2.5703 -2.5148 -2.4651 -2.4185 -2.3741 -2.3314 -2.2907 -2.2527
 -2.2177
 -5.9884 -5.8368 -5.6857 -5.5354 -5.3858 -5.2372 -5.0895 -4.9422 -4.7938 -4.6474
 -4.5048 -4.3645 -4.2250 -4.0870 -3.9525 -3.6450 -3.3847 -3.1677 -2.9903 -2.8469
 -2.7328 -2.6455 -2.5798 -2.5287 -2.4861 -2.4476 -2.4115 -2.3766 -2.3428 -2.3105
 -2.2802
 -5.8475 -5.6851 -5.5366 -5.3978 -5.2647 -5.1342 -5.0034 -4.8707 -4.7367 -4.6023
 -4.4683 -4.3355 -4.2048 -4.0754 -3.9473 -3.6465 -3.3883 -3.1741 -2.9978
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  B   
 -8.4577 -8.2852 -8.0753 -7.7410 -7.3551 -6.9664 -6.6234 -6.3301 -6.0581 -5.7980
 -5.5498 -5.3184 -5.1048 -4.9059 -4.7179 -4.2882 -3.8646 -3.4614 -3.1314
 -7.9425 -7.6118 -7.4193 -7.2941 -7.0549 -6.7261 -6.3862 -6.0796 -5.8030 -5.5404
 -5.2906 -5.0587 -4.8468 -4.6530 -4.4733 -4.0664 -3.6954 -3.3554 -3.0671 -2.8381
 -7.6464 -7.2778 -6.9807 -6.7604 -6.6273 -6.4717 -6.2055 -5.9041 -5.6216 -5.3593
 -5.1089 -4.8757 -4.6632 -4.4707 -4.2952 -3.9111 -3.5781 -3.2800 -3.0229 -2.8154
 -2.6489
 -7.4337 -7.0753 -6.7588 -6.4842 -6.2575 -6.0846 -5.9469 -5.7559 -5.4979 -5.2392
 -4.9913 -4.7573 -4.5429 -4.3496 -4.1749 -3.8030 -3.4950 -3.2279 -2.9963 -2.8060
 -2.6525 -2.5243
 -7.2583 -6.9266 -6.6161 -6.3397 -6.0963 -5.8746 -5.6765 -5.5059 -5.3484 -5.1472
 -4.9172 -4.6882 -4.4734 -4.2778 -4.1016 -3.7336 -3.4402 -3.1941 -2.9824 -2.8060
 -2.6629 -2.5438 -2.4404 -2.3469
 -7.1120 -6.8013 -6.5091 -6.2357 -5.9900 -5.7669 -5.5557 -5.3534 -5.1674 -5.0031
 -4.8338 -4.6400 -4.4370 -4.2429 -4.0647 -3.6941 -3.4074 -3.1741 -2.9767 -2.8115
 -2.6771 -2.5659 -2.4699 -2.3839 -2.3046 -2.2315 -2.1647 -2.1042 -2.0515 -2.0138
 -6.9695 -6.6869 -6.4179 -6.1559 -5.9116 -5.6898 -5.4841 -5.2851 -5.0900 -4.9038
 -4.7302 -4.5676 -4.4009 -4.2263 -4.0532 -3.6776 -3.3909 -3.1641 -2.9762 -2.8192
 -2.6919 -2.5879 -2.4991 -2.4199 -2.3472 -2.2779 -2.2134 -2.1560 -2.1072 -2.0681
 -2.0381
 -6.8350 -6.5773 -6.3331 -6.0883 -5.8510 -5.6293 -5.4265 -5.2358 -5.0494 -4.8647
 -4.6843 -4.5123 -4.3525 -4.1997 -4.0463 -3.6802 -3.3870 -3.1616 -2.9789 -2.8276
 -2.7053 -2.6071 -2.5253 -2.4533 -2.3873 -2.3243 -2.2649 -2.2108 -2.1631 -2.1225
 -2.0896
 -6.7134 -6.4731 -6.2473 -6.0219 -5.7976 -5.5800 -5.3768 -5.1891 -5.0114 -4.8370
 -4.6631 -4.4912 -4.3265 -4.1725 -4.0278 -3.6875 -3.3923 -3.1630 -2.9822 -2.8342
 -2.7148 -2.6208 -2.5452 -2.4805 -2.4221 -2.3674 -2.3161 -2.2687 -2.2250 -2.1848
 -2.1477
 -6.6096 -6.3764 -6.1623 -5.9574 -5.7498 -5.5434 -5.3426 -5.1537 -4.9785 -4.8122
 -4.6492 -4.4862 -4.3246 -4.1689 -4.0224 -3.6942 -3.4079 -3.1732 -2.9904 -2.8434
 -2.7249 -2.6321 -2.5603 -2.5020 -2.4511 -2.4043 -2.3602 -2.3183 -2.2786 -2.2418
 -2.2079
 -6.5230 -6.2877 -6.0791 -5.8868 -5.6949 -5.5048 -5.3147 -5.1286 -4.9521 -4.7872
 -4.6308 -4.4782 -4.3260 -4.1749 -4.0287 -3.7002 -3.4211 -3.1871 -3.0003 -2.8525
 -2.7340 -2.6409 -2.5703 -2.5160 -2.4717 -2.4327 -2.3968 -2.3624 -2.3295 -2.2983
 -2.2693
 -6.4479 -6.2068 -5.9976 -5.8078 -5.6294 -5.4546 -5.2793 -5.1049 -4.9331 -4.7678
 -4.6122 -4.4645 -4.3212 -4.1793 -4.0387 -3.7108 -3.4324 -3.2004 -3.0113
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  B   
 -8.6009 -8.3077 -7.8715 -7.4165 -6.9747 -6.5905 -6.2890 -6.0207 -5.7675 -5.5315
 -5.3079 -5.0984 -4.9051 -4.7272 -4.5623 -4.1863 -3.8329 -3.4912 -3.1796
 -7.9325 -7.7646 -7.5912 -7.2422 -6.8434 -6.4543 -6.1192 -5.8374 -5.5785 -5.3386
 -5.1113 -4.8990 -4.7040 -4.5266 -4.3642 -4.0053 -3.6835 -3.3835 -3.1092 -2.8741
 -7.6442 -7.2981 -7.0981 -6.9847 -6.7276 -6.3777 -6.0299 -5.7252 -5.4595 -5.2163
 -4.9865 -4.7712 -4.5731 -4.3933 -4.2303 -3.8789 -3.5768 -3.3057 -3.0609 -2.8478
 -2.6712
 -7.4956 -7.1118 -6.8015 -6.5753 -6.4375 -6.2748 -5.9877 -5.6771 -5.3960 -5.1473
 -4.9161 -4.6981 -4.4962 -4.3125 -4.1467 -3.7956 -3.5046 -3.2525 -3.0297 -2.8343
 -2.6704 -2.5341
 -7.3944 -7.0154 -6.6814 -6.3972 -6.1647 -5.9799 -5.8371 -5.6410 -5.3769 -5.1183
 -4.8851 -4.6654 -4.4598 -4.2714 -4.1011 -3.7449 -3.4584 -3.2182 -3.0109 -2.8299
 -2.6767 -2.5490 -2.4404 -2.3457
 -7.3171 -6.9537 -6.6160 -6.3163 -6.0553 -5.8277 -5.6286 -5.4562 -5.3006 -5.1041
 -4.8788 -4.6606 -4.4530 -4.2600 -4.0843 -3.7185 -3.4313 -3.1975 -3.0006 -2.8311
 -2.6872 -2.5672 -2.4657 -2.3769 -2.2974 -2.2251 -2.1579 -2.0945 -2.0382 -2.0036
 -7.2541 -6.9098 -6.5795 -6.2749 -6.0041 -5.7667 -5.5516 -5.3497 -5.1636 -4.9986
 -4.8384 -4.6574 -4.4618 -4.2694 -4.0894 -3.7109 -3.4183 -3.1866 -2.9962 -2.8352
 -2.6992 -2.5861 -2.4914 -2.4091 -2.3351 -2.2674 -2.2051 -2.1480 -2.0956 -2.0509
 -2.0262
 -7.1957 -6.8744 -6.5572 -6.2550 -5.9778 -5.7309 -5.5116 -5.3091 -5.1157 -4.9309
 -4.7597 -4.6018 -4.4445 -4.2776 -4.1062 -3.7189 -3.4171 -3.1832 -2.9957 -2.8405
 -2.7107 -2.6036 -2.5151 -2.4396 -2.3721 -2.3102 -2.2520 -2.1983 -2.1506 -2.1098
 -2.0765
 -7.1432 -6.8375 -6.5377 -6.2442 -5.9659 -5.7119 -5.4852 -5.2814 -5.0915 -4.9080
 -4.7303 -4.5612 -4.4018 -4.2515 -4.1034 -3.7362 -3.4236 -3.1840 -2.9967 -2.8446
 -2.7191 -2.6166 -2.5337 -2.4648 -2.4044 -2.3493 -2.2985 -2.2519 -2.2092 -2.1702
 -2.1344
 -7.1006 -6.8061 -6.5203 -6.2419 -5.9699 -5.7129 -5.4782 -5.2677 -5.0774 -4.8990
 -4.7262 -4.5573 -4.3934 -4.2373 -4.0912 -3.7539 -3.4453 -3.1952 -3.0038 -2.8519
 -2.7283 -2.6283 -2.5490 -2.4854 -2.4319 -2.3842 -2.3405 -2.2994 -2.2611 -2.2258
 -2.1943
 -7.0698 -6.7646 -6.4935 -6.2325 -5.9756 -5.7241 -5.4861 -5.2675 -5.0706 -4.8915
 -4.7236 -4.5611 -4.4012 -4.2446 -4.0944 -3.7611 -3.4685 -3.2147 -3.0152 -2.8606
 -2.7370 -2.6377 -2.5599 -2.4998 -2.4520 -2.4115 -2.3754 -2.3417 -2.3100 -2.2802
 -2.2529
 -7.0546 -6.7315 -6.4584 -6.2101 -5.9682 -5.7312 -5.5008 -5.2800 -5.0758 -4.8901
 -4.7207 -4.5623 -4.4093 -4.2587 -4.1104 -3.7712 -3.4848 -3.2369 -3.0315
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  B   
 -8.6139 -8.1998 -7.7046 -7.2394 -6.8101 -6.4410 -6.1462 -5.8880 -5.6484 -5.4221
 -5.2095 -5.0101 -4.8255 -4.6559 -4.4995 -4.1472 -3.8211 -3.5050 -3.2049
 -8.0069 -7.8775 -7.5554 -7.1321 -6.7166 -6.3287 -6.0073 -5.7348 -5.4878 -5.2576
 -5.0411 -4.8385 -4.6516 -4.4810 -4.3252 -3.9841 -3.6809 -3.3974 -3.1336 -2.8987
 -7.6416 -7.3568 -7.2466 -7.0281 -6.6646 -6.2902 -5.9412 -5.6477 -5.3923 -5.1580
 -4.9387 -4.7329 -4.5424 -4.3687 -4.2109 -3.8724 -3.5825 -3.3209 -3.0830 -2.8700
 -2.6884
 -7.5123 -7.1252 -6.8460 -6.6937 -6.5589 -6.2693 -5.9336 -5.6175 -5.3466 -5.1061
 -4.8845 -4.6758 -4.4815 -4.3034 -4.1417 -3.7999 -3.5163 -3.2688 -3.0492 -2.8537
 -2.6850 -2.5434
 -7.4459 -7.0435 -6.7007 -6.4321 -6.2354 -6.1008 -5.9123 -5.6290 -5.3435 -5.0903
 -4.8650 -4.6540 -4.4560 -4.2731 -4.1064 -3.7565 -3.4741 -3.2349 -3.0279 -2.8461
 -2.6886 -2.5556 -2.4430 -2.3454
 -7.4079 -7.0099 -6.6505 -6.3418 -6.0872 -5.8743 -5.7001 -5.5503 -5.3510 -5.1042
 -4.8703 -4.6572 -4.4562 -4.2687 -4.0965 -3.7350 -3.4492 -3.2140 -3.0155 -2.8442
 -2.6964 -2.5712 -2.4656 -2.3742 -2.2931 -2.2192 -2.1507 -2.0887 -2.0356 -1.9975
 -7.3868 -7.0000 -6.6381 -6.3131 -6.0326 -5.7931 -5.5822 -5.3912 -5.2243 -5.0667
 -4.8794 -4.6748 -4.4745 -4.2840 -4.1065 -3.7308 -3.4378 -3.2029 -3.0093 -2.8458
 -2.7062 -2.5880 -2.4890 -2.4040 -2.3286 -2.2603 -2.1986 -2.1415 -2.0885 -2.0436
 -2.0186
 -7.3709 -7.0029 -6.6461 -6.3149 -6.0187 -5.7620 -5.5384 -5.3358 -5.1460 -4.9697
 -4.8099 -4.6548 -4.4864 -4.3076 -4.1308 -3.7415 -3.4378 -3.1995 -3.0080 -2.8494
 -2.7160 -2.6040 -2.5110 -2.4323 -2.3634 -2.3011 -2.2431 -2.1899 -2.1425 -2.1017
 -2.0679
 -7.3584 -7.0049 -6.6605 -6.3307 -6.0264 -5.7555 -5.5189 -5.3099 -5.1178 -4.9348
 -4.7610 -4.5992 -4.4475 -4.2982 -4.1436 -3.7620 -3.4457 -3.2007 -3.0083 -2.8523
 -2.7233 -2.6163 -2.5286 -2.4562 -2.3940 -2.3383 -2.2875 -2.2406 -2.1976 -2.1593
 -2.1256
 -7.3496 -7.0075 -6.6803 -6.3601 -6.0547 -5.7742 -5.5243 -5.3044 -5.1084 -4.9268
 -4.7530 -4.5860 -4.4267 -4.2757 -4.1325 -3.7876 -3.4686 -3.2128 -3.0158 -2.8593
 -2.7320 -2.6279 -2.5439 -2.4764 -2.4205 -2.3718 -2.3280 -2.2873 -2.2497 -2.2154
 -2.1847
 -7.3473 -7.0019 -6.6901 -6.3866 -6.0905 -5.8083 -5.5486 -5.3163 -5.1105 -4.9256
 -4.7540 -4.5898 -4.4304 -4.2761 -4.1285 -3.7971 -3.4966 -3.2339 -3.0282 -2.8683
 -2.7406 -2.6375 -2.5553 -2.4911 -2.4404 -2.3984 -2.3618 -2.3283 -2.2972 -2.2684
 -2.2415
 -7.3600 -6.9940 -6.6851 -6.3988 -6.1193 -5.8462 -5.5857 -5.3447 -5.1275 -4.9334
 -4.7584 -4.5961 -4.4408 -4.2894 -4.1415 -3.8040 -3.5160 -3.2605 -3.0467
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  B   
 -8.5647 -8.0473 -7.5315 -7.0774 -6.6804 -6.3278 -6.0375 -5.7797 -5.5474 -5.3313
 -5.1284 -4.9383 -4.7617 -4.5991 -4.4494 -4.1160 -3.8120 -3.5181 -3.2310
 -8.1449 -7.8971 -7.4660 -7.0131 -6.6021 -6.2323 -5.9214 -5.6538 -5.4117 -5.1918
 -4.9851 -4.7917 -4.6124 -4.4480 -4.2977 -3.9709 -3.6831 -3.4135 -3.1594 -2.9272
 -7.6597 -7.4976 -7.3437 -6.9861 -6.5829 -6.2059 -5.8698 -5.5855 -5.3357 -5.1103
 -4.9006 -4.7039 -4.5212 -4.3534 -4.2003 -3.8727 -3.5933 -3.3398 -3.1071 -2.8957
 -2.7103
 -7.5164 -7.1488 -6.9490 -6.8455 -6.5750 -6.2191 -5.8744 -5.5662 -5.3032 -5.0710
 -4.8584 -4.6588 -4.4722 -4.3001 -4.1428 -3.8091 -3.5327 -3.2893 -3.0713 -2.8760
 -2.7040 -2.5570
 -7.4786 -7.0581 -6.7242 -6.4966 -6.3676 -6.1995 -5.9033 -5.5915 -5.3081 -5.0639
 -4.8466 -4.6442 -4.4542 -4.2775 -4.1151 -3.7715 -3.4937 -3.2558 -3.0479 -2.8651
 -2.7044 -2.5661 -2.4487 -2.3478
 -7.4779 -7.0466 -6.6700 -6.3636 -6.1282 -5.9525 -5.8135 -5.6125 -5.3455 -5.0857
 -4.8574 -4.6518 -4.4587 -4.2777 -4.1100 -3.7539 -3.4707 -3.2349 -3.0338 -2.8602
 -2.7091 -2.5789 -2.4682 -2.3732 -2.2896 -2.2147 -2.1462 -2.0825 -2.0264 -1.9910
 -7.5002 -7.0686 -6.6763 -6.3363 -6.0529 -5.8222 -5.6266 -5.4609 -5.3073 -5.1139
 -4.8874 -4.6757 -4.4801 -4.2955 -4.1229 -3.7525 -3.4606 -3.2237 -3.0264 -2.8593
 -2.7161 -2.5932 -2.4889 -2.4001 -2.3225 -2.2532 -2.1904 -2.1330 -2.0805 -2.0355
 -2.0099
 -7.5301 -7.1095 -6.7129 -6.3543 -6.0434 -5.7820 -5.5614 -5.3652 -5.1866 -5.0256
 -4.8702 -4.6955 -4.5098 -4.3260 -4.1503 -3.7655 -3.4618 -3.2204 -3.0243 -2.8613
 -2.7240 -2.6073 -2.5090 -2.4261 -2.3547 -2.2913 -2.2343 -2.1826 -2.1352 -2.0924
 -2.0582
 -7.5625 -7.1510 -6.7614 -6.3957 -6.0672 -5.7823 -5.5401 -5.3309 -5.1413 -4.9638
 -4.7983 -4.6453 -4.4967 -4.3409 -4.1781 -3.7883 -3.4713 -3.2223 -3.0245 -2.8634
 -2.7300 -2.6183 -2.5253 -2.4482 -2.3832 -2.3262 -2.2752 -2.2287 -2.1863 -2.1483
 -2.1154
 -7.5943 -7.1983 -6.8200 -6.4567 -6.1190 -5.8167 -5.5539 -5.3277 -5.1298 -4.9489
 -4.7777 -4.6154 -4.4633 -4.3191 -4.1781 -3.8216 -3.4954 -3.2356 -3.0326 -2.8705
 -2.7383 -2.6296 -2.5403 -2.4679 -2.4086 -2.3581 -2.3137 -2.2734 -2.2364 -2.2030
 -2.1733
 -7.6252 -7.2319 -6.8703 -6.5201 -6.1842 -5.8727 -5.5934 -5.3490 -5.1366 -4.9488
 -4.7767 -4.6136 -4.4575 -4.3086 -4.1663 -3.8374 -3.5278 -3.2579 -3.0462 -2.8802
 -2.7471 -2.6392 -2.5521 -2.4829 -2.4282 -2.3838 -2.3462 -2.3127 -2.2821 -2.2542
 -2.2278
 -7.6664 -7.2561 -6.9028 -6.5704 -6.2479 -5.9391 -5.6517 -5.3925 -5.1638 -4.9631
 -4.7846 -4.6208 -4.4659 -4.3166 -4.1723 -3.8413 -3.5514 -3.2880 -3.0666
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  B   
 -8.4423 -7.8795 -7.3676 -6.9376 -6.5665 -6.2359 -5.9557 -5.6961 -5.4641 -5.2596
 -5.0653 -4.8831 -4.7138 -4.5575 -4.4133 -4.0944 -3.8079 -3.5316 -3.2604
 -8.0717 -7.8432 -7.3577 -6.8997 -6.4993 -6.1497 -5.8534 -5.5892 -5.3516 -5.1408
 -4.9430 -4.7579 -4.5859 -4.4273 -4.2818 -3.9663 -3.6909 -3.4328 -3.1872 -2.9584
 -7.7496 -7.6499 -7.3405 -6.9164 -6.5017 -6.1274 -5.8093 -5.5334 -5.2899 -5.0731
 -4.8722 -4.6841 -4.5089 -4.3470 -4.1985 -3.8800 -3.6095 -3.3631 -3.1344 -2.9245
 -2.7368
 -7.5169 -7.2155 -7.1182 -6.9015 -6.5351 -6.1601 -5.8176 -5.5218 -5.2670 -5.0420
 -4.8380 -4.6470 -4.4683 -4.3024 -4.1497 -3.8239 -3.5540 -3.3146 -3.0975 -2.9018
 -2.7273 -2.5754
 -7.4895 -7.0659 -6.7700 -6.6268 -6.4954 -6.1996 -5.8648 -5.5504 -5.2770 -5.0402
 -4.8306 -4.6366 -4.4545 -4.2844 -4.1270 -3.7905 -3.5174 -3.2817 -3.0728 -2.8878
 -2.7243 -2.5814 -2.4586 -2.3536
 -7.5218 -7.0613 -6.6800 -6.3947 -6.2056 -6.0821 -5.8896 -5.6045 -5.3193 -5.0650
 -4.8440 -4.6462 -4.4608 -4.2869 -4.1245 -3.7754 -3.4956 -3.2607 -3.0572 -2.8801
 -2.7257 -2.5910 -2.4748 -2.3752 -2.2892 -2.2127 -2.1422 -2.0760 -2.0201 -1.9843
 -7.5866 -7.1098 -6.6927 -6.3462 -6.0748 -5.8669 -5.7057 -5.5611 -5.3608 -5.1141
 -4.8784 -4.6714 -4.4828 -4.3054 -4.1388 -3.7758 -3.4863 -3.2491 -3.0485 -2.8771
 -2.7298 -2.6023 -2.4926 -2.3988 -2.3179 -2.2466 -2.1835 -2.1257 -2.0716 -2.0269
 -2.0008
 -7.6690 -7.1883 -6.7524 -6.3725 -6.0562 -5.7987 -5.5895 -5.4096 -5.2515 -5.0978
 -4.9153 -4.7101 -4.5172 -4.3370 -4.1666 -3.7904 -3.4885 -3.2459 -3.0456 -2.8776
 -2.7354 -2.6141 -2.5102 -2.4222 -2.3471 -2.2816 -2.2237 -2.1707 -2.1231 -2.0819
 -2.0476
 -7.7494 -7.2764 -6.8346 -6.4349 -6.0870 -5.7949 -5.5543 -5.3513 -5.1700 -5.0033
 -4.8496 -4.6996 -4.5383 -4.3699 -4.2014 -3.8147 -3.4994 -3.2483 -3.0457 -2.8790
 -2.7401 -2.6234 -2.5249 -2.4424 -2.3732 -2.3138 -2.2619 -2.2152 -2.1733 -2.1361
 -2.1036
 -7.8286 -7.3683 -6.9331 -6.5266 -6.1589 -5.8390 -5.5683 -5.3416 -5.1470 -4.9708
 -4.8059 -4.6515 -4.5067 -4.3662 -4.2223 -3.8533 -3.5250 -3.2628 -3.0544 -2.8862
 -2.7481 -2.6339 -2.5393 -2.4612 -2.3972 -2.3438 -2.2981 -2.2576 -2.2212 -2.1879
 -2.1598
 -7.9010 -7.4484 -7.0271 -6.6267 -6.2523 -5.9142 -5.6185 -5.3660 -5.1516 -4.9653
 -4.7962 -4.6372 -4.4866 -4.3447 -4.2088 -3.8803 -3.5606 -3.2864 -3.0693 -2.8967
 -2.7574 -2.6438 -2.5512 -2.4764 -2.4166 -2.3686 -2.3290 -2.2950 -2.2647 -2.2377
 -2.2121
 -7.9764 -7.5122 -7.1036 -6.7183 -6.3511 -6.0076 -5.6960 -5.4215 -5.1845 -4.9807
 -4.8021 -4.6402 -4.4882 -4.3434 -4.2047 -3.8840 -3.5903 -3.3189 -3.0914
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  B   
 -8.2845 -7.7152 -7.2250 -6.8215 -6.4639 -6.1491 -5.8839 -5.6363 -5.4061 -5.2078
 -5.0211 -4.8456 -4.6824 -4.5312 -4.3917 -4.0836 -3.8026 -3.5388 -3.2906
 -8.1397 -7.7503 -7.2463 -6.7983 -6.4155 -6.0792 -5.7993 -5.5432 -5.3096 -5.1061
 -4.9157 -4.7377 -4.5720 -4.4188 -4.2774 -3.9705 -3.7048 -3.4564 -3.2183 -2.9926
 -7.9172 -7.7071 -7.2899 -6.8387 -6.4274 -6.0663 -5.7606 -5.4961 -5.2582 -5.0482
 -4.8551 -4.6744 -4.5059 -4.3496 -4.2054 -3.8943 -3.6311 -3.3910 -3.1660 -2.9571
 -2.7679
 -7.6478 -7.3669 -7.2330 -6.8838 -6.4814 -6.1043 -5.7709 -5.4871 -5.2405 -5.0220
 -4.8257 -4.6423 -4.4708 -4.3108 -4.1627 -3.8441 -3.5799 -3.3449 -3.1290 -2.9322
 -2.7554 -2.5990
 -7.4858 -7.0847 -6.8770 -6.7865 -6.5191 -6.1657 -5.8225 -5.5153 -5.2514 -5.0221
 -4.8199 -4.6334 -4.4586 -4.2950 -4.1426 -3.8137 -3.5452 -3.3127 -3.1035 -2.9157
 -2.7490 -2.6018 -2.4736 -2.3639
 -7.5368 -7.0623 -6.6949 -6.4598 -6.3448 -6.1791 -5.8843 -5.5756 -5.2921 -5.0470
 -4.8330 -4.6426 -4.4646 -4.2974 -4.1408 -3.7998 -3.5240 -3.2913 -3.0867 -2.9058
 -2.7472 -2.6080 -2.4865 -2.3815 -2.2905 -2.2112 -2.1384 -2.0699 -2.0139 -1.9776
 -7.6364 -7.1259 -6.6957 -6.3567 -6.1133 -5.9512 -5.8237 -5.6221 -5.3565 -5.0967
 -4.8674 -4.6670 -4.4855 -4.3149 -4.1544 -3.8009 -3.5149 -3.2790 -3.0767 -2.9007
 -2.7484 -2.6162 -2.5011 -2.4017 -2.3162 -2.2419 -2.1752 -2.1153 -2.0620 -2.0176
 -1.9913
 -7.7674 -7.2349 -6.7688 -6.3764 -6.0623 -5.8224 -5.6367 -5.4858 -5.3388 -5.1472
 -4.9220 -4.7080 -4.5191 -4.3455 -4.1813 -3.8158 -3.5175 -3.2753 -3.0726 -2.8997
 -2.7517 -2.6251 -2.5160 -2.4222 -2.3422 -2.2734 -2.2136 -2.1610 -2.1133 -2.0699
 -2.0360
 -7.9152 -7.3645 -6.8790 -6.4526 -6.0927 -5.8013 -5.5701 -5.3800 -5.2142 -5.0637
 -4.9137 -4.7442 -4.5593 -4.3831 -4.2165 -3.8408 -3.5293 -3.2780 -3.0722 -2.9000
 -2.7550 -2.6324 -2.5285 -2.4402 -2.3657 -2.3026 -2.2485 -2.2013 -2.1594 -2.1224
 -2.0902
 -8.0445 -7.5055 -7.0156 -6.5703 -6.1785 -5.8468 -5.5748 -5.3535 -5.1668 -4.9995
 -4.8446 -4.6995 -4.5573 -4.4091 -4.2560 -3.8806 -3.5562 -3.2936 -3.0813 -2.9071
 -2.7626 -2.6421 -2.5417 -2.4578 -2.3882 -2.3305 -2.2822 -2.2407 -2.2043 -2.1723
 -2.1447
 -8.1582 -7.6375 -7.1545 -6.7060 -6.2969 -5.9363 -5.6290 -5.3737 -5.1621 -4.9810
 -4.8178 -4.6655 -4.5222 -4.3869 -4.2549 -3.9199 -3.5937 -3.3186 -3.0975 -2.9187
 -2.7724 -2.6522 -2.5535 -2.4728 -2.4072 -2.3543 -2.3115 -2.2759 -2.2453 -2.2188
 -2.1945
 -8.2563 -7.7604 -7.2757 -6.8395 -6.4290 -6.0542 -5.7213 -5.4353 -5.1943 -4.9913
 -4.8162 -4.6587 -4.5116 -4.3726 -4.2132 -3.9587 -3.6418 -3.3530 -3.1208
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  B   
 -8.1356 -7.5705 -7.1060 -6.7323 -6.3867 -6.0885 -5.8274 -5.5892 -5.3651 -5.1737
 -4.9927 -4.8231 -4.6652 -4.5189 -4.3833 -4.0835 -3.8118 -3.5588 -3.3225
 -8.1806 -7.6438 -7.1420 -6.7111 -6.3488 -6.0284 -5.7540 -5.5086 -5.2802 -5.0842
 -4.9004 -4.7286 -4.5686 -4.4204 -4.2830 -3.9833 -3.7249 -3.4845 -3.2530 -3.0306
 -7.8650 -7.6943 -7.2061 -6.7633 -6.3649 -6.0185 -5.7234 -5.4682 -5.2352 -5.0331
 -4.8467 -4.6727 -4.5104 -4.3594 -4.2194 -3.9153 -3.6580 -3.4237 -3.2024 -2.9944
 -2.8038
