 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -7.6346 -7.6560 -7.5559 -7.3796 -7.1843 -6.9471 -6.6623 -6.4060 -6.1980 -6.0215
 -5.8655 -5.7167 -5.5725 -5.4304 -5.2879 -4.9193 -4.5199 -4.0999 -3.6940 -3.3346
 -3.0352 -2.8001
 -7.4888 -7.3580 -7.3553 -7.2894 -7.1332 -6.9441 -6.6988 -6.4151 -6.1661 -5.9618
 -5.7888 -5.6303 -5.4783 -5.3305 -5.1840 -4.8131 -4.4181 -4.0030 -3.5990 -3.2405
 -2.9431 -2.7088 -2.5363 -2.4160
 -7.4348 -7.2429 -7.0829 -7.0304 -7.0025 -6.8768 -6.7008 -6.4633 -6.1863 -5.9430
 -5.7427 -5.5717 -5.4109 -5.2560 -5.1044 -4.7285 -4.3378 -3.9296 -3.5287 -3.1692
 -2.8692 -2.6312 -2.4533 -2.3284 -2.2441 -2.1881 -2.1499 -2.1207 -2.0927 -2.0594
 -7.3990 -7.2100 -7.0013 -6.8195 -6.7150 -6.6794 -6.6056 -6.4549 -6.2391 -5.9752
 -5.7371 -5.5420 -5.3712 -5.2091 -5.0518 -4.6684 -4.2796 -3.8781 -3.4811 -3.1195
 -2.8138 -2.5683 -2.3814 -2.2478 -2.1581 -2.0998 -2.0627 -2.0385 -2.0201 -2.0002
 -1.9741
 -7.3706 -7.1940 -6.9931 -6.7715 -6.5734 -6.4321 -6.3501 -6.2937 -6.1946 -6.0188
 -5.7807 -5.5490 -5.3582 -5.1884 -5.0260 -4.6351 -4.2464 -3.8496 -3.4560 -3.0916
 -2.7776 -2.5217 -2.3227 -2.1772 -2.0776 -2.0142 -1.9757 -1.9530 -1.9388 -1.9272
 -1.9140
 -7.3125 -7.1750 -6.9984 -6.7870 -6.5552 -6.3449 -6.1792 -6.0572 -5.9677 -5.8861
 -5.7720 -5.5921 -5.3735 -5.1879 -5.0203 -4.6235 -4.2346 -3.8409 -3.4492 -3.0812
 -2.7580 -2.4896 -2.2771 -2.1172 -2.0049 -1.9323 -1.8896 -1.8662 -1.8536 -1.8464
 -1.8411
 -7.3567 -7.1748 -6.9949 -6.8169 -6.5994 -6.3611 -6.1406 -5.9573 -5.8097 -5.6876
 -5.5827 -5.4827 -5.3663 -5.2039 -5.0345 -4.6357 -4.2484 -3.8599 -3.4718 -3.1008
 -2.7675 -2.4844 -2.2553 -2.0782 -1.9490 -1.8620 -1.8095 -1.7811 -1.7677 -1.7618
 -1.7614
 -7.4096 -7.2005 -7.0069 -6.8274 -6.6486 -6.4292 -6.1878 -5.9591 -5.7625 -5.5974
 -5.4553 -5.3293 -5.2153 -5.1077 -4.9887 -4.6542 -4.2776 -3.8953 -3.5133 -3.1426
 -2.8008 -2.5031 -2.2564 -2.0605 -1.9121 -1.8073 -1.7403 -1.7022 -1.6839 -1.6777
 -1.6780
 -7.4713 -7.2520 -7.0064 -6.8286 -6.6711 -6.4937 -6.2765 -6.0357 -5.8018 -5.5942
 -5.4159 -5.2608 -5.1219 -4.9957 -4.8829 -4.6790 -4.3222 -3.9471 -3.5737
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  u   
 -7.9536 -7.7976 -7.6177 -7.4166 -7.1621 -6.9438 -6.7691 -6.6210 -6.4893 -6.3663
 -6.2462 -6.1273 -6.0091 -5.8892 -5.7672 -5.4545 -5.0926 -4.7062 -4.3080
 -7.9724 -7.8023 -7.6085 -7.3937 -7.1378 -6.8790 -6.6711 -6.5054 -6.3585 -6.2285
 -6.1033 -5.9807 -5.8593 -5.7374 -5.6134 -5.2858 -4.9223 -4.5278 -4.1290 -3.7532
 -7.9686 -7.8013 -7.6038 -7.3945 -7.1503 -6.8597 -6.6059 -6.4097 -6.2439 -6.1036
 -5.9726 -5.8461 -5.7221 -5.5985 -5.4732 -5.1433 -4.7774 -4.3804 -3.9819 -3.6138
 -3.2940
 -7.6871 -7.7305 -7.5742 -7.3815 -7.1608 -6.8868 -6.5908 -6.3491 -6.1584 -5.9982
 -5.8586 -5.7265 -5.5988 -5.4731 -5.3471 -5.0193 -4.6579 -4.2640 -3.8667 -3.5013
 -3.1880 -2.9323
 -7.5205 -7.4690 -7.4610 -7.3248 -7.1424 -6.9170 -6.6310 -6.3406 -6.1080 -5.9215
 -5.7668 -5.6265 -5.4930 -5.3637 -5.2357 -4.9098 -4.5560 -4.1701 -3.7768 -3.4114
 -3.0990 -2.8444 -2.6474 -2.5029
 -7.4539 -7.2669 -7.1644 -7.1612 -7.0591 -6.8931 -6.6732 -6.3897 -6.1099 -5.8847
 -5.7027 -5.5505 -5.4091 -5.2740 -5.1424 -4.8153 -4.4689 -4.0935 -3.7060 -3.3415
 -3.0264 -2.7687 -2.5676 -2.4189 -2.3128 -2.2374 -2.1838 -2.1438 -2.1060 -2.0653
 -7.4257 -7.2221 -7.0148 -6.8690 -6.8302 -6.7765 -6.6366 -6.4348 -6.1698 -5.8982
 -5.6795 -5.5024 -5.3506 -5.2082 -5.0713 -4.7389 -4.3976 -4.0325 -3.6537 -3.2903
 -2.9710 -2.7065 -2.4980 -2.3414 -2.2295 -2.1523 -2.0993 -2.0621 -2.0346 -2.0068
 -1.9748
 -7.4154 -7.2148 -6.9973 -6.7739 -6.5975 -6.5030 -6.4586 -6.3679 -6.2004 -5.9651
 -5.7073 -5.4928 -5.3199 -5.1687 -5.0255 -4.6853 -4.3456 -3.9892 -3.6191 -3.2579
 -2.9335 -2.6602 -2.4410 -2.2736 -2.1523 -2.0687 -2.0137 -1.9773 -1.9529 -1.9346
 -1.9149
 -7.3798 -7.2125 -7.0124 -6.7831 -6.5476 -6.3499 -6.2122 -6.1275 -6.0590 -5.9489
 -5.7647 -5.5294 -5.3212 -5.1521 -5.0021 -4.6534 -4.3130 -3.9618 -3.5985 -3.2396
 -2.9103 -2.6272 -2.3962 -2.2161 -2.0827 -1.9895 -1.9289 -1.8913 -1.8683 -1.8535
 -1.8424
 -7.4311 -7.2300 -7.0281 -6.8257 -6.5888 -6.3447 -6.1314 -5.9650 -5.8411 -5.7454
 -5.6563 -5.5421 -5.3703 -5.1703 -5.0043 -4.6465 -4.3057 -3.9596 -3.6033 -3.2476
 -2.9140 -2.6202 -2.3752 -2.1797 -2.0308 -1.9233 -1.8520 -1.8083 -1.7836 -1.7703
 -1.7637
 -7.5237 -7.2673 -7.0463 -6.8573 -6.6538 -6.4140 -6.1644 -5.9394 -5.7537 -5.6040
 -5.4806 -5.3743 -5.2742 -5.1644 -5.0161 -4.6560 -4.3160 -3.9750 -3.6262 -3.2752
 -2.9389 -2.6353 -2.3760 -2.1641 -1.9978 -1.8734 -1.7872 -1.7326 -1.7017 -1.6866
 -1.6805
 -7.6576 -7.3244 -7.0886 -6.8918 -6.6990 -6.4974 -6.2592 -6.0081 -5.7746 -5.5743
 -5.4073 -5.2658 -5.1426 -5.0328 -5.0375 -4.6819 -4.3439 -4.0080 -3.6672
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  u   
 -7.9330 -7.7718 -7.5841 -7.3729 -7.1137 -6.9146 -6.7546 -6.6151 -6.4896 -6.3728
 -6.2601 -6.1487 -6.0378 -5.9255 -5.8115 -5.5202 -5.1839 -4.8207 -4.4434
 -7.9352 -7.7750 -7.5785 -7.3497 -7.0804 -6.8345 -6.6431 -6.4887 -6.3548 -6.2335
 -6.1187 -6.0057 -5.8937 -5.7813 -5.6674 -5.3672 -5.0337 -4.6651 -4.2831 -3.9116
 -7.9790 -7.7881 -7.5873 -7.3588 -7.0910 -6.7972 -6.5613 -6.3815 -6.2303 -6.1032
 -5.9843 -5.8697 -5.7574 -5.6455 -5.5322 -5.2342 -4.9017 -4.5334 -4.1502 -3.7827
 -3.4534
 -7.8644 -7.7639 -7.5795 -7.3716 -7.1178 -6.8180 -6.5255 -6.3023 -6.1305 -5.9858
 -5.8609 -5.7428 -5.6290 -5.5170 -5.4047 -5.1126 -4.7879 -4.4255 -4.0447 -3.6789
 -3.3541 -3.0794
 -7.5809 -7.5987 -7.5166 -7.3443 -7.1353 -6.8659 -6.5515 -6.2726 -6.0600 -5.8922
 -5.7544 -5.6302 -5.5126 -5.3988 -5.2863 -4.9995 -4.6851 -4.3332 -3.9587 -3.5943
 -3.2698 -2.9962 -2.7754 -2.6048
 -7.4717 -7.3121 -7.2955 -7.2435 -7.0904 -6.8880 -6.6173 -6.3073 -6.0392 -5.8352
 -5.6720 -5.5374 -5.4132 -5.2952 -5.1805 -4.8956 -4.5910 -4.2523 -3.8875 -3.5260
 -3.1998 -2.9235 -2.6997 -2.5261 -2.3961 -2.2996 -2.2280 -2.1730 -2.1225 -2.0729
 -7.4427 -7.2327 -7.0433 -6.9699 -6.9466 -6.8233 -6.6377 -6.3806 -6.0851 -5.8262
 -5.6282 -5.4699 -5.3360 -5.2115 -5.0925 -4.8048 -4.5075 -4.1817 -3.8292 -3.4729
 -3.1445 -2.8629 -2.6329 -2.4528 -2.3175 -2.2182 -2.1459 -2.0934 -2.0534 -2.0153
 -1.9762
 -7.4439 -7.2254 -6.9988 -6.7859 -6.6556 -6.6170 -6.5424 -6.3864 -6.1589 -5.8850
 -5.6346 -5.4405 -5.2857 -5.1521 -5.0269 -4.7323 -4.4382 -4.1234 -3.7838 -3.4349
 -3.1053 -2.8169 -2.5780 -2.3886 -2.2447 -2.1391 -2.0635 -2.0102 -1.9728 -1.9446
 -1.9167
 -7.4281 -7.2348 -7.0162 -6.7752 -6.5449 -6.3743 -6.2834 -6.2268 -6.1231 -5.9406
 -5.6980 -5.4589 -5.2689 -5.1171 -4.9840 -4.6796 -4.3849 -4.0773 -3.7484 -3.4071
 -3.0777 -2.7829 -2.5342 -2.3337 -2.1787 -2.0638 -1.9824 -1.9265 -1.8891 -1.8636
 -1.8449
 -7.4953 -7.2705 -7.0464 -6.8232 -6.5727 -6.3298 -6.1322 -5.9944 -5.9042 -5.8258
 -5.7122 -5.5309 -5.3089 -5.1205 -4.9696 -4.6526 -4.3555 -4.0529 -3.7338 -3.4015
 -3.0743 -2.7736 -2.5138 -2.2999 -2.1307 -2.0023 -1.9099 -1.8470 -1.8067 -1.7815
 -1.7656
 -7.6242 -7.3325 -7.0832 -6.8722 -6.6464 -6.3913 -6.1399 -5.9241 -5.7561 -5.6293
 -5.5294 -5.4370 -5.3275 -5.1689 -4.9867 -4.6457 -4.3455 -4.0461 -3.7350 -3.4114
 -3.0881 -2.7835 -2.5135 -2.2857 -2.1010 -1.9569 -1.8501 -1.7758 -1.7281 -1.7000
 -1.6845
 -7.8148 -7.4208 -7.1594 -6.9327 -6.7119 -6.4874 -6.2325 -5.9764 -5.7482 -5.5598
 -5.4085 -5.2849 -5.1796 -5.0824 -5.0353 -4.6589 -4.3549 -4.0569 -3.7520
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  u   
 -7.9097 -7.7540 -7.5585 -7.3276 -7.0794 -6.8687 -6.6988 -6.5596 -6.4423 -6.3395
 -6.2449 -6.1531 -6.0598 -5.9609 -5.8550 -5.5802 -5.2669 -4.9040 -4.5469
 -7.9296 -7.7511 -7.5424 -7.3069 -7.0318 -6.8004 -6.6254 -6.4830 -6.3581 -6.2450
 -6.1370 -6.0313 -5.9271 -5.8227 -5.7169 -5.4397 -5.1332 -4.7836 -4.4217 -4.0614
 -7.9325 -7.7691 -7.5618 -7.3154 -7.0320 -6.7440 -6.5278 -6.3638 -6.2268 -6.1101
 -6.0007 -5.8954 -5.7923 -5.6897 -5.5862 -5.3144 -5.0120 -4.6732 -4.3111 -3.9510
 -3.6171
 -7.9270 -7.7732 -7.5748 -7.3454 -7.0648 -6.7480 -6.4696 -6.2672 -6.1129 -5.9828
 -5.8698 -5.7632 -5.6605 -5.5595 -5.4584 -5.1955 -4.9033 -4.5728 -4.2151 -3.8568
 -3.5255 -3.2355
 -7.6940 -7.6863 -7.5462 -7.3512 -7.1057 -6.8026 -6.4750 -6.2137 -6.0230 -5.8722
 -5.7505 -5.6399 -5.5351 -5.4339 -5.3340 -5.0794 -4.7997 -4.4824 -4.1337 -3.7788
 -3.4481 -3.1587 -2.9159 -2.7198
 -7.4959 -7.4067 -7.4105 -7.2908 -7.1053 -6.8551 -6.5436 -6.2241 -5.9781 -5.7957
 -5.6506 -5.5317 -5.4221 -5.3183 -5.2175 -4.9674 -4.6994 -4.3973 -4.0616 -3.7129
 -3.3826 -3.0914 -2.8460 -2.6476 -2.4923 -2.3731 -2.2823 -2.2091 -2.1431 -2.0825
 -7.4554 -7.2483 -7.1079 -7.1009 -7.0139 -6.8459 -6.6065 -6.3028 -5.9992 -5.7620
 -5.5859 -5.4454 -5.3275 -5.2185 -5.1145 -4.8640 -4.6048 -4.3172 -3.9969 -3.6576
 -3.3286 -3.0341 -2.7841 -2.5804 -2.4203 -2.2975 -2.2044 -2.1340 -2.0779 -2.0267
 -1.9788
 -7.4562 -7.2312 -7.0035 -6.8206 -6.7642 -6.7178 -6.5787 -6.3654 -6.0848 -5.7985
 -5.5677 -5.3948 -5.2573 -5.1400 -5.0307 -4.7748 -4.5202 -4.2450 -3.9398 -3.6121
 -3.2867 -2.9890 -2.7325 -2.5213 -2.3538 -2.2247 -2.1273 -2.0543 -2.0003 -1.9586
 -1.9200
 -7.4618 -7.2456 -7.0139 -6.7686 -6.5557 -6.4360 -6.3891 -6.2989 -6.1258 -5.8805
 -5.6130 -5.3910 -5.2204 -5.0853 -4.9682 -4.7029 -4.4484 -4.1812 -3.8889 -3.5733
 -3.2532 -2.9531 -2.6898 -2.4696 -2.2926 -2.1550 -2.0511 -1.9743 -1.9185 -1.8790
 -1.8497
 -7.5338 -7.2931 -7.0528 -6.8132 -6.5558 -6.3221 -6.1537 -6.0593 -5.9917 -5.8817
 -5.6956 -5.4602 -5.2412 -5.0703 -4.9353 -4.6561 -4.3984 -4.1363 -3.8552 -3.5522
 -3.2400 -2.9393 -2.6689 -2.4380 -2.2488 -2.0990 -1.9846 -1.9001 -1.8403 -1.7990
 -1.7714
 -7.6881 -7.3737 -7.1040 -6.8747 -6.6305 -6.3662 -6.1186 -5.9196 -5.7791 -5.6824
 -5.5976 -5.4869 -5.3170 -5.1104 -4.9386 -4.6313 -4.3680 -4.1077 -3.8348 -3.5433
 -3.2400 -2.9413 -2.6654 -2.4240 -2.2217 -2.0580 -1.9304 -1.8347 -1.7666 -1.7211
 -1.6923
 -7.9245 -7.4874 -7.1675 -6.9339 -6.7120 -6.4677 -6.2015 -5.9455 -5.7273 -5.5560
 -5.4263 -5.3239 -5.2314 -5.1294 -4.9781 -4.6285 -4.3572 -4.0954 -3.8277
