 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -4.3973 -4.2979 -4.5095 -4.4321 -4.2093 -3.9100 -3.5757 -3.3489 -3.1399 -2.9258
 -2.7279 -2.5454 -2.3761 -2.2158 -2.0624 -1.7306 -1.4011 -1.1041 -0.9112
 -4.3611 -4.0877 -3.8710 -3.7237 -3.6355 -3.5117 -3.3143 -3.0932 -2.8832 -2.6830
 -2.4941 -2.3187 -2.1569 -2.0073 -1.8675 -1.5525 -1.2808 -1.0596 -0.8915 -0.7632
 -4.1040 -3.8324 -3.5952 -3.3958 -3.2332 -3.1191 -3.0240 -2.8813 -2.6994 -2.5081
 -2.3285 -2.1616 -2.0080 -1.8673 -1.7380 -1.4560 -1.2206 -1.0283 -0.8795 -0.7641
 -0.6712
 -3.9004 -3.6482 -3.4159 -3.2102 -3.0294 -2.8695 -2.7338 -2.6278 -2.5166 -2.3714
 -2.2081 -2.0494 -1.9031 -1.7691 -1.6467 -1.3861 -1.1765 -1.0081 -0.8747 -0.7702
 -0.6849 -0.6123
 -3.7265 -3.4989 -3.2814 -3.0811 -2.9010 -2.7375 -2.5875 -2.4508 -2.3347 -2.2252
 -2.1054 -1.9693 -1.8316 -1.7029 -1.5856 -1.3385 -1.1453 -0.9934 -0.8738 -0.7790
 -0.7008 -0.6335 -0.5740 -0.5207
 -3.5760 -3.3678 -3.1700 -2.9805 -2.8059 -2.6462 -2.4985 -2.3605 -2.2322 -2.1135
 -2.0040 -1.8956 -1.7801 -1.6616 -1.5477 -1.3079 -1.1241 -0.9827 -0.8734 -0.7875
 -0.7165 -0.6550 -0.6001 -0.5499 -0.5015 -0.4567 -0.4182 -0.3878 -0.3671 -0.3570
 -3.4481 -3.2533 -3.0706 -2.8955 -2.7285 -2.5742 -2.4313 -2.2976 -2.1723 -2.0535
 -1.9408 -1.8344 -1.7318 -1.6291 -1.5260 -1.2911 -1.1108 -0.9743 -0.8715 -0.7928
 -0.7291 -0.6741 -0.6248 -0.5793 -0.5366 -0.4952 -0.4570 -0.4244 -0.3992 -0.3835
 -0.3805
 -3.3422 -3.1556 -2.9819 -2.8181 -2.6617 -2.5130 -2.3746 -2.2460 -2.1254 -2.0109
 -1.9017 -1.7970 -1.6965 -1.6001 -1.5059 -1.2855 -1.1049 -0.9692 -0.8685 -0.7939
 -0.7363 -0.6884 -0.6456 -0.6058 -0.5683 -0.5321 -0.4960 -0.4626 -0.4353 -0.4164
 -0.4076
