 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F410M
 -3.8824 -3.9610 -4.0274 -4.0892 -4.1386 -4.1787 -4.2006 -4.2436 -4.2954 -4.3581
 -4.4309 -4.4983 -4.5853 -4.6669 -4.7419 -4.9311 -5.1184 -5.2882 -5.4557
 -3.8360 -3.9169 -3.9961 -4.0737 -4.1464 -4.2081 -4.2618 -4.3121 -4.3627 -4.4164
 -4.4772 -4.5458 -4.6196 -4.6953 -4.7714 -4.9602 -5.1433 -5.3181 -5.4850 -5.6440
 -3.8567 -3.9329 -4.0089 -4.0836 -4.1557 -4.2259 -4.2934 -4.3534 -4.4081 -4.4618
 -4.5171 -4.5777 -4.6458 -4.7186 -4.7929 -4.9787 -5.1602 -5.3348 -5.5017 -5.6605
 -5.8118
 -3.8896 -3.9589 -4.0298 -4.1015 -4.1724 -4.2414 -4.3080 -4.3733 -4.4371 -4.4969
 -4.5548 -4.6119 -4.6727 -4.7398 -4.8110 -4.9927 -5.1724 -5.3469 -5.5139 -5.6727
 -5.8237 -5.9680
 -3.9376 -3.9976 -4.0609 -4.1268 -4.1944 -4.2620 -4.3283 -4.3927 -4.4560 -4.5192
 -4.5816 -4.6424 -4.7019 -4.7639 -4.8295 -5.0042 -5.1808 -5.3547 -5.5225 -5.6815
 -5.8326 -5.9766 -6.1144 -6.2468
 -4.0013 -4.0516 -4.1051 -4.1626 -4.2238 -4.2875 -4.3519 -4.4156 -4.4783 -4.5402
 -4.6022 -4.6645 -4.7256 -4.7872 -4.8504 -5.0157 -5.1870 -5.3587 -5.5273 -5.6875
 -5.8390 -5.9831 -6.1207 -6.2527 -6.3797 -6.5022 -6.6209 -6.7362 -6.8486 -6.9583
 -4.0762 -4.1205 -4.1642 -4.2116 -4.2641 -4.3211 -4.3808 -4.4418 -4.5031 -4.5640
 -4.6245 -4.6853 -4.7459 -4.8067 -4.8686 -5.0283 -5.1932 -5.3604 -5.5281 -5.6902
 -5.8432 -5.9878 -6.1255 -6.2573 -6.3838 -6.5056 -6.6233 -6.7375 -6.8484 -6.9566
 -7.0626
 -4.1609 -4.2001 -4.2374 -4.2757 -4.3180 -4.3660 -4.4185 -4.4744 -4.5322 -4.5907
 -4.6495 -4.7085 -4.7676 -4.8265 -4.8863 -5.0404 -5.2001 -5.3620 -5.5262 -5.6890
 -5.8443 -5.9906 -6.1289 -6.2609 -6.3873 -6.5087 -6.6257 -6.7389 -6.8488 -6.9557
 -7.0600
 -4.2500 -4.2868 -4.3215 -4.3543 -4.3877 -4.4257 -4.4692 -4.5175 -4.5694 -4.6237
 -4.6794 -4.7360 -4.7930 -4.8501 -4.9076 -5.0550 -5.2087 -5.3665 -5.5262 -5.6871
 -5.8442 -5.9932 -6.1334 -6.2663 -6.3930 -6.5145 -6.6314 -6.7443 -6.8536 -6.9595
 -7.0622
 -4.3435 -4.3806 -4.4093 -4.4406 -4.4697 -4.4993 -4.5331 -4.5722 -4.6160 -4.6637
 -4.7141 -4.7667 -4.8205 -4.8751 -4.9303 -5.0709 -5.2171 -5.3693 -5.5246 -5.6815
 -5.8375 -5.9887 -6.1316 -6.2663 -6.3941 -6.5161 -6.6330 -6.7456 -6.8566 -6.9618
 -7.0634
 -4.4414 -4.4815 -4.5008 -4.5288 -4.5591 -4.5858 -4.6122 -4.6420 -4.6766 -4.7157
 -4.7586 -4.8049 -4.8538 -4.9044 -4.9563 -5.0904 -5.2287 -5.3741 -5.5246 -5.6772
 -5.8302 -5.9809 -6.1260 -6.2636 -6.3934 -6.5166 -6.6344 -6.7472 -6.8557 -6.9605
 -7.0621
 -4.5437 -4.5895 -4.5960 -4.6178 -4.6502 -4.6783 -4.7024 -4.7261 -4.7524 -4.7822
 -4.8162 -4.8542 -4.8958 -4.9405 -4.9856 -5.1135 -5.2435 -5.3809 -5.5262
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F410M
 -3.8588 -3.9285 -3.9898 -4.0476 -4.1008 -4.1516 -4.1982 -4.2539 -4.3133 -4.3774
 -4.4464 -4.5159 -4.5936 -4.6708 -4.7458 -4.9331 -5.1175 -5.2907 -5.4585
 -3.8391 -3.9258 -4.0081 -4.0796 -4.1425 -4.1993 -4.2525 -4.3047 -4.3590 -4.4173
 -4.4811 -4.5511 -4.6252 -4.7006 -4.7759 -4.9618 -5.1427 -5.3166 -5.4830 -5.6418
 -3.8364 -3.9209 -4.0030 -4.0814 -4.1574 -4.2265 -4.2867 -4.3426 -4.3971 -4.4522
 -4.5109 -4.5757 -4.6470 -4.7216 -4.7966 -4.9816 -5.1609 -5.3337 -5.4996 -5.6581
 -5.8094
 -3.8439 -3.9247 -4.0050 -4.0831 -4.1577 -4.2283 -4.2973 -4.3632 -4.4233 -4.4810
 -4.5387 -4.5990 -4.6651 -4.7371 -4.8110 -4.9956 -5.1741 -5.3461 -5.5117 -5.6701
 -5.8211 -5.9654
 -3.8644 -3.9390 -4.0146 -4.0902 -4.1644 -4.2361 -4.3044 -4.3699 -4.4355 -4.5001
 -4.5620 -4.6224 -4.6842 -4.7512 -4.8228 -5.0052 -5.1829 -5.3545 -5.5202 -5.6787
 -5.8297 -5.9737 -6.1116 -6.2442
 -3.9012 -3.9670 -4.0353 -4.1055 -4.1766 -4.2473 -4.3163 -4.3829 -4.4473 -4.5114
 -4.5765 -4.6413 -4.7040 -4.7678 -4.8347 -5.0120 -5.1884 -5.3594 -5.5252 -5.6844
 -5.8358 -5.9799 -6.1176 -6.2497 -6.3768 -6.4996 -6.6187 -6.7344 -6.8469 -6.9563
 -3.9559 -4.0115 -4.0703 -4.1325 -4.1974 -4.2642 -4.3315 -4.3981 -4.4632 -4.5268
 -4.5901 -4.6544 -4.7189 -4.7833 -4.8489 -5.0183 -5.1917 -5.3613 -5.5268 -5.6872
 -5.8397 -5.9844 -6.1222 -6.2541 -6.3808 -6.5028 -6.6210 -6.7354 -6.8465 -6.9547
 -7.0608
 -4.0248 -4.0724 -4.1214 -4.1738 -4.2303 -4.2904 -4.3531 -4.4170 -4.4812 -4.5447
 -4.6072 -4.6697 -4.7325 -4.7961 -4.8609 -5.0263 -5.1946 -5.3617 -5.5257 -5.6865
 -5.8408 -5.9869 -6.1254 -6.2575 -6.3840 -6.5056 -6.6231 -6.7367 -6.8467 -6.9537
 -7.0582
 -4.1027 -4.1464 -4.1880 -4.2309 -4.2780 -4.3297 -4.3855 -4.4443 -4.5051 -4.5667
 -4.6283 -4.6896 -4.7507 -4.8121 -4.8747 -5.0359 -5.2001 -5.3640 -5.5256 -5.6853
 -5.8411 -5.9896 -6.1296 -6.2626 -6.3894 -6.5111 -6.6283 -6.7414 -6.8509 -6.9570
 -7.0603
 -4.1815 -4.2255 -4.2645 -4.3011 -4.3393 -4.3819 -4.4291 -4.4806 -4.5355 -4.5930
 -4.6519 -4.7113 -4.7707 -4.8302 -4.8902 -5.0449 -5.2041 -5.3643 -5.5229 -5.6799
 -5.8351 -5.9853 -6.1279 -6.2625 -6.3904 -6.5125 -6.6297 -6.7425 -6.8514 -6.9569
 -7.0614
 -4.2575 -4.3046 -4.3455 -4.3807 -4.4136 -4.4481 -4.4868 -4.5298 -4.5772 -4.6283
 -4.6822 -4.7381 -4.7950 -4.8523 -4.9100 -5.0576 -5.2104 -5.3659 -5.5213 -5.6752
 -5.8279 -5.9780 -6.1225 -6.2598 -6.3895 -6.5129 -6.6308 -6.7438 -6.8527 -6.9578
 -7.0596
 -4.3275 -4.3804 -4.4254 -4.4635 -4.4963 -4.5264 -4.5581 -4.5932 -4.6325 -4.6757
 -4.7226 -4.7728 -4.8221 -4.8762 -4.9341 -5.0740 -5.2190 -5.3688 -5.5208
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = F410M
 -3.8280 -3.8924 -3.9517 -4.0090 -4.0671 -4.1273 -4.1908 -4.2574 -4.3247 -4.3925
 -4.4609 -4.5309 -4.6025 -4.6757 -4.7494 -4.9333 -5.1146 -5.2893 -5.4571
 -3.8509 -3.9269 -3.9952 -4.0577 -4.1169 -4.1757 -4.2360 -4.2978 -4.3606 -4.4244
 -4.4901 -4.5592 -4.6316 -4.7056 -4.7798 -4.9629 -5.1414 -5.3143 -5.4799 -5.6384
 -3.8377 -3.9246 -4.0080 -4.0830 -4.1497 -4.2115 -4.2709 -4.3302 -4.3900 -4.4505
 -4.5130 -4.5795 -4.6508 -4.7250 -4.7997 -4.9833 -5.1609 -5.3321 -5.4967 -5.6546
 -5.8057
 -3.8274 -3.9137 -3.9968 -4.0768 -4.1540 -4.2274 -4.2935 -4.3544 -4.4140 -4.4735
 -4.5338 -4.5969 -4.6651 -4.7382 -4.8129 -4.9971 -5.1746 -5.3449 -5.5088 -5.6663
 -5.8171 -5.9614
 -3.8258 -3.9099 -3.9930 -4.0738 -4.1506 -4.2241 -4.2952 -4.3640 -4.4298 -4.4915
 -4.5521 -4.6138 -4.6783 -4.7482 -4.8218 -5.0059 -5.1836 -5.3538 -5.5172 -5.6745
 -5.8252 -5.9694 -6.1073 -6.2401
 -3.8351 -3.9146 -3.9947 -4.0740 -4.1517 -4.2265 -4.2978 -4.3657 -4.4326 -4.5001
 -4.5660 -4.6294 -4.6926 -4.7584 -4.8289 -5.0114 -5.1891 -5.3593 -5.5227 -5.6800
 -5.8309 -5.9751 -6.1130 -6.2453 -6.3727 -6.4960 -6.6156 -6.7316 -6.8442 -6.9536
 -3.8593 -3.9315 -4.0058 -4.0811 -4.1563 -4.2306 -4.3030 -4.3727 -4.4399 -4.5058
 -4.5721 -4.6393 -4.7053 -4.7708 -4.8377 -5.0149 -5.1920 -5.3621 -5.5255 -5.6830
